;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интенет-анализ;контент-анализ
9156;24111;250650;64476214;250649;25106701;2015-10-09 19:32:57;Если хочешь получить Нобеля кричи на всех углах - Россия - тиран, убийца, в ней нет ничего демократического и все сидят в лагерях. И ты нобелевский лауреат!;22;;с4;3.0
9157;24112;250651;82853210;250649;25106701;2015-10-09 19:33:00;http://vk.com/photo-29340221_382416487;2;;;
9158;24113;250652;10795546;250649;25106701;2015-10-09 19:34:00;Ну не зря столько лет тужилась. Срала, срала на Россию и вот награда нашла своего  героя .;7;;л4;3.0
9159;24114;250653;266669306;250649;25106701;2015-10-09 19:34:00;http://vk.com/photo-25106701_382353308;0;;;
9160;24115;250654;82853210;250649;25106701;2015-10-09 19:35:56;Вяло как то..? Никакого энтузиазма,дежурные фразы...А не сомнения ли у вас,товарищи?;1;;ч2, а2;2.0
9161;24116;250655;1382908;250649;25106701;2015-10-09 19:36:00;Я заметила, что грамотно судить может кто угодно почему-то, но никак не основные 86% электората, которые по умолчанию быдло неведающее.;0;;Т2;2.0
9162;24117;250656;23325630;250649;25106701;2015-10-09 19:36:04;плевать на пейсательницу, главное в этой истории то, что ангажированность премии Нобеля теперь не вызывает сомнений у нормальных людей, да и раньше с ними всё было ясно;8;;И2;3.0
9163;24118;250657;468301;250649;25106701;2015-10-09 19:39:43;[id23325630|Алексей], после Орака Бабамы последние сомнения отпали, на долю алексиевич ничего не осталось;3;;И4;4.0
9164;24119;250660;1954875;250649;25106701;2015-10-09 19:41:14;??;0;;;
9165;24120;250661;158804026;250649;25106701;2015-10-09 19:42:08;После Обамы только таким и давать. Похожи, как сестры и по уму, и по ненависти к России. http://vk.com/photo-25106701_382354526 http://vk.com/photo-25106701_382354527;5;;Н4;4.0
9166;24121;250662;23314759;250649;25106701;2015-10-09 19:45:00;Теперь мне стало ясно, кто ей дал премию и за что. И если речь о ее таланте, а не о линии, которую она гнет, тогда почему ей дали премию именно сейчас?;2;;Ч4,А4;2.0
