;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
8204;10821;266579;82853210;266578;25106701;29.12.2015 7:03;...а цена на нефть стремится к 10 баксам...;0;;У4;1
8205;10822;266580;173188380;266578;25106701;29.12.2015 7:06;Выходим из ВТО и международного рынка!;0;;С4;1
8206;10823;266581;324261285;266578;25106701;29.12.2015 7:06;Истерия вокруг цен на нефть подогревается оскотиневшейся либеральной массой, подпитываемой как раз такими сми как Эль Паис. А наши предприниматели делают на этом деньги. Вчера зашла в магазин, купить батарейки на дистанционки - они уже не 15 а 20 стоят. Хех!;3;;Щ4;1
8207;10824;266582;309379415;266578;25106701;29.12.2015 7:08;все у России будет хорошо;6;;И4;1
8208;10825;266583;47540014;266578;25106701;29.12.2015 7:12;Будущее в цене на нефть ?! ПРАВЫ,ой как правы....НЕФТИ БОЛЬШЕ НЕ СТАНОВИТСЯ, а потребление растет. Второе...почему эти полу-пиндосы не могут понять,что не в Путине их проблема ? Большинство россиян поняли - все...это Сталинград ! Отступишь... СОМНУТ ОКОНЧАТЕЛЬНО и 90е будут вспоминаться раем. Россия сегодня в стадии  активной обороны ... что дальше ? А дальше  выборы в Америке  и нужно не упустить это момент... и нефти на этой планете больше не становится.;6;;Ж4;1
8209;10826;266588;252652514;266578;25106701;29.12.2015 7:32;Будущее будет зависеть от нашего хладнокровия и единства , у цены на нефть  роль весьма опосредованная..;4;;И4;1
8210;10827;266589;47540014;266578;25106701;29.12.2015 7:33;[id82853210|Сергей], и что ? Хохлам от этого легче ? Хе...может предел себестоимости еще и не пройден,но карман Пиндостана не бездонный(они активно скупают разорившиеся нефтеомпании). В 90х тоже упала до себестоимости,а потом скакнула до 150... Ну,а истинная цена, как говорят научники - 200-250  в долларовом эквиваленте . Якши,бледнолицие ?!;0;;Ж3;2
8211;10828;266590;252652514;266578;25106701;29.12.2015 7:44;Надо рвать все экономические связи и путы с Западом,прежде всего с Германией .Пусть потом кусают свои локти.<br>Якобы демократический Запад использовал экономику как рычаг давления на Россию , пытаясь заставить её принять политические решения, идущие во вред её национальным интересам, предать миллионы своих соотечественников,отдав их на растерзание  цепным шакалам Госдепа и правительства в Брюсселе....<br><br>Мы долго надеялись, что экономические реалии окажутся императивом , но увы, Запад ни на йоту не поменялся с 19 века  — та же злоба,ненависть и зависть к России . И если бы не ядерный зонтик, то нас давно ждала бы судьба Югославии.<br><br> Не питайте иллюзий — смерти тысяч людей на Украине только больше распалили аппетиты варваров с Запада.<br><br>Альтернативы усилению связей с Китаем,Индией,Ираном, Ираком, Южной Кореей , Въетнамом у нас нет.<br>Да , можно и дальше сотрудничать с Европой, брать всё самое лучшее, но держать этих уб.лю.д.ков на расстоянии.....;3;;Р4, И4;1
8212;10829;266591;47540014;266578;25106701;29.12.2015 7:48;[id252652514|Алан],  опосредованная  ? Да...это так. Но все ж приятно смотреть,когда количество студентов-бюджетников растет и пенсии у стариков  индексируются  на серьезные суммы. И второе (вчера с ученным-казахом разговаривал)... началось  опустынивание Южных регионов Евразии .Это планетой пока экономически не ощущается,но завтра  на полях Калифорнии и Италии будут расти только кактусы   В Казахстане это начали понимать на Украине - нет(он туда иследовать ездил) В большом плюсе будет только Россия и....Норвегия.;0;;И4;1
8213;10830;266592;71452420;266578;25106701;29.12.2015 7:56;[id82853210|Сергей], да срать на  твою  нефть.;0;;Б3;2
