;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
11193;36671;235337;161419212;235336;25106701;20.08.2015 6:51;Пидор.;9;;Л4;1
11194;36672;235338;172064826;235336;25106701;20.08.2015 6:55;Гляди-ка , Дмитро даже цацку , какую-то уже получил за ранение в жопу ??;1;;Ц4;1
11195;36673;235342;278118894;235336;25106701;20.08.2015 7:11;Баклан тупорылый!;0;;Л4;1
11196;36674;235345;260062371;235336;25106701;20.08.2015 7:23;международная общественность в прошлом веке вырастила немецкий фашизм для борьбы с СССР. В 21в вырастила Талибан,Аль-Кайду, ИГИЛ и укрофашистов.;0;;Т4;1
11197;36675;235359;224849391;235336;25106701;20.08.2015 7:36;первые пять коментов от людей, которые себя нашли в интернете) http://vk.com/video14753429_170948432;1;;Ц3;4
11198;36676;235365;16499396;235336;25106701;20.08.2015 7:46;Ага ,уже и не признают  чьими руками кровь на Майдане лили ?? кто такие ? Опасные, да  ? ??;0;;Т4;1
11199;36677;235367;160719927;235336;25106701;20.08.2015 7:49;Ярош и его правый сектор, это полные лохи. Сколько раз он всего обещал и что? Он хоть что то выполнил?)));1;;Н4;1
11200;36678;235374;16499396;235336;25106701;20.08.2015 8:02;[id160719927|Андрей], не буди лихо пока оно тихо ?? кто такие бандеровцы прекрасно известно ..;1;;П3,И4;1
11201;36679;235375;160719927;235336;25106701;20.08.2015 8:05;[id16499396|Petr], да у них лихо маленькое!))) Яроша уже в самой Окрайне не кто серьезно не воспренимает!)));0;;Н4;1
11202;36680;235379;16499396;235336;25106701;20.08.2015 8:12;Андрей, вояки из них конечно никудышные ,но каратели самое то .. http://vk.com/photo-25106701_376075707;0;;М4;1
11203;36681;235380;160719927;235336;25106701;20.08.2015 8:16;[id16499396|Petr], да их весной или зимой сами хохлы на первом столбе вздернут!)));0;;У4;1
11204;36682;235383;224849391;235336;25106701;20.08.2015 8:22;[id160719927|Андрей], ты это уже какую весну обещаешь. Пиздабол!;0;;Ц3, Л3;4
11205;36683;235385;224849391;235336;25106701;20.08.2015 8:24;[id160719927|Андрей], вангую, что ты и дурачек по жизни и хуевая Ванга. Да?)));0;;Н3, Л3;4
11206;36684;235391;182177164;235336;25106701;20.08.2015 8:35;При каких условиях ПС сумеет набраться сил для чего-то большего, чем быть занозой в заднице у Киева? Для смены власти, например?;0;;Ж4;1
11207;36685;235392;160719927;235336;25106701;20.08.2015 8:35;[id224849391|Гена], пиздобол ты и твой дед с отцом! ?????? А то что Ярош лошара да в этом все убедились! А пизда вам свидомым когда ваши бабули начнут зимой выбирать, купить покушать или за комуналку заплотить!?? Дура сельская в Россию работать поедешь!??????;2;;Л3, У3;4
11208;36686;235410;22229939;235336;25106701;20.08.2015 9:05;Если удастся удачно сыграть на постоянно ухудшающейся экономической обстановке и особенно, если будут крупные потери в Донбассе. Обвинить в этом администрацию Порошенко и попытаться свергнуть, набрав критическую массу народа, разогрев  патриотами  и устроив майдан под номером три. На его беду ПС американцам не нужен и Ярош имеет хорошие шансы  случайно  отравиться или  застрелиться  если попытается это сделать.;0;;У4;1
11209;36687;235413;223034241;235336;25106701;20.08.2015 9:07;[id160719927|Андрей], пхаххааха в россии типа выбирать не начнут этой зммой ))))));0;;Ц3;3
11210;36688;235416;160719927;235336;25106701;20.08.2015 9:09;[id223034241|Александр], нет не начнут! Не выдавай желаемое, за действительное!)));0;;Б3;4
11211;36689;235417;223034241;235336;25106701;20.08.2015 9:11;[id160719927|Андрей], уж скорее человек с потртретом путина выдает желаемое за действительное, обсуждая ситуацию только в чужой стране, словно подпитываясь её неудачами, что помогает закрывать глаза на жопу, которая становится все больше в своей стране;1;;Н4;3
11212;36690;235423;182177164;235336;25106701;20.08.2015 9:19;[id22229939|Виктор], т.е. объективно, текущий курс Киева играет на усиление ПС?<br>С устранением Яроша ПС станет более покладистым?;0;;А3;2
11213;36691;235424;146527699;235336;25106701;20.08.2015 9:21;[id223034241|Александр], Правильно, это какое то сумасшествие, наступила экономическая катастрофа и причем корни ее не в каких то там санкциях и Крым ни при чем, но народ радуется любой неудачи в Усраине или США и живет с уверенностью, что скоро всем врагам придет хана и долару конец, Европу вырежут африканцы с арабами, на США упадет метеорит и т.д.;0;;В3,Ч4;3
11214;36692;235426;223034241;235336;25106701;20.08.2015 9:22;[id146527699|Евгений], таких людей закономерно прозвали ватниками;0;;Н3 ;4
11215;36693;235427;160719927;235336;25106701;20.08.2015 9:22;[id223034241|Александр], я не вижу жопу, а если ты видешь жопу, то тебе надо почитать старину Фрейда! Он про таких как ты очень хорошо описывает! Беги родной на Украину, а то тут злобный Мордер тебя с'ест!)));0;;Ф3, Ц3;4
11216;36694;235429;160719927;235336;25106701;20.08.2015 9:26;[id146527699|Евгений], вы сильно утрируете! Не удачам на Украине не кто не радуется, т.к. хохлы лезут к нам! Заедь загород, столько машин с хохло номерами ты в Киеве не найдешь (причем номера в основном с западной Окрайны!) Про амеров я лично радуюсь когда у них херово, столько дерьма моей стране, не кто не делал! А ходить и всем улыбаться это не по Русски!)));0;;К3, Е1;4
11217;36695;235430;223034241;235336;25106701;20.08.2015 9:26;[id160719927|Андрей], ну если дефолт пойдет, надеюсь, хоть тогда увидишь) Деньги то в бюджете кончаются, а траты все больше) но все ведь хорошо, когда в соседней стране все еще хуже, есть на кого пальцем тыкнуть.<br>Фрейд про всех хорошо описывает.;0;;У3,Ч4;3
11218;36696;235431;172064826;235336;25106701;20.08.2015 9:30;Баскаков , тебе не говорили , что ты на  Бородача  похож ?));0;;Ш3;4
11219;36697;235432;160719927;235336;25106701;20.08.2015 9:30;[id223034241|Александр], а какие признаки дефолта ты видешь? Или ты просто пизданул не подумав? Вообще все лучшие экономисты, юристы, историки и политологи, это дети в 21 год!)));0;;Ц3;4
11220;36698;235433;160719927;235336;25106701;20.08.2015 9:34;[id223034241|Александр], чмо опиши признаки дефолта или хотя бы что такое дефолт?!;0;;Л3 ;4
11221;36699;235434;160719927;235336;25106701;20.08.2015 9:35;[id223034241|Александр], или в методичке про это не написано?!??????;0;;А3;4
11222;36700;235435;223034241;235336;25106701;20.08.2015 9:35;[id160719927|Андрей], ну наверное признаки заебись такие - падение цен на нефть колоссальное, а ещё ,к примеру ,  заявление путина о том, что нет больше денег поддерживать рубль. Вы наверное из тех, кто не заметил роста цен на продукты из за того, что водка дешевле стала?  Так бухлецо вскоре тоже подорожает) да и думаю, не нужно быть экономистом, юристом, историком и политологом, чтобы хватало ума следить за своей страной, а не глядеть как плохо украине...но я здесь остановлюсь, потомк что не могу всерьёз воспринимать слова взрослого человека пишущего  не кто ;0;;И4;4
11223;36701;235436;22229939;235336;25106701;20.08.2015 9:36;[id182177164|Андрей], текущий курс Киева на конфронтацию с Донбассом совпадает с позицией ПС, хотя Ярош грозится в случае получения необходимых полномочий переставить экономику на военные рельсы и драться до последнего украинца :)) По недавним событиям в Мукачево, ПС зарекомендовал себя как полубандитская организация, растеряв доверие  хозяев  Украины, и возможно если Ярош  подавится  во время обеда, Порошенко попытается распустить или переформировать организацию в нечто подчиненное непосредственно президенту Украины как сейчас реформируется батальон Азов (или Айдар) я забыл.;0;;И4;1
11224;36702;235439;146527699;235336;25106701;20.08.2015 9:40;[id223034241|Александр], С недавнего времени стал это понимать. <br>Государству нужны такие люди, для многих государств такие люди как в России просто мечта, со своего правительства никакого спроса, живут тем что кому то хуже чем им или возможно когда то будет хуже, абсолютно иррациональный образ мышления который пагубно влияет на государство и страну в целом.;0;;Ч4;4
11225;36703;235440;160719927;235336;25106701;20.08.2015 9:42;[id223034241|Александр], цены на нефть как упали так и поднимутся, а цены на продукты всегда росли! Дура мелкая где признаки дефолта?! Бухал твой отец когда с мамкой тебя делали! Кстати по твоей рожи это видно!??????;0;;Б3, Л3;4
11226;36704;235441;223034241;235336;25106701;20.08.2015 9:44;[id160719927|Андрей], ну все понятно с тобой, конченный тип ) включи тв и смотри на своего путина, биомасса прожаренная );0;;Л3;4
11227;36705;235445;146527699;235336;25106701;20.08.2015 9:46;[id160719927|Андрей], А вам то, что от того, что так называемые хохлы к вам лезут, позавчера Путин сказал, что Украинский и Русский народы представляют одно целое, в этом я с ним согласен, а вы нося Путина на аватарке подвергаете его слова сомнениям, радуйтесь, что вокруг вас автомобили с Украинскими номерами, а не с какими нибудь среднеазиатскими.<br>А насчет США, я уверен, что ни США, ни кто то еще не сделали нам столько дерьма, сколько мы сами.;0;;Т3,Ф4;4
11228;36706;235447;160719927;235336;25106701;20.08.2015 9:52;[id146527699|Евгений], я вам больше скажу, во мне больше хохло крови чем Русской! Просто если мой брат живя у меня дома называет меня бандитом, а сам жрет за мой счет, это вызывает вопрос, а не моральная ли проститутка мой брат! : );0;;Е1;4
11229;36707;235448;146527699;235336;25106701;20.08.2015 9:52;[id160719927|Андрей], Гениальное выражение - цены на нефть как упали, так и поднимутся, нобелевскую премию по экономике.<br>Смотришь на таких людей и становится понятным, что очень не скоро мы Россию поднимем.;0;;Н3;4
11230;36708;235449;146527699;235336;25106701;20.08.2015 9:55;[id160719927|Андрей], Судя по фамилии нельзя сказать, что в вас хохлокрови так уж много, а насчет брата я не смогу судить ибо ситуации не знаю, брат то о вас больше знает, может быть он прав.;0;;Н3;4
11231;36709;235450;160719927;235336;25106701;20.08.2015 9:55;[id146527699|Евгений], смотришь на таких вечно ноющих и жалких мужиков и понимаешь что с такими боровами которые только пиздеть в ВК могут, Россию мы точно не поднимем!?????? Иди отдай один гамбургер бабушке лучше, а то лопнешь скоро! И хорош ныть, работать надо!)));0;;П3;4
11232;36710;235451;160719927;235336;25106701;20.08.2015 9:56;[id146527699|Евгений], а судя по твоей фамилии ты самый что не наесть хохол! А ты что не в АТО?!)));0;;Н3;4
11233;36711;235452;146527699;235336;25106701;20.08.2015 9:58;[id160719927|Андрей], ))), я не ною, у меня просто таких как вы к сожалению больше 20 чел. работает, глупых и ленивых и с таким же как у вас видением мира.;0;;Ф3, Е1;4
11234;36712;235453;160719927;235336;25106701;20.08.2015 10:01;[id146527699|Евгений], а ты что знаешь чем я занимаюсь?!;0;;А3;4
11235;36713;235454;146527699;235336;25106701;20.08.2015 10:01;[id160719927|Андрей], Я не хохол, мои предки Запорожские Казаки, которые были выселены на Кавказ.<br>Не в АТО я потому, что у украинскому государству не имею никакого отношения и поддерживаю Новороссию.;0;;Е1;4
11236;36714;235455;146527699;235336;25106701;20.08.2015 10:02;[id160719927|Андрей], Судя по вашим высказываниям вы ни чем серьезным не занимаетесь, все как обычно батрачите, скорее всего в каком нибудь офисе.;0;;И3;4
11237;36715;235456;160719927;235336;25106701;20.08.2015 10:03;[id146527699|Евгений], а ты один, как светчь сидишь и всем путь указываешь?!))) Может они ленивые из за того что ты их обеды сожрал?!??????;0;;Ц3;4
11238;36716;235457;160719927;235336;25106701;20.08.2015 10:04;[id146527699|Евгений], совсем не угадали! У меня строит. компания!))) А у вас (по пузу видно) столовая своя!?)));0;;Е1, Н3;4
