;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;
3753;58518;206909;26651283;206908;25106701;04.06.2015 2:53;все так и есть;3;В2;1
3754;58519;206910;31437599;206908;25106701;04.06.2015 2:55;[id26651283|George], хм. Вот я люблю Украину, очень уважаю США, но при этом сторонник Путина. Как же так, интересно);19;Ш4;4
3755;58520;206911;58155486;206908;25106701;04.06.2015 2:55;Интересно,какие стимулирующие препараты (тяжёлые наркотики),принимают авторы таких постов,в свободное от долбогнездизма время?;7;Ц2,Н2;4
3756;58521;206912;231644603;206908;25106701;04.06.2015 2:56;http://vk.com/photo-25106701_367580798;8;;
3757;58522;206913;11558588;206908;25106701;04.06.2015 2:56;Так получилось, что Россия сейчас идет против всего цивилизованного мира, Северной Кореей в союзниках не хвастаются;1;Т4;4
3758;58523;206914;92832370;206908;25106701;04.06.2015 2:56;Присоединение Крыма поддерживают 93% населения, а Путина 86%, про это автор статьи не знает;2;Ч2;3
3759;58524;206915;173625400;206908;25106701;04.06.2015 2:57;[id31437599|Николай], а за что Вы уважаете сша?;1;А3;4
3760;58525;206917;92832370;206908;25106701;04.06.2015 2:58;У Путина рейтинг до Крыма был 60 процентов, это тоже все из-за америки, по мнению автора:);1;Ч2;3
3761;58526;206918;26651283;206908;25106701;04.06.2015 2:58;[id31437599|Николай], есть такое хорошее слово в русском языке-долбайоб;0;Л3;4
3762;58527;206919;82697016;206908;25106701;04.06.2015 2:59;[id11558588|Maksym], Китаем можно похвастаться? может быть из Киева так кажется, но на самом деле это не так, БРИКС+ряд других стран где-то открыто, а где-то молчаливо поддерживает Россию. Ходя бы потому, что Америка уже всем надоела;0;И4;3
3763;58528;206920;2025960;206908;25106701;04.06.2015 3:00;диктатор Владимир Путин купается;0;Ц4;4
3764;58529;206921;11558588;206908;25106701;04.06.2015 3:00;[id82697016|Alexander], И в чем молчаливая поддержка - никто кроме самых отстойных стран, половина из которых сами непризнанные не поддержал анексию Крыма;0;Щ4;3
3765;58530;206922;31437599;206908;25106701;04.06.2015 3:00;[id173625400|Богдан], потому что нельзя быть слепым и не понимать, что это очень сильное государство с влиятельной культурой и наукой, плодами которых мы пользуемся. И вместо ненависти нужно раскрыть глаза и перенять то лучшее, что уже придумали, адаптировать к нашему государству, если мы его любим. А не тупо и слепо ненавидеть.;9;П3,Р3;3
3766;58531;206923;84896454;206908;25106701;04.06.2015 3:00;[id31437599|Nikolay], интернет-кукаретикам этого не понять,не создавайте платформу для когнитивного диссонанса у недалеких.;2;Ф3,Н3;4
3767;58532;206924;31437599;206908;25106701;04.06.2015 3:00;[id26651283|George], тогда все понятно));0;Ш3;4
3768;58533;206925;254861451;206908;25106701;04.06.2015 3:00;Нет, он просто реальный пацан ??;0;Ш4;4
3769;58534;206926;82697016;206908;25106701;04.06.2015 3:01;[id92832370|Иван], ну у американцев уже давно воспитывается ощущение избранного народа Это чуть ли не краеугольный камень американской национальной мифологии.;3;И4;3
3770;58535;206927;284065102;206908;25106701;04.06.2015 3:02;Бля... Я всегда догадывался что Пауэл учился на военной кафедре журфака мгу....<br>.  Суть «большой лжи» заключается в том, чтобы с максимальной степенью уверенности всучить аудитории настолько чудовищную и ужасную ложь, что люди просто откажутся поверить в то, что кто-то может так лгать. © http://vk.com/photo-25106701_367580951;1;Ш2;3
3771;58536;206928;126536227;206908;25106701;04.06.2015 3:03; А нас-то за что???  - как бы спрашивает американец. <br>Наивный. Как будто все не знают за что.;1;Ш2;4
3772;58537;206929;156613651;206908;25106701;04.06.2015 3:04;Бред;0;Ч2;3
