;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
3110;40197;231087;27572000;231086;25106701;12.08.2015 3:27;Yep http://vk.com/photo27572000_379094204 http://vk.com/photo27572000_379094219;3;; - ; - 
3111;40198;231088;217356698;231086;25106701;12.08.2015 3:28;а сколько миллионов на грани черты бедности... Э- Энергетическая сверхдержава;3;;Ц4;1
3112;40199;231092;268963254;231086;25106701;12.08.2015 3:32;http://vk.com/photo-25106701_375187448;13;; - ; - 
3113;40200;231093;54548471;231086;25106701;12.08.2015 3:33;#птнзбс;0;;Ч4;1
3114;40201;231094;104532048;231086;25106701;12.08.2015 3:37;[id217356698|Green], учиться и работать надо чтобы жить нормально;6;;П3;4
3115;40202;231095;217356698;231086;25106701;12.08.2015 3:38;[id104532048|Максим], по-твоему половина россиян бездари, бездельники и тупые?);4;;Ц3;3
3116;40203;231096;222575125;231086;25106701;12.08.2015 3:38;ПРОСТО НАДО ПОНЯТЬ ....ВСЕ КРЕМЛЕНЫ-ДЕБИЛЫ...ТК РОДОМ С УРКАИНЫ ЭТИ ЖЫДЫ...ОНИ ВСЕ НА КОРМЕ У ГОСДЕПА....И ИМ ДО НАСЕЛЕНИЯ РОССИИ НЕТ НИКАКОГО ДЕЛА...МЫ ДЛЯ КРЕМЛЕНОФФ =ПЫЛЬ...;0;;Щ4;2
3117;40204;231097;154894807;231086;25106701;12.08.2015 3:39;Давайте поплачем вместе... Вы не задумывались об этом когда сами вводили  санкции ? Ах да, Путин должен уйти, мы должны были понять, что вашу волю надо выполнять, что надо вести себя, как хотите вы, чтобы не попадать под ваши  информационно-психологические атаки ... Мда... англосаксы, такие англосаксы;11;;Ж4, Ц2;2
3118;40205;231098;104532048;231086;25106701;12.08.2015 3:41;[id217356698|Green], меньше половины;0;;Б3;4
3119;40206;231100;22229939;231086;25106701;12.08.2015 3:43;Наши враги нам якобы соболезнуют ?;5;;Ц4 ;1
3120;40207;231102;22420760;231086;25106701;12.08.2015 3:44;А ведь те, кто пытался контрабандой ввезти подсанкционное, могли закупиться у российских производителей: и закон соблюден, и рабочие места обеспечили. Кстати, никто не считал, сколько европейские фермеры в прошлом и этом году уничтожили своей продукции?;14;;Т4;1
3121;40208;231104;57757243;231086;25106701;12.08.2015 3:45;как же все таки выводит эта ложь!просто хочется поубивать их,журналисты продажные хуже проституток!;4;;Н2;1
3122;40209;231114;253678025;231086;25106701;12.08.2015 3:49;Как уже говорили:<br>Контрабанду уничтожают.<br>Так принято везде.;8;;П4;1
3123;40210;231116;253678025;231086;25106701;12.08.2015 3:51;Доброй ночи.<br>Вы о чём-то вроде этого? http://infozapad.ru/?p=2443;6;;Ц3;3
3124;40211;231117;104150799;231086;25106701;12.08.2015 3:51;А пусть чинуши уничтожат свои мерседесы и доллары ихнии! Они вообще  запоют  правда наши или западные?!;1;;Ц4;3
3125;40212;231118;225413575;231086;25106701;12.08.2015 3:51;В 1773-м году в город Бостон на корабле  Дармут  прибыл груз чая по очень низкой, как теперь сказали бы  демпинговой  цене. Он был ввезен Британской Ост-Индской торговой компанией, у которой было монопольное право на ввоз продукции в американские колонии.<br> Манипуляциями с ценами и монопольным правом ввоза британская корона пользовалась с целью воспрепятствовать развитию местной торговли и производства, а в перспективе - хозяйственной самостоятельности Североамериканских колоний. <br>Тогда, 16 декабря 1773 года весь груз завезенного чая жители Бостона выбросили за борт прямо в гавани - утопили. Событие запомнилось под названием  Бостонского чаепития  и стало отправной точкой в истории страны, носящий ныне имя Соединенные Штаты Америки.;1;;И4;2
