;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
5467;25884;248647;2914950;248646;25106701;02.10.2015 15:32;Из Сирии когда гробы ждать?;0;;Ц4;1
5468;25885;248648;20951405;248646;25106701;02.10.2015 15:34;[id2914950|Денис], там уже гробы не нужны. Там пепел!;1;;И3;1
5469;25886;248649;259948956;248646;25106701;02.10.2015 15:34;Красава!!!Жми Европу Володя!;13;;Х4;1
5470;25887;248650;249651749;248646;25106701;02.10.2015 15:35;http://vk.com/photo-25106701_381421065;2;; - ; -  
5471;25888;248651;186668907;248646;25106701;02.10.2015 15:35;начинаем подыматься,вперед;0;;Ц4;1
5472;25889;248652;186668907;248646;25106701;02.10.2015 15:36;[id2914950|Денис], тебе сирийский принципиально нужно,отечественный не подойдет;5;;Ц3;4
5473;25890;248653;20951405;248646;25106701;02.10.2015 15:37;Ему устроили  санитарный кордон ...<br>Болеют гейропа, эпидемия у них. <br>Холопства и холуйства!;1;;Н4;2
5474;25891;248654;12432581;248646;25106701;02.10.2015 15:40;[id2914950|Денис], http://vk.com/photo12432581_382895107;13;; - ; - 
5475;25892;248655;172064826;248646;25106701;02.10.2015 15:41;Быстрее тебе свечку за упокой поставят , хорёк белотряпошный...;6;;М3, Л3;4
5476;25893;248656;285280334;248646;25106701;02.10.2015 15:41;По тихоньку просыпается чувство патриотизма!!!;0;;О4;3
5477;25894;248657;1827286;248646;25106701;02.10.2015 15:41;Им бы от беженцев кордоны строить лучше. ..<br>Чувствую, шарлиэбдохнет не раз ещё в Европе...<br>??;0;;Р4, У4;1
5478;25895;248659;2914950;248646;25106701;02.10.2015 15:45;Некоторым людям скудоумие не позволяет найти зависимость между военными действиями за пределами страны и, например снижением финансирования больниц, школ, научных и социальных институтов внутри. ))));1;;Ц3;4
5479;25896;248660;22229939;248646;25106701;02.10.2015 15:47;[id2914950|Денис], критикуя - предложите, светлая голова ??;0;;А3;4
5480;25897;248661;1827286;248646;25106701;02.10.2015 15:49;[id2914950|Денис], тебя, чувствуется,  недоучили и недолечили уже изрядно.;1;;Н3;4
5481;25898;248662;2914950;248646;25106701;02.10.2015 15:49;[id22229939|Виктор], я не критикую, где тут критика? Я просто поражаюсь как нынче электоратом вертят. Взять любую книгу по психологии или тем паче по НЛП и после прочтения посмотреть телевизор достаточно чтобы понять кто в голове у большинства.;0;;Ф3,И4;4
5482;25899;248663;1827286;248646;25106701;02.10.2015 15:51;[id2914950|Денис], там ваши либералы на помощь ИГ деньги собирают.<br>Ты скинулся уже?;0;;Т3;3
5483;25900;248664;22229939;248646;25106701;02.10.2015 15:52;[id2914950|Денис], вы классический либерал, ваш типаж описан еще Достоевским. Как Россия ?? Все разваливается ??!!;2;;Ц3;4
5484;25901;248665;172064826;248646;25106701;02.10.2015 15:53;....а другим людям скудоумие..., да нет , скорее всего - патологическое отсутствие головного мозга , не позволяет найти прямой зависимости военных действий на упреждение потенциального врага и нормального будущего для страны и следующих поколений людей , которые ( даст бог ) будут жить не зная страха войны или каких других реальных угроз связанных с организациями подобными ИГ. В общем лапоть ты Дениска , не пытаешься думать пошире .  Переживаешь  тут якобы за финансирование больниц и институтов , хотя на самом деле переживания твои за сытое брюхо да жопу в тепле;1;;П3, Т3;4
5485;25902;248666;2914950;248646;25106701;02.10.2015 15:54;[id22229939|Виктор], Вы наверное в неправильном контексте слово либерал пытаетесь употреблять. Да, я либерал. Я за незыблемость прав и индивидуальных свобод человека, если вы об этом.;0;;Е1;4
5486;25903;248667;1827286;248646;25106701;02.10.2015 15:55;Денис, какое из твоих прав ущемили, что ты так заскулил?;0;;А3;4
5487;25904;248668;22229939;248646;25106701;02.10.2015 15:57;[id2914950|Денис], а чем вам не нравится борьба с ИГИЛ. почему вы сразу о гробах ? Что опять неправильно делает Россия ??;0;;А3;1
5488;25905;248669;115958631;248646;25106701;02.10.2015 15:57;Я думаю изгоями тогда были все остальные;0;;И4;1
