;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
2423;71435;189820;5691529;189818;25106701;24.04.2015 12:41;Сейчас у патриотов будет разрыв шаблона);11;;Ц3;4
2424;71436;189821;224579200;189818;25106701;24.04.2015 12:43;Интересно что она выкинет в случае избрания? Муж её с негритянкой учудил, а она с кем?;0;;С4;3
2425;71437;189822;16668702;189818;25106701;24.04.2015 12:44;[id5691529|Артем], ты прав. шаблон порвался. кто такая Клинтон?<br>http://lurkmore.so/images/7/74/Shablon.jpg http://vk.com/photo-25106701_362993743;1;;Ц3;3
2426;71438;189823;6309141;189818;25106701;24.04.2015 12:44;[id5691529|Artem], и, судя по всему, именно у заокеанских патриотов. );1;;Ц3;3
2427;71439;189824;23325630;189818;25106701;24.04.2015 12:45;Artem, что именно должно вызвать  разрыв шаблона  у патриотов?;1;;А3;4
2428;71440;189826;16668702;189818;25106701;24.04.2015 12:46;[id23325630|Алексей], это походу не про нас а про пиндосов. Только зачем пиндосам пишут на русском языке? Они же тупые русского языка не знают.;0;;Н4;3
2429;71441;189832;4259812;189818;25106701;24.04.2015 12:56;Путин вас всех продаст и купит! купит ..и продаст но уже дороже (с);2;;Ш4;2
2430;71442;189834;16668702;189818;25106701;24.04.2015 13:02;[id4259812|Денис], вы свой опыт мне навязываете?;0;;А3;4
2431;71443;189839;4259812;189818;25106701;24.04.2015 13:05;[id16668702|Антон], при всем желании не могу за неимением) констатирую опыт кандидата демократическои партии в оплоте демократии на пост лавного демократизатора в мире);0;;Ш3;4
2432;71444;189840;6309141;189818;25106701;24.04.2015 13:07;[id282878909|Данияр], за Северный Казахстан переживаешь, или какая причина?;1;;Ш3;3
2433;71445;189842;6309141;189818;25106701;24.04.2015 13:11;[id282878909|Daniar], я тебе не хамил, чёрт ты приграничный.<br>Ага, и Украина тебя к этим влажным мечтам подтолкнула? Изучи подробнее актуальное состояние Украины, поможет разобраться в перспективах переживаний за Омск и Оренбург.;0;;Л3, Р3;4
2434;71446;189843;293775;189818;25106701;24.04.2015 13:12;Не здоровый взгляд.;0;;П4;1
2435;71447;189847;6309141;189818;25106701;24.04.2015 13:17;[id282878909|Daniar], испугал, игры покажутся играми, хорошо. Теперь не тронем, извини, я был недостаточно вежлив ??<br>К слову, ты разгневался и скатился в хамства раньше меня, я всего лишь спросил о причинах твоих беспокойств);0;;Ч3;4
2436;71448;189862;16668702;189818;25106701;24.04.2015 13:33;[id4259812|Денис], у нас главный демократ в мире повышает цены на бананы. И под дудку главного демократа в мире поляшут все страны мира. А недовольные облиты грязью. Есть конечно обезьяны которые ради банана разрушили свою страну. Это и ливия и сирия и хохляндия и прочие моральные уроды. http://vk.com/photo-25106701_362997824;1;;Щ4, Н4;3
2437;71449;189864;3024891;189818;25106701;24.04.2015 13:33;[id282878909|Данияр], Игры в национализм ещё ни кому не принесли блага... боюсь Казахстан сдерживает Назарбаев... и если националисты победят после него ... смотри Укрстрану;0;;У3;3
2438;71450;189868;4259812;189818;25106701;24.04.2015 13:35;[id16668702|Антон], но виноват то все равно Путин, не?));0;;Ц3;4
2439;71451;189871;3024891;189818;25106701;24.04.2015 13:36;[id282878909|Данияр], Вот в этом и проблема .... к вам ни кто не полезет... Но если вы будете считать себя новоУкрией ... судьба будет похожей...;0;;У3;3
2440;71452;189883;1701518;189818;25106701;24.04.2015 13:40;[id282878909|Данияр], а кто вас  трогать  собирается, опасные вы наши?) Бредишь что ли?;1;;Ц3;4
2441;71453;189884;6309141;189818;25106701;24.04.2015 13:40;[id282878909|Daniar], ну-ка, где ты разглядел нацизм, мне даже интересно стало, стеночник.;0;;А3, Н3;4
2442;71454;189900;6309141;189818;25106701;24.04.2015 13:43;[id282878909|Daniar], конкретнее факты.<br>Пока ты только хамишь и нервничаешь, это мешает хорошей дискуссии, согласись?);0;;Ч3, А3;4
2443;71455;189902;3024891;189818;25106701;24.04.2015 13:43;[id282878909|Данияр], Вы глухой, хотя слух у вас есть ....вы слепой, хотя можете видеть ... вы Тролль потому, что разжигаете вражду к стране в которой жил я и мои предки .... вы и есть предатель Казахстана.;2;;Щ3 ;3
2444;71456;189909;1701518;189818;25106701;24.04.2015 13:46;[id282878909|Данияр], до какого дела? Никто с казахами воевать не собирается! Ты лучше расскажи, что знаешь про ситуацию в Украине, что  топишь  против нашей страны?;0;;А3, Т3;4
2445;71457;189911;3024891;189818;25106701;24.04.2015 13:47;[id282878909|Данияр], Каждый ваш пост оскорбление, каждый раз вы кому то угрожаете ... пока вас тут не было, не думал что у Казахстана такое будущее...;0;;Т3;3
2446;71458;189913;282878909;189818;25106701;24.04.2015 13:48;[id6309141|Antony], вот тебе факт<br>У русских чуть что угрозы соседям??<br>Еще вопросы?<br>Или ты не русский? http://vk.com/photo-25106701_362998985;0;;Т3;4
2447;71459;189917;282878909;189818;25106701;24.04.2015 13:51;[id3024891|Александррр], зайди посмотри мои посты умник. <br>О будущем Казахстана не беспокойся. Мы как бы сами.<br>А угрожать так это ваш конек.<br>Думай что пишешь.;0;;Р3, Т3;4
2448;71460;189918;235920235;189818;25106701;24.04.2015 13:51;[id282878909|Данияр], а почему казахи с русскими заключили договор в древности не знаешь?Отвечу китайцы вас в момент к рукам приберут и ойкнуть не успеете. Сейчас в Поволжье у нас достаточно вашего брата, так что не выпендривайся. Cкажите спасибо дедушке Ленину, что земли южного Урала вам подарил.;0;;У3;3
2449;71461;189921;1701518;189818;25106701;24.04.2015 13:52;[id282878909|Данияр], в конце концов, Назарбаеву хватило ума правильно выбирать союзников, на фоне растущего Китая и его территориальных претезий! Но, судя по всему, его подданным это не до конца понятно.;1;;Х4, И4;3
