;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
5529;39156;232308;82853210;232304;25106701;13.08.2015 18:09;Проблема одна,вова...;0;;Т4;1
5530;39157;232309;12025189;232304;25106701;13.08.2015 18:11;Оборонная отрасль и есть одна сплошная проблема,из за которой экономики уже совсем не видно стало. По эффективности для страны,это как кидать деньги в топку паровоза.;1;;Ч4;1
5531;39158;232312;6094187;232304;25106701;13.08.2015 18:13;Фото китайского танка «Тип 96А» , что-то не в тему;2;;Ч2;1
5532;39159;232313;231269383;232304;25106701;13.08.2015 18:16;[id12025189|Дмитрий], а ничего, что все чем ты пользуешься в быту вышло из ВПК?;2;;Ч3;1
5533;39160;232314;231644603;232304;25106701;13.08.2015 18:16;ВПК России -проблема для запада.Нет проблемы-нет России.;6;;И4;1
5534;39161;232317;22229939;232304;25106701;13.08.2015 18:18;Кто не хочет кормить свою армию будет кормить американскую;8;;П4;1
5535;39162;232319;1118657;232304;25106701;13.08.2015 18:20;Да да у нас везде проблемы, но вы пиндосы трясетесь всё больше и больше;3;;Ц4;1
5536;39163;232320;252652514;232304;25106701;13.08.2015 18:20;Глупейшая статья , единственная цель которой реклама ЦАСТ Руслана Пухова,чьи связи с зарубежными  институтами и организациями , как и это реклама в статье не более чем пиар.;0;;Ч2;1
5537;39164;232321;4620906;232304;25106701;13.08.2015 18:21;Рекламная статья про  славный  ЦАСТ.;2;;Ч2;1
5538;39165;232322;252652514;232304;25106701;13.08.2015 18:21;Между прочим у СССР долгие годы было твёрдое первое место в мире по продажам оружия.;0;; Б2,И4;1
5539;39166;232323;231644603;232304;25106701;13.08.2015 18:23;Пусть Израиль уничтожить свой ВПК, нечего евреям деньги но ветер выбрасывать.;0;;Ц4,С4;1
5540;39167;232324;12025189;232304;25106701;13.08.2015 18:26;[id231269383|Антон], ВПК не создает прибавочной стоимости для экономики. Деньги Путину легче печатать чем реально зарабатывать,поэтому доллар через 2 года будет стоить 1000 рублей.;2;;Ч4,У4;2
5541;39168;232325;252652514;232304;25106701;13.08.2015 18:26;Американские истребители как щвейцарские часы ??))))<br>Ну да,ну да .<br>Простейший зенитный комплекс С-75 Двина и самоходная зенитная установка ЗСУ-23  Щилка  поставили хвалёные американские истребители во Въетнаме 1965-75 на грань физического уничтожения.<br>Скажем основной ударный истребитель американцев во Въетнаме Рипаблик F-105 Тандерчиф был фактически на 3/4 выбит ПВО и ВВС Въетнама  от своего общего выпущенного количества.;1;;Ж4 ;2
