;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
3401;58792;206721;1074471;206720;25106701;03.06.2015 18:51;там же до вторжения было всё отлично. Соловьи пели, благодать была. А потом бац коварные пиндосы пришли и испортили праздник;0;;Ц4;1
3402;58793;206722;1074471;206720;25106701;03.06.2015 18:52;подумаешь Асад убил 100 000 человек. Это ж не важно, главное он поддерживает нас и нашего национального лидера;0;;Т4, Ц4;1
3403;58794;206723;101009910;206720;25106701;03.06.2015 18:53;[id1074471|Del], лично считал?;5;;Ц3;3
3404;58795;206724;183153458;206720;25106701;03.06.2015 18:54;асад вроде ни нитаньяху ни обамку не поддерживает, так что не гони сцуко;0;;Б3, Л3;4
3405;58796;206725;82104926;206720;25106701;03.06.2015 18:54;[id1074471|Del], сейчас тебе скажут, что ты укротроль/пендос/нацпредатель));0;;И3;4
3406;58797;206726;183153458;206720;25106701;03.06.2015 18:55;[id101009910|Игорь], это даун лично считал, а асад лично убивал;1;;Л3, Ц3,;4
3407;58798;206727;82104926;206720;25106701;03.06.2015 18:55;Во) пошло зверье);0;;Ц3;4
3408;58799;206728;126536227;206720;25106701;03.06.2015 18:56;[id82104926|Евгений], зачем? Я скажу, что пидарас/лицемер/лжец это ты.;6;;Л3 ;4
3409;58800;206729;101009910;206720;25106701;03.06.2015 18:56;[id183153458|Иванов], ну а оппозиция то конечно оплот демократии и свободы, а ИГИЛ так вообще - самые демократичные ребята.;6;;Ц4;1
3410;58801;206730;82104926;206720;25106701;03.06.2015 18:56;[id126536227|Григорий], ну хоть говорить ты умеешь, животное);0;;Н3;4
3411;58802;206731;155759811;206720;25106701;03.06.2015 18:56;[id1074471|Del], твой лидер и хозяин пиндостаном руководит, тролядзе.;0;;Щ3;4
3412;58803;206732;31163139;206720;25106701;03.06.2015 18:56;[id1074471|Del], Конечно ерунда, какие-то 100 000, главное ведь не приводить ссылок на авторитетные источники, сказать что всех убили за анекдот, политический. Ну и в конце порадоваться, что ради этих  100 000  зарезали миллионы, миллионы стали беженцами. Ну чо, во славу ИГИЛ ёпт.;7;;Ц3;3
3413;58804;206733;17287035;206720;25106701;03.06.2015 18:56;[id1074471|Del], откуда данные о 100 тыс убитых Асадом? Есть какие нибудь хотя бы отдаленно  достоверные  источники кроме всяких исламистских сайтов?;2;;А3;3
3414;58805;206734;51466400;206720;25106701;03.06.2015 18:56;Ну и что? Единственное общее право - это право сильного. Таков человек. А слов можно наговорить много. Ну и у каждого своя правда.;0;;П4;1
3415;58806;206735;82562722;206720;25106701;03.06.2015 18:58;[id1074471|Del], эм... А Сербия? <br><br>Кстати логика в том, что типа  там все плохо живут из-за их правителя, значит надо это исправить! Пусть люди гибнут из-за нас ?<br><br>И да, штаты полетели спасасать другое государство, от чего бы то ни было, зачем? Или на альтруистических гуманитарных началах. А э\ти страны теперь под америкой в знак благодарности?<br><br>А про 100 000 человек, это такая цифра, что сколько нулей не рисуй - правды не выйдет. Достаточно почитать, что запад про СССР писали, что про Россию...;6;;Ч4;3
3416;58807;206736;1074471;206720;25106701;03.06.2015 18:59;Ольгинские, поочереди. вас много;0;;Щ3;4
3417;58808;206737;2978759;206720;25106701;03.06.2015 19:00;По данным ООН в результате вторжения США и союзников в ИРАК погибло более 500 000 человек.;0;;И4, Л4;1
3418;58809;206738;126536227;206720;25106701;03.06.2015 19:00;[id17287035|Денис], эти дебилы и на заграничных сайтах тоже такое пишут. Из одной методички. Готов поспорить, эта шавка и про химическую атаку напишет... проведённую протоигилом.;0;;Щ3;4
3419;58810;206741;7139971;206720;25106701;03.06.2015 19:03;[id1074471|Del], читать умеешь вышиватник?, смотри внимательно, где находится, допустим твоя Украина и Сирия в списке https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8E_%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%BD%D0%BE%D1%81%D1%82%D0%B8_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F http://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D1%83%D1%80%D0%BE%D0%B2%D0%BD%D1%8E_%D1%81%D0%BC%D0%B5%D1%80%D1%82%D0%BD%D0%BE%D1%81%D1%82%D0%B8_%D0%BD%D0%B0%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F;0;;Л3;4
3420;58811;206742;1074471;206720;25106701;03.06.2015 19:03;[id7139971|Максим], я никогда не был на украине, кремлебот;0;;Е1, Щ3;4
3421;58812;206743;202959370;206720;25106701;03.06.2015 19:04;[id2978759|Александр], да это ерунда главное Хусейна повесили за то что он лично отдал приказ и убили 250 курдов повстанцев. Ради справедливости можно пойти на такие жертвы.;0;;С3;4
3422;58813;206744;7139971;206720;25106701;03.06.2015 19:04;[id1074471|Del], ага, зато подписан на все укроговносми ?? ?? ?? http://vk.com/doc7139971_382104395;0;;Н3;4
3423;58814;206745;81132878;206720;25106701;03.06.2015 19:04;[id1074471|Del], не подскажешь, сколько платят?)<br>Мне на новый ПК не хватает);0;;Щ3;4
3424;58815;206746;1074471;206720;25106701;03.06.2015 19:05;[id7139971|Максим], чтоб читать и то что там пишут;0;;П3;4
3425;58816;206747;2978759;206720;25106701;03.06.2015 19:05;[id202959370|Андрей], ради слезинки одного ребёнка США готовы утопить в крови любую страну без ядерного оружия...;1;;Т4;2
3426;58817;206748;7139971;206720;25106701;03.06.2015 19:07;[id1074471|Del], судя по твоим провокационным постам и оскорбительному контенту, ты - типичный безликий укротроль.;0;;Щ3;4
3427;58818;206750;307079459;206720;25106701;03.06.2015 19:07;[id1074471|Del], почти вся страна получается ольгтнские, процентов 80 точно;0;;Ц3;4
3428;58819;206752;1074471;206720;25106701;03.06.2015 19:11;[id7139971|Максим], http://vk.com/photo-25106701_367533733;0;; - ; - 
3429;58820;206753;126536227;206720;25106701;03.06.2015 19:12;[id1074471|Del], Московским отделом внутренних дел города Твери? Что за херня..?;1;;А3;4
3430;58821;206755;1074471;206720;25106701;03.06.2015 19:13;[id126536227|Григорий], что? поддельный паспорт?;0;;А4;4
3431;58822;206756;160719927;206720;25106701;03.06.2015 19:13;[id1074471|Del], ваша хунта убила 40.000 человек на майдане!?????? И 140.000 после майдана!!!?? Кстати говорят Асад сам помогал ПАРАШАнко расстреливать!)));0;;Ц3;4
3432;58823;206757;126536227;206720;25106701;03.06.2015 19:14;[id1074471|Del], да, подделка. Причём дешёвая. ??;2;;И3;4
3433;58824;206758;1074471;206720;25106701;03.06.2015 19:15;[id126536227|Григорий], вы там в ольгина все ё..нутые?;0;;Н3;4
3434;58825;206759;126536227;206720;25106701;03.06.2015 19:15;[id1074471|Del], какое н***й Ольгино? Ты серьёзно думаешь что кто-то купиться на такую подделку? Серьёзно? Такого отдела [нет]! Да и выдаются паспорта другими организациями.;0;;Б3 ;4
3435;58826;206760;1074471;206720;25106701;03.06.2015 19:16;[id126536227|Григорий], какого отдела нет?;0;;А3;4
3436;58827;206761;126536227;206720;25106701;03.06.2015 19:16;[id1074471|Del],  Москового отдела внутренних дел города Твери . Ты вообще как такое придумал, упоротый ты наш? ??;0;;Н3;4
