;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
13719;66833;195919;32124701;195918;25106701;10.05.2015 17:56;Сталин был норм мужик.;12;;Х4;1
13720;66834;195920;99845;195918;25106701;10.05.2015 17:58;[id32124701|Сергей], воплощение Зла.;3;;Б3;1
13721;66835;195921;49792288;195918;25106701;10.05.2015 17:58;да, норм. убил больше гитлера. круто.;4;;Ц3;1
13722;66836;195922;231269383;195918;25106701;10.05.2015 17:59;[id49792288|Дмитрий], это тебе не Ухо Мацы рассказали? Резун с Латыниной?;4;;А3;1
13723;66837;195923;8948237;195918;25106701;10.05.2015 18:00;[id49792288|Дмитрий], да лично Сталин убил людей, лично Сталин;0;;Ц3;1
13724;66838;195924;49792288;195918;25106701;10.05.2015 18:00;[id231269383|Антон], нет путин поведал на прямой линии.;0;;Ш4;1
13725;66839;195925;32124701;195918;25106701;10.05.2015 18:00;[id99845|Денис], если смотреть с либеральной точки зрения, то может вы и правы.С точки зрения государственного деятеля абсолютно нет.Ведь вся истерия в основном исходила от либералов по поводу Сталина.А вот почему это уже совсем другая история.Мужик особо не напрягался по поводу пятой колонны в России, просто повтыкал ледорубы в головы и дело с концом:));4;;Ж3,Ц4;1
13726;66840;195926;199678198;195918;25106701;10.05.2015 18:01;пошёл срач...;0;;С4;4
13727;66841;195927;49792288;195918;25106701;10.05.2015 18:01;[id8948237|Дмитрий], нет, а Гитлер лично расстреливал из винтовки Маузера? Или из пулемета, нет?;2;;С3;1
13728;66842;195928;140648974;195918;25106701;10.05.2015 18:01;[id32124701|Сергей], проблемы он конечно умел решать. Нынче такого человека не хватает.;0;;Х4;2
13729;66843;195929;85629742;195918;25106701;10.05.2015 18:01;Не, ну нельзя же всё делить на черное и белое, так же и со Сталиным. Можно его ненавидеть, но нельзя забывать о его роли в ВОВ :  а можно молиться на него, но опять-таки, нельзя забывать о репрессиях<br>Как-то так;2;;П4;1
13730;66844;195930;8948237;195918;25106701;10.05.2015 18:01;[id49792288|Дмитрий], тоже нет, так в чём спор то?;0;;А3;4
13731;66845;195931;231269383;195918;25106701;10.05.2015 18:02;Как бы кому не хотелось, но невозможно отделить Главнокомандующего от его Армии. Не в случае победы, не в случае поражения. Либерасты пытаются уже 25 лет обезличивать Победу, а значит и подвиги РККА, лишая ее Главнокомандующего.;7;;Ч4;1
13732;66846;195932;1427409;195918;25106701;10.05.2015 18:02;Дмитрий, приведите факты.;0;;А3;4
13733;66847;195933;231269383;195918;25106701;10.05.2015 18:03;[id49792288|Дмитрий], скинь ссылку, где Путин говорил что Сталин унасекомил народу больше Гитлера.;0;;А3;2
13734;66848;195934;49792288;195918;25106701;10.05.2015 18:03;[id231269383|Антон], я не смотрю телевизор. Это была шутка юмора.;0;;К3;4
13735;66849;195935;231269383;195918;25106701;10.05.2015 18:04;[id49792288|Дмитрий], тогда соси тунца, шутник.;0;;Н3;4
13736;66850;195937;49792288;195918;25106701;10.05.2015 18:04;[id231269383|Антон], http://vk.com/photo-25106701_364765059;1;; - ; - 
13737;66851;195939;99845;195918;25106701;10.05.2015 18:05;[id32124701|Сергей], о Большом терроре 1937 - 1938 годов:<br>https://youtu.be/IL2muK6DL5g http://vk.com/video99845_172011666;0;; - ; - 
13738;66852;195940;231269383;195918;25106701;10.05.2015 18:07;[id49792288|Дмитрий], все-таки осмелюсь процитировать более авторитетный источник. http://vk.com/photo-25106701_364765435;1;; - ; - 
13739;66853;195941;49792288;195918;25106701;10.05.2015 18:10;[id231269383|Антон], и что? Процитируйте нашу отечественную Конституцию. Гарант которой Путин. Поэт писал о лицемерии.;0;;Ц3;4
13740;66854;195942;32124701;195918;25106701;10.05.2015 18:10;[id99845|Денис], а разве руководящие посты НКВД, начальников ГУЛАГов занимали русские ???Загуглите и вы увидите до боли знакомые фамилии.:))Разве предложения по созданию ГУЛАгов исходило от Сталина ???А вы знаете о том факте, что первое советское правительство состояло из ервеев на 85 %, котрое устроило красный террор и лишила Россию цвета нации,а также гонения на православие ???Ну и пришёл черёд поквитаться с бывшими  соратниками .Здесь не всё так однозначно, как кажется на первый взгляд.Сталину много чего приписывают, как и всем русским царям, которые много сделали для России.;0;;Ж4,Ф4;1
13741;66855;195943;231269383;195918;25106701;10.05.2015 18:13;[id49792288|Дмитрий], поэт писал о россиянских либералах - самих низших пресмыкающихся в мечтах до блеска вылизать сапоги совокупному Западу.;0;;Н4;4
13742;66856;195944;99845;195918;25106701;10.05.2015 18:14;[id32124701|Сергей], вы антисемит?;0;;А3;4
