;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
2356;47211;222529;301310952;222528;25106701;10.07.2015 15:43;Гыгыгы капец мафии, чеченцы в шоке будут;2;;ц4;4
2357;47212;222530;126536227;222528;25106701;10.07.2015 15:43;А как же  деньги не пахнут ? <br>Не, пусть пытаются заморозить. Деньги оттуда побегут. Пусть пытаются отказывать в визах. Покажут своё бессилие. Пусть отказывают в вузах - рассадниках их идеологии... Они видимо не догоняют, что так только портят себе же жизнь. Тупыыые...;1;;П4, Н4;3
2358;47213;222531;5433891;222528;25106701;10.07.2015 15:44;именно эти люди зачастую ведут войну против Путина и очень негодуют из-за проблем с Западом. имхо;0;;Ч4;2
2359;47214;222533;90551571;222528;25106701;10.07.2015 15:46;Вряд ли британское правительство на это пойдёт. Всё-таки путинский оккупационный режим вывозит из России в Британию слишком много капитала и ресурсов. А всякие друзья Путина вроде Абромовича ещё и платят там налоги. Тем более, что для Британии существует самая льготная цена на российский газ (меньше только у Белоруссии). Так что, никто не будет кусать кормящую руку. http://korrespondent.net/business/economics/1189952-rossijskij-gaz-dlya-velikobritanii-okazalsya-pochti-na-100-deshevle-chem-dlya-ukrainy;4;;И4;2
2360;47215;222534;126536227;222528;25106701;10.07.2015 15:48;Уже пошли, упоротов. Уже пошли... ??;0;;Ц4;3
2361;47216;222535;237382738;222528;25106701;10.07.2015 15:49;первая ходка;0;;Ц4;4
2362;47217;222536;13451539;222528;25106701;10.07.2015 15:49;пресса и взгляды правительства - такие разные вещи...;0;;П4;3
2363;47218;222537;90551571;222528;25106701;10.07.2015 15:51;[id126536227|Григорий], когда яхту Абромовича арестуют или национализируют  Челси , тогда и приходи. Никто на это не пойдёт. Британия своих не выдаёт, особенно тех, кто вывозят капитал от  неразвитых , по мнению путинского режима, русских и других народов России.;2;;Б3, И4;4
2364;47219;222538;155712271;222528;25106701;10.07.2015 15:52;Уровень журналистики - моя покойная свинья);0;;Ц2;3
2365;47220;222539;126536227;222528;25106701;10.07.2015 15:53;Ах, наивное создание. Вот тебе статья, из того же Таймс, про... бегство российского капитала. От 4-го мая. Шах и мат, свинка. http://www.thetimes.co.uk/tto/business/economics/article4429596.ece;0;;Ц3;1
