;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
14688;54410;212807;58362577;212806;25106701;17.06.2015 18:05;http://vk.com/photo58362577_368188289;7;; - ; - 
14689;54411;212808;278315067;212806;25106701;17.06.2015 18:08;Никаких уступок делать нельзя!!!И пусть говорят что хотят.;4;;И4;1
14690;54412;212809;26366471;212806;25106701;17.06.2015 18:08;http://vk.com/photo-25106701_369038587;2;; - ; - 
14691;54413;212810;154894807;212806;25106701;17.06.2015 18:09;[id26366471|Юрий], слава украине);0;;Ц3;1
14692;54414;212811;8165011;212806;25106701;17.06.2015 18:09;зато у нас все заебись вот прям;0;;Ц4;1
14693;54415;212812;26366471;212806;25106701;17.06.2015 18:11;[id154894807|Андрей], http://vk.com/photo-25106701_369038872;1;; - ; - 
14694;54416;212813;11545623;212806;25106701;17.06.2015 18:12;я подписался на колорадскую группу?;1;;С3;4
14695;54417;212815;154894807;212806;25106701;17.06.2015 18:13;Эмиль, лучше быть по уши в проблемах, но не быть на коленях, как было ВОВ. Лучше погибнуть, но погибнуть в борьбе с чувством собственного достоинства. А укры, устроили эту  революцию достоинства  чтобы достоинство своё продать с упоением вставая на четвереньки;3;;П3, Ч4;3
14696;54418;212816;103098264;212806;25106701;17.06.2015 18:15;ох, как путинят волнует и бесит Украина!) Зато у нас в России всё просто  супер !) http://vk.com/photo103098264_362666649;1;;Ц3;2
14697;54419;212817;26366471;212806;25106701;17.06.2015 18:16;[id11545623|Павел], ты вообще на кацапском сайте сидишь которым фсб управляет - иди в хохлосоцсеть Друзі;4;;Ц3, Р3;4
14698;54420;212818;201235;212806;25106701;17.06.2015 18:17;[id103098264|Надежда], а я смотрю тебе в жизни больше нех делать, как власть у себя на стенке засерать. Устройся на работу или едь внаукраину;4;;Н3;4
14699;54421;212819;103098264;212806;25106701;17.06.2015 18:18;[id201235|Артур], как же вы, путинята, любите советовать всем, куда ехать и как жить.);1;;Н3;4
14700;54422;212820;26366471;212806;25106701;17.06.2015 18:18;[id103098264|Надежда], вот и начни в своей удмуртии порядок наводить - возьми метлу и подмети Ижевск - а то у вас у удмуртов такая грязь мусорите себе под окна;2;;Р3;4
14701;54423;212821;201235;212806;25106701;17.06.2015 18:19;[id26366471|Юрий], не-не-не, зачем? Ведь можно просто на стенку репосты делать)));1;;Ц3;4
14702;54424;212822;103098264;212806;25106701;17.06.2015 18:19;Юрий, ценю ваш  тонкий  путинячий юмор ??;1;;Н3;4
14703;54425;212823;7368521;212806;25106701;17.06.2015 18:22;[id103098264|Надежда], вот всегда удивлял один факт.. Вот вы кричите во все горло  Путин такой, Путин сякой , а на вопрос  кого вместо него?  Ответить не можете);0;;П3;4
14704;54426;212824;201235;212806;25106701;17.06.2015 18:22;Ижевск це Европа! ?? ?? ??;0;;А3;4
14705;54427;212825;26366471;212806;25106701;17.06.2015 18:23;[id103098264|Надежда], я не стороник путина у самого родня из донбасса бежали в Воткинске кстати жили- пусть в России и не сахар - но в Украине полный абзац после майдана;0;;Е1;3
14706;54428;212826;103098264;212806;25106701;17.06.2015 18:24;[id26366471|Юрий], абзац только на небольшой части территории http://vk.com/photo-25106701_369039973;0;;И3;3
14707;54429;212827;82697016;212806;25106701;17.06.2015 18:24;[id103098264|Надежда], туда ли вы пришли троллить? Статья про Украину, потому и обсуждаем;0;;Щ3;3
14708;54430;212828;90551571;212806;25106701;17.06.2015 18:25;[id7368521|Роди], вот вы кричите во всё горло  Путин хороший, Путин лучший , а на вопрос  кто после него?  ответить не можете :);2;;Ш3;3
14709;54431;212829;82697016;212806;25106701;17.06.2015 18:26;[id103098264|Надежда], хронология нарушена. Вообще-то сначала произошёл переворот в Киеве и захват власти, всё последующее-следствие этого события.;0;;Б3;2
14710;54432;212830;103098264;212806;25106701;17.06.2015 18:26;[id7368521|Роди], а меня всегда удивлял и удивляет другой факт. Как можно думать, что в многомиллионной стране - только путин самый умный ?? Тем более, что привел страну в тупик.;1;;Ч3, Т4;4
14711;54433;212831;26366471;212806;25106701;17.06.2015 18:26;[id103098264|Надежда], ну и причем тут Путин - Путин чтоли майдан устроил и беззаконие - на западе бендеровцы мерии захватывать начали и свергать власть - а что восток не имел права поставить своих людей в муниципалитеты;1;;Б3;3
14712;54434;212832;207387463;212806;25106701;17.06.2015 18:26;Как жалко Украину...,когда же бог пожалеет Россию...;0;;Д4,Р4;2
14713;54435;212833;103098264;212806;25106701;17.06.2015 18:26;[id82697016|Александр], http://vk.com/photo103098264_358853637;0;; - ; - 
14714;54436;212834;48040099;212806;25106701;17.06.2015 18:27;[id103098264|Надежда], больше картинок, пожалуйста.;1;;Ц3;4
14715;54437;212835;82697016;212806;25106701;17.06.2015 18:27;[id103098264|Надежда], А Януковича кто убить-то хотел? Стрелков что ли?;0;;А3;4
14716;54438;212836;272083778;212806;25106701;17.06.2015 18:28;[id103098264|Надежда], тебе не тяжело? А то Россия на тебя  прибор  положила... Всрались вы нам гамнюки....;2;;Н3;4
