;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
7399;38229;233281;155918870;233278;25106701;14.08.2015 17:32;Японцы чуют что скоро Китайцы им за всё отомстят!;1;;И4;3
7400;38230;233282;82853210;233278;25106701;14.08.2015 17:39;Да хрен с ними бы,япошками...У Китаезов главные счеты к нам...;0;;У4;3
7401;38231;233284;7843692;233278;25106701;14.08.2015 17:42;рептилоиды нашептали?);0;;Н4, А3;4
7402;38232;233287;1705213;233278;25106701;14.08.2015 17:44;[id82853210|Сергей], откуда дровишки? Из лесу, вестимо?;0;;А3;4
7403;38233;233289;3870554;233278;25106701;14.08.2015 17:45;[id155918870|Николай], куда там - весь мир, кроме СШП, отстал от японской боевой техники на поколение! http://www.rg.ru/2015/07/07/roboty-site.html http://rg.ru/2015/07/07/roboty-site.html;0;;О4;1
7404;38234;233290;82853210;233278;25106701;14.08.2015 17:45;[id7843692|Александр], думаю,что уже и они в курсе.Вся Вселенная минус ты !!!;0;;Н3;4
7405;38235;233291;82853210;233278;25106701;14.08.2015 17:46;[id1705213|Андрей], вы букварь то иногда открывайте,а не только рот,-Ура орать...;0;;Р3;4
7406;38236;233292;7843692;233278;25106701;14.08.2015 17:47;как хорошо, что удается пообщаться в контакте с докторами наук по политологии, бесплатно без смс и регистрации;1;;Ц3;4
7407;38237;233293;20545774;233278;25106701;14.08.2015 17:48;Ошибка: не  что Россия и Армения не проводят совместных учений  а Азербайджан и Армения;0;;Ч2;1
7408;38238;233294;82853210;233278;25106701;14.08.2015 17:48;[id7843692|Александр], так пользуйся моментом,если к развитию способен...;0;;Р3;4
7409;38239;233296;82853210;233278;25106701;14.08.2015 17:50;[id7843692|Александр], плешивый уже в Забайкалье Китаю полтора Крыма отдал на 50 лет,читай навсегда,а вы всё Ура,да Ура...;0;;Л4, Ч3;4
7410;38240;233298;13469916;233278;25106701;14.08.2015 17:50;У китайцев главные счета к Англии за многолетнюю оккупацию и геноцид. И в этом у нас с ними общие цели и задачи.;0;;И4;4
7411;38241;233299;1705213;233278;25106701;14.08.2015 17:53;[id7843692|Александр], к сожалению, у специалиста по открыванию рта источником его информации является букварь, так что не будем с ним спорить, пожалуй.;1;;Н3;4
7412;38242;233300;3108705;233278;25106701;14.08.2015 17:54;[id13469916|Игорь], нет, главные счета у них к японцам.;0;;Б3;3
7413;38243;233301;7843692;233278;25106701;14.08.2015 17:56;[id82853210|Сергей], твои 6 соток с сорняками отбирают?;0;;Ц3;4
7414;38244;233302;82853210;233278;25106701;14.08.2015 17:57;[id7843692|Александр], а почему у меня 6 соток,а у Тимчеко вся наша нефть ?;0;;Ц3;4
7415;38245;233303;82853210;233278;25106701;14.08.2015 17:57;[id7843692|Александр], тебя это устраивает ? Меня нет.;0;;А4, Е1;4
7416;38246;233305;213790451;233278;25106701;14.08.2015 17:58;Откуда эта информация? Россия победила во всех номинациях.;0;;Ц4;0
7417;38247;233306;82853210;233278;25106701;14.08.2015 17:59;http://vk.com/photo-69583597_378501140;0;; - ; - 
7418;38248;233307;7843692;233278;25106701;14.08.2015 18:01;[id82853210|Сергей], покупайте контрольный пакет акций, будет и у тебя власть;0;;Р3;4
7419;38249;233308;82853210;233278;25106701;14.08.2015 18:03;[id7843692|Александр], Тимченко с Роттебергами почем купили ? Где взяли деньги ? Где эти деньги сейчас? Нравится ходить лохом,ходи,других только не агитируй.;0;;Ж3, Н3;4
7420;38250;233309;82853210;233278;25106701;14.08.2015 18:05;[id7843692|Александр], да впрочем и ходить уже не долго осталось Дело уже к финалу.;0;;У3;4
7421;38251;233311;7843692;233278;25106701;14.08.2015 18:08;[id82853210|Сергей], какие пути выхода из состояния  лох без нефти  видишь?;0;;Ц3;4
7422;38252;233312;82853210;233278;25106701;14.08.2015 18:09;[id7843692|Александр], обычные ..Когда начинают искать пути,первым делом голову включат.;0;;К3;4
7423;38253;233313;7843692;233278;25106701;14.08.2015 18:11;[id82853210|Сергей], допустим включили, что дальше?;0;;А3;4
7424;38254;233314;82853210;233278;25106701;14.08.2015 18:14;[id7843692|Александр], ну дальше то уже совсем просто.Если удалось включить и есть что...Дальше по алгоритму.Не сложно.Уже не дилемма.;0;;Ж3 ;4
7425;38255;233315;7843692;233278;25106701;14.08.2015 18:14;[id82853210|Сергей], здесь на диване подсказывают, что лучше золотишко отжать, для нефти заводик требуется для переработки, а то бочку твою никто не купит;0;;Ц3;4
7426;38256;233318;155918870;233278;25106701;14.08.2015 18:18;[id3870554|Евгений], какая техника о чём вы вообще? В СССР в своё время подсчитали, что бы уничтожить Японию нужны всего 4 ядерный бомбы. А все эти миленькие роботы будут и дальше сниматься в анимэ!;0;;Б3, И4;3
7427;38257;233319;7843692;233278;25106701;14.08.2015 18:18;[id82853210|Сергей], и да, не подскажешь, когда в России природные ресурсы людишкам раздавали за красивые пятки?;0;;Ц3;4
7428;38258;233320;82853210;233278;25106701;14.08.2015 18:18;[id7843692|Александр], люди обходятся как то и с нефтью.Не только Амеры.Дикие Саудиты,вчера еще на верблюда молились,а сегодня нас обошли.Читал к 2050 году плевали на нефть,которой у них немерено и переходят на энергию солнечную и ветра.21-й век.А мы,как угольные империи 19 века ,как и останемся в известном месте.;0;;Ж3, И4;4
7429;38259;233322;82853210;233278;25106701;14.08.2015 18:18;[id7843692|Александр], когда то НИКОГДА и зад не подтирали!;0;;П3;4
7430;38260;233324;155918870;233278;25106701;14.08.2015 18:19;[id82853210|Сергей], ты такой дебил. Ужжас.;0;;Л3;4
7431;38261;233325;7843692;233278;25106701;14.08.2015 18:19;[id82853210|Сергей], боюсь, что обогащенный уран иранцев отодвинет этот радужный день);0;;И3;4
7432;38262;233326;82853210;233278;25106701;14.08.2015 18:20;[id155918870|Николай], свали,убогий...;0;;Г3;4
7433;38263;233328;82853210;233278;25106701;14.08.2015 18:20;[id7843692|Александр], а что о Иране переживания ? Не патриот,что ль ?;0;;А3, Ц3;4
7434;38264;233329;7843692;233278;25106701;14.08.2015 18:21;[id82853210|Сергей], я верю в хруст денег, всё остальное от лукавого;0;;Е1;4
7435;38265;233330;82853210;233278;25106701;14.08.2015 18:23;[id7843692|Александр], деньги,материальное выражение здравого смысла.Когда у нас в стране он был,они к нам текли....;0;;П4;4
7436;38266;233332;7843692;233278;25106701;14.08.2015 18:32;Просто осознай , что я ты - ничто в истории. Просто наблюдай;0;;П3;4
7437;38267;233334;82853210;233278;25106701;14.08.2015 18:34;[id7843692|Александр], прямо мысли одного профнепригодного комитетчика в 90-х годах.А потом !!! Я к тому,что,-Нам не дано предугадать...(С);0;;Ч3,Ч1;4
7438;38268;233335;132608829;233278;25106701;14.08.2015 18:35;Безграмотный чмошник мирошниченко уже в комменты к этой записи пробрался??????? <br>Этот парень явно нуждается в госпитализации;1;;Л3, Н3;4
7439;38269;233337;206599206;233278;25106701;14.08.2015 18:40;Мирошниченко уже прожженное трололо, баньте его и забудьте.;1;;Щ3, Р3;4
7440;38270;233338;7843692;233278;25106701;14.08.2015 18:44;[id82853210|Сергей], слушай,  а твои мысли я слышал у одного умалишенного и что?;0;;Н3;4
7441;38271;233339;82853210;233278;25106701;14.08.2015 18:45;[id7843692|Александр], Удивил ??! Я твои каждый день слышу от 165%;0;;Ц3;4
7442;38272;233340;82853210;233278;25106701;14.08.2015 18:46;..или может уже201% ? Не уследил...;0;;Ч3;4
7443;38273;233341;82853210;233278;25106701;14.08.2015 18:47;[id206599206|Kiljaeden], алло,некто с непереводимым патриотичным ником...Самому то есть что сказать или только Киселева пересказываешь?;0;;Н3;4
7444;38274;233342;82853210;233278;25106701;14.08.2015 18:50;Как патриот,так ник такой себе задербанят,что легче Китайский выучить.;0;;Ч3;4
7445;38275;233343;53431652;233278;25106701;14.08.2015 18:54;Сергей база НАТО в Ульяновске, ты чем ширяешься? ))));0;;Н3;4
7446;38276;233344;82853210;233278;25106701;14.08.2015 18:55;[id53431652|Вася], а т патриот,совсем тёмный,что ль ? Даже этого не знаешь!!!;0;;Ц3;4
7447;38277;233345;53431652;233278;25106701;14.08.2015 18:55;[id82853210|Сергей], таки будешь скакать из-за того что не научили тебя вопросы отвечать?;0;;А3;4
7448;38278;233346;82853210;233278;25106701;14.08.2015 18:56;[id53431652|Вася], http://vk.com/photo82853210_329943324 http://vk.com/photo-25106701_375463479;0;; -  ; - 
7449;38279;233347;82853210;233278;25106701;14.08.2015 18:56;[id53431652|Вася], http://vk.com/photo82853210_329943293 http://vk.com/photo-25106701_375463562;0;; - ; - 
7450;38280;233348;53431652;233278;25106701;14.08.2015 18:57;[id82853210|Сергей], да ты как посмотрю не ширяеся, а от рождения ебанутый на всю голову ))));0;;Л3;4
7451;38281;233349;82853210;233278;25106701;14.08.2015 18:57;[id53431652|Вася], дураком и помрешь !!!;0;;У3;4
