;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интенет-анализ;контент-анализ
5360;70306;191282;22156819;191281;25106701;2015-04-28 19:50:50;Мм, азиатских, ну спасибо;2;;Ц2;3
5361;70307;191283;141318098;191281;25106701;2015-04-28 19:51:21;[id22156819|Макс], ну а что РФ Европа разве?;5;;а3;4
5362;70308;191284;55380421;191281;25106701;2015-04-28 19:51:51;[id141318098|Роман], РФ это РФ.;2;;ж3;4
5363;70309;191286;148099501;191281;25106701;2015-04-28 19:52:39;[id22156819|Макс], а что не нравится , напомнить сколько процентов России находится в Азии ,и харэ косить под , ненавистную большенству , по словам гейевропу, не ваши слова ?;0;;Н3;4
5364;70310;191287;141318098;191281;25106701;2015-04-28 19:53:29;[id25600334|Алексей], тут дело в культуре, вот как делят страны на Европу,Германия например и Азию,Китай например.;0;;И4;4
5365;70311;191288;211159725;191281;25106701;2015-04-28 19:53:43;[id141318098|Роман], Азиопа, как говорил великий российский петросян Зад-орнов;0;;ж3;4
5366;70312;191290;141318098;191281;25106701;2015-04-28 19:54:55;[id25600334|Алексей], ну во влажных мечтах только если, а так нет,есть четкое деление на Европу и Азию, среднего я не знаю.;0;;ж3;4
5367;70313;191291;22156819;191281;25106701;2015-04-28 19:55:10;[id148099501|Андрей], ненавистную, лол, они не доросли до того, чтобы приминять к этим шестеркам такое сильное чувство, как ненависть, но они ближе нам, чем узкоглазые, они хоть белые, к тому же большая часть населения РФ находится в европе, или экс-Кёнингсберг это Азия?));0;;Л4,Щ4;4
5368;70314;191293;148099501;191281;25106701;2015-04-28 19:56:26;[id22156819|Макс], дурака видно из далека;0;;л3;4
5369;70315;191294;141318098;191281;25106701;2015-04-28 19:56:35;[id25600334|Алексей], Золотая Орда была частью Европы что ли?)))) А то,что Византийская религия не делает нас Европой, она же была просто заимствована.;0;;Б3,И4;4
5370;70316;191296;22156819;191281;25106701;2015-04-28 19:57:09;[id141318098|Роман], конечно европа, не смотря на наши взаимоотношения мы европой быть не перестанем, хотя Россия скорее сама по себе, но ближе она всё-таки к европе;0;;И4;4
5371;70317;191297;3625761;191281;25106701;2015-04-28 19:57:50;Россия-азиатская держава! инфа-сотка;1;;ш3;4
5372;70318;191298;206525001;191281;25106701;2015-04-28 19:57:54;[id25600334|Алексей], Да ладно,не трать время на неуча.У него есть белое и чёрное,остального нет.ограниченные люди.Жаль их.;2;;д3,Н3;4
5373;70319;191299;141318098;191281;25106701;2015-04-28 19:58:25;[id25600334|Алексей], нет, я говорю,что Россия не Европа,а так действительно мы много чегшо заимствовали у Европы, Ар Деко,барокко, ракоко, ну это заимствование, а если посмотреть на ту же матрешку или балалайку, это же азия.;0;;И4;4
5374;70320;191300;22156819;191281;25106701;2015-04-28 19:58:53;Ребята, кто считает Россию азиатской - поучите историю и философию;1;;р3;4
5375;70321;191301;141318098;191281;25106701;2015-04-28 19:58:53;[id22156819|Макс], ты хоть Европа пиши с большой буквы,азиат)));0;;н3;4
5376;70322;191303;22156819;191281;25106701;2015-04-28 19:59:25;Если вы, конечно, сможете её прочитать, для этого нужен кое какой уровень интеллекта;0;;н3;4
5377;70323;191304;182301892;191281;25106701;2015-04-28 19:59:45;Люди путают Европу (часть света) с Евросоюзом.<br>Географически Европа заканчивается у Урала, кто не знал.;3;;ж3;4
5378;70324;191305;141318098;191281;25106701;2015-04-28 20:00:27;[id25600334|Алексей], ну Петр 1 ый заимствовал у Европы,это же не сделало нас Европой, вот если бы Россия действительно внесла вклад в Европейскую культуру то да,я сейчас не говорю о поэтах или художниках, хотя и они вдохновлялись европейскими отцами.;0;;П4;4
5379;70325;191306;53094448;191281;25106701;2015-04-28 20:00:48;[id182301892|Алексей], в любом случае путинская россия - это азиопа;0;;С3;4
5380;70326;191307;141318098;191281;25106701;2015-04-28 20:00:52;[id182301892|Алексей], ты мои посты прочти,мы говорим о культуре.;0;;Ф3;4
5381;70327;191308;182301892;191281;25106701;2015-04-28 20:01:12;[id141318098|Роман], а я разве к тебе обращался?;0;;а3;4
5382;70328;191310;141318098;191281;25106701;2015-04-28 20:01:37;[id182301892|Алексей], да,ты ответил на мой комментарий.;0;;ж3;4
5383;70329;191311;53094448;191281;25106701;2015-04-28 20:01:49;[id25600334|Алексей], ага, с воровским сленгом. Путин страну в воровскую зону превратил.;0;;Т4;4
