;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интент-анализ;контент-анализ
7030;17917;257791;145001771;257790;25106701;2015-11-02 19:03:23;Проблема в том, что присутствие США и породило там эти проблемы;22;;ж4;1.0
7031;17918;257792;244518448;257790;25106701;2015-11-02 19:03:55;Любопытно, в чем же важность их присутствия ?);0;;а2;3.0
7032;17919;257794;266347077;257790;25106701;2015-11-02 19:05:45;Присутствие США как никогда важно????????????;0;;а3;3.0
7033;17920;257795;299672363;257790;25106701;2015-11-02 19:06:22;[id244518448|Николай], контроль ?? над ресурсами;1;;И3;3.0
7034;17921;257796;1954875;257790;25106701;2015-11-02 19:06:49;Прочитал, и от фальши тошнить начало...;0;;б2;3.0
7035;17922;257797;82853210;257790;25106701;2015-11-02 19:07:33;http://vk.com/photo-37923275_386528513;0;;;
7036;17923;257798;244518448;257790;25106701;2015-11-02 19:08:12;[id299672363|Товарищ], а ну это они любят ));0;;в3;4.0
7037;17924;257799;255727208;257790;25106701;2015-11-02 19:10:32;[id244518448|Николай], развалить то что ещё уцелело! Они хотят все и везде развалить, превратив всех в рабов США.;0;;Щ4;4.0
7038;17925;257800;82562722;257790;25106701;2015-11-02 19:10:37;Если б я был террористической организацией я б тоже на себя взял  ответственность. <br>Реал круто, ничего не сделал и народ боится;5;;е1, И4;3.0
7039;17926;257802;163940275;257790;25106701;2015-11-02 19:11:58;гребаные американцы!;0;;Л4;4.0
7040;17927;257804;63593871;257790;25106701;2015-11-02 19:13:48;в смысле присутствия США?...Немцов,ты не один...еще 224 жертвы..;0;;А3,Ц4;3.0
7041;17928;257805;253857142;257790;25106701;2015-11-02 19:14:01;Какой тварью дрожащей нужно быть,чтобы троллить в это скорбное время ???Сладкие детки,вон в вашу сахарную америкосию,под крылышко ИГИЛа! Вот там вы быстро проблюётесь от обуявшей вас либерастичности !;1;;п2, н4;4.0
7042;17929;257809;90551571;257790;25106701;2015-11-02 19:22:36;[id255727208|Улечка], почему же тогда союзники США живут в разы лучше, чем союзники СССР? Почему союзники США живут даже лучше, чем РФ? Может быть разваливает кое-кто другой?;1;;а3,Н3;4.0
7043;17930;257810;258194956;257790;25106701;2015-11-02 19:23:22;О да! Присутствие США приведёт к несостоятельности  и всех остальных стран.;2;;У4;3.0
7044;17931;257811;82853210;257790;25106701;2015-11-02 19:24:00;[id258194956|Казбек], комплексуют,неполноценные!!!;0;;л4;4.0
7045;17932;257812;258194956;257790;25106701;2015-11-02 19:26:06;[id90551571|Сергей], это распространяется на Ирак, Афганистан,Ливию и , увы,Сирию ?<br>Или вы пытаетесь приписать США успехи Германии,Великобритании,Франции ?;1;;Н3;3.0
7046;17933;257813;258194956;257790;25106701;2015-11-02 19:26:44;[id82853210|Сергей], пшёл вон , тролль в-о-н-ю-ч-и-й!;1;;л3,Г3;4.0
7047;17934;257814;252652514;257790;25106701;2015-11-02 19:28:01;[id90551571|Сергей], назовите трёх из этих  союзников ,а скорее сателлитов.;0;;р3;4.0
7048;17935;257815;82853210;257790;25106701;2015-11-02 19:28:50;[id258194956|Казбек], чучело...У тебя уже по Фрейду прорвалось...;0;;л3;4.0
7049;17936;257817;252652514;257790;25106701;2015-11-02 19:30:01;[id82853210|Сергей], тебя там на паблике Новой газеты искали. <br>Сгинь,нечисть, сделай милость!;0;;г3, л3;4.0
7050;17937;257818;82853210;257790;25106701;2015-11-02 19:30:09;У вашего любимого плешивого вора,даже гаджет произвести нельзя,что бы его похвалить.;0;;Н4,Л4;4.0
7051;17938;257820;133729111;257790;25106701;2015-11-02 19:31:10;[id82853210|Сергей], ты бы хоть сегодня не срал;3;;л3;4.0
7052;17939;257821;255727208;257790;25106701;2015-11-02 19:31:27;[id90551571|Сергей], ахахахаха! Это кто же из союзников живёт лучше?! Может быть Ирак, Ливия, Афганистан, Польша и др? Что под словом хорошо ты имеешь в виду?! Если бы не наша дрюжба с США в 90е годы жили бы лучше!;2;;Б3,Н3;4.0
