;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интенет-анализ;контент-анализ
8049;38021;233726;206551750;233725;25106701;15.08.2015 6:22;Коль власть не услышит народ - быть беде!;9;;п4;1
8050;38022;233727;9189314;233725;25106701;15.08.2015 6:28;Все это пишется за бугром для того,чтобы нарушить целостность государства и сместить власть ее создающую.Врагам не нужна сильная Россия,вот и пишут в инет всякую грязь;26;;щ2;1
8051;38023;233729;8745872;233725;25106701;15.08.2015 6:29;[id206551750|Георг], да ну нет!!!  <br>Такого еще долго не будет!!!!;1;;б3, и4;1
8052;38024;233730;206551750;233725;25106701;15.08.2015 6:31;[id8745872|Николай], обоснуй,коль ты народ!;2;;р3;3
8053;38025;233731;173773652;233725;25106701;15.08.2015 6:32;Предполагаю,что власть ВСЁ слышит и ВСЁ видит! Но обнаглела уже до такой степени,что нас и за народ-то не считает.Мы для буржуйской власти - средство для обогащения,которое можно унижать,игнорировать,грабить,обрекать в нищету и безработицу,отказывать в образовании и медицине.Дай полную волю этим мерзавцам и нас они готовы обратить в крепостных.Разве вы не знаете,как восхваляет крепостничество друг Президента Никита Михалков? А Президент его не осёк,не отчитал.Президент,якобы не услышал.И партия  Единая Россия ,членом которой Н.Михалков состоит только улыбнулась в ностальгии!;17;;ж4;4
8054;38026;233732;8745872;233725;25106701;15.08.2015 6:33;Да какой я народ, субъективное мнение.а вы народ?;1;;е1, а3;4
8055;38027;233735;167644740;233725;25106701;15.08.2015 6:49;Автору приехать бы в Россию и тогда он бы увидел что никто в России не мешает выражать своё мнение .. В рамках конституции и закона...;11;;П2, И4;3
8056;38028;233739;243282331;233725;25106701;15.08.2015 6:55;закон что дышло: куда повернёшь, туда и вышло;2;;П4;4
8057;38029;233741;253822334;233725;25106701;15.08.2015 6:58;чую в тебе радикального левого);0;;н3;3
8058;38030;233742;7950507;233725;25106701;15.08.2015 6:58;Дойче Велле-рассадник русофобии.Зайдите прикола ради к ним в группу с пророссийской позицией,бан обеспечен,проверено.;7;;Щ2, с3;3
8059;38031;233743;307296345;233725;25106701;15.08.2015 7:00;[id9189314|Сергей], читайте историю государства российского и поймете, что ничего нового автор здесь не озвучил;1;;Р3;3
8060;38032;233744;307296345;233725;25106701;15.08.2015 7:01;[id167644740|Вечный], и давно вы такой наивный?! );3;;а3;4
8061;38033;233745;307296345;233725;25106701;15.08.2015 7:02;[id206551750|Георг], один классик нашего времени заметил, что нет у нас народа - есть население!;2;;Ш4;4
8062;38034;233746;167644740;233725;25106701;15.08.2015 7:04;Оставлю тут)) http://vk.com/photo-25106701_375516906;2;;;
8063;38035;233747;167644740;233725;25106701;15.08.2015 7:05;[id7950507|Сергей], На ББС так же..))Чуть что не так скажешь... Сразу бан.. Демократия ... Куда нам и до Сша с его расстрелом негров));5;;Т2,Ж4;4
8064;38036;233748;8704012;233725;25106701;15.08.2015 7:07;[id307296345|Sergey], обычный кремлебот.;2;;Н4;4
8065;38037;233749;9189314;233725;25106701;15.08.2015 7:08;О новом здесь никто ничего и не говорит-это и есть на протяжении всех столетий,но народ он всегда делился на тех кто за,кто против,а кто нейтрален...в том числе по отношению к власти...так что не надо разводить бунт??хочется повоевать-все заграницу-точек много,а нас и такой мир устраивает;7;;ж4;4
8066;38038;233750;207609177;233725;25106701;15.08.2015 7:08;http://vk.com/doc207609177_412580905;3;;;
8067;38039;233751;9189314;233725;25106701;15.08.2015 7:11;А то что классик сказал-он просто выразил свое мнение-у нас свое??;0;;А3;4
8068;38040;233752;207609177;233725;25106701;15.08.2015 7:13;Демократия по-американски: бей своих, защищай чужих<br><br>?Более двух лет назад Соединенные Штаты Америки охватило протестное движение ?Захвати Уолл-Стрит?. Начавшись в сентябре 2011 года в финансовом центре Нью-Йорка, оно быстро распространилось на другие города и штаты, объединив людей разных возрастов и профессий, которые выступали против социального неравенства.<br><br>Через две недели после начала акции, во время шествия демонстрантов по Бруклинскому мосту, полиция задержала несколько сотен человек. После этого по всем городам, где проводились такие акции, прокатилась волна арестов: в штатах Пенсильвания, Юта, Орегон, Калифорния арестовывали сотни человек. Причем тех, кто просто высказывал свои требования с плакатом в руках, а не поджигал полицейских и не строил баррикады.<br><br>Численность демонстрантов стремительно росла. Расширялась и география протеста: уже через три недели он распространился на Вашингтон, Бостон, Чикаго, Хьюстон, Сан-Франциско, Филадельфию, Солт-Лейк-Сити, Лос-Анджелес и другие крупные города США. Массовые протесты перебросились даже на соседнюю Канаду.<br><br>В ноябре полиция начала разгонять митинги и сносить палаточные городки демонстрантов. В Окленде на ликвидацию лагеря у полицейских ушел всего час.<br><br>В Портленде, Окленде, Лос-Анджелесе ? почти во всех городах, в которых проходили протесты, митингующих разгоняли водометами, слезоточивым газом и травматическими пулями. Счет пострадавших от грубых действий полиции в разных городах США пошел на сотни.<br><br>Протесты утихли только весной 2012 года, однако уже осенью, 17 сентября ? ровно год спустя после начала акции ? всё с точностью повторилось. Сотни демонстрантов окружили здание финансовой биржи на Уолл-Стрит. За неподчинение полиции были арестованы 180 человек.<br><br>Но власти США, которые спешат обвинить силовые органы любой другой страны в противоправных действиях, посчитали, что такие действия американской полиции вполне соответствуют понятиям и нормам демократии.<br><br>А в полиции Окленда после разгона акции и ареста ;1;;ж4;3
8069;38041;233753;243282331;233725;25106701;15.08.2015 7:16;короче, в стране все прекрасно, а кто не согласен - расстрелять;1;;Ц4;2
8070;38042;233755;24880723;233725;25106701;15.08.2015 7:19;Хаха... Это иносм или что? Откуда тут наивные и вата?  Что вы тут вообще делаете? Читайте РиаНовости и носите розовые очечи. Или это боты? Бегай Круши выставки за страшное богохульство и помогай попам на Майбах зарабатывать, они то не такие пацтриоты как ты)  А Cтранник живет в другой России, видимо, где пони какают радугой ... у нас митинг против  политики пришлого губера огромными колонками глушили так, что окна в соседних с площадью домах трещали. В  рамках конституции !;2;;А2,Щ4;2
8071;38043;233756;9189314;233725;25106701;15.08.2015 7:25;Закон о митингах-больше трех не собираться! Не одна  нормальная полиция не тронет если гражданин сам не переступит черту закона...а если гражданин выражает свои права и свободы нарушая закон,то смотреть на него никто не будет....у нас самая мягкая полиция в своих действиях...для сравнения посмотрите о действиях полиции к тем же митингующим США или Германии...от такого отношения давно бы заныли;4;;И4;3
8072;38044;233757;9189314;233725;25106701;15.08.2015 7:26;Не надо нарушать и тогда даже не пересечетесь с полицией;4;;П4;4
8073;38045;233758;24880723;233725;25106701;15.08.2015 7:28;[id207609177|Александр], так по-русски - оправдывать свое дерьмо чужим дерьмом. Вы б хоть поняли, как это жалко смотрится: мам! мам! смотри! Вадик обделался, можно я тоже напружу в штаны? это так высокоморально, скрепы, все дела...;2;;Н3;4
8074;38046;233759;207609177;233725;25106701;15.08.2015 7:29;[id24880723|Тамара], с этим у нас как раз нормально! Бред тут пишут всякий;0;;Б3;3
8075;38047;233760;207609177;233725;25106701;15.08.2015 7:29;[id24880723|Тамара], и все познается в сравнении;0;;П4;4
8076;38048;233761;9189314;233725;25106701;15.08.2015 7:30;А то что окна трещали-ничего страшного-стремились к минимализации ущерба,а могли бы как за границей разгонять дубинками и спецсредствами разрешенными законом....так что не надо утрировать что все так плохо...;4;;Б3,Р3;4
8077;38049;233762;173773652;233725;25106701;15.08.2015 7:31;[id8745872|Николай], все вместе мы - народ! И именно из таких,как вы,как я,как все мы и появляется в сплочённости противостояние и свержение (оговорюсь: конституционным способом!) непремлемой нам,народу власти! Если могут менять власть французы,немцы,англичане,греки,то разве не сможем это сделать мы?Только там,за границей выбирают из двух-трёх буржуазных партий,а у нас есть как минимум одна КОММУНИСТИЧЕСКАЯ,которая способна на большее,чем буржуйские партии-подстилки.;1;;О1, О3;4
8078;38050;233763;207609177;233725;25106701;15.08.2015 7:33;[id24880723|Тамара], как горится в чужом глазу всегда щепку ищешь а в своем бревно не замечаешь;1;;П3;4
8079;38051;233764;24880723;233725;25106701;15.08.2015 7:35;[id9189314|Сергей], кхе, Митинг был утвержденным) Что не мешало Заму организовать подлянку. И это вместо того, чтобы прислушаться к недовольству граждан и скорректировать деятельность.ОНИ СОЗДАНЫ ДЛЯ НАС, а НЕ МЫ ДЛЯ НИХ.;3;;Щ4,П3;4
8080;38052;233765;207609177;233725;25106701;15.08.2015 7:38;[id9189314|Сергей], вообщето не больше 1го. 2 уже митинг;0;;И3;4
8081;38053;233766;207609177;233725;25106701;15.08.2015 7:40;http://vk.com/doc207609177_412581660;0;;;
8082;38054;233767;9189314;233725;25106701;15.08.2015 7:40;Саня так я про митинг,но небольше 3;0;;К3;4
8083;38055;233768;207609177;233725;25106701;15.08.2015 7:44;http://vk.com/doc207609177_412581792;1;;;
8084;38056;233770;191323200;233725;25106701;15.08.2015 8:11;Вся  перестройка  и задумывалась как провокация конечной целью которой было построение нового,демократического и рыночного социализма.И Ельцин и Медведев и Путин-коммунистические провокаторы которые стремятся своими делами вызвать негативное отношение к Западу и капитализму.;0;;Щ4;4
8085;38057;233773;95760817;233725;25106701;15.08.2015 8:31;При демократии средство выразить свое недовольство политикой является референдум, а не хождение толпой по улице.;6;;И4;4
8086;38058;233774;191323200;233725;25106701;15.08.2015 8:34;[id238522548|Алла], я не нуждаюсь в советах чекистов-маразматиков.;0;;г3,л3;4
8087;38059;233775;141543303;233725;25106701;15.08.2015 8:34;[id191323200|Анатолий], а отношение к Западу и к капитализму может быть позитивным? в России? вы меня рассмешили;1;;а3, б3;3
8088;38060;233780;1725041;233725;25106701;15.08.2015 8:46;Ой, да пошли они все нахуй.;0;;Г3,Л3;4
8089;38061;233781;191323200;233725;25106701;15.08.2015 8:47;[id141543303|Владимир], там где правящая группировка этого хочет,может.Взгляните на Чехию,Словакию,Польшу,Восточную Германию,Турцию.Даже Японию,несмотря на атомную бомбардировку.Сознание большенства населения подобно мягкой глине которое изменяется под рукой хитрых политиков.В России строят демократический социализм,поэтому массы и настроенны антизападно.;0;;И3;4
8090;38062;233784;51430676;233725;25106701;15.08.2015 8:54;Запад аж корежит от понимания того, что их пропаганда так и не привела к майдану в России;3;;Т4;4
8091;38063;233785;51430676;233725;25106701;15.08.2015 8:56;[id24880723|Тамара], и какая подлянка была организована? Даже интересно;0;;а3 ;4
8092;38064;233800;55101623;233725;25106701;15.08.2015 9:51;Александр, и так везде, различия только в степени пользования народами. Какие-то народы еб*т крепче, какие-то сдержанней, но везде, по всему миру средний и низший класс недоволен своей властью.;0;;И4;4
8093;38065;233805;13525460;233725;25106701;15.08.2015 10:01;Эта статья должна была адресована украине;0;;р2;3
8094;38066;233809;51430676;233725;25106701;15.08.2015 10:17;[id173773652|Александр], как конкретно тебя унизила власть? Факты.;0;;а3;4
8095;38067;233813;4806075;233725;25106701;15.08.2015 10:22;[id24880723|Тамара], иносми проект риа новости;0;;щ2;3
8096;38068;233819;191323200;233725;25106701;15.08.2015 10:28;[id238522548|Алла], а пошла ты.;0;;г3;4
8097;38069;233826;301050906;233725;25106701;15.08.2015 10:44;13 сентября - красный день календаря: полное кровопускание партии едрисни на выборах в местные и региональные органы власти, а через год выдавят весь понос и блевотину из всех едрисняторов на выборах в Госдуму: выкинем помойную конституцию Ельцина на помойку, а партию едрисни сольём в унитаз! http://vk.com/photo-25106701_375524115;0;;Л4,С4;4
8098;38070;233830;300045997;233725;25106701;15.08.2015 11:10;Западная шушера на говно исходит от того что в России всё нормально.;4;;л4, ж4;4
