;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интент-анализ;контент-анализ
12982;15403;260891;2787161;260890;25106701;2015-11-11 03:43:48;Все американские солдаты- контрактники, у них хорошая зарплата, страховка, гарантии, еще обучение потом бесплатно, и трудоустройство гарантировано (если ,конечно, доживет солдат и вернется целым и невредимым);4;;И4;1.0
12983;15404;260892;2376482;260890;25106701;2015-11-11 03:43:59;http://www.segodnya.ua/world/pentagon-istratil-trilliony-dollarov-na-neizvestnye-nuzhdy-476535.html;1;;;
12984;15405;260894;282836016;260890;25106701;2015-11-11 03:47:00;Ахахах, а госдолг-то пиндосовский растет как на дрожжах!;0;;Ч4;4.0
12985;15406;260895;44929181;260890;25106701;2015-11-11 03:53:04;[id282836016|Mark], ну точняк, вот живут хорошо, техника, развитие экономика... все круто) но гос долг делает их несчастными, бедняги, брали бы пример с соседа толика, у того долг 100 рублей за водку, вот он реально счастлив);4;;в3, с4;4.0
12986;15407;260896;82697016;260890;25106701;2015-11-11 03:53:08;Главный вопрос-зачем? Военная доктрина США:  Мы самые крутые в мире. Кому захотим, тому и наваляем  Военная доктрина России:  Мы защищаем себя, своих союзников, свои жизненные интересы. В случае агрессии будем применять все средства, включая ЯО . Под доктрину и строится армия. Поэтому России не нужна сейчас армия типа американской, но пока есть ЯО американцы нас не тронут. Именно поэтому они придумывают ПРО и  теорию глобального обезоруживающего удара ;7;;И4;3.0
12987;15408;260897;282836016;260890;25106701;2015-11-11 03:54:43;[id44929181|Damir], Кто там хорошо живет? не смеши. Полстраны-бедные негры да латиносы. Уши больше развешивай.;1;;Ч3,У3;4.0
12988;15409;260898;44929181;260890;25106701;2015-11-11 03:55:50;[id282836016|Mark], чет сразу не просек) удачи);0;;к3, д3;4.0
12989;15410;260899;282836016;260890;25106701;2015-11-11 03:57:41;[id44929181|Damir], Ну ну, съезди сначала свою пиндосию и посмотри своими глазами, потом рассуждай.;1;;С3;4.0
12990;15411;260900;44929181;260890;25106701;2015-11-11 03:58:46;[id282836016|Mark], да все, успокойся, еще в прошлом комменте спалился);1;;г3;4.0
12991;15412;260901;282836016;260890;25106701;2015-11-11 04:00:18;[id44929181|Damir], В каком смысле спалился, не понимаю.;0;;а3 ;4.0
12992;15413;260902;44929181;260890;25106701;2015-11-11 04:08:39;[id282836016|Mark], короче, просто скажу одну вещь, которой тебе должно хватить - минимальная ставка в США 7,25$ в час) я ненавижу внешнюю политику США, как и внешнюю политику страны в которой я живу, но вот что касается уровня жизни граждан... По сути ты троль, и пишу я это не для тебя, а для всех тех кто будет лайкать тебя и клеймить меня) тут это любят, адьес;3;;Х4,Л3;4.0
12993;15414;260903;81163864;260890;25106701;2015-11-11 04:09:16;[id44929181|Дамир], https://tjournal.ru/c/17059-pochemu-bolshinstvo-bogatih-amerikancev-pochti-bednie<br>Посмотри,интересная статья,не хочу сказать что у нас отлично,но и из Америки райский уголок делать не нужно)к тому же на моей памяти были случаи,когда у вашингтона не былр денег на оплату всех служб,кто работал в те дни?никто)у нас просто разный ход мыслей с ними,вот и все,у Рима тоже было много рабов;1;;р3, ж4;4.0
12994;15415;260904;44929181;260890;25106701;2015-11-11 04:10:17;[id81163864|Влад], спасибо, прочту);0;;в3 ;4.0
12995;15416;260905;81163864;260890;25106701;2015-11-11 04:10:43;Б**,ты же школьник,зачем я вообще написал тебе;2;;е1, щ3;4.0
12996;15417;260906;44929181;260890;25106701;2015-11-11 04:13:06;[id81163864|Влад], ну не школьник, но что произошло-то, откуда такая агрессия?;0;;е1, Ч3;4.0
12997;15418;260908;81163864;260890;25106701;2015-11-11 04:15:14;Блин,да я вообще передумал сюда лезть,посмотрел странички обоих,и пожалел что вообще влез в этот тред)один про госдолг порит чушь,наверняка не понимая его сути,второй про то что там успешная экономика,я ушел пацаны);2;;е1,Г3;4.0
12998;15419;260909;306912524;260890;25106701;2015-11-11 04:33:24;[id81163864|Влад], и пиндоса все готовы одолжить в том числе и росиюшка всего под 2%годовых а вам банки под сколько процентов дают? 25%-50%...вот и весь сказ;2;;Щ4;4.0
12999;15420;260910;82562722;260890;25106701;2015-11-11 04:36:19;Хм. А ничего что с развалом СССР у нас расходы на армию сократились !!! НА 90%!!! Надо это как то восполнять…;0;;Щ1;4.0
13000;15421;260911;81163864;260890;25106701;2015-11-11 04:38:17;[id306912524|Бабай], ахаха,хорошо);0;;д3;4.0
13001;15422;260912;81163864;260890;25106701;2015-11-11 04:39:15;[id81163864|Влад], не моей стране пол мира кредитнуло,чтоиеще праправнукам отдавать);0;;Ц4;4.0
13002;15423;260913;82562722;260890;25106701;2015-11-11 04:43:06;То что США с развалом Союза обленились - это факт. Они крайне не эффективно на армию деньги расходуют это всем ясно. <br><br>Ну и самое главное. что в 5 раз больше расходуют, то расходуют, только когда наш самолетик над их корабликом пролетел половина бюджета на памперсы ушло.)));3;;Х4,Н4;1.0
13003;15424;260914;306912524;260890;25106701;2015-11-11 04:44:57;[id81163864|Влад], просто надо сравнить размер экономики и долг у пиндосов 25% мирового ввп и госдолг в пределах 100% ввп....и таких стран очень много ...;0;;ж3;4.0
13004;15425;260916;24124116;260890;25106701;2015-11-11 04:52:54;[id306912524|Бабай], мне шеф без процентов дал заем на жилье. И это в России. А государство еще с этой покупки 13 процентов возвращает. Это Российское. Все это реальность, настоящая. Можешь  орать , что  это исключение из правил, но таких исключений море.;0;;Ф3,Х1;4.0
13005;15426;260917;214510774;260890;25106701;2015-11-11 04:58:10;ВКС РФ  вдохновил  ИГИЛ на  рэпчик . http://vk.com/video250808851_171413360;0;;Ц3;4.0
13006;15427;260918;160583166;260890;25106701;2015-11-11 05:02:18;  лучшая армия ... На песчаный берег вылезти не смогли, пустышки! Техника может и хорошая, да солдаты тупые. Лучшая армия мира- армия СССР 1945 года!!!;2;;н4, о4;3.0
13007;15428;260919;193243180;260890;25106701;2015-11-11 05:26:19;[id160583166|Павел], ога-ога)))))) http://vk.com/video193243180_171781091;1;;Ш4;4.0
13008;15429;260920;193243180;260890;25106701;2015-11-11 05:27:50;[id306912524|Бабай], так вот почему раиськавперде в пиндосские облигации вкладывается по полной..))))));0;;С3;4.0
13009;15430;260921;193243180;260890;25106701;2015-11-11 05:28:45;[id82562722|Oleg], )))))))) http://vk.com/video-10639516_171238145;0;;;
13010;15431;260922;193243180;260890;25106701;2015-11-11 05:30:57;прикольно у паРашкинского быдловатнического никчемного биомусора бомбит от осознания собственной ущербности и позорности паРашкинского нищего дниша, однако))) http://vk.com/video33500385_171621069;1;;л4;4.0
