;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;
1834;1843;86089;6601419;86088;32803139;03.11.2015 0:43;А почему статус  иностранного агента  такое западло? Небось, немецкие антифашисты тоже считались иностранными агентами.;1;Ш4;3
1835;1844;86090;5274303;86088;32803139;03.11.2015 0:54;[id6601419|Михаил], сейчас не вспомню, там были какие-то  палки в колёса , плюс видимо везде стоп-лист получается...;0;И4;3
1836;1845;86092;7756415;86088;32803139;03.11.2015 1:42;  Почему пожелание сменить власть и людей у власти стало называться «экстремизм»? Мы не призываем к насилию! Пусть уйдут сами мирно и быстро, и мы даже согласны подмести за ними.  <br><br>М. Веллер.;1;И4,Ш4;3
1837;1846;86106;23131320;86088;32803139;03.11.2015 8:53;[id6601419|Михаил], посмотрите в любом словаре значение слова  агент . Возможно, Вы сами ответите на свой вопрос.;0;Р3;4
1838;1847;86107;6601419;86088;32803139;03.11.2015 9:06;[id23131320|Димитрий], первый раз слышу, чтобы законодательные санкции за статус описывались словарем.;1;Н4;3
1839;1848;86108;23131320;86088;32803139;03.11.2015 9:07;[id6601419|Михаил], а я не о санкциях. Я о статусе как таковом.;0;К4;4
1840;1849;86109;6601419;86088;32803139;03.11.2015 9:17;[id23131320|Димитрий], cтраховой агент, агент по недвижимости, налоговый агент, в конце концов - вполне нейтральные статусы. Почему быть иностранным плохо? Неужели те, кого назначают иностранными агентами, так любят империю, что прослыть агентом, работающим против нее, такое западло?;0;Ж4;4
1841;1850;86110;23131320;86088;32803139;03.11.2015 9:21;[id6601419|Михаил], как я понимаю, в словарь Вы так и не заглянули. Специально для ленивых. Большой Энциклопедический словарь -  АГЕНТ . АГЕНТ (от лат. agens, род. п. agentis - действующий), лицо, действующее по поручению и в интересах кого-либо.;0;П4;4
1842;1851;86111;6601419;86088;32803139;03.11.2015 9:24;[id23131320|Димитрий], и что? Вам западло, например, действовать по поручению повстанцев и в их интересах против имперцев и империи зла? Хан Соло и Люк Скайуокер не одобряют.;0;С3;4
1843;1852;86112;23131320;86088;32803139;03.11.2015 9:36;[id6601419|Михаил], по меньшей мере то, что получение общественной организацией иностранного финансирования отнюдь не означает, что данная организация действует в интересах иностранного государства. Не так ли?;0;Ч4;3
1844;1853;86113;6601419;86088;32803139;03.11.2015 9:40;[id23131320|Димитрий], я не спрашиваю, действительно ли действует организация в интересах иностранного спонсора или нет, вопрос не в этом. Я не понимаю, почему те, на кого вешают этот статус, так негативно к относятся к самому статусу? Неужели им лично так неприятно, что их считают работающими на Запад? Я понимаю, что данный статус создает определенные неудобства в деятельности юрлица, но если бы их не было, разве это было бы такой моральной проблемой?;0;С3, А3;3
1845;1854;86114;23131320;86088;32803139;03.11.2015 9:46;[id6601419|Михаил], вопрос как раз в этом. Представьте себе, например, что Вам под страхом крупного штрафа предписано на своей странице ВК и во всех комментариях указывать не Михаил Войтенков, а не иначе как Михайл Войтенков - сексуальный насильник. Как бы Вы отнеслись к подобному обязательству?;0;И4;4
1846;1855;86116;6601419;86088;32803139;03.11.2015 9:58;[id23131320|Димитрий], я не вижу равенства между статусом иностранного агента и статусом сексуального насильника. Наоборот, у нормальных людей статус иноагента вызывает больше доверия, чем статус поставщика общественно-организационых услуг его императорского величества. Еще раз спрошу: почему вы, лично вы, считаете, что в статусе иностранного агента есть нечто, деляющее ДЛЯ ВАС (а не для меня или прочих третьих лиц) его аналогичным статусу сексуального насильника? Вы правда считаете, что на иностранцев работать так же плохо, как насиловать? Или это в каком-то законе написано?;1;Н3;4
1847;1856;86117;23131320;86088;32803139;03.11.2015 10:01;[id6601419|Михаил], наверное, потому, что и тот и другой статус не соответствуют истине.;0;Ф3;4
1848;1857;86118;6601419;86088;32803139;03.11.2015 10:05;[id23131320|Димитрий], но логично же, что если брать у кого-то деньги и посылать ему отчеты о расходовании их, то, значит, на него работать. И если есть иностранное финансирование, а, тем более, отчет о нем, то, формально, есть и работа на иностранцев и с иностранцами. Объясните, что в этом плохого? Ведь, например, иностранная продукция или созданная с иностранным участием, во всех сферах хозяйственной деятельности считается лучшей, чем чисто советская. И часто статус  маде ин не наше  лепят для того, чтобы подороже продать свое, родное. Почему в общественной деятельности, по вашему мнению, это плохо? Зачем вам вставать на точку зрения кучки имперастов, считающих Запад врагом? Для вас же он не враг, а друг. Или я ошибаюсь?;0;Н4;4
1849;1858;86120;23131320;86088;32803139;03.11.2015 10:24;[id6601419|Михаил], а ещё логично, что если у Вас есть, пардон, половой член, то Вы сексуальный насильник? Ещё раз. В этом нет ничего плохого. Это просто враньё. Нельзя заставлять людей врать.;0;П4;4
1850;1859;86121;6601419;86088;32803139;03.11.2015 10:28;[id23131320|Димитрий], насильник - уголовная квалификация, четко прописанная в законодательстве и однозначно осуждаемая обществом. Иностранный агент - наоборот. Вас так беспокоит, что о вас говорят посторонние недружественные люди?;0;Н4;4
1851;1860;86122;23131320;86088;32803139;03.11.2015 10:30;[id6601419|Михаил], агент - конкретное понятие с подробно описанным значением. Меня беспокоит, что не дружественное к собственным гражданам государство принуждает их врать.;0;Ф3,И4;4
1852;1861;86123;6601419;86088;32803139;03.11.2015 10:33;[id23131320|Димитрий], етицкий в рот компот, недружественное к своим гражданам государство принуждает везде указывать статус патентованного официального борца с ним, а вы недовольны? Да за такую рекламу доплачивать надо! ??;0;Ц3;4
1853;1862;86124;23131320;86088;32803139;03.11.2015 10:35;[id6601419|Михаил], да, недоволен. Поскольку считаю, что если мне понадобится подобная реклама, я уж как-нибудь озабочусь таковой сам.;0;К3;4
1854;1863;86125;6601419;86088;32803139;03.11.2015 10:41;[id23131320|Димитрий], то есть вы против навязанной услуги? Мотивация понятна.;0;Ш3;4
1855;1864;86126;23131320;86088;32803139;03.11.2015 10:42;[id6601419|Михаил], против навязанной обязанности лгать.;0;И4;4
1856;1865;86127;6601419;86088;32803139;03.11.2015 10:44;[id23131320|Димитрий], если имел место факт получения инофинансирования, формально это не ложь.;0;И4;3
1857;1866;86128;23131320;86088;32803139;03.11.2015 10:46;[id6601419|Михаил], а если у Вас есть член, то формально Вы насильник? Ещё раз. Агент, это лицо или организация ВЫПОЛНЯЮЩАЯ ПОРУЧЕНИЕ ИЛИ ДЕЙСТВУЮЩАЯ В ИНТЕРЕСАХ клиента. Так что формально, это таки ложь.;0;Б4;4
1858;1867;86129;6601419;86088;32803139;03.11.2015 10:51;[id23131320|Димитрий], ваше постоянное обращение к теме члена и насилия выглядит странно. Вы так отвечаете на вопрос, считаете ли вы работу на зарубежье чем-то постыдным?;0;Н3;4
1859;1868;86130;7756415;86088;32803139;03.11.2015 10:55;В том-то и дело, что работают НКО отнюдь не на зарубежье. Куда более подло поведение так называемых  правоохранителей . Последнее о чём думают они - о праве.;0;Ч4;3
1860;1869;86131;23131320;86088;32803139;03.11.2015 10:56;[id6601419|Михаил], пятый раз. Я не считаю работу на зарубежье чем либо постыдным. Я считаю постыдным навязанное государством обязательство врать о наличии таковой работы организациям, которые её не ведут.;1;Е4;3
1861;1870;86132;6601419;86088;32803139;03.11.2015 12:13;[id7756415|Сергей], а если бы работали на зарубежье, это, по-вашему, было бы плохо?;0;А3;3
1862;1871;86134;7756415;86088;32803139;03.11.2015 13:59;[id6601419|Михаил], в принципе не обсуждаю  бы .  Эти люди, организации работают в интересах сограждан, то есть в интересах страны, где живут. На кого работают принимающие идиотские законы? Этот вопрос куда более уместен.;0;Ф3,И4;3
