;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;
1657;2081;85629;175118514;85610;32803139;18.10.2015 16:47;Вообще-то в любом нормальном государстве военные, учителя, чиновники, врачи, студенты, чиновники и т.п. получают зарплату из бюджета. Это нормальное положение, которое в нормальном же государстве не довлеет над электоральной ситуацией. Причины не здесь.<br>Нельзя также принимать  белорусскую ситуацию за российскую: в Белоруссии нефти нет. Чтобы кому-то платить из бюджета, надо чем-то этот бюджет наполнять. Доходы нужны. И там, где россияне прекрасно могут паразитировать на отсосасывании и прокачке нефти и газа, белорусам приходится вкалывать в промышленности и сельском хозяйстве, строя производящую экономику, создающую материальные ценности и приносящую доход бюджету. Поэтому там у них патерналистская модель общества не прокатит, а бюджетников держат для работы по их прямому назначению, а не для восхваления своего господина, как это делалось в древнем Риме, где патриции, содержали люмпенов-клиентов, а императоры__ бездельников- граждан , и как это фактически происходит у нас. Соответственно, в Белоруссии не может не поддерживаться разумный баланс между численностью работающих в народном хозяйстве и в бюджетной сфере, иначе экономика бы рухнула. <br>И всё это в свою очередь определяет социальный состав и совокупность политических интересов электората. В Белоруссии трудовое население самодостаточно и не нуждается в  продаже  своих голосов. Суть тамошней электоральной ситуации ищите в другом.<br><br>Тем не менее, сравнивая отсталость избирательной системы Белоруссии с российской, приятно видеть наш какой-никакой, а всё-таки прогресс, или... огромный запас перспектив дальнейшей деградации.<br>В плюсе для белорусов: графа для голосования против всех, урны для досрочки вместо сейфов и изолированные кабинки для голосования.;1;Б2, И4, Щ4;2
1658;2082;85664;185901;85610;32803139;19.10.2015 22:08;Алларих, а вот в ненормальном государстве тролли, вроде Аллариха, тоже получают зарплату из бюджета));0;Ш3, Н3;4
1659;2083;85693;312404918;85610;32803139;20.10.2015 17:46;Она открыто и бесстрашно разоблачает все преступления нашей власти. Она предлагает законный и мирный выход из беспредела в нашей Стране. Ее жестко не пускают во все СМИ, чтобы люди о ней не знали, и не знали правду. НО! при этом ее разными незаконными путями пытаются очернить. Постоянно заводят заказные суды. Хотя она выигрывает все суды по защите чести и достоинства и деловой репутации, выигрывает все суды, где пытаются пришить экстремизм.БЕСПРЕДЕЛ! Люди! нас считают дураками, которые всю ложь проглотят и промолчат. Хватит молчать, хватит считать, что ваша хата с краю. Давайте защитим человека, который борется за нашу страну, за народ, за наши права. Читай о продажных журналистах: http://za.ladu-rus.ru/archives/9233 Открытое обращение к В.Путину от Светланы Лады-Русь http://volya-naroda.ru/news/read/?id=1892 Почему власти боятся Светлану Ладу-Русь? Читай: http://za.ladu-rus.ru/archives/9100 http://vk.com/video312404918_171333083;1;Ж1;4
1660;2084;85710;5156359;85610;32803139;22.10.2015 17:27;Да нихера они не боятся, вот еще.;0;Б3, И4;4
1661;2085;85719;185901;85610;32803139;22.10.2015 22:08;да это сектанты партии воля, ерунда полная, конечно, поэтому и лайкнул только тролль алларих, палится по полной уже));0;Щ4, Н4;4
1662;2086;85724;175118514;85610;32803139;23.10.2015 0:53;Да, Альбина, Вы не ошиблись: аркаш вишнев__это действительно наш местный троллик в группе. <br>Наверно надо сделать своего рода презентацию для Вас, и других, которые ещё не в курсе, чтобы реагировали на него адекватно, без особого драматизма. <br>Так вот, Вы нашего сквернописца в шляпе близко к сердцу не принимайте и особого значения его поясничанию не придавайте__аркаш у нас сам по себе чувак как бы так и ничего, даже вроде когда-то на выборах чего-то и кого-то разоблачал(если не врёт, конечно), только, по слухам, ему, по ходу, сильно по головке настучали(надеюсь__не за выборы))) и с тех пор он там больше ни за кем не наблюдает, а хуже всего то, что на нервной почве болезнь у него началась медвежья: как почует моё присутствие(казалось бы, я-то тут причём?), так всё__хоть МЧС вызывай, аварийный биотуалет развёртывать__несёт бедолагу по-чёрному. Точнее__по-жидкому. И ладно бы, срал где-нибудь бы у себя в уголке, так нет! Обязательно надо свои фекалии в группу излить, чтоб все нюхали! Не знаю, от кого он перенял привычку всюду кидаться говном, уж, часом, не НОДовцы ли подучили? Вообще ему бы хорошее лечение, но Вы же знаете нашу медицину. <br>Так что уж не обижайтесь на него: контуженный всё-таки.;0;Ц4;4
1663;2087;85728;91426475;85610;32803139;23.10.2015 1:21;Я бы спросил что тут происходит, да, боюсь, ответа не получу.;1;Г3;4
1664;2088;85729;185901;85610;32803139;23.10.2015 1:54;[id91426475|Efim], да ничего особенного. Все, как обычно. У нашего городского дурачка (зачеркнуто) тролля-Аллариха опять много букофф вместо смысла. Ну не научили парнишку ни в школе , ни в Ольгино на работе, из букв составлять слова, а из слов предложения, содержащие смысл. Он до сих пор уверен, что буквы нужны только для составления сквернословий));0;Ц4;4
1665;2089;85732;175118514;85610;32803139;23.10.2015 3:16;[id91426475|Efim], посмотрите мой предыдущий коммент, я там объяснил, что происходит.<br> А если не верите, пробегитесь по тем постам группы, к которым комментов выложено подозрительно много. З/4 таких колонок__это следы жизнедеятельности субъекта, обозначившего себя, как а.вишнев.<br>Он у нас всегда издаёт громкие звуки, как то:  врёшь ,  тролль ,  путинисты ,  Ольгино ,  платные __рассчитывая, что читатели купятся на уверенно-безапелляционный тон и не смогут поверить, что ложь может быть настолько наглой и бессовестной(вообще в терминологии пропагандосов это называется нейролингвистическим программированием__похоже, нашего  златоуста  в шляпе где-то кто-то этому обучал).<br> Только не пытайтесь найти в  аркашиных репликах смысл: высказывания чаще всего вздорны, его обвинения и наветы всегда беспочвенны: потребуй доказательства__услышишь демагогию, или же аркаша пустит пыль в глаза, я не раз ловил его на подлогах и лжи, употреблении  смонтированных  цитат, различных подменах, на вымысле и домыслах вместо фактов, которых у него нет.   <br>В целом то, что наплодил этот деятель, принято называть троллингом, по-народному__говносрачем. Причём, аркаша шлёпает свои комменты один за другим, даже если никто с ним не разговаривает, это тоже можно увидеть в колонках группы. <br>Типу с аватаркой в шляпе даже наплевать, что в его словесных потопах буквально тонут другие комменты, непосредственно относящиеся к теме того или иного поста, их просто не найти, и нормальные люди, я подозреваю, вообще перестают писать и даже читать комменты в группе из-за соседства этого мерзавца. Ну кому, согласитесь, охота мозгами нырять в выгребную яму? А может аракаша именно этого и добивается.<br><br>У меня сложилось мнение, что таким образом А.Вишнёв мстит самой организации Наблюдатели Петербурга, в которой он некогда состоял, но его то ли  не поняли , то ли просто вышибли за говносрач, покуда в оффлайне он видимо просто был невыносим. Вот аркаш теперь и гадит в группе НП этой соцсети, паразитируя на мягкости её администрации.<br>В других гру;0;Щ3;4
1666;2090;85733;185901;85610;32803139;23.10.2015 3:40;меня чуть слеза не прошибла, так жалостливо ты жалуешься.)) Никто на тебя убогого, внимания не обращает, ай-яй-яй... Никто не лайкает твои многобуквенные комменты, беда....<br> Насчет НП, я наоборот хочу группу очистить от такой нечисти как ты, и ведь на самом деле ты  нечисть , никак от тебя не удается группу очистить));0;Ц3;4
