;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
617;3612;83615;259435956;83614;32803139;2015-07-26 12:35:50;В Солнечном еще есть самый крупный в мире сектантский центр.;0;;;И4;4
618;3613;83616;534367;83614;32803139;2015-07-26 12:50:30;[id259435956|Primitive], обитатели которого не голосуют;0;;;В3;4
619;3614;83617;176874;83614;32803139;2015-07-26 12:56:06;[id534367|Павел], а я думаю откуда столько чудес. Теперь поняла люди из секты не голосуют, но влияют на умы депутатов и членов ИКМО.;0;;;Ш4;3
620;3615;83618;259435956;83614;32803139;2015-07-26 13:18:05;[id534367|Павел], Вы уверены, что его обитатели не регистрируются в этом Центре, с учетом того, что свои дома-квартиры они  подарили  секте, и живут там в добровольном рабстве? Пара тысяч рабов там точно живет - вот Вам и  электорат . В Кингисеппском районе по такому же сценарию секта пятидесятников чуть все места муниципалов не получила. И, если сравнивать активность РПР, Яблока и остальных членов дем.коалиции, вместе взятых, и сектантских организаций СПб и ЛО, то у сектантов и денег больше, и активность выше, и адептов по количеству на пару порядков больше, увы((( ибо сектанты работают с населением, а Гражданская коалиция ждет, пока народ САМ не поумнеет. А народ никогда не поумнеет, народ идет за тем, кто его ведет за собой. В этой борьбе сектанты выиграли борьбу за голоса. Увы.;0;;;У4;3
621;3616;83619;831926;83614;32803139;2015-07-26 15:38:36;Использовать термин  сектанты , мне кажется, неверно - он и неправовой, и в российском контексте абсолютно дискриминационный.;3;;;П3;4
622;3617;83620;30431;83614;32803139;2015-07-26 16:04:23;Solnechnoye rotten borough;0;;;Ж4;4
623;3618;83630;406032;83614;32803139;2015-07-27 11:33:10;http://zanevka.org/index.php<br><br>Интересно, это нормально, что на главной странице официального сайта МО висит реклама  ВПП Единая Россия ? <br><br>http://xn----7sbabaqe2eacckenjgc8x.xn--p1ai/<br><br>Переходя по ссылке, первое, что мы видим, это что в Ленобласти пройдут выборы и на них пойдет некий кандидат от Единой России.<br><br>Ссылка на сайты Президента РФ, Администрации Ленобласти находятся гораздо ниже.;2;;;А4;3
624;3619;83637;1615347;83614;32803139;2015-07-27 22:46:18;[id176874|Екатерина], вряд ли они влияют на депутатов в какой-либо из обсуждаемых плоскостей. Свидетели вообще вне политики. И при этом максимально законопослушны, если только это не противоречит их религиозным принципам.;0;;;Ф4;4
625;3620;83638;1615347;83614;32803139;2015-07-27 22:50:07;[id259435956|Primitive], про добровольное рабство Вы загнули. Как и про дома-квартиры. Поверьте, у меня мама Свидетель, и ничего :);0;;;П3, Р3;4
626;3621;83641;259435956;83614;32803139;2015-07-28 15:12:40;[id831926|Дмитрий], http://www.k-istine.ru/sects/iegova_witness/iegova_witness_court_peterburg.htm;0;;;Б3;4
