;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9
3366;6008;80637;1741219;80636;32803139;2015-03-09 18:32:16;Как видим, отсюда непосредственно вытекает причастность Березовского к убийству...;4;И4;3
3367;6009;80638;3323297;80636;32803139;2015-03-09 18:51:51;награды нашли героеев;1;Ц3;2
3368;6010;80639;2163460;80636;32803139;2015-03-09 19:01:42;Помним награды Чуровским, квартиру Пучнина. И Кадыров удачно вписывается в этот ассоциативный ряд друзей и героев Путина.;1;Щ4;3
3369;6011;80640;259435956;80636;32803139;2015-03-09 19:03:34;А мне фиолетово, кто, как, зачем и почему. Но ни Литвиненко, ни Немцова, ни Березовского ни разу не жаль. Они выбрали свою судьбу, и ответили за свои дела жизнью. Потому-то  либералы  так и исходят на визг, считая, что можно делать России любые гадости, и никто не имеет права обижаться на них за их делишки.;1;Е1,И4;3
3370;6012;80641;28331;80636;32803139;2015-03-09 19:07:04;Primitive Adviser,  Они выбрали свою судьбу, и ответили за свои дела жизнью <br><br>Ну, если Немцов и Березовский еще как-то причастны к приходу путина к власти, то Литвиненко тут ни при чем, так что ему-то уж точно отвечать не за что было...;1;И4;3
3371;6013;80642;2163460;80636;32803139;2015-03-09 19:12:21;Луговой также получил орден за заслуги перед отечеством, Литвиненко отравлен.;0;И4;3
3372;6014;80643;84252;80636;32803139;2015-03-09 19:32:09;[id28331|Данила], Литвиненко был двойным агентом. Поэтому уж он-то был очень при чём...;0;И4;4
3373;6015;80644;168154272;80636;32803139;2015-03-09 19:33:30;[id84252|Антон], при чём?;1;А3;4
3374;6016;80645;84252;80636;32803139;2015-03-09 19:37:37;[id168154272|Андрей], как минимум при том, что он предал свою стану.... работая на ФСБ и Ми-6.<br><br>Про то, убивал ли Луговой Полонием - сильно сомневаюсь - просто потому, что зачем тогда Британцам до сих пор секретить материалы дела?<br>А ведь сколько лет прошло....<br><br>На мой взгляд это означает, что у Британцев, как минимум, у самих  рыльце в пушку . Возможно имел место некий сговор.;0;Щ3;4
3375;6017;80646;1624060;80636;32803139;2015-03-09 19:38:31;Ко ко ко ко, петушила, а не пошел бы ты отседа отрабатывать ольгинские 15р.;0;Н3,Л3;4
3376;6018;80647;168154272;80636;32803139;2015-03-09 19:41:17;[id84252|Антон], вы знаете про открытое судебное разбирательство по делу Литвиненко? Свидетельские показания читали? Подождите до конца суда.;1;А3,Р3;4
3377;6019;80648;168154272;80636;32803139;2015-03-09 19:45:20;[id1624060|Никита], я считаю, он не тролль. Всё гораздо хуже. Так  думают  очень многие. Слово взял в кавычки, так как там нет размышлений, есть только вера.;0;Н3;4
3378;6020;80649;84252;80636;32803139;2015-03-09 19:47:00;[id168154272|Андрей], Я знаю, что большую часть дела засекретили, так как иначе будут  нарушены интересы безопасности Соединённого королевства . Там не стали по-настоящему копать.<br>То, что общественность узнает будет по принципу что надо населению услышать, а не по принципу что же было в реальности.<br><br>В общем, примерно так же как прошёл референдум о независимости Шотландии. Где госслужащие без какого-либо контроля посчитали  как надо .<br>После этого моё мнение о Британии как о реальной демократической стране упали ниже плинтуса. http://vk.com/video-22292037_169916326;0;И4,Е1;4
3379;6021;80650;259435956;80636;32803139;2015-03-09 19:49:13;Я поняла, что Вы подзываете партнера для гомосексуальных игр? Вы обратились не по адресу ));0;Л3;4
3380;6022;80651;168154272;80636;32803139;2015-03-09 19:49:23;[id84252|Антон], а я думаю, что истина настолько чудовищна, что власти GB боятся её озвучить. После этого они обязаны будут предпринимать о-о-очень серьёзные действия.;0;И4;4
3381;6023;80652;84252;80636;32803139;2015-03-09 19:57:50;[id168154272|Андрей], какие-же? ФСБ ликвидировало двойного агента? да чего ж тут чудовищного? Ликвидировали же Французы и Американцы своих агентов-перебежчиков к ИГИЛУ (3 атаки более чем 100КР использовали). Это вполне обычные спецмероприятия по линии спецслужб.<br>Более того, кроме тех кто интересуется темой никто об этом даже и не узнает.<br><br>С Литвиненко же дело с самого начала было  заточено  под пиар.<br>А поэтому я пребываю в уверенности, что его ликвидировали специально для создания напряжённости между Британией и РФ. Показательно.<br><br>Но реальное расследование нежелательно. Вряд ли Британцы оценят ликвидацию даже перебежчика для того, чтобы как-то сформировать их общественное мнение спецслужбами. Как минимум будет очень большой скандал...;0;Ж3, И4;4
3382;6024;80653;168154272;80636;32803139;2015-03-09 20:03:09;[id84252|Антон], вы, как я понимаю, согласны с версией, что Литвиненко убило ФСБ. Давайте потерпим до конца суда.;0;И3;4
3383;6025;80654;84252;80636;32803139;2015-03-09 20:07:04;[id168154272|Андрей], Я согласен с Версией, что его убили спецслужбы. ФСБ или МИ-6 мне не известно. Пока гораздо логичнее ликвидация его МИ-6.<br>Ибо из того, что я знаю выходит, что Луговой сделал какое-то предложение Литвиненко и он, видимо, согласился. После чего скоропостижно скончался.<br>Возможно, что Литвиненко предал уже ещё и МИ-6. Версий море.<br><br>Однозначно только то, что МИ-6 в этом принимало активное участие, что и связано с тем, что Власти Британии максимально секретят дело.;0;И4;4
3384;6026;80655;1659085;80636;32803139;2015-03-09 20:10:12;Изотопный состав полония абсолютно четко привязывает его к АЭС, на которой он произведен. Наверняка скоро обнародуют эти данные. А сегодня Лугового наградили  За заслуги перед Отечеством . Совпадение?;0;Ж3;4
3385;6027;80656;168154272;80636;32803139;2015-03-09 20:28:44;[id1659085|Тим], там столько белых ниток, что только совсем упёртые смогут ничего не увидеть.;0;И4;4
3386;6028;80657;684097;80636;32803139;2015-03-09 21:33:00;[id168154272|Андрей], участь предателей всегда плачевна. И предлагая нам потерпеть до окончания суда, видимо Вы готовы проявить такое же терпение в деле Немцова, если что, ведь так?;0;Ж3;4
3387;6029;80658;168154272;80636;32803139;2015-03-09 21:37:42;[id684097|Захар], прежде, чем писать про предательство, вы бы поинтересовались ходом процесса в Лондоне. Литвиненко действительно предал. Он выдал сверхсекретную информацию о связях нынешних деятелей нашей высшей власти с криминалом ещё в лихие 90-е.;1;Ч3,И4;4
3388;6030;80659;168154272;80636;32803139;2015-03-09 21:39:04;По делу Немцова придется ждать смены власти.;1;И4;4
3389;6031;80660;684097;80636;32803139;2015-03-09 21:40:02;[id168154272|Андрей], ждите)) надеюсь не дождетесь));1;М3;4
3390;6032;80688;406032;80636;32803139;2015-03-10 19:01:38;Кажется, европейцы действительно были правы, пытаясь остановить Путина санкциями. До нового Гитлера осталось недалеко.<br>Уже появились свои опричники, у которых есть право убивать инакомыслящих. Пока только в своей стране. но что будет дальше?<br>Теперь ясно для чего Кадыров собирал 100 тыс. на площади.<br>По сути те же самые ваххабиты, только бог, ради которого стоит убивать инакомыслящих, - Путин, а пророк - Кадыров.;0;Ж3;3
3391;6033;80691;2102258;80636;32803139;2015-03-10 21:01:40;[id406032|Александр], даже если бы это и было так, нам от этого не легче. Увы нам. Впрочем, мы (некоторые из нас) можем анализировать и делать выводы для себя.;0;Т1;3
3392;6034;80835;684097;80636;32803139;2015-03-15 01:03:37;[id2102258|Данiилъ], думаю трагедия Немцова вообще повод для многих сделать для себя выводы. К сожалению, именно такие утраты часто и заставляют людей переосмысливать свою роль и свои ориентиры.;0;Ж3;4
3393;6035;80850;2102258;80636;32803139;2015-03-15 11:59:23;[id684097|Захар], и как ты переосмыслил свою роль и свои ориентиры после убийства Немцова?;0;А3;4
3394;6036;80858;684097;80636;32803139;2015-03-15 21:31:34;[id2102258|Данiилъ], я скорее убедился, что торговля Родиной не только постыдна, но и порой смертельна. А вот один мой товарищ, переосмыслил.;0;Е1;4
3395;6037;80862;2102258;80636;32803139;2015-03-15 22:56:05;[id684097|Захар], а я скорее убедился в том, насколько тяжело люди что-то переосмысливают. :)) Вот ты, например, ждешь, что другие переосмыслят, но сам-то не готов.;0;Е1, Ч3;4
