;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
2560;7096;79365;991644;79364;32803139;2015-02-03 19:26:53;Уже знаем. Поздравляем всех, кто сочувствовал и боролся!;9;;;Д3;1
2561;7097;79366;160943555;79364;32803139;2015-02-03 19:28:48;На подписку о невыезде из Лефортово? ??;1;;;Ц4;2
2562;7098;79367;731627;79364;32803139;2015-02-03 19:33:49;По-видимому, из Москвы. Комнату снимать. Наверное, ей малую привезут... ?? Апдейт... Просто не дочитал. «Следователь изменил меру пресечения на подписку о невыезде из Вязьмы. Оттуда она будет ездить на следственные действия в Москву».....;5;;;И4;2
2563;7099;79368;1230873;79364;32803139;2015-02-03 20:00:41;Вот вашей группе какое дело то до измен Родине? Вам уже по-моему насрать на выборы. Завтра Путин из окна крикнет  Люди, ешьте пельмени!  и вся группа будет забита бредом типа  Это заговор! Нас хотят отравить пельменями! ;0;;;Ч2;4
2564;7100;79369;9154880;79364;32803139;2015-02-03 20:10:41;[id1230873|Евгений], совершенно верно! Какое может быть дело до тётки из Вязьмы культурному петербуржцу благонамеренного образа мыслей, озабоченному проблемами местных нарушений избирательного процесса? Никакого! <br>Ну и не волнуйтесь за нас, берегите здоровье!;12;;;Ц3;4
2565;7101;79370;1230873;79364;32803139;2015-02-03 20:59:00;[id9154880|Ольга], о бездомных котятках забыли... беееедненьких. Начинайте уже думать мозгами, а не эмоциями.;0;;;Ц3,Р3;4
2566;7102;79371;9154880;79364;32803139;2015-02-03 21:32:44;Да мне, сынок, уже поздно следовать твоим советам. Спасибо, однако, на  добром слове...;1;;;Ц3;4
2567;7103;79372;1230873;79364;32803139;2015-02-03 21:35:06;[id9154880|Ольга], за добром не ко мне. К судьям. А, если докажут, к матерям, жёнам и детям солдатиков, которых она сдала. Да-да, либероиды, у солдатов тоже есть детишки. Про них вы чего-то не особо как-то озаботились.;0;;;Ч3,Л3;4
2568;7104;79373;2668694;79364;32803139;2015-02-03 23:19:14;[id1230873|Евгений], никак не возьму в толк, если Светлана, как вы пишете,  сдала солдатиков , то как от этого могли пострадать их жены, матери и дети? Не она же приказала им перемещаться малыми группами в Москву, в гражданской одежде, для предположительной отправки на Украину?;4;;;Ф3;3
2569;7105;79376;-32803139;79364;32803139;2015-02-03 23:59:22;Светлана Давыдова и адвокат Иван Павлов. http://vk.com/photo-32803139_354749131;0;;;Ж3;3
