;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;
2730;6832;79666;2938376;79661;32803139;19.02.2015 8:56;ЭТО НЕ ПОБЕДА  АГОРЫ <br><br>В прокуратуре Татарстана уже ознакомились с постановлением Конституционного суда, вынесенным сегодня.<br> — Исполнение решений Конституционного суда — обязанность тех, к кому эти решения обращены, — объяснил «БИЗНЕС Online» позицию надзорного ведомства старший помощник прокурора РТ по взаимодействию со СМИ Руслан Галиев. — Поскольку здесь затрагивается непосредственно надзорная деятельность прокуратуры, мы будем это решение исполнять. В целом наша позиция такова: эта проблема не нова, мы и сами в прокурорских кругах неоднократно обсуждали эту тему. Внутри ведомства часто шла речь о том, что необходимо как-то урегулировать процедурные вопросы, связанные с проведением внеплановых проверок. Поэтому для нас это сюрпризом не стало.<br> Галиев подчеркнул, что в соответствии с постановлением Конституционного суда при проверках НКО прокуратура будет руководствоваться ФЗ №294 «О защите прав юридических лиц и индивидуальных предпринимателей при осуществлении государственного контроля (надзора) и муниципального контроля». Если соответствующие поправки в закон будут внесены, надзорное ведомство возьмет их на вооружение.<br> — Мы не считаем, что речь идет о какой-то победе «Агоры», — заявил Галиев. — Это обыкновенный процесс правового регулирования, к этому надо относиться спокойно. http://www.business-gazeta.ru/article/125997/;0;Б4;1
2731;6833;79667;2938376;79661;32803139;19.02.2015 8:56;Пафос про  историческую баталию  здесь выглядит очень вульгарным ибо совсем не к месту. <br><br>Это не НКО добилась, а сами судьи КС РФ так посчитали, и неожиданного тут нет ничего: КС РФ уже давно идёт курсом на оберегании интересов предпринимательства.<br><br>Капиталисты (бизнесмены) - это маленькие царьки.<br> И, если их не контроллировать, то их деспотия в отношении наёмного труда и потребителя будет еще сильнее и невыносимее. Полагаю что напрасно КС РФ столь рьяно придерживается вектора покровительства интересов частного капитала.<br><br>P.S. По факту на вскидку - попробуйте хоть что-то сделать с кредитными организациями, или, хотя бы УО-шками в сфере ЖКХ. Уходят от штрафов с помощью защиты предпринимательства давно и очень эффективно. Сделать что-то с ними практически нереально. Защититься физическое лицо через органы гос. власти - не в силах. Отсылают в суд для решений гражданским порядокм (с заведомым пройгрышем за отсутствием доказательств). А теперь бизнес-дельцы конечно рады что и прокуратуру еще обламали.;0;Ч2, И4;2
2732;6834;79670;1741219;79661;32803139;19.02.2015 10:42;[id2938376|Reinhard], и тем не менее, КС РФ принимает решение на открытом заседании, в котором участникам (в том числе и заявителям) дается возможность раскрыть свои позиции, ответить на вопросы суда. Принцип состязательности судопроизводства и равноправия сторон относится и к конституционному судопроизводству. Безусловная заслуга НКО в том, что они грамотно провели суды первой и апелляционной инстанции, представили заявление в КС и смогли там убедительно отстоять свою позицию в противостоянии весьма подкованным представителям нескольких государственных органов федерального уровня!<br><br>Reinhard, Вам не кажется, что рассуждая о сложности защиты прав в противостоянии с бизнесом, вы пытаетесь подменить одну проблему другой? Мне кажется, общество скорее заинтересовано в том, чтобы каждый субъект права имел реальную возможность, пусть не лично, но эффективно защищать свои права (в первую очередь, в судебном порядке), а не в наличии единого государственного супер-органа с широкими полномочиями.<br><br>Думаю, постоянные обитатели этой группы чаще всего сталкивались с прокуратурой в связи с ситуациями, связанными с защитой избирательных прав. В условиях очевидно противоправных действий государственных и муниципальных органов, прокуратура систематически проявляет безразличие и бездействие, придерживаясь в лучшем случае принципа невмешательства. Представители прокуратуры в судах всегда поддерживают позицию избирательных комиссий, вовсе не стремясь к объективности, к достижению правового результата. Разумеется, это подрывает доверие к прокуратуре как к органу, призванному обеспечивать состояние законности в стране в интересах *всех* субъектов - граждан, организаций, а не только государственных органов. Думаю, что даже сейчас сеть правозащитных негосударственных организаций осуществляет защиту прав эффективнее прокуратуры, не имея при этом даже близко тех полномочий, которыми обладает последняя. В современных  реалиях  ограничение возможностей прокуратуры ведет, скорее, к выравниванию условий для защиты государственных и ;1; Х4, Ж4;2
2733;6835;79671;2938376;79661;32803139;19.02.2015 10:51;[id1741219|Виктор], в сугубо публичных делах ведущимися в конституционном судопроизводстве - состязательности правовых позиций лиц, принимающих в нем участие, отведены лишь правомочия предоставляющие возможность изложить устно и письменно свои доводы. И, поскольку задача КС РФ заключается в установлении (не)конституционности того или иного закона без проверки каких то фактических доказательств по делам в судах первой/второй инстанции, то никакой грамотности собственно и не требуется для того, чтобы ими в решениях были отражены законоположения, на которые сослались жалобщики. Тем более, сроки и частота проверок надзорного органа. <br><br>А просто красиво и складно поговорить работая  на публику  для клиентов, используя специфические словообороты для создания вокруг себя ауры грамотности и начитанности - быть хорошим юристом вовсе не требуется. Это ораторство.<br><br>Поэтому, в таких делах вся деятельность суда сводится именно к оценки этих норм, по котором, как и написал вначале, у КС РФ к сожалению, слишком благосклонная позиция - направленная на совершенно лишнюю и вредную поддержку предпринимательсткого интереса (капитализма).<br><br>Вопрос же про  объективность  и  правовой результат  всегда был и будет относительным к частным интересам. То, что интересы западного израильского бизнеса терпят справедливый крах на избирательном поприще невзирая на широкую поддержкум многочисленных и хорошо финансируемых  правозащитников , можно охарактеризовать вполне как правовой и общественно полезный результат.<br><br>Лучше, (и неприменно важно для доверия и уважения), чтобы государство оставалось государством, а не превращалось в  ночного сторожа  (и девочку лёгкого поведения, говоря более откровенно), служащего лоббистам большого капитала, защищающего таковых от трудового народа неимущего средств производства.<br><br>В это и есть суть и надобность правоохранительных органов: действовать в отошении слишком свободных и богатых мини-царьков из частных коммерческих организаций в целях защиты физических лиц, государственной внут;1;Ч4, Ж4;3
2734;6836;79672;1741219;79661;32803139;19.02.2015 11:23;[id2938376|Reinhard], возможность гражданина или организации обратиться в КС обусловлена принятием судами первой и апелляционной инстанций решений, формально соответствующих закону, но противоречащих Конституции. Зачастую эта предварительная работа (добиться судебного решения, пригодного для обращения в КС, которое можно было бы там рассмотреть не обращаясь к фактическим обстоятельствам), дорогого стоит.<br><br>У сторон есть еще правомочия знакомиться с доводами других сторон, задавать вопросы, заявлять ходатайства. Разумеется, у конституционного судопроизводства есть своя специфика, и роль этих правомочий более своеобразна. Но и в делах из публичных правоотношений, решения по которым легли, вероятно, в основу обращения в КС, тоже похожая специфика ( активная  роль суда, в частности). Вы же не будете утверждать, что роль заявителя, представителей заинтересованных сторон в таких разбирательствах ничтожна?;1;Ж4, А4;3
2735;6837;79673;2938376;79661;32803139;19.02.2015 11:29;[id1741219|Виктор], работы в таких делах минимум. И если бы КС РФ уже заранее не имел намерения дать бизнес-махерам еще больше дозволенностей следуя путём рыночников, то их жалобу не стали бы даже принимать, а вынесли отказное определение.<br><br>Именно это и утверждаю: полномочий у жалобщиков много и в КС РФ, ничем практически из Вами перечисленных не отличается от гражданских дел. Однако в части влияния на мнение судей о принятии того или иного решения по делу - ничтожно.;1;Ч4;3
2736;6838;79674;1741219;79661;32803139;19.02.2015 11:40;[id2938376|Reinhard], даже если так, то тут как в анекдоте.  Мужик, ты хоть лотерейный билет купи! . Не было бы заявителя - не было бы и этого рассмотрения. И все же, постановление КС (даже отказные определения) отличаются последовательностью, обоснованностью и относительной непротиворечивостью. Не только внутренней, но и вынесенным по разным обращениям в разное время. Собственно, это создает основу уважения к актам КС.<br><br>Вероятно, определенная политическая составляющая в решениях КС есть. Но думаю, что она редко бывает обращена на рассмотрение конкретного вопроса (т.е. политически правильно по этому вопросу принять такое решение) - скорее на правопонимание в целом.;0;П4;3
2737;6839;79675;2938376;79661;32803139;19.02.2015 11:47;[id1741219|Виктор], Где -то так.<br> Противоречивость допустима, тем более, если она целесообразна. <br>А целесообразность - это благо своей нации и власти государства, а не сугубо тех, чья речь и игра просто более последовательна, как то уверяют рыночники представляеющие интересы чужих государств и наций.;0;В4;4
2738;6840;79676;1741219;79661;32803139;19.02.2015 11:58;[id2938376|Reinhard], согласен, что противоречивость допустима. Только целесообразность противоречивости я вижу не в  благе нации , а в том, чтобы отражать существующий уровень развития общественных отношений. Разумеется, наше общество изменилось за 20 лет, прошедшие с принятия Конституции. <br><br>А вот  благо нации  - это понятие относительное. Вы считаете  благом  одно, я - другое, и найдется еще с десяток других благ. Собственно сочетание, синтез, даже борьба разных позиций способны вести общество вперед. Не зря идеологическое и политическое многообразие в России закреплено как неизменные конституционные принципы! Люди интересны тем, что они разные! В этом нет ничего страшного! И если взгляды других не совпадают с Вашими - это не значит, что они не радеют за Отечество или явно наняты представлять интересы чужих государств.;0;В4,С4;4
2739;6841;79677;2938376;79661;32803139;19.02.2015 12:02;[id1741219|Виктор], У нас и в этом разные взгляды: моё мнение - что борьба позиций разрушительна. Может быть, только в инженерно-техническом отношении подтолкнёт быстрее изобрести что-то новое. В общем же борьба и конкуренция - это разрушение человека в психологическом плане, расово и духовно (столь ненавистных капиталистам понятиях).;0;Б4,П4;4
