;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9
277;4350;82549;103933;82548;32803139;2015-05-21 14:39:26;Какие то группы силовиков присутствуют, что очень плохо.  Войсками  РФ это трудно назвать. Признавать официально их не будут, с одной стороны хорошо - конечный гражданин рф меньше будет страдать от всякого рода санкции и тд, а с другой плохо - возникает культ новороссии со всеми вытекающими.<br>Как то так.;0;Ж4;1
278;4351;82550;59352016;82548;32803139;2015-05-21 14:39:34;По-моему,комментарии излишни при большинстве голосов, признающих наличие российских войск на Украине,ведущих настоящую войну, а всячески скрывающийся этот факт в Кремле - уже надоевшее всем вранье и пустопорожняя демагогия и преступное лицемерие!Эта война должна быть прекращена!;6;Ч4,Р3;1
279;4352;82551;1381406;82548;32803139;2015-05-21 14:41:07;* войска РФ присутствуют на Украине (я не знаю, хорошо это или плохо);2;И4,Е1;1
280;4353;82552;1169819;82548;32803139;2015-05-21 14:42:31;[id1381406|Денис], да, упустили этот вариант :( Предлагаю лайкать ваш комментарий, тем, кто хотел бы ответить так.;1;Ш3,Р3;1
281;4354;82553;13795;82548;32803139;2015-05-21 15:05:01;Может хоть тут кто-нибудь предъявит доказательства этого самого присутствия (не голословные, а фото, видео, документы)? Судя по опросу, тут все спецы. )) И определились бы, что имеется в виду под вооруженными силами.;2;Р3,Ш3;1
282;4355;82554;1169819;82548;32803139;2015-05-21 15:09:06;[id13795|Алексей], опрос про субъективное мнение людей. Вот вы как считаете, есть войска или нет?;1;Ц3;1
283;4356;82555;13795;82548;32803139;2015-05-21 15:23:04;Я считаю, что считать просто так ничего нельзя, а надо полагаться на факты. Рассуждать можно на многие темы, одиноки ли мы во вселенной, например, но толку этого ноль, если нет доказательств. Ткнуть в строчку с вариантом много ума не надо.;1;Ч2;1
284;4357;82556;1169819;82548;32803139;2015-05-21 15:32:20;[id13795|Алексей], конечно, хорошо бы иметь исчерпывающие доказательства всему. Хотя понятие исчерпывающего доказательства - само, некоторым образом, субъективно (если речь не идет о математике). Не факт, что Земля, допустим, круглая. Вы можете спросить, летал ли я сам в космос и наблюдал ли ее оттуда. И если да, то со всех ли сторон. <br><br>Мне, например, хватает тех расследований, какие проведены. Но больше всего меня подталкивают к мысли о наличии наших войск - очевидные противоречия в официальной позиции. <br><br>Если вы полагаете, что текущие расследования несостоятельны, то ткните, пожалуйста, в место их несостоятельности. Например, в чем несостоятельность последнего расследования?;0;Ж3,Ч4;2
285;4358;82557;2288714;82548;32803139;2015-05-21 15:33:02;А какая она - круглая? Диск, шар или тор?;3;Ш3;4
286;4359;82558;203310272;82548;32803139;2015-05-21 15:41:34;Там нет нормальных военных РФ. Одни сволочи. И желательно, чтобы они там остались.;0;Л4,М4;3
287;4360;82559;1499317;82548;32803139;2015-05-21 15:50:50;Есть ещё вариант - Не считаю эти области частью Украины;1;И4;2
288;4361;82560;13795;82548;32803139;2015-05-21 16:08:31;[id1169819|Лев], последнее расследование - это какое? Дайте ссылочку, пожалуйста, с удовольствием почитаю. Для меня доказательства - снимки со спутников пересекающих границу России - Украины техники, личного состава, оборудования. Почему-то до сих пор их нет, хотя времени прошло очень много, и если задать целью, давно можно было эти снимки сделать.;0;А3,Р3,Щ4;2
289;4362;82561;1169819;82548;32803139;2015-05-21 16:14:08;[id13795|Алексей], последнее - это: http://ruslanleviev.livejournal.com/36035.html<br>Правильно ли я вас понял, что, если техника пересекает границу ночью, то убедить вас будет невозможно?;0;А3;2
290;4363;82562;406032;82548;32803139;2015-05-21 16:34:45;Вооруженные силы РФ на территории Украины есть. В противном случае украинские ВС уже давно бы уничтожили ополченцев, или сами ополченцы перебили друг друга в борьбе за власть.<br>Хорошо, что России хоть хватает ума не признавать наличие войск в украине. В противном случае - это объявление войны, со всеми вытекающими последствиями. Мобилизация всего населения России и угроза со стороны НАТО, а также большая вероятность начала третьей мировой войны.<br>Если бы Гитлер захватил только Чехословакию, может быть все бы обошлось для мира куда меньшими потерями.<br>Кто-нибудь готов жить года два в условиях военных действий, а потом в разбомбленной НАТОвцами, нищей стране?<br>Может Путин и тиран, но воевать придется нам с вами, причем за него. Ну или расстрел по законам военного времени. Готовы - тогда вперед.;1;И4,Ц3;2
291;4364;82563;13795;82548;32803139;2015-05-21 16:49:26;[id1169819|Лев], разведка не ограничивается съёмкой со спутников, получается, что вся хвалёная западная разведка во главе с США более чем за год не может предоставить ни одного реального факта. Вот у меня и вопрос - это их разведка фуфло, или у нас такие специалисты. Если у нас - по-моему остаётся только гордиться.;1;Ж4;2
292;4365;82564;13795;82548;32803139;2015-05-21 16:52:26;[id406032|Александр], а вы не думали, что если бы эти войска были на юго-востоке, ополчение при их поддержке уже давно бы за Киев вышло, при такой-то поддержке?<br>И я что-то не понял параллели с Гитлером.;2;Ж3;3
293;4366;82565;1169819;82548;32803139;2015-05-21 16:57:28;[id13795|Алексей], но для вас, ведь, доказательствами могут быть только снимки со спутников? Или что-то еще?;0;А3;3
