;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9
2103;7729;78593;18735116;78591;32803139;2015-01-08 17:16:02;Карикатура идиотская. Про Будду не скажу, знаком мало, но Яхве (Моисей), Христос (аватар Яхве, кстати), и Мохаммед от имени аллаха учили ого-го как.<br> Не мир я пришел принести, но меч! ;5;Щ4;2
2104;7730;78599;28331;78591;32803139;2015-01-09 02:42:24; О перепечатке карикатур. У меня есть сомнения, что это решение является этически точным. Это похоже на коллективное наказание: теракт совершила группа убийц, а мы подвергаем испытаниям миллионы верующих. Думаю, одна из задач террористов как раз в том и состоит, чтобы столкнуть в окончательном конфликте разные веры. Мы не хотим помогать террористам в этом. Мы абсолютно разделяем террористов и верующих. До справедливого конца необходимо преследовать одних и уважать права других.  <br>http://www.novayagazeta.ru/columns/66744.html;3;З3;2
2105;7731;78600;2102258;78591;32803139;2015-01-09 03:14:15;[id28331|Данила], спасибо. Это важные слова, которые нужно было проговорить сегодня.;0;Х3;2
2106;7732;78601;6245828;78591;32803139;2015-01-09 06:03:37;Наблюдатели, вам пора смериться с тем, что в карикатуре вы ничего не понимаете, ну не дано... что ж поделать (;0;Н3;2
2107;7733;78602;168154272;78591;32803139;2015-01-09 12:14:55;Мои чувства глубоко оскорбляет вид  молящихся  коммунистов, бандюков и гэбэшников в храме, милоновцев с хоругвями. Меня оскорбляла нанопыль и магические часы Гундяева, а до этого торговля сигаретами и водкой под эгидой РПЦ. Мои чувства избирателя оскорбляют наши  выборы , а как гражданина, ложь с экранов телевизоров, которая стравила два братских народа. Меня, как жителя города, где от нацистов и фашистов погиб миллион жителей, оскорбляет разгул и того и другого в моей стране... Меня много, что оскорбляет. Но это не даёт мне право убивать.;3;Т4,П4;2
2108;7734;78603;109220606;78591;32803139;2015-01-09 14:55:04;Хам, утверждающий своё право оскорблять всех и вся, должен понимать, что всегда будет насильник, утверждающий своё право всех избивать.<br>Если общество ограничивает право сильного, то оно так же должно ограничить право подлеца и хама.;0;П4;3
2109;7735;78604;109220606;78591;32803139;2015-01-09 15:02:19;А теперь осталось понять: почему же за похабные карикатуры убивать нельзя, а за российский флаг на здании Донецкой ОГА или Харьковской ОГА можно? Чем, спрашивается, люди, выбравшие Россию, а не хунту, пришедшую к власти в результате кровавого переворота в Киеве, хуже тех, кто сделал целью своей жизни оскорблять всех и вся?<br>Разве убийство любого безоружного человека не преступление, как бы он не был тебе неприятен и ненавистен?;0;Ч4;3
2110;7736;78605;109220606;78591;32803139;2015-01-09 15:37:29;Те, кто страстно защищают свободу слова от исламистов, должны задуматься: а что они сами готовы просить?<br>Г.К.Честертон когда-то писал о том, что способность терпеть и прощать проявляется не в терпении и прощении  вообще , а в готовности сделать это, когда речь идет о том грехе, который раздражает именно вас больше всего.<br>Поэтому те, кто так страстно защищают свободу слова от исламистов (или, предположим, православных фундаменталистов, хотя они много мягче, конечно), должны проверить себя... ну, например, на евреях.<br>Можно ли отрицать Холокост?<br>Можно ли издавать и продавать книги Гитлера или книги а ля  Трупные пятна ожидовления ?<br>Можно ли устраивать митинги со свастиками и прочей символикой в том же духе?<br>Можно ли публиковать карикатуры на жертв Освенцима?<br>И только если вы скажете -  да, можно  - ваше возмущение по адресу исламистов оправдано.<br>А если начнете вилять, если начнете с благодарностью вспоминать ст. 282 УК РФ или французский закон Гейссо - грош цена вашей свободе слова.<br>Никакие вы тогда не свободолюбцы.<br>Просто автоматом пользоваться не умеете.<br>http://www.kp.ru/daily/26325/3210201/;0;Ж3,Ч3;3
2111;7737;78606;1171670;78591;32803139;2015-01-09 16:07:28;[id109220606|Роман], тут есть небольшая разница. На мой взгляд, труды философов и политиков, наиболее повлиявших на новейшую историю, должны изучаться в школе, включая Сталина, Гитлера и Мао. Исключение трудов Гитлера является несусветной глупостью. С остальным все немного сложнее. В случае распространения необоснованных утверждений, возможно обращение в суд на автора за клевету. Таким образом возможна самоцензура, если утверждение (в тексте или изображении) может быть расценено как клевета, и есть заинтересованные лица, способные обратиться в суд. Если карикатура не может быть расценена как клевета, то нет никаких проблем вообще.;2;Ж3;3
2112;7738;78607;1171670;78591;32803139;2015-01-09 16:14:01;[id109220606|Роман], например форма карикатуры может использоваться для распространения полезного практического навыка изготовления импровизированных противогазов при нахождении в газенвагене.;0;Ц3;3
2113;7739;78608;109220606;78591;32803139;2015-01-09 16:14:25;[id1171670|Сергей], эти карикатуристы тоже могут подать на тех, кто их расстрелял в суд или их родственники. Вон, Брейвика же посадили, значит всё в ажуре?;0;Ж3;3
2114;7740;78609;1171670;78591;32803139;2015-01-09 16:18:20;[id109220606|Роман], да. Око за око. Например, разрушение экономической инфраструктуры и религиозно-экстремистских центров государств, спонсирующих тероризм. По решению суда, как в Израиле.;0;Ц3;4
2115;7741;78610;109220606;78591;32803139;2015-01-09 16:24:33;[id1171670|Сергей], так это ведь чей суд будет.) Если наш, то САШе кирдык должен быть, а если их, то России. Скины же и предлагают  око за око , но без лишней проволочки в виде суда.;0;Щ4;4
2116;7742;78611;1171670;78591;32803139;2015-01-09 16:31:29;[id109220606|Роман], проволочка не лишняя. Чей суд, определяется тем у кого бомба больше. Так что не Россия точно. Про США вы откуда знаете? Там народ доброжелательно настроен к русским. И русских эмигрантов там достаточно, чтобы сформировать про-русское лобби. Кроме того, пока у нас еще есть бомба и физики, чтобы ее делать. Только физика не совместима с православием(исламом)-головного-мозга. А технократ с технократом завсегда и без стрельбы договорится.;0;Ж3;4
2117;7743;78612;109220606;78591;32803139;2015-01-09 16:39:38;Проблема не в православии, проблема в головном мозге.)<br>http://www.pravmir.ru/velikie-fiziki-o-vere-i-boge/;0;Щ4;4
2118;7744;78613;1171670;78591;32803139;2015-01-09 16:51:37;[id109220606|Роман], в науке есть набор доказуемо непроверяемых утверждений.<br>То есть таких, про которые доказанно, что их невозможно проверить научными методами. Задача ученого заключается в том, чтобы по возможности исключить эти утверждения из практически значимых выводов. То, что исключить нельзя, остается в качестве гипотез. Есть традиция называть этот набор гипотез Богом. Так что бог с точки зрения физики это не бородатый дядя, например, антропный принцип. Поэтому апелляции к религиозности физиков выглядят немного глупо. Хотя можно и пост соблюдать по приколу. Особенно модно у еврейских ученых.;0;И4;4
2119;7745;78614;1741219;78591;32803139;2015-01-09 16:54:18;[id109220606|Роман], однажды я попытался найти источники этих цитат. В интернете находятся только многочисленные ссылки на сами эти цитаты, но найти первоисточники мне не удалось. Признаю, что не все источники я искал (помню, больше всего Ломоносова пытался найти). Возможно, я не очень настойчив был в своих поисках. Это, конечно, оффтопик, но я буду признателен всем за ссылки, подтверждающие источники цитат. В глаза бросается отсутствие таких ссылок в оригинальных текстах при цитировании.<br><br>Update: первоисточник цитат Ломоносова в этот раз мне удалось найти без труда. М.В.Ломоносов,  Избранные труды по химии и физике , издательство Академии Наук СССР, Москва 1961,  Явление Венеры на Солнце, наблюденное в Санктпетербургской императорской академии наук майя 26 дня 1761 года , стр.352 (прицеплено)<br><br>Собственно, само  Прибавление  к труду читать довольно интересно, оно вполне актуально. http://vk.com/doc1741219_356944175;0;Е1,Р3;4
2120;7746;78616;1171670;78591;32803139;2015-01-09 17:18:50;[id109220606|Роман], кроме того до середины 20 века в науке существовала путаница с научным методом, и переоценкой доказательных возможностей математики. По этому утверждения о Боге всех ученых до этого периода (как положительные так и отрицательные) можно откинуть как заблуждения и рассматривать только в историческом контексте.;0;Н4;4
2121;7747;78617;109220606;78591;32803139;2015-01-09 17:57:44;[id1171670|Сергей], мы ушли от темы: никто вас не заставляет верить в Бога, но и вы не имеете права заставлять людей в него не верить.<br>Мне вот никто не объяснил почему круг поделен именно на 360 градусов? Учителя в школе сказали, что это аксиома. У меня, собственно, нет особого желания подвергать это сомнению и доказывать, что все идиоты, так как круг должен делиться на 364 градуса, по числу дней в году, а по високосным годам на 365. Тогда почему атеистам так хочется убедить верующих в том, что они дебилы? Держите свои убеждения при себе и тогда не узнаете, что вы педерасты.) А кто-то не узнает, что наука не спасёт от калаша.;0;Ж3;4
2122;7748;78619;1171670;78591;32803139;2015-01-09 18:05:13;[id109220606|Роман], никто не мешает креститься или соблюдать шабат. Я так не делаю, но среди моих знакомых многие делают. Никто не мешает называть корпус научно недоказуемых утверждений Богом. Я так делаю, среди моих знакомых многие не делают. Никто не мешает читать Библию и Коран. Я это сделал. Однако для того чтобы сделать калаш бога приходится исключить из научных рассуждений. А те кто этого не понимают, могут в лучшем случае обточить на камнях дубину.;0;Е1,Ч3;4
2123;7749;78620;109220606;78591;32803139;2015-01-09 18:07:44;[id1171670|Сергей], как Бог мешает созданию калаша?;0;А3;4
2124;7750;78621;1171670;78591;32803139;2015-01-09 18:10:50;[id109220606|Роман], бог как антропный принцип - никак. А Моисей сказал: не убий. То есть запретил :);0;Ш4;4
2125;7751;78622;168154272;78591;32803139;2015-01-09 18:12:37;Ну вот, опять пошло словоблудие((((;0;Т3;4
2126;7752;78623;109220606;78591;32803139;2015-01-09 18:14:27;Сам по себе калаш не убивает, убивает человек. Когда не было калаша, люди не убивали друг-друга?;0;Ж3;4
