;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9
2384;7408;78968;172806006;78967;32803139;2015-01-18 23:53:24;для всех желающих?;0;А2;0
2385;7409;78969;847370;78967;32803139;2015-01-18 23:54:50;[id172806006|Мэри], абсолютно. Единственное, Вы могли бы записаться, чтобы мы смогли понять количество желающих;0;Р3;0
2386;7410;78970;24217100;78967;32803139;2015-01-18 23:56:35;А с какой периодичностью они будут проходить?;0;А2;1
2387;7411;78971;6624413;78967;32803139;2015-01-18 23:57:34;Молодцы!;4;Х2;1
2388;7412;78972;172806006;78967;32803139;2015-01-18 23:58:18;спасибо:);0;Х3;1
2389;7413;78973;172806006;78967;32803139;2015-01-18 23:59:25;не вижу, по какому графику: один раз в неделю по вторникам?;0;А3;1
2390;7414;78974;-32803139;78967;32803139;2015-01-19 00:01:01;[id172806006|Мэри], спасибо, информацию в пост добавили. Занятия будут проходить по вторникам и четвергам с 19.00.;0;Е1;1
2391;7415;78976;1602234;78967;32803139;2015-01-19 00:31:04;Какая продолжительность занятия?;0;А2;1
2392;7416;78977;847370;78967;32803139;2015-01-19 00:34:46;[id1602234|Ольга], 2,5-3 часа;1;Е1;1
2393;7417;78979;16406733;78967;32803139;2015-01-19 00:46:01;Готово;0;В3;1
2394;7418;78980;23332;78967;32803139;2015-01-19 00:58:38;Ойе, я как раз задумалась об этом));1;Ш2;3
2395;7419;78983;609032;78967;32803139;2015-01-19 01:30:58;ёжкин же ты кот! круто!;1;Х2;2
2396;7420;78984;735860;78967;32803139;2015-01-19 01:32:05;а что делать, если 20го уже не выходит, но очень хочется ходить?;0;А3;1
2397;7421;78986;847370;78967;32803139;2015-01-19 02:12:53;[id735860|Илья], можно прийти на следующее занятие:);0;Р3;1
2398;7422;78988;2668694;78967;32803139;2015-01-19 02:30:00;А кто ведет-та? Али секрет?;0;А2;1
2399;7423;78989;735860;78967;32803139;2015-01-19 02:37:29;ура!;0;Х4;1
2400;7424;78990;847370;78967;32803139;2015-01-19 03:01:01;[id2668694|Галина], [id215907756|Арсений Трифонов];0;И4;1
2401;7425;78991;2668694;78967;32803139;2015-01-19 03:02:21;[id847370|Илья], спасибо. Вау!;1;Х2;1
2402;7426;78995;215907756;78967;32803139;2015-01-19 11:33:14;Хей-хей, привет всем.<br><br>Вести занятия буду я, у меня сейчас все очень адово со временем, но какие-то вещи можно поспрашивать прямо здесь/в личке, и я на них отвечу (может быть, с задержкой до суток). Вот.<br><br>Спасибо всем, кто записался, во вторник познакомимся.;0;Е1,Р3;2
2403;7427;78996;215907756;78967;32803139;2015-01-19 11:48:34;[id735860|Ilya], можно прийти на следующее. Я пока не придумал, как сохранять лекции (в виде презентаций будет не очень ок), но там не будет ничего, что нельзя освоить самостоятельно. Ну и вообще это изначально задумывалось как курсы, на которые любой желающий может прийти на любые занятия, которые захочет.;0;И4;2
2404;7428;78998;5156359;78967;32803139;2015-01-19 12:51:55;Вам хоть заплатят или это будет бесплатный концерт для алчущих халявы сторонников капитализма?;0;А3;2
2405;7429;78999;215907756;78967;32803139;2015-01-19 12:59:39;[id5156359|Gennady], конкретно этим я занимаюсь бесплатно по собственной инициативе.;0;Е1;2
2406;7430;79000;5156359;78967;32803139;2015-01-19 13:07:05;[id215907756|Fike], вы хороший человек, но то, что вы свой ум, знания и опыт отдаете бесплатно это очень плохо. То. что не имеет цены не имеет ценности и продолжает подпитывать класс халявщиков..;0;Д3, Ч3;3
2407;7431;79001;215907756;78967;32803139;2015-01-19 14:55:36;[id5156359|Gennady], айтишное сообщество действует по несколько иным правилам, чем среднестатистические в мире. Я ежедневно использую несколько десятков бесплатных пакетов, которые устанавливаются с серверов, за которые платит вообще непонятно кто. И это нормально.;2;Ф3,Е1;4
2408;7432;79009;5156359;78967;32803139;2015-01-19 17:00:26;[id215907756|Fike], айтишное сообщество которое с вами бесплатно делится своими знаниями родилось и работает при капитализме. У нас же дети русских вчера еще коммунистов рожденных в СССР тянут с собой в будущее  эту  блядскую отцовскую привычку хватать халяву-то ли бесплатную газету в метро. то ли коды программирования. Нет, не будет у нас настоящего капитализма, потому что и вы не капиталист, а левак по убеждениям.;0;Ч3, Щ3;4
2409;7433;79011;215907756;78967;32803139;2015-01-19 17:32:06;[id5156359|Gennady], я не левак, не капиталист и не стремился быть кем-то из них вообще, но как-нибудь сам решу, кем и зачем быть, спасибо.;2;Ф3,Г3;4
2410;7434;79013;5156359;78967;32803139;2015-01-19 17:39:51;[id215907756|Fike], вот поэтому так всё херово и будет продолжаться,  он не капиталист... Ладно, программист-передвижник, несите в народ ваши знания, ага;0;У3,Ц3;4
2411;7435;79015;3992054;78967;32803139;2015-01-19 18:44:00;Записалась;0;Е1;1
2412;7436;79016;3992054;78967;32803139;2015-01-19 18:47:47;[id847370|Илья], Ограничений по возрасту нет?;0;А2;1
2413;7437;79018;847370;78967;32803139;2015-01-19 18:57:55;[id3992054|Анна], никаких ограничений. Главное- иметь желание и ноутбук:);0;Р3;1
2414;7438;79019;3992054;78967;32803139;2015-01-19 19:00:52;[id847370|Илья], спасибо!;0;Х2;1
2415;7439;79023;1256387;78967;32803139;2015-01-19 23:52:11;хотелось бы глянуть на сайты напрограммленные Учителем, на практические результаты, так сказать :);0;Р3, Ш3;2
2416;7440;79025;7362574;78967;32803139;2015-01-20 00:58:08;Какой уровень подготовки требуется от слушателя?<br><br>Много ли желающих записалось?;0;А2;1
2417;7441;79026;215907756;78967;32803139;2015-01-20 07:15:29;[id1256387|Alexander], вот с этим печальная ситуация. Я бэкендер, пишу не веб-морды, а то, что их обеспечивает данными, ничего действительно красивовго нет. Есть вот такой вот блоговый движок, написанный в рамках проекта BlogMVC - http://ambinight.com/ (исходный код - https://github.com/etki/BlogMVC/tree/master/Yii), он не очень красиво выглядит, но там проведена довольно большая работа по тестированию. Есть вообще мой гитхаб - https://github.com/etki - там полно библиотек, которые начаты, и так и не доделаны (как всегда). Живьем могу показать пару проектов на условиях нераспространения знаний об увиденном, которые сейчас находятся в разработке, но, опять же, к внешнему виду я на самом деле не имею почти никакого отношения, поэтому оценивать будет сложно.;0;Е1,И4;4
2418;7442;79028;1256387;78967;32803139;2015-01-20 14:08:14;[id215907756|Fike], внешний вид вот совсем не интересует, сам программер, дизайнеров очень-очень люблю :)))<br>а что там на ambinight.com тестировать то было, проект то простенький :)<br>В разработке - не, не надо показывать, зацените лучше мой проект - http://insula.ru<br>я конечно  не настоящий  программист, только веб :) http://insula.ru/;0;Е1,Ш3;4
