;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9
1197;2616;84607;32179240;84605;32803139;2015-09-15 12:41:30;Вау, как же Вам нравится утопия...  Естественные  итоги  замечательных выборов  в студию! ))))<br><br> На 9 из 10 одномандатных округов Города Ломоносов одержали победу представители  Единой России  (Надежда Смирнова, Алексей Алексеенко, Ирина Беляшкина, Светлана Зряхова, Татьяна Душкина, Александр Корнеев, Андрей Жихарев, Ирина Кашуба, Татьяна Зиновьева). На 8 округе представитель партии власти проиграл кандидату от ЛДПР – Виталию Башмакову. Из всех перечисленных лишь Зряхова и Жихарев являлись депутатами предыдущего созыва. <br><br>Если кто-то умеет считать, то вычислит, что это 90% для Ед.Ро. <br><br>А теперь немного истории:<br> Тридцать лет назад Перестройка начиналась при 99%, а выборов в стране вообще не было. Но стоило чуть приоткрыть форточку, как вольный ветер вышиб окно вместе с рамой и проветрил застойное помещение, в котором жили советские люди. <br><br>Эти 84,86,90,100 %% растворятся столь же стремительно. <br><br>Тренируйтесь теперь в жанре Антиутопии, поможет в Вашей документалистике...;0;Ц3,И4,Р3;1
1198;2617;84611;1169819;84605;32803139;2015-09-15 13:03:15;[id32179240|Евгений], про победу 9 из Едра и 1 из ЛДПР - мы сами дали новость еще раньше избиркома. Речь здесь идет лишь о проведении голосования. Смешно, но и на полностью безальтернативных выборах, честный подсчет голосов - большое чудо. Что касается остального - почитайте предыдущие посты.;2;Ф3, Н4,Р3;2
1199;2618;84612;32179240;84605;32803139;2015-09-15 13:47:11;[id1169819|Лев], причем тут честный подсчет. Я про стиль изложения наблюдателя, да и только... А если насчет подсчета, то умиляет Ваше чувство юмора по отношению к калькулятору, который на данном голосовании (13 сентября в Ломоносове) был приемлем, в силу отсутствия самих выборов как таковых (отсутствие в списках кандидатов от демократической оппозиции, отсутствие информации в сми о ходе избирательной кампании и т.д.). Что позволяет сделать вывод, что это не  выборы  , а назначение (со стороны власти), а также легитимация сего процесса путем честного подсчета голосов (со стороны наблюдателей). Спасибо за соучастие, что еще тут сказать...;1;Ф3,Ж3,Ц2;2
1200;2619;84616;1512028;84605;32803139;2015-09-15 16:31:49;[id32179240|Евгений], Вам же Лев объяснил - речь идёт о ГОЛОСОВАНИИ, а не выборах в целом.<br>Вам было бы легче, если бы участвовал и победил кандидат от  демократической оппозиции , но в результате нечестного подсчёта голосов?);1;Ф3,А3;3
1201;2620;84617;5156359;84605;32803139;2015-09-15 16:47:07;[id32179240|Евгений], да,да, выборы это не манипуляции с бюллетенями в день голосования. Лев это должен знать, а не умиляться вежливостью надзирателя не набившего ему морду.;0;Н3;3
1202;2621;84618;32179240;84605;32803139;2015-09-15 16:48:05;Мне станет легче только после того, как прекратится замена  выборов в целом  одним днем голосования, в том числе на этом ресурсе.<br><br>К вопросу о моем отношении к победе кандидата дем. оппозиции в результате  честного/нечестного подсчета  предлагаю вернуться после того, как такой кандидат будет с списках ... (Для затравки: что-то мне подсказывает, что при правовом соблюдении ВСЕЙ процедуры выборов (регистрация кандидатов, дебаты, равный доступ к сми и т.д.) собственно подсчет голосов станет ТЕХНИЧЕСКОЙ задачей, а дискуссия на тему честности/нечестности калькулятора перестанет быть в топе .;1;Щ4;3
1203;2622;84619;32179240;84605;32803139;2015-09-15 16:49:39;[id5156359|Геннадий], насчет образования Льва я не сомневаюсь, вопрос только в ДЕЙСТВИЯХ...;0;Ф3;3
1204;2623;84620;5156359;84605;32803139;2015-09-15 16:53:56;[id32179240|Евгений], нет, Лев упорно будет придерживаться позиции  Я-за честный калькулятор  иначе надо бросить всё и заняться, как он мне написал, взятием почты и телеграфа. Вопрос доколе люди-наблюдатели готовы ходить на участки за плевами в лицо и тело?;0;Ж3;3
1205;2624;84621;1512028;84605;32803139;2015-09-15 17:01:37;[id32179240|Евгений], может Вы и правы. Какие действия предлагаете? Только конкретно, без общих фраз.;1;В3,А3;3
1206;2625;84626;1169819;84605;32803139;2015-09-15 21:34:37;[id5156359|Геннадий], мне плевать на калькулятор, я давно за честный булыжник :) По поводу выборов. Мне кажется основная заслуга наблюдателей в том, что теперь каждый в стране знает, что выборы фальсифицируются - тут теперь общественный консенсус. Еще несколько лет назад подобного не было. Я сомневаюсь, в вашей идее, что наличие наблюдателей помогает как-то легитимизировать выборы. Выборы ничего не спасет, в том числе и наблюдатели. <br><br>А так, мы берем всех на карандашик и все запоминаем. Когда очередь до люстрации дойдет, надо же будет не абы кого списком, а с доказательствами? <br><br>Ну и, наконец, мы создаем контент для движухи, в которой и вы участвуете :) <br><br>Или есть более занятные места с партией тех, кто терпеливо ждет, когда все само развалится? :);1;Ш3,Ж3;3
1207;2626;84631;5156359;84605;32803139;2015-09-16 01:10:22;[id1169819|Лев], мы давно знаем, что выборов нет, а в день голосования еще и махинации с бюллетенями и прочее. Давно. Поэтому  народ не заводится. Скучно.;0;Щ4;3
1208;2627;84636;2102258;84605;32803139;2015-09-16 11:12:18;[id5156359|Геннадий], я наблюдал в Костроме на обычном участке. Было много наблюдателей, к нам приезжали многие кандидаты и их технологи. И 2-3 раза даже я слышал подобное: Приехавшие представители СР, КПРФ или одномандатники спрашивали:  От каких партий есть наблюдатели? От ПАРНАСа есть? Вы? Отлично, мы спокойны. На Вас вся надежда.  Это я к тому, что некая соревновательность всё равно существует. По крайней мере, на этих выборах в Костроме. И есть запрос на тех, кто реально разбирается в законодательстве и понимает происходящее.;1;Е1,Ж3;3
1209;2628;84637;5156359;84605;32803139;2015-09-16 11:15:00;[id2102258|Даниил], какая такая  вся надежда , о чем это? Жаль, что в прекрасном русском городе нихера ничего и не поняли и продолжают путать день голосования с выборами. Объяснили бы людям.;0;А3,Н4,Р3;3
1210;2629;84638;2102258;84605;32803139;2015-09-16 11:29:21;[id5156359|Геннадий], они осознают, что их наблюдатели малокомпетентны и не смогут никаким образом воспрепятствовать нарушениям - вбросам, припискам, каруселям и т.д. Они боятся (!!!) нарушений со стороны друг друга. Кстати, забавно, что на моём участке (выяснилось, что так и на многих других участках было) находилось 5(!!!) наблюдателей от ЕР. Один развитый, пришел в 6.30 и дождался окончания - выдачи протоколов. Это я к тому, что даже им кажется, что результат не предопределен. Что всё в борьбе.<br>На моём участке два кандидата-одномандатника, набравшие максимальное число голосов - 149 и 152.;1;Щ4,И4;3
1211;2630;84639;5156359;84605;32803139;2015-09-16 11:40:22;[id2102258|Даниил], вы всё про уютную атмосферу на избирательном участке ,если хотите, про работу в офисе. Но насколько всем известно, только в Костроме и только с указания АП РФ была зарегистрирована какая никакая вне парламентская оппозиционная партия. А потом ее жестко прессовали на протяжении выборной кампании. Вот это реальная борьба.: менты, уголовные дела, титушки, синяки, досрочка И в довершение, как окончательный завиток, мухлеж на участке. Мы, наверное, с вами про разную борьбу говорим.;0;Ч2,И4;3
1212;2631;84641;32179240;84605;32803139;2015-09-16 12:53:30; А потом ее жестко прессовали на протяжении выборной кампании. Вот это реальная борьба.: менты, уголовные дела, титушки, синяки, досрочка  . <br>Да! А на выходе останется только  замечательные выборы  и  похожие на естественные итоги . Так может остановиться на фиксации фактов  реальной борьбы , а не подписываться под итоговыми протоколами на закате дня голосования?<br>   мы берем всех на карандашик и все запоминаем . Вы берете не только карандашик. Вы еще берете ручку и ставите подпись под протоколом... )) День  люстрации  все дальше и дальше...;1;В3,Ж3,Ш3;3
1213;2632;84642;32179240;84605;32803139;2015-09-16 12:55:41;[id1169819|Лев], Вы не поверите ))) сколько движухи на форумах Парнаса касательно избирательной кампании в Костроме, скажем... ))));0;Ш3;3
1214;2633;84643;32179240;84605;32803139;2015-09-16 13:00:48;[id1512028|Андрей],  Какие действия предлагаете?  Для начала просто перечислить все ЗАПРЕЩЕННЫЕ новыми законами/поправкаим (после 11-го года) действия в порядке убывания наказания... <br><br>Банальное информирование о том, что НИКАКИХ ЗАКОННЫХ и при этом ЭФФЕКТИВНЫХ действий просто не осталось, исправит ситуацию с  общими фразами  .... );0;И4;3
1215;2634;84644;5156359;84605;32803139;2015-09-16 13:43:12;[id32179240|Евгений], кстати, да, подпись!;0;В3;3
1216;2635;84647;2102258;84605;32803139;2015-09-16 14:36:08;[id5156359|Геннадий], <br>Я понимаю, что Вы пишете. Я всё это знаю. Но Вы считаете, что в деятельности наблюдательского сообщества нет смысла, а я считаю, что есть. И пытаюсь показать Вам те аспекты, которые, судя по всему, Вы не видите. Вот Лев писал о том, что наблюдатели информируют общество о фальсификациях. Это абсолютно точно. <br> <br> <br> А ещё наблюдатели помогают обеспечению конкурентной борьбы (она бывает у нас!!!) между разными политическими силами. И, даже если это околовластные политические силы, то всё равно, их честная конкуренция между собой на выборах более полезна для граждан, чем получение мандатов путем вбросов, каруселей и приписок.<br> <br> <br> И ещё. У ПАРНАСа был большой соблазн решить, или, по крайней мере, декларировать, что у них украли победу. Но наличие нескольких сотен квалифицированных наблюдателей не даёт усомниться в реальной картине. ПАРНАС набрал очень мало голосов. То есть их работа не была достаточно результативна. Надеюсь, они проанализируют свою работу, сделают выводы и в будущем их борьба за симпатии граждан будет более эффективна. Да. Борьба ведь идет не за голоса на выборах, а за симпатии и умы.<br>Понимаете? Наличие наблюдательского сообщества в любом случае полезно, даже при нынешнем уровне развитии институтов и традиций демократии.;1;Б3,Ж3,И4;3
1217;2636;84648;2102258;84605;32803139;2015-09-16 14:40:23;[id32179240|Евгений],  ...перечислить все ЗАПРЕЩЕННЫЕ новыми законами/поправкаим (после 11-го года) действия в порядке убывания наказания...  <br><br>Деятельность  бешенного принтера  происходила у всех на глазах. Кто имеет инструмент в голове, для понимания и оценки происходящего - и так понял.  Банальное информирование , как оказывается, далеко не всегда работает.;0;Ж3;3
1218;2637;84650;32179240;84605;32803139;2015-09-16 15:00:08;Да, происходила на глазах, но прошу подсказать, где систематизирована?;0;А3;3
1219;2638;84654;2102258;84605;32803139;2015-09-16 17:04:38;[id32179240|Евгений], не знаю. Если кто-то это законотворчество систематизирует, будет интересно. Но не думаю, что эффект от информирования будет заметный.;0;Б3;4
1220;2639;84656;32179240;84605;32803139;2015-09-16 17:08:00;[id2102258|Даниил], ладно, я немного копну и сделаю табличку наконец-то...;0;Е1;4
1221;2640;84657;5156359;84605;32803139;2015-09-16 17:08:50;[id2102258|Даниил], не упрекайте меня, что я , мол, такими своими разговорами гашу гражданскую инициативу, а кто то её стремится проявлять и тем хорош. Бога ради. Но должен же быть какой то встроенный в эту движуху механизм самокоррекции, обратной связи по результату. Наши разговоры и есть такой механизм. И что я вижу? Я вижу, что цели НП достигнуты! Да,да, не смейтесь, проект НП можно сворачивать , т.к. цели его достигнуты. общество знает ,что выборов у нас нет и голосования не честные. Всё. Что тут добавят новые? А сейчас вся эта дерготня это жизнь организации после её смерти. Кстати, система тоже приспособилась ,создает свои наблюдательные когорты. Параллельно с титушками и уголовными делами.;0;Ф3,Ж3;4
1222;2641;84659;2102258;84605;32803139;2015-09-16 17:35:09;[id5156359|Геннадий], да нет же! <br>Цели наблюдательского движения и НП в частности не ограничиваются информированием общества относительно фальсифицируемости выборов. Это только одна из задач. Чуть выше я пытался написать, что хорошего принесли наблюдатели в Костроме, даже в нынешней ситуации.;0;Б3;4
1223;2642;84660;5156359;84605;32803139;2015-09-16 17:44:13;[id2102258|Даниил], это все какая то личная гражданская благотворительность. Пожалуйста. Для этого организации не надо. все проекты когда то рождаются и обязательно заканчиваются. У нас всё хуже: государственные институты имитируют работу. По форме вроде всё есть-Президент ,парламент ,выборы ,а по сути автократия. При чем здесь выборы? Что тут наблюдать?;1;Щ4;4
1224;2643;84661;2102258;84605;32803139;2015-09-16 18:09:55;[id5156359|Геннадий], <br>Мне кажется чуть выше я пытался ответить на Ваши вопросы. Но, можно попытаться и с другой стороны подойти. Вот я даже согласен с Вами. Авторитаризм, нарушения прав человека, попрание базовых демократических ценностей и т.д. И даже соглашусь с Вами, в том, как оно всё должно быть. Но ответьте на вопрос. А какой есть реальный путь из  сегодня  в Ваше  светлое завтра . Что каждый из нас должен делать, чтобы это  светлое завтра  приблизить?;0;В3,А3;4
1225;2644;84670;1169819;84605;32803139;2015-09-16 22:03:43;[id32179240|Евгений], так за чем дело стало? Если вы с Геннадием сейчас всем откроете глаза, чем надо, в действительности, заниматься для борьбы с режимом, так и место для споров и язвительных комментариев не останется. Надеюсь, это, наконец, изучение ядерной физики. А то, одной химией, думаю, не справимся.;0;А3, Ц3;4
1226;2645;84673;5156359;84605;32803139;2015-09-16 23:43:19;[id2102258|Даниил], всё просто: зарабатывать деньги, любить одну женщину, путешествовать. Короче, жить максимально отстранясь от  наступающего на пятки  не подконтрольного  государства. Это и есть наше  дело . Чем меньше государства будет в нашей жизни, тем лучше. Я понимаю, что от него совсем никуда не деться, но зачем соваться в его дела и болеть за него?;0;Ж3;4
1227;2646;84674;1512028;84605;32803139;2015-09-16 23:45:08;[id32179240|Евгений], не понял Вашего ответа. Что то там перечислять нужно....План из трёх пунктов озвучить можете?;0;А3;4
