;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;;
1909;33850;238701;132796195;238700;25106701;27.08.2015 17:33;надо создавать петицию о закрытии рта Рогозину, в каждую дырку затычка. Чуть, что, так сразу же этот хрен со своими коментариями;4;;;Л4, Ч4;2
1910;33851;238702;5868653;238700;25106701;27.08.2015 17:34;да он только и может засерать твитер, а его почему-то даже либерасты не трогают;0;;;Н4;2
1911;33852;238703;12025189;238700;25106701;27.08.2015 17:35;А Рогозин прав,японцы себя ведут как девченки, слабо им эмбарго ввести на поставки техники и оборудования в Росиюшку, пусть вата свои новостные репортажи на кинопленку снимает. А новости роиссяне будут как при Сталине в кинотеатрах смотреть.;3;;;х4,ц4;1
1912;33853;238704;10407668;238700;25106701;27.08.2015 17:36;Рогозин просто озвучил идиотию внешней политики Японии относительно Курил. Она близка по накалу к истеричным заявлениям Украины относительно российского Крыма.;8;;;Х4, Ж4;1
1913;33854;238705;2789101;238700;25106701;27.08.2015 17:37;Товарищ чиновник потерял связь с реальностью сидя наверху? Проще надо быть и адекватно и спокойно на все реагировать;1;;;ч4;3
1914;33855;238707;10407668;238700;25106701;27.08.2015 17:37;[id132796195|Юра], От фейков в сети очень уморительно такое слышать;7;;;Щ3;4
1915;33856;238708;82853210;238700;25106701;27.08.2015 17:39;А он так пытается за провал космодрома оправдаться.Эффективные менеджеры,мля,все в нацлидера...;0;;;Ч4;4
1916;33857;238710;82697016;238700;25106701;27.08.2015 17:41;[id10407668|Сергей], по радио слышал, что обычным японцам всё это до лампочки. Это не поляки и не хохлы, даже не финны. Просто поговорить на эту тему-непременный элемент внутренней политики;0;;;Ж4 ;1
1917;33858;238711;10407668;238700;25106701;27.08.2015 17:42;[id82697016|Александр], Да мне вот тоже казалось, что простому гражданину Японии до этих Курил дела немного. Да, острова имеют стратегический интерес, но не такой как Крым для РФ, к примеру.;0;;;В3, И4;3
1918;33859;238712;82697016;238700;25106701;27.08.2015 17:44;[id10407668|Сергей], точно. Россия не угрожает Японии, если кто-то ей угрожает, так это Китай. Очень их беспокоит рост его могущества и его экспансия в Азии<br><br>http://www.pravda.ru/world/asia/fareast/30-05-2013/1158832-senkaku-0/;0;;;в3,у4;3
1919;33860;238713;82697016;238700;25106701;27.08.2015 17:46;[id82853210|Сергей], а что не так с Восточным? <br><br>http://www.rg.ru/sujet/3531/;0;;;А3;4
1920;33861;238714;278315067;238700;25106701;27.08.2015 17:47;[id10407668|Сергей], для РФ эти острова имеют огромный стратегический интерес и не только стратегический но и исторический.Эти острова наши,присоединяли их к России тогда,когда там жили еще Айны,которые в свою очередь вели освободительную борьбу против Японии и по просьбе вождей Айнов Россия взяла их под своё крыло,но потом был бунт против моряков Русских проплаченый Японцами,но ничего не получилось,острова остались у России и только после неудачной ,позорной войны с Японией мы отдали эти острова ,а в 1945 году вернули по праву победителя.;0;;;Ж3;3
1921;33862;238715;82853210;238700;25106701;27.08.2015 17:49;[id82697016|Александр], а Фсё!!! Нафиг мне эти бумажки,я сам по ним спецом уже стал.Где старты ? Который год откладывают и переносят планы.;0;;;Ч4;4
1922;33863;238718;45617148;238700;25106701;27.08.2015 17:54;смотря на фото, первое впечатление ??  , что Рогозин гладит по голове Шойгу;0;;;Ш4;3
1923;33864;238720;145765223;238700;25106701;27.08.2015 17:57;Жалко выглядят япошки в своих безнадежных потугах вернуть курилы.......успокойтесь уже... кастрированные американцами потомки великих самураев. ??;0;;;Л4, Ж4;3
1924;33865;238721;82697016;238700;25106701;27.08.2015 17:57;[id82853210|Сергей], ну и метод спора у тебя) Рогозин тебе в подметки не годится. <br><br>http://www.rg.ru/2015/01/30/reg-dfo/rogozin-anons.html;0;;;Ц3;3
1925;33866;238724;82853210;238700;25106701;27.08.2015 18:01;[id82697016|Александр], конечно не годится.А на что вообще годится это ничтожество ?;0;;;Л4;4
1926;33867;238727;82697016;238700;25106701;27.08.2015 18:12;[id82853210|Сергей], это госдеятель) Вообще, он потолковее Якунина будет и денег меньше получает;0;;;Х4;3
1927;33868;238728;22156819;238700;25106701;27.08.2015 18:14;Нужно создать петицию об аресте либерастовO;1;;;С4;4
1928;33869;238729;82853210;238700;25106701;27.08.2015 18:15;[id82697016|Александр], что там вообще толкового может быть ? Если их нацлидер лично подбирал по своему образу и подобию!! Зёрнышко к зёрншку! Одно гнильё...;0;;;т4;3
1929;33870;238730;136363490;238700;25106701;27.08.2015 18:17;[id82853210|Сергей], ты собрался куда-то лететь? Ну,для тебя можно устроить один запуск,назови время и куда лететь.;1;;;Ц3;4
1930;33871;238731;82853210;238700;25106701;27.08.2015 18:18;[id136363490|Александр], свали,убогий мишка...;0;;;Г3;4
1931;33872;238732;1630004;238700;25106701;27.08.2015 18:19;[id132796195|Юра], у нас демократия и свобода слова);0;;;П3;3
1932;33873;238733;136363490;238700;25106701;27.08.2015 18:20;[id82853210|Сергей], а ты видел этого убогого мишку? Смотри как-бы пукан от страха не разорвало,дебил.;0;;;Л3, Н3;4
1933;33874;238734;82853210;238700;25106701;27.08.2015 18:21;[id136363490|Александр], вали в Мурзилку с этими пуканами и примитивным величием...;0;;;Н3;4
1934;33875;238735;136363490;238700;25106701;27.08.2015 18:22;[id82853210|Сергей], сам понял,что написал?;0;;;А3;4
1935;33876;238737;82853210;238700;25106701;27.08.2015 18:23;[id136363490|Александр], я же говорю,-тебе в Мурзилку...;0;;;Г3;4
1936;33877;238739;3143586;238700;25106701;27.08.2015 18:25;Рогозин мне напоминает идиотов из гос депа зачем так открыто провоцировать людей на конфронтацию;0;;;ч4;0
1937;33878;238741;136363490;238700;25106701;27.08.2015 18:26;[id82853210|Сергей], просмотрел твои интересы-да ты типичный лебираст,твое место под шконкой.;1;;;Н3;4
1938;33879;238743;10407668;238700;25106701;27.08.2015 18:27;[id278315067|Пьяный], Я имел в виду для Японии. Во-первых, во всей мировой истории еще не было прецедента нападения на них России с целью оккупации, равно как и причины для такого нападения. Поэтому для России, как державы суши, эти острова важны, для Японии же, как для державы моря, эти острова имеют больше второстепенное значение.;0;;;К3;2
1939;33880;238744;82853210;238700;25106701;27.08.2015 18:27;[id136363490|Александр], а мне к тебе и ходить не надо.Через провода средневековьем прёт...;0;;;Н3;4
1940;33881;238746;10407668;238700;25106701;27.08.2015 18:28;[id136363490|Александр], Это просто тролль. Стандартный, шаблонный.;1;;;Щ3;4
1941;33882;238747;136363490;238700;25106701;27.08.2015 18:29;http://vk.com/photo-25106701_376927584;0;;; - ; - 
1942;33883;238748;278315067;238700;25106701;27.08.2015 18:29;[id10407668|Сергей], не думаю,но ваша точка зрения это ваша точка зрения));0;;;Ш3;3
1943;33884;238752;10407668;238700;25106701;27.08.2015 18:30;[id278315067|Пьяный], Ну мб. Моя логика простая - Япония имеет выходы к морю по всему периметру своей территории, Россия же не так богата в этом лпане. Отсюда и деление по степени важности.;0;;;Ж3;2
1944;33885;238753;136363490;238700;25106701;27.08.2015 18:32;[id10407668|Сергей], да понял я,сколько же ничтожества еще на нашей земле.И он считает себя человеком,да чмо уссатое,вот кто он.;0;;;Л3 ;4
1945;33886;238754;82853210;238700;25106701;27.08.2015 18:32;[id136363490|Александр], Я И ГОВОРЮ,ТЕБЕ К ОДНОКЛЕТОЧНЫМ.тЫ ДАЖЕ И ХУЖЕ ИХ,ПУТИНСКИЙ ЭЛЕКТОРАТ,МЛЯ!!! фУ,ПОЗОРНИК...;0;;;Л3;4
1946;33887;238756;136363490;238700;25106701;27.08.2015 18:33;[id82853210|Сергей], http://vk.com/photo-25106701_376928133 http://vk.com/photo-25106701_376928134;0;;; - ; - 
1947;33888;238758;82853210;238700;25106701;27.08.2015 18:34;[id136363490|Александр], да отвали ты,чмо тупорылое....;0;;;Л3, Г3;4
1948;33889;238759;10407668;238700;25106701;27.08.2015 18:34;[id136363490|Александр], Работает, старается. Всяк по-своему хлеб зарабатывает.;1;;;Щ3;3
1949;33890;238761;136363490;238700;25106701;27.08.2015 18:34;http://vk.com/photo-25106701_376928233;1;;; - ; - 
1950;33891;238762;278315067;238700;25106701;27.08.2015 18:34;[id10407668|Сергей], У России 13 морей,её омывает три океана))Мы считаемся не только сухопутной но и морской державой))А думаю что дело именно в островах.Япония не так богата землёй,а нам эти острова как авианосцы и еще,там не замерзающие проливы и отличный выход на морские просторы и особенно подводных лодок и еще ,там богатейший промысловый регион морских обитателей,вобщим это жемчужины а не острова));0;;;Ж3;3
1951;33892;238765;82853210;238700;25106701;27.08.2015 18:35;[id136363490|Александр], чмо тупое,жополиз воровской,чвали уёбище позорное.Иди плешивому ботокс лижи;0;;;Л3;4
1952;33893;238766;10407668;238700;25106701;27.08.2015 18:36;[id278315067|Пьяный], Ну может ты и прав;0;;;В3;3
1953;33894;238767;136363490;238700;25106701;27.08.2015 18:36;http://vk.com/photo-25106701_376928427;0;;; - ; - 
1954;33895;238769;82853210;238700;25106701;27.08.2015 18:36;[id136363490|Александр], пшел нах,чмо тупое.;0;;;Л3;4
1955;33896;238771;278315067;238700;25106701;27.08.2015 18:37;[id10407668|Сергей], я за мир во всём мире,но своё никогда не отдадим.Я так думаю;0;;;о1;3
1956;33897;238772;136363490;238700;25106701;27.08.2015 18:37;http://vk.com/photo-25106701_376928550;0;;; - ; - 
1957;33898;238774;82853210;238700;25106701;27.08.2015 18:39;[id136363490|Александр], эй,уёбок тупорылый.Вали зад плешивому вору лизать.А то опоздаешь,его завтра в Гаагу повезут.;0;;;Л3;4
1958;33899;238775;10407668;238700;25106701;27.08.2015 18:39;Шото Мирошниченке вообще клапан сорвало. Кофе перепил что ли.;3;;;Ц3;4
1959;33900;238777;82697016;238700;25106701;27.08.2015 18:45;[id82853210|Сергей], ну это фигня, нацлидер очень осторожен в кадровой политике. Лавров выделяется на общем фоне, Шойгу неплох, но эти всегда на слуху. Про многих других министров и сказать трудно. Но, это, в СНГовии все обстоит примерно так же: главное лояльность власти, верность клану, а профессиональные качества-потом. Украина-не исключение, точно такая же хрень. Короче, всё как обычно;0;;;Ж3, И4;3
1960;33901;238778;82853210;238700;25106701;27.08.2015 18:46;[id82697016|Александр], кому интересны марионетки ? За всё ответит Карабас...;0;;;Ж3;3
