;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;;
229;54119;213139;90551571;213137;25106701;18.06.2015 11:43;Академгородки - бесполезная попытка неумелых макак скопировать Кремниевую Долину. Нынешние макаки этого не поняли и строят свои Сколково.;3;;;Ч4;0
230;54120;213140;36830;213137;25106701;18.06.2015 11:46;макаки не умеют строить же<br>они только говном друг в дргуа бросаются;2;;;ц3;2
231;54121;213143;18799690;213137;25106701;18.06.2015 11:49;Каждый видит то, что хочет увидеть. Не по хорошему мил, а по милу - хорош.;3;;;Ж4;0
232;54122;213144;3982989;213137;25106701;18.06.2015 11:51;[id90551571|Сергей], давно с пальмы слез ?:);2;;;Ш3;4
233;54123;213146;90551571;213137;25106701;18.06.2015 11:52;[id36830|Алёша], ну не скажите. Вон, как макаки отстроили академгородки по всему Союзу, а теперь там стоят руины. Так что, наши макаки говном не только кидаются, они из него ещё и строят.;0;;;Б3, Ж4;2
234;54124;213147;300615031;213137;25106701;18.06.2015 11:54;Ах, какой был городок!!! Люди какие!!! Университет, физматшкола... Дома, институты, лес.... Безумно скучаю по месту, времени и людям....;4;;;д4;2
235;54125;213148;71845939;213137;25106701;18.06.2015 11:54;макаки только дибильные комменты писать умеют, судя по всему)<br>на самом деле все живо, очень даже;1;;;Н3, Б2;3
236;54126;213153;90551571;213137;25106701;18.06.2015 12:00;[id71845939|Пётр], конечно живо. Сразу видно, где куются Высокие Достижения Советской Науки (Красноярский академгородок), а где гниющая и заброшенная долина тупых пендосов (Кремниевая Долина). http://vk.com/photo-25106701_369112544 http://vk.com/photo-25106701_369112545;4;;;Ц3;2
237;54127;213156;4007336;213137;25106701;18.06.2015 12:03;Сирёжа такой дурачок :);4;;;Ш3;4
238;54128;213158;235920235;213137;25106701;18.06.2015 12:05;Конечно, результат застоя Брежневского и сильно затянувшаяся перестройка, так же как и кадровая политика существенно сказались на этой ситуации.;0;;;Ж4;3
239;54129;213159;217356698;213137;25106701;18.06.2015 12:07;[id4007336|Максим], а в чём он не прав?;0;;;А3;3
240;54130;213161;71845939;213137;25106701;18.06.2015 12:09;[id90551571|Сергей], я про АГ в новосибе<br>собственно про который статья<br>Про ИЯФ, который  ветхий  - бгг, ИЯФ – это крупнейший институт Академии наук и один из крупнейших налогоплательщиков Новосибирской области (ц) http://academcity.org/content/chto-budet-s-akademgorodkom-i-novosibirskom-v-sluchae-reformy-ran-ob-etom-nash-razgovor-s-0<br>Про Дом Ученых - почему-то в прошедшем времени написано, бред, никуда не делось ничего, ДУ филиал ГПНТБ СО РАН, кстати<br>и так далее;4;;;Б2, И4;1
241;54131;213163;249891824;213137;25106701;18.06.2015 12:11;Всё брошено в Сколково. А Новосибирский АГ был, есть и будет. Там до сих пор очень хорошие открытия делают. Там сотрудничают физики, химики и фармацефты ??;4;;;д4,и4;1
242;54132;213164;71845939;213137;25106701;18.06.2015 12:14;[id249891824|Любовь], про сколково круто тут написано http://megamozg.ru/post/16186/;0;;;Ж4;3
243;54133;213166;63054132;213137;25106701;18.06.2015 12:19;С чего бы могуществу АГ взбледнулось??? Научные кадры на месте, исследования ведутся, институты работают...)) Не надо,господа из ИноСМИ, выдавать желаемое за действительное!;2;;;И4, Ч2;2
244;54134;213171;47912119;213137;25106701;18.06.2015 12:22;[id36830|Алёша], прочтите сначала про что здесь пишут, потом критикуйте, ИноСми для того и существует, чтобы показать как все плохо в России! Это один из лучших научных центров по стране с великими учеными и отличными лабораториями!!;1;;;Р3, Щ2, В4;1
245;54135;213172;36830;213137;25106701;18.06.2015 12:25;[id47912119|Ирина], да, только я не критиковал ??;0;;;Ф3;2
246;54136;213175;151875207;213137;25106701;18.06.2015 12:26;Не кормите тролля. Это он приказ выполняет.;1;;;Щ3;4
247;54137;213176;235920235;213137;25106701;18.06.2015 12:27;[id47912119|Ирина], а вы считаете, что у нас все так хорошо?;0;;;А3;2
248;54138;213177;47912119;213137;25106701;18.06.2015 12:28;[id235920235|Галина], в данном случае -да!;1;;;В4;2
249;54139;213178;71845939;213137;25106701;18.06.2015 12:28;[id47912119|Ирина], иносми - агрегатор переводов<br>автор - испанец, оригинале статьи есть немного фоточек из ИЯФа, да, довольно мрачные<br>автор хотел сказать что все плохо - он сказал;0;;;Ж3;1
250;54140;213179;235920235;213137;25106701;18.06.2015 12:30;[id47912119|Ирина], смотря с кем и чем сравнивать, учитывая, что мы утратили хороший научный потенциал, многие ученые выехали за рубеж и потом в технологиях мы здорово отстаем от Запада, поэтому давайте будем честны хотя бы сами с собой.;0;;;п3;1
251;54141;213184;47912119;213137;25106701;18.06.2015 12:36;[id235920235|Галина], ученые выезжают уже не первый десяток лет за рубеж и не страшно. Да мы не сделали IPhone и кучу бесполезных гаджетов, но нам есть что предъявить в сфере кораблестроения, космоса и вооружения!;0;;;Ж3, Б3;2
252;54142;213185;200419173;213137;25106701;18.06.2015 12:37;[id235920235|Галина], технологии продаются и покупаются. взять к примеру тв Сони, там экран из одной страны, детали из другой, и т.д. и куча патентов технологий разным странам принадлежат. проблемы не с технологиями я с умными управленцами. Кто смог бы открыть производство. пригласить назад своих ученых и инженеров и придумать грамотный продукт.;1;;;п4;2
253;54143;213187;272083778;213137;25106701;18.06.2015 12:40;Не , : я что-то не очень понял? А что это запад за нашу науку  так запереживал? А вашими молитвами.... По угробили всё почти за 30 лет, небоитесь догоним.....;1;;;Ц4, Щ4;2
254;54144;213232;235920235;213137;25106701;18.06.2015 14:30;[id200419173|Игорь], проблема в целом с кадрами, а кадры решают все и с технологиями то же, не создай мы атомную бомбу, с нами вполне могли поступить как с японцами. А сейчас в результате нашего противостояния с ЕС, патентов вообще можете не ждать и их зарубят, что касается ученых у нас попса в стране на первом месте пока, а не ученые, да и про военных вспомнили, когда жарко стало.;0;;;Ж3;3
255;54145;213233;235920235;213137;25106701;18.06.2015 14:33;[id47912119|Ирина], кораблестроение говорите, пока скандинавские страны впереди планеты всей, а в космической сфере спутники падают, вы хоть имеете об этом реальное представление о работе КБ Хруничева, я живу в регионе с космической отраслью));0;;;Ж3, Е1;3
256;54146;213269;47912119;213137;25106701;18.06.2015 15:11;[id235920235|Галина], вас послушать, и в петлю можно.) Как же вы сами до сих пор живете здесь!? Столько всего хорошего сделано, столько открытий в космической сфере и не только, и да, упал спутник, ошибки есть в каждом деле, на них и учатся! А если вам доплачивают за такое занятие, как осуждение страны, то Вам должно быть стыдно!;0;;;Ш3, Н3;3
257;54147;213273;235920235;213137;25106701;18.06.2015 15:16;[id47912119|Ирина], да упал и не один)) мне кажется вы из Савушкино один к одному, в отличие от вас у меня есть совесть и я не терплю лжи, мне интересно где вы живете и кем работаете, вы прямо как с луны упали, может пару строчек черканете про замечательное здравоохранение и образование? Каких открытий пожалуйста поконкретнее и не надо только тролить,;0;;;Щ3, Е1;4
258;54148;213275;200419173;213137;25106701;18.06.2015 15:23;[id235920235|Галина], как патенты зарубают? .. вы только китайцам об этом не говорите, а то разоряться ))));0;;;Ц3;4
259;54149;213276;235920235;213137;25106701;18.06.2015 15:24;[id47912119|Ирина], иеще девочка не путайте Отечество с власть и политикой и не привыкайте лукавить смолоду, а лучше почитайте астафьева и Распутина, а потом уже подумайте стоит лгать или нет.;0;;;Р3, Н3;4
260;54150;213277;235920235;213137;25106701;18.06.2015 15:26;[id200419173|Игорь], китайцам это уже не грозит мы с вами не в Китае, где очень успешно были проведены реформы и это не китайское экономическое чуда, а правильная и выверенная политика на развитие вот и все.;0;;;Ж3;4
261;54151;213278;235920235;213137;25106701;18.06.2015 15:28;[id272083778|Александр], просто критику надо воспринимать адекватно а иногда и благодарить за неё, мы тоже постоянно всех критикуем это свойство пропаганды СМИ и не более того.;0;;;Ж3;4
262;54152;213281;200419173;213137;25106701;18.06.2015 15:33;[id235920235|Галина], вот вас понесло.. я кратко скажу.  отсталость  в технологиях фигня. У америки своих талантов не так много. они тупо просто их покупают. Мы тоже можем. Технологии тоже покупаются и ни кто не будет их  зажимать  из за санкций. Не продаст запад, азия продаст. или просто будем копировать как китайцы (и их эконом чудо тут не причем).. цена раб силы у нас становится ниже чем в китае, так что у нас уже и производства выгодно открывать... предлагаю закрыть эту тему, так как у вас нет фактов убедить меня, а у меня не получается вас переубедить... и этот треп уже в пустое переходит...;0;;;Ж3, Г3;4
263;54153;213285;235920235;213137;25106701;18.06.2015 15:39;[id200419173|Игорь], так я вам и говорю, что это не экономическое чудо, читайте внимательно! У них правильный курс и эффективные реформы, я вот о чем. Никто не говорит, что мы не сможем, но ученые уезжают из страны, у нас же попса в приоритете. А вот когда им действительно обеспечат достойную жизнь и возможность реализовать талант не спорю, тогда да. Если бы Сердюкова не заменили на Шойгу ведь все так бы и продолжалось разве нет? А заменили, когда жареным запахло.;0;;;п4;4
264;54154;213286;47912119;213137;25106701;18.06.2015 15:39;[id235920235|Галина], о какой нетерпимости к лжи вы говорите?! Скрываясь за фейковой страницей?!;0;;;Щ3;4
