;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;;
14252;54577;212596;96260028;212595;25106701;17.06.2015 9:46;Яшин еще здесь ? ,бесстрашный какой фрей.;1;;;ш4;0
14253;54578;212597;174876216;212595;25106701;17.06.2015 9:49; Они создают новую Россию , - и понеслась: Кац, Яшин и т.п. ?? ?? ?? Всё-таки, для нас, живущих в этой стране и являющихся непосредственными участниками происходящих событий, не стоило бы пороть такую ахинею. Стоит уже уяснить, что вам,  партнёры , не удастся вернуть нас в 90е. У вас был шанс, но вы его просрали.;12;;;Б2, Ч4;2
14254;54579;212600;195921031;212595;25106701;17.06.2015 9:52;[id174876216|Алексей], ...потому что мы возвращаемся в 50-е.;3;;;И3;2
14255;54580;212601;174876216;212595;25106701;17.06.2015 9:52;[id195921031|Алексей],вперёд, нам с вами не по пути.;4;;;Ц3;3
14256;54581;212605;23314759;212595;25106701;17.06.2015 9:56;Яшин говорит от лица молодежи? Это какой? );0;;;А4, Ш4;0
14257;54582;212606;1021960;212595;25106701;17.06.2015 9:56;Они не создают, они разрушают то что есть сейчас, а если не дай ты бог придут к власти то разрушат Россию полностью. Это же редкостные ублюдки, для которых собственная страна не значит ни чего.;9;;;Б2, Щ4;1
14258;54583;212608;25232983;212595;25106701;17.06.2015 10:02;Начал думать о переезде в Испанию, присмотрел жильё, 2-шка 70кв.м. 1200000 в рублях, 600 метров до моря, в ифраструктуру дома входит бассейн и тренажёрный зал, из минусов то, что окна выходят на этот самый бассейн. Средняя зарплата 1000евро уже с налогами, продукты питания на 20-30% дешевле чем в россии. Теперь внимание, вид из окна моей двушки 64 метра в спальном районе Иваново, цена 3200000, не трудно насчитать 5! канализационных люков?? моя зарплата на данный момент моя зарплата 20т.р.... даже если я буду работать в Испании как самый задроченный имигрант, спасателем в том самом бассейне, то мой уровень и качество жизни будет всё равно лучше, чем среди этих сраных канализационных люков. Поэтому патриотизм патриотизмом, но я в рот ебал это днище. П.с. все люки не получается сфоткать, но их реально пять, отвечаю?? http://vk.com/photo-25106701_368995610;6;;;е1,л4;3
14259;54584;212609;1260843;212595;25106701;17.06.2015 10:04;Ну хоть кто-то старается что нибудь сделать! Нынешняя власть уже 15 лет мне лично доказывает свою полную некомпетентность. И чем дальше тем хуже;2;;;Х4, Е1;2
14260;54585;212610;58708068;212595;25106701;17.06.2015 10:06;[id25232983|Михаил], ПОЛНОСТЬЮ поддерживаю и разделяю ваше мнение. В Испании бываю каждый год по 3-5 недель..;0;;;Е1;4
14261;54586;212611;290161955;212595;25106701;17.06.2015 10:13;[id25232983|Михаил], все верно за одним минусом,социальная адаптация, я жил 10 лет, но все равно вернулся, зп у меня здесь такая-же, а то и выше чем в Европе, но вот вид из окна конечно..... Полный провал.... Это точно;0;;;В3, Е1;4
14262;54587;212612;25232983;212595;25106701;17.06.2015 10:14;[id58708068|Игорь], пока молодой надо шевелить отсюда, я активный, здоровый человек, я просто обязан жить там, а не здесь?? В качестве мотиватора ещё хорошо работают измученные, грусные лица бабушек, стоящих в очереди за пенсией на почте... я ебал, это не моё??;0;;;е1,ч4;3
14263;54588;212613;58708068;212595;25106701;17.06.2015 10:16;[id25232983|Михаил], Вы все правильно делаете.Удачи и успеха вам!!! Вы всего добьетесь я в этом уверен.;0;;;Х3;4
14264;54589;212614;25232983;212595;25106701;17.06.2015 10:19;[id290161955|Mr], мне тут нечего терять, я мало зарабатываю, но у нас женой своё жильё, две своих квартиры, общая стоимость около 6 млн. от родителей досталось. Должны нормально устроится. Не хочу я жить в этом совке, хоть убей, на море жить хочу, в шортах и салнцах круглый год;0;;;Е1;4
14265;54590;212615;202959370;212595;25106701;17.06.2015 10:20;[id25232983|Михаил], ты рожден жить там где всё о.к было до тебя и не тобой. Ты настоящий  мужик беги мышь беги;3;;;Н3;4
14266;54591;212616;25232983;212595;25106701;17.06.2015 10:21;[id58708068|Игорь], спасибо, прятно слышать от незнакомого человека. Вам тоже удачи во всем;0;;;П3;4
14267;54592;212617;290161955;212595;25106701;17.06.2015 10:22;[id25232983|Михаил], прям моими словами говоришь))) поехать стоит, но не рубя мосты, сначала попробовать, на год, а там решать;1;;;Р3;4
14268;54593;212618;94818705;212595;25106701;17.06.2015 10:27;Собирайте манатки все, кому не нравится сегодняшняя Россия и её президент, и валите на свои пляжи, в свои европы, в общем куда хотите. А если хотите остаться, то сидите и не вякайте - ждите следующих выборов, где вы быть может выберете себе в президенты того, кто вам будет по нраву. Именно в этом демократичность смены власти - в выборах. А не в шлянии по площадям с плакатиками и не в стоянии на мостах. Если же вы считаете выборы нечестными - идите в суд. Не нравится суд - валите из  этой страны , пока вам не помогли. Кто не понял - читайте с самого начала...;8;;;Ч3, П3;4
14269;54594;212619;28354015;212595;25106701;17.06.2015 10:27;Где муха села там и обосралась;0;;;Ц3;4
14270;54595;212620;52041741;212595;25106701;17.06.2015 10:29;Еб... Одни картинки разговаривают да валите нахер всё равно от вас пользы нету;1;;;Н3;4
14271;54596;212621;58708068;212595;25106701;17.06.2015 10:31;[id25232983|Михаил], Это вам спб..я всегда рад когда кто то добивается успеха...идет к цели..ибо я тоже часть этого человечества.И ваш успех это успех всего ЧЕЛОВЕЧЕСТВА.СПБ.;1;;;Д3;4
