;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;;
4909;39357;232082;192815366;232078;25106701;13.08.2015 12:58;Интересно, а памятник жертвам собственного голодомора времен великой депрессии пиндосы открыли?;17;;;г4,л4;0
4910;39358;232083;6254308;232078;25106701;13.08.2015 12:58;Надо в Москве поставит памятник памяти геноциду коренных народов Америки.;31;;;ц4,с4;0
4911;39359;232087;194132320;232078;25106701;13.08.2015 13:01;пора уже начать поддержку тех штатов, заявивших о желании отделиться от сша.;6;;;с4;1
4912;39360;232089;307054678;232078;25106701;13.08.2015 13:02;будет где поссать;1;;;с4,м4;2
4913;39361;232091;949886;232078;25106701;13.08.2015 13:02;Интересно только зачем они потом помогали тому же Сталину в сороковых.;3;;;н4;1
4914;39362;232094;16034596;232078;25106701;13.08.2015 13:04;Почему именно сейчас, а не 5 лет назад, например?;2;;;А4;0
4915;39363;232095;8114069;232078;25106701;13.08.2015 13:05;наковыряли из носу и сотворили памятник,а то что они в наше время все войны развязывают это ничего, детей, женщин убывают это нормально....это ебаная демократия.....твари;2;;;П4, Л4;1
4916;39364;232096;59334072;232078;25106701;13.08.2015 13:06;http://vk.com/audio2000195787_390450237;1;;; - ; - 
4917;39365;232098;210957895;232078;25106701;13.08.2015 13:07;В Вашингтоне? Они ходили умирать в Вашингтон?;4;;;ц4;2
4918;39366;232105;6254308;232078;25106701;13.08.2015 13:11;А ещё памятник санкциям западных стран, которые привели к такому голоду.;0;;;ц4;2
4919;39367;232106;82697016;232078;25106701;13.08.2015 13:11;Тут нет никакой истории, только политика. Бьют в одну точку-подыгрывают хохлам. Про голодомор всю жизнь выли украинские националисты,бежавшие на Запад. Во времена Ющенко чуть ли не официально признанными фактом стало, даже памятник в Киеве поставили. Националисты они и есть националисты. Занятно то, что юго-восточную Украина 1932-1933 гг (Донецкая, Одесская, Луганская, Днепропетровская, Николаевская обл), сильно пострадавшую от голода, населяли вовсе не украинцы, а вполне себе южно-русские люди, которых записали в украинцы во время политики коренизации. Кроме того, незалежным желательно помнить о диком голоде, который случился на Западной Украине в 1932- 1933 г, а ведь это в то время территория Польши. <br><br>https://vif2ne.ru/nvk/forum/archive/1729/1729364.htm;5;;;Ж4;0
4920;39368;232110;7843692;232078;25106701;13.08.2015 13:16;[id30757878|Рамиз], мнение хача здесь никому не интересно;0;;;Л3;4
4921;39369;232113;20931744;232078;25106701;13.08.2015 13:18;Надо там же установить памятник зверски уничтоженным народностям индейцев.;5;;;ц4, с4;2
