;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;
1124;65982;197199;266745704;197198;25106701;13.05.2015 2:49;Путин потому что умнее, всех вас взятых,поэтому будет!;6;;Х4;0
1125;65983;197205;564516;197198;25106701;13.05.2015 3:27;[id266745704|Павел], потому что ублюдка надо сначала успокоить, задобрить, а уж потом скрутить, арестовать и в Гаагу!;0;;Л4, 34;0
1126;65984;197210;266745704;197198;25106701;13.05.2015 3:38;[id564516|Борис], почему он ублюдок?;0;;А3;3
1127;65985;197212;564516;197198;25106701;13.05.2015 3:40;[id266745704|Павел], потому что страну просрал, дружкам под разграбление отдал, героями России ублюдков сделал;0;;Н4, И3;3
1128;65986;197213;266745704;197198;25106701;13.05.2015 3:42;[id564516|Борис], а Навальный нормальный был бы президент ?;0;;А3;4
1129;65987;197220;564516;197198;25106701;13.05.2015 4:07;[id266745704|Павел], не знаю, не думаю что лучший... Россия вообще не может управляться одним человеком и должна стать парламентской республикой. Ну и кроме того, необходимо менять систему. Выстроенная Путиным сгнила и своей гнилью заразит любого. Нужна люстрация;0;;Ж3, И4;4
1130;65988;197221;266745704;197198;25106701;13.05.2015 4:12;[id564516|Борис], вам пора на вокзал,купить билет до Киева))) Вы прежде чем писать про люстрацию,почитайте что это такое)));0;;Ш3, Р3;4
1131;65989;197223;564516;197198;25106701;13.05.2015 4:13;[id266745704|Павел], я знаю что такое люстрация. Ее следовало бы сделать в начале 90-х. Теперь точно нужна будет. В Росси неоодимо сменить правящий класс, этот протух;0;;Ф3, Ж4, И4;4
1132;65990;197224;142661393;197198;25106701;13.05.2015 4:17;[id564516|Борис], в 99м было и так все просрано. Очевидно, при нем хуже не стало ...;0;;Б3;4
1133;65991;197225;564516;197198;25106701;13.05.2015 4:23;[id142661393|Альберт], в 99-м нефть стоила 28$, а доллар был 25?. Мы как страна были бедны и делали лишь первые шаги. За 15 лет Ху@ло с друзьями украли у Росии более 1,5 триллиона $, так и не позволив стране модернизироваться за счет временного подъема цен на энергоносители;0;;Ж3, Л4, Щ4;4
1134;65992;197226;3024891;197198;25106701;13.05.2015 4:27;Радует группа ))) фауна то множится);0;;Ш4;4
1135;65993;197227;47540014;197198;25106701;13.05.2015 4:33;[id564516|Борис],  нужна люстрация ...вот за что люблю  хохлов ,так за то,что от них ВСЕГДА ВОНЯЕТ САЛОМ С ЧЕСНОКОМ. Даже от самых  образованных ;1;;Ц3;4
1136;65994;197228;231269383;197198;25106701;13.05.2015 4:33;[id564516|Борис], а в 1965-м 1$ был 67 коп., и что дальше? Ты те 1,5 млд. лично пересчитывал, умник?;1;;Ц3;4
1137;65995;197229;47540014;197198;25106701;13.05.2015 4:42;[id231269383|Антон], его как природного укра душит жаба...для укра это норма.;2;;Л4, Ц4;4
1138;65996;197230;4096469;197198;25106701;13.05.2015 4:50;Вы на вовчика не бузите, ребята. Вова такой на себя крест взвалил, что  не приведи Бог;3;;Б3, Х4;4
1139;65997;197231;132608829;197198;25106701;13.05.2015 4:51;[id564516|Борис], »страну просрал<br>5-6 экономика мира<br>Ну охуеть просто;0;;Б3;4
1140;65998;197232;564516;197198;25106701;13.05.2015 5:01;[id132608829|Александр], 2% от мирового ВВП, очнитесь! Это по смертности от героина на 1-м, по числу абортов на 100.000 жителей - на первом, по числу детей в детдомах - на 1-м... Экономика в жопе!;0;;Щ3, Ж3, Н4;4
1141;65999;197233;142661393;197198;25106701;13.05.2015 5:03;В 99-м говорить о 15 летней давности было куда уж болезненней (99-15). $&lt : Рубля. За нефть платили больше. А за 9~8 лет при Ельцине лучше не вспоминать,... сколько всего упущено.;0;;Ж4;4
1142;66000;197234;564516;197198;25106701;13.05.2015 5:03;[id47540014|Николай], не украинец, и не был никогда ни в Киеве ни вообще в Украине;0;;Ф3 ;4
1143;66001;197235;47540014;197198;25106701;13.05.2015 5:12;[id564516|Борис], ХА ХА ХА...быть укром,не обязательно быть украинцем.Это не национальность...ЭТО СОСТОЯНИЕ ДУШИ. А если короче - подлец от природы;4;;Ц3, Л3;4
1144;66002;197236;154403889;197198;25106701;13.05.2015 5:18;[id47540014|Николай], подлец от природы,это президент,который врёт всем,в том числе свопему народу.;0;;Ч4;4
1145;66003;197237;47540014;197198;25106701;13.05.2015 5:23;[id154403889|Константин], и в чем же он соврал ?;0;;А3;4
1146;66004;197238;154403889;197198;25106701;13.05.2015 5:24;[id47540014|Николай], он врет каждый божий день. Вам не понять,Вы же его поддерживаете.;0;;Т4, Н4, Ч3;4
1147;66005;197239;47540014;197198;25106701;13.05.2015 5:27;[id154403889|Константин],   вам не понять ,ну да....куда уж нам,природным ватникам;1;;Ц3;4
1148;66006;197240;154403889;197198;25106701;13.05.2015 5:27;[id47540014|Николай], именно так.;0;;Ц3;4
1149;66007;197241;214523309;197198;25106701;13.05.2015 5:40;??<br>С огоньком нужно работать!?? http://vk.com/photo-25106701_365061036;0;;Ц3;4
1150;66008;197242;47540014;197198;25106701;13.05.2015 5:51;[id154403889|Константин], ага...  куда уж им,сиволапым до Европейской военной науки и Шведской стали  примерно так думал Карл 12.  Русские это унтерменши ... СССР колос на глиняных ногах  писал А.Гитлер.  ... мы заставили русского медведя плясать под нашу дудочку  думал Колинтон;0;;Ж4;3
1151;66009;197247;231269383;197198;25106701;13.05.2015 6:39;[id154403889|Константин], конечно, рабам нi панять) Куда нам до Передовой Демократии и Экономики. Кстати, не желаете от нас, рабов и ватников, свались в евро-нэзалэжнисть? Там есть все о чем вы мечтаете. http://vk.com/photo-25106701_365061854;2;;Ц3, Ж3;3
1152;66010;197248;231269383;197198;25106701;13.05.2015 6:46;[id564516|Борис], пффф, только идиот будет мерить ВВП политическую значимость страны. На 1941 год экономика СССР - 3%, на 1945 - 1,4% общемирового ВВП. Для сравнения Германия на 1941 - 19%, на 1945 - 14%. Гитлеру помогло? Кстати, США на 1941 имели 24%, а Британия 20%, т.е. суммарно англосаксы имели почти половину (вместе с Францией - больше половины). И что,  страны самого высокого ВВП  без СССР с Гитлером ничего сделать не смогли. Ответ прост: если у тебя есть автомат и ты можешь любому вломить люлей - тебя уважают, если нет - у тебя более сильные отбирают то, что у тебя есть. Иными словами если у тебя есть автомат, но нет хлеба, а у твоего соседа есть хлеб, но нет автомата - у тебя будет и автомат, и хлеб.;3;;Н3, Ж4, И4;4
1153;66011;197260;58708068;197198;25106701;13.05.2015 7:31;[id231269383|Антон], Или не будет ни хлеба ..ни автомата а яма на помойке где будешь с дыркой в башке пустой лежать..Сколько идиотов бегали с автоматами..ХУСЕЙГ...КАДАФФИ...ПОЛ-ПОТ..ЧАУШЕСКУ... И т.д..и где они сейчас..?? получили или пулю...или петлю...Поражен вашей глупости...автоматчик вы наш.;1;;У4, М4, Ж3, Н3;4
1154;66012;197263;231269383;197198;25106701;13.05.2015 8:00;[id58708068|Игорь], будем сравнивать дикарские страны, которые ничего не значат на политической доске и Россию? Поражен вашей глупостью или точнее приспособленчеством, мимкрирующий вы наш. Глядя на вашу страничку - еще и коллаборационирующий. Накатываете за Бiндерку, уважаемый? Случаем не знаете что он делал с подобными вам? А дорогая вашему сердцу Украина - без хлеба, с ржавым автоматом и на помойке. Башка там всегда была пустая и с лишней дыркой от природы-матушки. Что, помог ей дорогой вашему сердцу Запад? Судя по курсу валют: рубль за год потерял 68% стоимости, гривна - 272%, помощь Запада в 4 раза страшнее его санкций.;0;;Ж3, Н3, Н4, И4 ;4
1155;66013;197264;132608829;197198;25106701;13.05.2015 8:02;[id564516|Борис], это вы очнитесь, за время правления  кровавой гебни  число сирот уменьшилось в 2 раза, рождаемость вышла на неплохой для европы уровень, ну аборты, но это бич и ещ для украины и белоруссии, в первой их даже больше чем в рф. Экономика за время  бездарного правления  выросла в 1.5-2 раза.<br>Экономика просто переживает очередной кризис+санкции, кстати последние данные опровергают тезис обамы о  разорванной в клочья экономики ;0;;Ж3, Б3, И3;4
1156;66014;197266;58708068;197198;25106701;13.05.2015 8:05;[id231269383|Антон], Сбор на красной площади показал что в окружении черных людоедов из Африки стоит главный белый дикарь -вова.И лучшего подтверждения тому и не придумать.На доске мира рф где то на 160 месте среди 178 стран..По всем показателям..А нет по смертности..нищете...дебелизму - тур рф на ПЕРВОМ МЕСТЕ.!!;1;;Ц4, Н4;4
1157;66015;197269;231269383;197198;25106701;13.05.2015 8:06;[id58708068|Игорь], чемодан-вокзал-Киев. Наслаждайтесь демократией, развитым гражданским обществом, передовой экономикой там, на милой вашему сердцу евро-Украине. Не держим.;1;;Ц3, Р3;4
1158;66016;197272;58708068;197198;25106701;13.05.2015 8:09;[id231269383|Антон], Савушкино и всем идиотам.Мы вас будем судить после путинской власти.В интернете ни чего не пропадает.Да и кураторы ваши данные сберегут на всякий случай.Блокируем идиотов вык.;1;;М3, У3;4
1159;66017;197276;231269383;197198;25106701;13.05.2015 8:13;[id58708068|Игорь], что это было? Ваши шифры из дурдома? Успокойтесь, накатите галоперидолу и срочно убегайте из ординаторской, скоро у главврача смена начинается.;0;;Ж3, Ц3;4
1160;66018;197279;47540014;197198;25106701;13.05.2015 8:26;[id58708068|Игорь], ага...а еще мы уже ежиков едим.Ты в РФ когда либо бывал,уродец ?;0;;Ц3, Л3 ;4
1161;66019;197280;47540014;197198;25106701;13.05.2015 8:31;[id132608829|Александр], кстати о европейской рождаемости....там все дутое. Женщина -педиатр проработал в Франции 8 и в Германии 2 года...плохо у них там с детьми и с рождаемостью.Женщины бесплодны ,а мужчины импотентны. А главное - детей не хотят.;0;;Ж4;3
1162;66020;197281;132608829;197198;25106701;13.05.2015 8:34;[id58708068|Игорь], »в окружении черных людоедов из Африки<br>Си Цзиньпин, Назарбаев, Саргсян, Алиев-ну охуеть негры<br>По вашей логике вы, наверно, монголоид?;0;;Б3, Ж3;4
1163;66021;197282;47540014;197198;25106701;13.05.2015 8:34;[id164630236|Иса], и чего плохого ? Мир и прогресс не стоят на месте. Еврашка порулила - две мировые войны,Америка взялась рулить - сидим на краю Термоядерной (хотя и без ЯО везде война);0;;Ж3, И3;3
1164;66022;197284;212787740;197198;25106701;13.05.2015 8:35;Будет забавно если Путин приедет на праздник на следующий день. Тогда Меркель поймет как глупо это выглядело.;0;;Ж4;2
1165;66023;197290;47540014;197198;25106701;13.05.2015 8:42;[id199678198|Сергей], судя по вашей аве...от мяса вы не отказываетесь.Ну,а  начальники ...они не с парашютом спустились,это все наши. И мясо собственного производства трескают....польское,которым вас - хохлов кормят вообще отрава.;0;;Н3, К3;3
