;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;;
2871;46887;222816;5670871;222815;25106701;11.07.2015 4:03;И впрям, удивительно... Ох уж эта пропаганда мать её так. Придумала солдат НАТО на наших границах и муссирует нещадно.;9;;;Ц4;0
2872;46888;222817;22229939;222815;25106701;11.07.2015 4:04;Кто у нас к НАТО положительно относится ?? Целых 12%. Это много.;3;;;Ж4;0
2873;46889;222819;284065102;222815;25106701;11.07.2015 4:11;Значит у них отрицательное отношение к России, это просто мнение людей, а у нас отрицательное отношение к западу, это последствия пропаганды... Приближение войск нато к нашим границам это нормально, а то что мы отстояли нашу базу ЧФ в Крыму, это агрессия. То что они активно помогали свергать законно избранного януковича, это демократия, а то что мы поддерживаем избранных на Донбассе ,Захарченко и Плотницкого,это опять агрессия. <br>Ну и нафига вообще какая то пропаганда, после таких их заявлений, чтоб плохо к ним относиться????;19;;;Ж4, Ч4;0
2874;46890;222820;54754598;222815;25106701;11.07.2015 4:11;удивительно что артобстрелы животворящие делают;1;;;Ц4;2
2875;46891;222821;58073896;222815;25106701;11.07.2015 4:12;Не пропаганда влияет, а жизненная реальность;2;;;Б4;1
2876;46892;222822;60474572;222815;25106701;11.07.2015 4:13;Ну не дебилы? Они против нас санкции вводят, осуждают на всех уровнях, а мы их любить должны? Точно дебилы!!!)));6;;;Л4, Ж4;0
2877;46893;222823;206551750;222815;25106701;11.07.2015 4:18;[id22229939|Виктор], как тебе это? http://vk.com/photo-25106701_371617960;1;;; - ; - 
2878;46894;222824;355742;222815;25106701;11.07.2015 4:25;Вот мне инткресно, какой процент Американцев и жителей ЕС положительно относится к Русским и России, без призмы нынешней власти ???!!!!;1;;;А4;1
2879;46895;222825;3209922;222815;25106701;11.07.2015 4:26;у мирошниченко горит пукан по жизни, ненужное гавно в этой жизни;0;;;Л3, Н3;4
2880;46896;222826;3209922;222815;25106701;11.07.2015 4:26;неудачнег;0;;;Л3 ;4
2881;46897;222827;22229939;222815;25106701;11.07.2015 4:29;[id206551750|Георг], что то вроде сувенира на память туристам. Ну или местным националистам польстить. Великая Германия спит и слава богу для всех. Если немцы снова будут строить Рейх, мало не покажется никому.;0;;;м4;4
2882;46898;222828;243282331;222815;25106701;11.07.2015 4:29;кого вообще волнует мнение общественности?;0;;;А4;1
2883;46899;222829;355742;222815;25106701;11.07.2015 4:30;[id284065102|Артем], мы же вада и быдло для них,  мнения своего иметь не можем, а вот какая нибудь сельская страна с населением меньше Питера типа Эстонии и Польши , они блядь белая кость человечества , они всегда правы....;0;;;Ж3, Ц4;2
2884;46900;222830;220130617;222815;25106701;11.07.2015 4:32;[id82853210|Сергей], а зачем?) Мудрые врагов не любят, а используют... )) А прекратят воду мутить - и мы им улыбнемся!)));1;;;П4;3
2885;46901;222833;220130617;222815;25106701;11.07.2015 4:45;[id82853210|Сергей], да ладно...)) Оставьте свои школярские помыслы))) Америкашки - тупая нация. Всю жизнь воруют чужие умы - за счет чего и существуют...;4;;;Ш3, Н4;3
2886;46902;222835;206551750;222815;25106701;11.07.2015 4:46;[id22229939|Виктор], эти футболки продают в Приморском крае.;0;;;Ж3 ;4
