;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интент-анализ;контент-анализ
12608;61704;203299;217356698;203298;25106701;28.05.2015 13:51;очередное мясцо подъехало;0;;Ц4;0
12609;61705;203300;277288767;203298;25106701;28.05.2015 13:51;Катасонов: Сбербанк и ВТБ финансируют карательную операцию американской хунты на Донбассе http://vk.com/video277288767_171799944;1;;с3;2
12610;61706;203301;1737400;203298;25106701;28.05.2015 13:51;Молодцы, еще тополь там посадить осталось.;7;;Ц4;1
12611;61707;203302;3048605;203298;25106701;28.05.2015 13:53;Кто-нибудь считает? В который раз мы там войска подтягиваем?;19;;Ц4;1
12612;61708;203303;202914766;203298;25106701;28.05.2015 13:53;Доживу ли я до момента, когда понятно кого, будут судить как военных преступников?;1;;с3,п4;2
12613;61709;203304;257145055;203298;25106701;28.05.2015 13:54;Отлично, неужели 2серия аттракциона опущенной хохлятины на весь мир готовится. Жду с нетерпением когда снова крошить хохлятину начнут, дебилов скакунов еще много осталось которых раз и навсегда угомонить нужно.;5;;Ц4, Л4, Е1;3
12614;61710;203305;261222112;203298;25106701;28.05.2015 13:54;Ну опять пошла писать губерния!;1;;Ш4;4
12615;61711;203306;82853210;203298;25106701;28.05.2015 13:54;[id202914766|Andrzej], не сомневайтесь.Время ускорилось...;0;;В3;3
12616;61712;203307;286019503;203298;25106701;28.05.2015 13:54;Что есть кроме слов? Опять трёп бабки у подъезда??;0;;Ж3, Н2;4
12617;61713;203308;942269;203298;25106701;28.05.2015 13:55;Разве не третья?<br>Иловайск<br>Дебальцево<br>???;1;;А3;2
12618;61714;203309;82853210;203298;25106701;28.05.2015 13:55;[id286019503|Николай], Вредные бабки объеденились против хорошего вовы...;0;;Ц4;4
12619;61715;203310;97811924;203298;25106701;28.05.2015 13:55;Пиздёжь. Кремль никогда не пойдёт на это. Он только чужими руками будет Донбасс  защищать . Как СССР раньше защищал Вьетнам. У СССР Вьетнам, у России Донбасс. Показательно.;1;;Б2, Ж4;2
12620;61716;203311;148099501;203298;25106701;28.05.2015 13:55;[id3048605|Сергей], По кругу ездят просто туда-сюда , ждут пока все  тополя  соберутся в одном месте , тогда уже не страшно против рванья из нацгвардии выступить );0;;и3,ш4;1
12621;61717;203312;284065102;203298;25106701;28.05.2015 13:57;Да.. Накачка с обеих сторон идет. Скоро видимо последний и решительный предстоит..., после которого украина ,как государство, прекратит наконец то свое жалкое существование.;10;;ц4,с3;2
12622;61718;203313;97811924;203298;25106701;28.05.2015 13:57;[id202914766|Andrzej], я думаю порошенка и компанию приютит у себя США и никто их не будет судить. Ну или же США их уберут. Но и такое маловероятно.;0;;и4;1
12623;61719;203314;223894132;203298;25106701;28.05.2015 13:58;Блин, а мне в армию скоро :(;1;;Е1;4
12624;61720;203316;193261720;203298;25106701;28.05.2015 13:58;[id257145055|Kostas], мы еще хохлокост устоим, а 1 сентября....снова в Киев )))));1;;С1, Ц4;3
12625;61721;203317;257145055;203298;25106701;28.05.2015 13:59;[id942269|Александр], пардон муа, действительно 3я серия аттракциона))) правда нужно что-нибудь новенькое, а то дохлая хохлятина в котлах уже не комильфо, нужно что-нибудь интересненькое скакунам приготовить, чтобы весь мир поржал над салоедами снова;0;;В3, С1, Л4;2
12626;61722;203318;257145055;203298;25106701;28.05.2015 14:00;[id193261720|Роман], у них кстати хохлокост в полном разгаре, эти дебилы вымирают бешеными темпами с момента распада СССР, таких придурков даже земля на себе носить не хочет;0;;Ц4, Л4;3
12627;61723;203320;162024517;203298;25106701;28.05.2015 14:02;[id257145055|Kostas], слушай ты знаток там вофка путин говорил что расиюя вставшая с колен а что она там делала?раком стояла или сосала?;0;;Ц4, Ж3;4
12628;61724;203321;265833614;203298;25106701;28.05.2015 14:03;А ничего,что в этом районе сейчас проходят учения;1;;Б2;0
12629;61725;203322;193261720;203298;25106701;28.05.2015 14:03;Не обижайся....я тоже от них не в восторге, потешные ребята. Но по человечески мне их жаль. Какими бы дол.....ми они не были....там народ мрет...я не пацифист, но поверь, то что твориться...это полная хрень;0;;Д3, Е4, Ч4;3
