;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;;
3047;26947;247413;155672209;247412;25106701;28.09.2015 16:31;тоже верно;0;;;Х2;0
3048;26948;247414;24833202;247412;25106701;28.09.2015 16:31;http://vk.com/photo-25106701_380800623;2;;; - ; - 
3049;26949;247415;292477243;247412;25106701;28.09.2015 16:31;ни о какой власти речи не идет..он делает всё что вернуть капиталы своих  подельников  в мировую экономику......иначе без этого его личное существование будет под большим вопросом ...;5;;;И4;1
3050;26950;247416;24833202;247412;25106701;28.09.2015 16:32;[id292477243|Фёдор], вы бредите?));6;;;Н3;3
3051;26951;247418;292477243;247412;25106701;28.09.2015 16:32;[id24833202|Татьяна], нет знаю наверняка.....ибо так и было еще в мою кремлевскую бытность;1;;;Ф3;3
3052;26952;247419;184504280;247412;25106701;28.09.2015 16:33;[id24833202|Татьяна], он еще и сумашедший);7;;;Н3;3
3053;26953;247420;24833202;247412;25106701;28.09.2015 16:33;[id292477243|Фёдор], хорошо,что вас там нет!)));6;;;Ц3;3
3054;26954;247421;292477243;247412;25106701;28.09.2015 16:33;[id24833202|Татьяна], как вам сказать ...до сих пор зовут назад .....;1;;;Е1;3
3055;26955;247422;30685043;247412;25106701;28.09.2015 16:34;[id292477243|Фёдор], я так понимаю, что утренний приём лекарств вы проспали?;9;;;Ц3;3
3056;26956;247423;292477243;247412;25106701;28.09.2015 16:34;Главное вы лучше учите чеченский....вам с новым президентом это понадобится;2;;;м3;3
3057;26957;247424;292477243;247412;25106701;28.09.2015 16:35;[id30685043|Илья], главное вы приняли всё вовремя .....главное не выключайте телевизор на долго;2;;;Ц3;3
3058;26958;247425;372112;247412;25106701;28.09.2015 16:37;;0;;; - ; - 
3059;26959;247426;23325630;247412;25106701;28.09.2015 16:38;Да что эта Анька себе позволяет?! Она наехала на Генри нашего Киссинджера! Да ещё и феминистка по-ходу. Сжечь ведьму!;1;;;ц2;1
3060;26960;247427;23325630;247412;25106701;28.09.2015 16:41;[id292477243|Фёдор], просветите, пожалуйста, каким образом вмешательство России в сирийский бардак поможет друзьям Путина вернуться в мировую экономику и с чего Вы взяли, что их оттуда кто-то изгнал;1;;;А3;0
3061;26961;247428;5589573;247412;25106701;28.09.2015 16:41;Какая же глупость. ?? Даже стыдно ??;0;;;Н2;0
3062;26962;247429;24833202;247412;25106701;28.09.2015 16:41;[id292477243|Фёдор], вы еще и вангуете?));1;;;Ц3;3
3063;26963;247430;292477243;247412;25106701;28.09.2015 16:43;[id24833202|Татьяна], в данном контексте ....озвучиваю ваше вполне себе недалекое будущее .....??;1;;;Ф3;3
3064;26964;247431;224579200;247412;25106701;28.09.2015 16:43;[id292477243|Фёдор], в кремлевскую ватность;0;;;Н3;4
3065;26965;247432;18799690;247412;25106701;28.09.2015 16:43;пикейные жилеты: главное не совать пальцы куда не надо;0;;;ц4;4
3066;26966;247433;292477243;247412;25106701;28.09.2015 16:45;[id23325630|Алексей], по Сирии,  сказали надо  , насчет возврата в экономическое поле, надеюсь вам знакомо понятие  деньги должны работать , вот у них они не работают......пока ....;1;;;Ж3;1
3067;26967;247434;18499403;247412;25106701;28.09.2015 16:49;[id292477243|Фёдор], все хорошо мы Вам верим, только не нервничайте и успокойтесь. Хорошо что хоть Вы нам на все глаза отрыли на всю истину!! На всю правду!!! Вот был честный человек в Кремле и то не удержали сволочи!;1;;;Ц3;3
3068;26968;247435;23325630;247412;25106701;28.09.2015 16:50;[id292477243|Фёдор], если я не ошибаюсь, то только у Ротенберга счета и виллу в Италии арестовали, у остальных вроде всё нормально, перевели парни деньги в банки Гонконга и продолжают торговать нефтью с газом;0;;;Ж3;2
3069;26969;247436;292477243;247412;25106701;28.09.2015 16:50;[id18499403|Николай], полно те ....я вообще никогда не нервничаю....;1;;;Е1;4
3070;26970;247437;292477243;247412;25106701;28.09.2015 16:51;[id23325630|Алексей], те кому сказали  уйти в кэш  сделали и обошлись минимальными потерями....но знаете ли как и в любом  обществе  хватает своих упоротых перонажей.....;1;;;Ж3;3
3071;26971;247438;232721956;247412;25106701;28.09.2015 16:54;[id18499403|Николай], хотя я его никогда не видел в Кремле то :));0;;;Ц3;4
3072;26972;247440;18499403;247412;25106701;28.09.2015 16:54;[id292477243|Фёдор], Это что же получается Вы и в Кремле работали и за Отчизну не переживали??? Не переживали за чаяния нас простых людей?? не хорошо получается как-то Федор...бюрократично.. )));1;;;Ц3;4
3073;26973;247441;292477243;247412;25106701;28.09.2015 16:56;[id18499403|Николай], в отличии от большинства  кремлёвских  они были  выбраны  простыми людьми...я же оказался там в несколько иной ипостаси...;1;;;Е1;4
3074;26974;247442;173811279;247412;25106701;28.09.2015 16:56;Ржал до слез ... Что касаемо вины России по Сирии )) маразм крепчает...;0;;;ш2,ж4;0
3075;26975;247443;24833202;247412;25106701;28.09.2015 16:58;[id292477243|Фёдор], вы озвучиваете свой бред...соболезную)));0;;;Н3;4
3076;26976;247444;292477243;247412;25106701;28.09.2015 16:59;только Темнейший в силу некоторых черт  компетентности  несколько не представляет характер Башара Асада и ему подобных......;1;;;Ж4;3
3077;26977;247445;292477243;247412;25106701;28.09.2015 16:59;[id24833202|Татьяна], ваше право так думать ....но время оно знаете ли идет так как должно идти...;1;;;Ж3;3
3078;26978;247446;18499403;247412;25106701;28.09.2015 17:02;[id292477243|Фёдор], Очень как-то все сложно Федор...Впрочем я понимаю военная-кремлевская тайна...;0;;;Ц3;4
3079;26979;247447;206599206;247412;25106701;28.09.2015 17:03;От быта в кремле до интернет тролля! Эволюция! ??;1;;;Н3;4
3080;26980;247448;292477243;247412;25106701;28.09.2015 17:08;[id18499403|Николай], ни какой тайны ....мне совершенно всё равно под какой вывеской работать, Кремль, 10'Downing St, 1600 Pennsylvania Ave. стол-стул-лэптоп-телефон....одинаковы везде ....;1;;;Е1;4
3081;26981;247449;292477243;247412;25106701;28.09.2015 17:08;[id206599206|Kiljaeden], рыбак рыбака? ??;1;;;Н3;4
3082;26982;247450;253857142;247412;25106701;28.09.2015 17:09;Ох,ИноСМИ,вы просто как заезженная пластинка...Ду-ду,ду-ду,ду-ду...Бездарные у вас журналюги.Интересной статьи написать не в силах.;0;;;ч2;3
3083;26983;247451;18499403;247412;25106701;28.09.2015 17:10;[id292477243|Фёдор], Ух ты..... Федор. Все, Федор, Вы меня поразили, ухожу плакать. Но таблетки все-таки не забывайте принимать!;0;;;Ц3;4
3084;26984;247452;292477243;247412;25106701;28.09.2015 17:11;[id253857142|Евгения], так в чем же дело ...покажите высокий класс....напишите сами...;1;;;Р3;4
3085;26985;247453;206599206;247412;25106701;28.09.2015 17:11;[id18499403|Николай], он напишет любую чушь, лишь бы вы ему возражали.;0;;;Д3;4
