;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интенет-анализ;контент-анализ
2155;53104;214260;155373054;214259;25106701;20.06.2015 21:06;Система тем и страшна,что подчиняется карлику-деспоту;3;;у4;0
2156;53105;214261;82853210;214259;25106701;20.06.2015 21:07;http://vk.com/photo-41233427_370706991;6;;;
2157;53106;214262;260390053;214259;25106701;20.06.2015 21:10;И так всем пиздец будет от пару ядерок;0;;м4;0
2158;53107;214263;150776594;214259;25106701;20.06.2015 21:10;оружие в руках психопата..так и живём..);1;;ш1;0
2159;53108;214264;82396598;214259;25106701;20.06.2015 21:11;[id155373054|Дмитрий], да это ты просто ущербный по жизни;3;;л3;3
2160;53109;214265;133544833;214259;25106701;20.06.2015 21:11;Денег не хватит;0;;н4;0
2161;53110;214266;154113037;214259;25106701;20.06.2015 21:11;[id155373054|Дмитрий], у тебя есть предложения.........может ты сядешь за ру<br>ль???? не обосрись только писарь комнатный;3;;с3, л3;4
2162;53111;214267;82396598;214259;25106701;20.06.2015 21:12;Оооо, троллей сколько набежало;3;;а3, н3;4
2163;53112;214269;82853210;214259;25106701;20.06.2015 21:13;[id82396598|Алексей], а мне то что жалуешься на конкурентов ? Куратору пиши...;2;;ц3;4
2164;53113;214270;82396598;214259;25106701;20.06.2015 21:14;[id154113037|Светлана], такие комментарии только тролли или полные не удачники по жизни оставляют. Так что не обращай внимание на колеку;0;;л3,г3;4
2165;53114;214271;154113037;214259;25106701;20.06.2015 21:14;[id82396598|Алексей], :)))))));1;;д3;3
2166;53115;214272;202063526;214259;25106701;20.06.2015 21:14;[id155373054|Дмитрий], для таких как ты этот карлик деспот страшен!;2;;т3;3
2167;53116;214273;58362577;214259;25106701;20.06.2015 21:14;http://vk.com/photo58362577_368147262;3;;;
2168;53117;214274;234836024;214259;25106701;20.06.2015 21:15;Как вам нестыдна ,;0;;п3;3
2169;53118;214275;82396598;214259;25106701;20.06.2015 21:15;[id82853210|Сергей], сознался, молодец. У меня нет куратора или начальника. Я сам начальник)));0;;е3;4
2170;53119;214276;103098264;214259;25106701;20.06.2015 21:16;http://vk.com/photo-25106701_369385466;0;;;
2171;53120;214277;82853210;214259;25106701;20.06.2015 21:16;[id82396598|Алексей], верю ! Кому такой дурак нах нужен ?;0;;л3;4
2172;53121;214279;82396598;214259;25106701;20.06.2015 21:17;[id82853210|Сергей], вот вот) я к себе таких дураков не беру;0;;е3;4
2173;53122;214280;1630004;214259;25106701;20.06.2015 21:18;Надежда,нечем платить за квартиру?Но вы в инете.Странно.Взяли в кредит?;3;;ш3;4
2174;53123;214281;82396598;214259;25106701;20.06.2015 21:18;[id103098264|Надежда], будет правильно написать- пиздуй работать. А олени пусть болт сосут и пишут, что Путин виноват;3;;л3;4
2175;53124;214282;82853210;214259;25106701;20.06.2015 21:18;[id82396598|Алексей], В дурдоме по этажам...!-й недоумки.2-й дебилы. 3-й идиоты.4-й Алексей Попов !!! в одиночестве...;1;;л3;4
2176;53125;214283;57757243;214259;25106701;20.06.2015 21:19;Зачем говорить о гонке вооружений,когда все и так знают что Россия будет на первом месте!это америкосы и европейцы себя так утешают,что типо способны конкурировать с нами.смешные бля);3;;о1;0
2177;53126;214284;26458442;214259;25106701;20.06.2015 21:19;[id155373054|Дмитрий], да здравствует В В Путин!!!);3;;о4;2
