;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интент-анализ;контент-анализ
3678;12771;264234;90304371;264233;25106701;15.12.2015 15:02;балабол http://vk.com/doc90304371_437078466;5;;н4;1
3679;12772;264235;327925554;264233;25106701;15.12.2015 15:03;Пусть попробует )));0;;Ш4;1
3680;12773;264236;41083702;264233;25106701;15.12.2015 15:03;Вот она сущьность западенцев я готов и я уложу но только там, где и дальше пошли условия. И вообще это кто такой?;3;;Ж4;2
3681;12774;264238;14721989;264233;25106701;15.12.2015 15:03;ну, как бы президент не обязан быть крутым спортсменом. спорт - хорошее и похвальное дело. уж точно лучше, чем пьянство.<br><br>а было бы интересно ));11;;Ж4, Б2;1
3682;12775;264240;41764449;264233;25106701;15.12.2015 15:05;ну чо, жаль помер Ельцин, а то его Борис Беккер мог бы на поединок по теннису вызвать. <br><br>Позерство;10;;Ш2;2
3683;12776;264241;14721989;264233;25106701;15.12.2015 15:05;[id41083702|Рустам], ну выйди на красную площаь и ори, что уложишь путена прямо здесь - герой что ли? вот человек разумные слова сказал - нет, надо г-но лить. <br><br>давай-давай, попробуй исправить ошибку  западенца . тогда и квакай. а так - это ты здесь балабол.;1;;Б3, Ч3;3
3684;12777;264242;113843619;264233;25106701;15.12.2015 15:05;а этот му*ак Уиттс, случаем, никакой страной не управляет, примерно соразмерной России? Это так в нагрузку.Чтоб на равных были!;2;;Ж4, Л4;1
3685;12778;264243;59327804;264233;25106701;15.12.2015 15:05;Путин был чемпионом Питера по дзюдо, как-никак.;0;;И4;2
3686;12779;264244;7589512;264233;25106701;15.12.2015 15:06;Моська, знать она сильна... (с);1;;Ш4;2
3687;12780;264245;4529881;264233;25106701;15.12.2015 15:06;[id41764449|Али], Ельцин был профессиональным волейболистом, а не теннисистом.;0;;Б3;3
3688;12781;264246;104508564;264233;25106701;15.12.2015 15:07;пиар- ход;0;;Н4;2
3689;12782;264247;26471854;264233;25106701;15.12.2015 15:07;Я вызываю Уитса на игру в нарды. Я тебя уделаю Бенджамин!;5;;Ц4;3
3690;12783;264248;4529881;264233;25106701;15.12.2015 15:07;[id14721989|Евгений], Путин - мастер спорта в двух видах спорта, это более чем крутой спортсмен.;0;;Х4;1
3691;12784;264249;231643953;264233;25106701;15.12.2015 15:07;Спортсмен может и липовый, но где он а где этот гладиатор;1;;Н4;1
3692;12785;264250;113843619;264233;25106701;15.12.2015 15:08;[id4529881|Роман], обладателем зеленого пояса по алко-ралли он был;1;;Ц4, Б3 ;3
3693;12786;264251;4529881;264233;25106701;15.12.2015 15:08;[id231643953|Наталья], в СССР получить липовое звание  Мастера спорта  было невозможно.;3;;Б3;3
3694;12787;264252;14721989;264233;25106701;15.12.2015 15:09;[id4529881|Роман], я против путина во власти, но за путина, как человека. во многом он действительно молодец.<br><br> хочу такого, как путин, чтобы не пил  - довольно-таки разумные слова ));0;;Ж4;3
3695;12788;264254;231643953;264233;25106701;15.12.2015 15:10;[id4529881|Роман], так Путин кажись самбист.;0;;Б3;2
