;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;;
6851;83503;175727;43601036;175726;25106701;18.03.2015 18:21;и слава Богу);8;;;Х4;0
6852;83504;175728;197803872;175726;25106701;18.03.2015 18:21;До 18 года наш президент все СМИ сделает правдивыми!Удачи ему.;6;;;Ц4;1
6853;83505;175729;267600645;175726;25106701;18.03.2015 18:22;Слава России Путину Слава!!!????????????????;6;;;Ж4;1
6854;83506;175731;265959305;175726;25106701;18.03.2015 18:23;[id197803872|Аня], а ваш это кто, и что у тебя с аввой?;1;;;ш3;4
6855;83507;175732;274871613;175726;25106701;18.03.2015 18:23;[id197803872|Аня], у нас много правдивых СМИ?;1;;;А3;3
6856;83508;175733;5305110;175726;25106701;18.03.2015 18:24;[id265959305|Garry], не стоит спорить с ботом, он денюжку отрабатывает;2;;;Щ3;4
6857;83509;175734;3616430;175726;25106701;18.03.2015 18:24;Правдивых СМИ нет нигде. Ни у нас, ни на Западе.;5;;;И4;3
6858;83510;175735;236865180;175726;25106701;18.03.2015 18:25;У Вас откуда такие сведения.;0;;;А3;3
6859;83511;175737;212022179;175726;25106701;18.03.2015 18:26;Не такой уж долгий срок!!!Раздался робкий голос из Казахстана)));16;;;Ш1;3
6860;83512;175738;82697016;175726;25106701;18.03.2015 18:27;Запад мечтает вслух..;0;;;Ц4;1
6861;83513;175740;28046035;175726;25106701;18.03.2015 18:27;https://vk.com/kolomoisky_ua?w=wall-70102078_1520411;0;;; - ;  -
6862;83514;175741;289812496;175726;25106701;18.03.2015 18:27;угу, много ?? чего только стоит 100 гривен с Гитлером от  Роисси-1  ??;1;;;с3;3
6863;83515;175742;288157629;175726;25106701;18.03.2015 18:28;Джакопо де Болонья. Фреска  Страшный суд  (фрагмент). 1350 г. Второй зверь апокалипсиса. http://vk.com/photo288157629_357928879;4;;;Ж4;3
6864;83516;175743;265959305;175726;25106701;18.03.2015 18:29;[id5305110|Василий], нужно, сила в слове.;0;;;П3;3
6865;83517;175744;5763003;175726;25106701;18.03.2015 18:29;Альтернативы ему, лично я, не вижу. На Западе даже рядом никто не стоит.;9;;;Е1, И4;2
6866;83518;175746;224579200;175726;25106701;18.03.2015 18:31;100 % будет править до смерти, только вот когда?;0;;;ш4;0
6867;83519;175748;261886067;175726;25106701;18.03.2015 18:31;На западе от зависти что в России такой лидер не знают что и писать и какую гадость написать по отношению к России .;9;;;Ж4;3
6868;83520;175749;224579200;175726;25106701;18.03.2015 18:32;[id265959305|Garry], наверное идивидуалка;0;;;Ц3;3
6869;83521;175750;5305110;175726;25106701;18.03.2015 18:32;[id261886067|Владимир], а Владимир Нестеренко не знает, как расставлять запятые;0;;;Н3;4
6870;83522;175751;16370093;175726;25106701;18.03.2015 18:33;рашкин наш президент.;0;;;Ц4;3
6871;83523;175755;17977334;175726;25106701;18.03.2015 18:35;такой животрепещущий вопрос навряд ли можно будет обсудить  спокойно (с) . )) тонкий тролинг от редакции оценен )) дабудет срач ));0;;;Ц3;4
6872;83524;175757;55380421;175726;25106701;18.03.2015 18:36;[id5305110|Василий], он сам бот.Бот спорит с ботом,все нормально;0;;;Щ3;4
6873;83525;175758;261886067;175726;25106701;18.03.2015 18:36;[id288157629|Леонид], Это же копия Обамы .;0;;;И3;3
6874;83526;175759;147633360;175726;25106701;18.03.2015 18:39;Благодаря ему простой мужик дешевле гострабайтера .<br>Он же рузке;0;;;Ч4;1
6875;83527;175760;261886067;175726;25106701;18.03.2015 18:39;[id5305110|Василий], Чия бы корова мычала а твоя бы молчала !;1;;;Ш3;4
