;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интент-анализ;контент-анализ
13588;21931;253165;197861201;253164;25106701;17.10.2015 6:40;ИНОСМИ, конечно, всегда обо всех всё знают. Придумали бы что-нибудь более экстравагантное, про инопланетян, например, а то сплошная преснятина.;8;;п2,ч2;0
13589;21932;253167;21588797;253164;25106701;17.10.2015 6:42;[id197861201|Александра], это вообще то переводы;20;;ж3;3
13590;21933;253169;234244365;253164;25106701;17.10.2015 6:43;А разве США, Франция и другие  образцы  демократии не пользуются услугами наемников?;2;;с3;3
13591;21934;253171;197861201;253164;25106701;17.10.2015 6:46;Да поняла я, поняла, что это переводы. ??. Я и так знаю, без прочтения (хоть и не ясновидящая), что пишут ИНОСМИ.;0;;е1;3
13592;21935;253172;35293624;253164;25106701;17.10.2015 6:47;Александры ?;4;;а3;3
13593;21936;253174;165266193;253164;25106701;17.10.2015 6:51;Ну да слышали. Конная бурятская, бронетанковая, дивизия милиции...??;3;;ш4;1
13594;21937;253175;136363490;253164;25106701;17.10.2015 6:52;Пущяй поедут и посмотрят кто там воюет,только ведь не поедут- очко то не железное.;0;;н2;0
13595;21938;253176;82853210;253164;25106701;17.10.2015 6:53;О этом все в курсе кроме платных ботов и дебило-патриотов Им Киселев сказал...;4;;ч2;0
13596;21939;253177;19399360;253164;25106701;17.10.2015 7:11;.... и это все в то время когда американские демократы наши нефть;2;;ш4;0
13597;21940;253178;3282735;253164;25106701;17.10.2015 7:17;Да пусть воюют ))) меньше ебанутых по улицам ходит;4;;в4;0
13598;21941;253181;168752089;253164;25106701;17.10.2015 7:26;Ждем в Сирии котлов);4;;ш4;0
13599;21942;253182;221420710;253164;25106701;17.10.2015 7:27;В России слишком много дефективного биоматериала, который как-то надо утилизировать. Все же, при всех минусах использования быдлосолдат из непомерного российского люмпенского поголовья, гораздо рациональнее утилизировать этот биомусор за пределами РФ, чем внутри страны. Просто залежи неубранного мусора имеют тенденцию к самовозгоранию, а учитывая, что нынешняя российская экономическая система приближается явно не к эре процветания, надо успеть избавиться от максимального количества горючего биоматериала. Сирия - вполне подходящая свалка цивилизационных отходов для этой цели.;6;;с3,л4;2
13600;21943;253183;65844971;253164;25106701;17.10.2015 7:31;[id221420710|Alexander], http://vk.com/doc65844971_354254618;18;;;
13601;21944;253184;263807951;253164;25106701;17.10.2015 7:38;Всегда во всех подобных конфликтах воюют наемники , Англия , пендостан, Франция и тд, если Вы думаете что там обычные таксисты, штукатуры и фермеры , то Вы ошибаетесь такого не бывает !;5;;п3;2
13602;21945;253185;27958228;253164;25106701;17.10.2015 7:42;солдаты удачи!;1;;в3;1
13603;21946;253186;27958228;253164;25106701;17.10.2015 7:43;[id221420710|Alexander], ну ты и пизданул!!?? биоматериал ты наш?;13;;л3;3
13604;21947;253187;42003678;253164;25106701;17.10.2015 7:46;сражаться за Родину и сражаться за Путина (за деньги) это не одно и тоже;3;;п3;2
13605;21948;253188;151875207;253164;25106701;17.10.2015 7:51;[id221420710|Alexander], ты себя то к какой категории относишь? БиоЭлита, наверное?;5;;а3,л3;3
13606;21949;253189;7338081;253164;25106701;17.10.2015 8:04;[id221420710|Alexander], привет, бендеровец!;0;;л3;4
13607;21950;253190;278940553;253164;25106701;17.10.2015 8:10;Обеспокоенны американцы, тем, что игил может скоро исчезнуть;2;;н4;3
13608;21951;253193;325734127;253164;25106701;17.10.2015 8:23;[id197861201|Александра], при чем здесь ИноСМИ?;0;;а3 ;3
13609;21952;253194;197861201;253164;25106701;17.10.2015 8:36;[id325734127|Герасим], вверху было так написано (или внизу - не помню);0;;ж3;3
13610;21953;253195;15232818;253164;25106701;17.10.2015 8:42;А статья то вовсе не о добровольцах, а о использовании НКО в информационных войнах. Причём в этом обвиняются Венесуэла и Россия, а пор то, что это США первопроходец в данной области - ни слова;0;;т2;0
13611;21954;253196;265801388;253164;25106701;17.10.2015 8:49;[id151875207|Андрей], он просто ЧЁРТ !!!;1;;л3;4
13612;21955;253197;176521513;253164;25106701;17.10.2015 8:51;[id221420710|Alexander], ух ты, какой же ядреный социал-дарвинист в коментах нарисовался! ??<br>Завязывай бухать быдляк, а то с работы погонят.;0;;л3;4
13613;21956;253198;176521513;253164;25106701;17.10.2015 8:55;[id42003678|Алексей], ну да, в Чечне или в Грузии выиграли войны вопреки Путину.<br>Где-то я подобное уже читал, только там про Сталина было, ничего новенького ты не придумал, скушный ты.;2;;н3;3
13614;21957;253199;27958228;253164;25106701;17.10.2015 8:58;[id42003678|Алексей], ВРЕМЕНА ЭНТУЗИАЗМА И ГИБЕЛИ ЗА ИДЕИ ПРОШЛИ;0;;п4;3
13615;21958;253200;299672363;253164;25106701;17.10.2015 8:58;[id82853210|Сергей], и это говорит самый проплаченый одноклеточный дебило-паириот, который за деньги в рот берёт?;1;;л3;4
13616;21959;253201;119666138;253164;25106701;17.10.2015 9:32;Превосходная возможность продемонстрировать возможности наших бойцов, мы показали что можем ракетами и самолётами, но что бы все окончательно обосрались ребятки красиво их в ручную перестреляют;1;;м4;1
13617;21960;253202;182177164;253164;25106701;17.10.2015 9:50;[id234244365|Александр], разумеется, пользуются. В той же Сирии. Собственно, возмущенное недоумение Запада российскими действиями было вызвано тем, что Москва тоже стала играть в эти игры. <br>- Как же ж? Нельзя же ж! <br>- Почему, собственно?<br><br>В целом, автор статьи (с помощью Оруэлла и прочих) верно подметил лицемерие современной политики, но проблема шире: люди имитируют всё. Образование, культуру, ...всё, ...цивилизацию. Сам автор, когда пишет, что  добровольцы  _в реальности_ либо солдаты, либо наемники, не удосуживается предъявить эту  реальность  публике. Потому что эта  реальность , по сути, опять имитация реальности,  правильное мнение  продвигаемое СМИ.;7;;ч2;0
13618;21961;253206;45049366;253164;25106701;17.10.2015 10:31;[id42003678|Алексей], да сейчас все Родиной прикрывают;1;;ж3;2
13619;21962;253208;316530684;253164;25106701;17.10.2015 10:44;[id299672363|Товарищ], Он за печенки);0;;ш3;3
13620;21963;253209;92832370;253164;25106701;17.10.2015 10:52;В прошлом году в России был принят закон о частных военных компаниях...;0;;и4;1
13621;21964;253210;20545774;253164;25106701;17.10.2015 10:54;Американцы про себя пишут;0;;щ4;2
13622;21965;253214;267361595;253164;25106701;17.10.2015 11:46;[id221420710|Alexander], ты графоман. Лечись!;0;;л3;4
13623;21966;253215;41491268;253164;25106701;17.10.2015 11:53;Да пусть все эти террористы (ополченцы) сдохнут под пулями в Сирии! России надо избавиться от этой террористической чумы!;0;;ж4;0
