;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;;
10564;81646;177821;126536227;177820;25106701;22.03.2015 17:08;Рррразрыв шаблона!<br>П.С. Осталось дождаться, когда они поймут, что мы вовсе не ущемляем крымских татар - просто гоняем исламистов из запрещённых организаций. ??;5;;;Х4;1
10565;81647;177822;38739296;177820;25106701;22.03.2015 17:09;Лучше поздно понять чем никогда );2;;;Х4;1
10566;81648;177823;197803872;177820;25106701;22.03.2015 17:20;Крым вернулся домой,а дома может быть и хорошо и плохо...но это же дома!;13;;;П4;1
10567;81649;177825;2178925;177820;25106701;22.03.2015 17:24;Правду не утаишь, рано или поздно она будет очевидна для всего Запада.;1;;;П4;1
10568;81650;177827;41491268;177820;25106701;22.03.2015 17:31;Проститутки эти граждане. Не нравилось им быть гражданами Украины, то надо было выезжать в мою страну поселятся на Дальнем Востоке и получать гражданство РФ! Так нет, они предали страну и заставили меня себя содержать! Но всё придёт на свои места.. россияне постепенно трезвеют и от Крыма откажутся. Пусть потом живут сами по себе! А перед этим пригласим туда Чеченцев, и они под крики о Русском мире будут крымских проституток снашать! Но это пока мечты!;4;;;Ч4, М4;2
10569;81651;177828;90556654;177820;25106701;22.03.2015 17:38;[id41491268|Софрон], очень толсто);5;;;Ш3;3
10570;81652;177829;274669192;177820;25106701;22.03.2015 17:39;[id41491268|Софрон],  ...заставили меня себя содержать?!! , Вы сами протрезвейте сначала)))) А Крым,уж, не пропадет.;4;;;Б3;1
10571;81653;177830;22721007;177820;25106701;22.03.2015 17:39;[id41491268|Софрон], закусывать надо!;4;;;Н3;3
10572;81654;177831;63593871;177820;25106701;22.03.2015 17:42;в западных СМИ начали появляться мнения которые сильно раздражают некоторых украинцев....визжат до одури....;0;;;щ4;3
10573;81655;177832;41491268;177820;25106701;22.03.2015 17:43;[id274669192|Галина], Конечно, Крым не пропадёт, Вся Россия матушка теперь этот гнойник содержит, Кровососы теперь живут за счёт Рязани, Краснодара, Новосибирска, Красноярска, Хабаровска и других регионов России! ((( Спасибо Крыму за обнищание Российских Валютных ипотечников, За разорение мелкого бизнеса России, за Рост цен и обвал Рубля! Дорогие слишком крымские проститутки оказались!;2;;;т4,с3;3
10574;81656;177833;75805944;177820;25106701;22.03.2015 17:44;Ложкину популярно... http://vk.com/video5195241_171064173 http://vk.com/video-41821502_171046886;1;;; - ; - 
10575;81657;177835;86421755;177820;25106701;22.03.2015 17:48;http://vk.com/photo-25106701_357233356;1;;; - ; - 
10576;81658;177836;126536227;177820;25106701;22.03.2015 17:48;[id41491268|Софрон], пшёл вон, шавка.;1;;;Г3, Л3;4
10577;81659;177837;41491268;177820;25106701;22.03.2015 17:50;[id126536227|Григорий], Любезный иди соси!;0;;;л3;4
10578;81660;177838;126536227;177820;25106701;22.03.2015 17:51;[id41491268|Софрон], http://vk.com/photo-25106701_357233719;0;;; - ; - 
10579;81661;177840;134713123;177820;25106701;22.03.2015 17:57;[id41491268|Софрон], НЕ ДОЖДЁШЬСЯ! Россия и Крым навсегда вместе. А ты можешь уматывать из России, никто тебя не держит, раз тебя кто-то заставляет кого-то кормить. Корми Украину, она к этому привыкла. Её всегда кто-то кормит.;4;;;Г3;3
10580;81662;177841;41491268;177820;25106701;22.03.2015 18:01;Да здравствует рост цен! Сокращение рабочих мест! Да здравствует нехватка импортных лекарств! Пусть воссияет разорение мелкого бизнеса! Пусть обезлюдит окончательно Дальний Восток! Пусть рубль обвалится ещё в два раза по отношению к доллару! Пусть всё дорожает! Зато теперь Мы воссоединились с Крымом, сами будем недоедать зато этих попуасов русскоязычных накормим и озолотим!!!! Ура товарищи! Вперёд весь мир теперь будем искандерами шантажировать!!!!!;0;;;с3;3
10581;81663;177842;41491268;177820;25106701;22.03.2015 18:03;[id134713123|Елена], Как я хочу чтоб вы Раком заболели и на Вас как для десятков тысяч Россиян страдающих этим недугом лекарств не хватило.. так как деньги на содержание Крыма ушли! Немцы тоже Гитлеру радовались и его приобретениям!!! ((;0;;;М3;3
10582;81664;177843;134713123;177820;25106701;22.03.2015 18:03;[id41491268|Софрон], спасибо за добрые пожелания! Желаю вам того же!;2;;;Г3;4
10583;81665;177844;41491268;177820;25106701;22.03.2015 18:04;Спасибо скудоумная барышня!;0;;;Л3;4
10584;81666;177845;1841463;177820;25106701;22.03.2015 18:05;[id41491268|Софрон], и что? Много заработал уже? Если много, то переезжай в украину или в европу. Там вам и место.;2;;;А3;4
10585;81667;177846;41491268;177820;25106701;22.03.2015 18:07;[id1841463|Виктор], Ну дураков в моей стране много.. И деньги они мне исправно приносят!!! Только вот меня совесть пока мучает у них последнее забирать.. Но с этим недостатком я уже борюсь!!! Микро кредиты мои тупые соотечественники пока берут .. )));0;;;е1,с3;4
10586;81668;177847;165363638;177820;25106701;22.03.2015 18:21;[id41491268|Софрон], у тупых и соотечественники тупые, и таки да, в твоей стране дураков много ))))) К счастью, мы живём в разных странах.;1;;;Ц3;4
10587;81669;177848;117685116;177820;25106701;22.03.2015 18:30;[id75805944|Валерий], Бесполезно объяснять, он либо идиот, либо бабло отрабатывает. Таким даже отвечать не стоит........ На майдане ему самое место......;1;;;Н3;4
10588;81670;177849;6364046;177820;25106701;22.03.2015 18:38;эко Сафрона плющит и таращит :) первый раз вижу сказочно богатого человека, истерящего в споре с простыми смертными в интернете итак беспокоящегося о повышении цен на продукты :);3;;;Ц3;4
10589;81671;177850;58073896;177820;25106701;22.03.2015 18:57;Избави бог от этаких  друзей !;5;;;Г4;4
10590;81672;177902;238865836;177820;25106701;22.03.2015 22:10;[id41491268|Софрон], это не мечты, это диагноз;0;;;Н3;4
10591;81673;177904;287804305;177820;25106701;23.03.2015 1:48;Подкиньте им блинов на лопате, они в РФ на всю жизнь пропишутся;0;;;Ц3;4
10592;81674;177905;11326792;177820;25106701;23.03.2015 2:24;[id287804305|Мишка], они и так в РФ. В субъектах федерации  республика Крым  и  город Севастополь .;0;;;Ж3;3
