;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Интент-анализ;контент-анализ
11832;55504;211007;82853210;211006;25106701;13.06.2015 14:35;...Или ишак сдохнет,или падишах помрёт ...(с) Ходжа Нассретдин.;7;;Ж4;0
11833;55505;211009;35102528;211006;25106701;13.06.2015 14:37;это если до 20 года не будет других многоходовочек;5;;И4;1
11834;55506;211010;17640761;211006;25106701;13.06.2015 14:40;к 2020 году России пора бы думать о легковых самолетах, почему нет?)) ??;1;;Ш4;1
11835;55507;211011;178736672;211006;25106701;13.06.2015 14:41;Прорицатели хреновы... Которые не знают что через час будет...;4;;Н2;2
11836;55508;211012;82853210;211006;25106701;13.06.2015 14:43;После них опять с примусов начинать придется...;1;;и4;1
11837;55509;211015;40880;211006;25106701;13.06.2015 14:51;к 20-ому еще один крисис будет;0;;и4;2
11838;55510;211018;218647862;211006;25106701;13.06.2015 14:53;Велосипеды рулят;0;;ш4;1
11839;55511;211019;82853210;211006;25106701;13.06.2015 14:56;Китайские...Пока за нефть платят...;0;;ж4;1
11840;55512;211048;305237439;211006;25106701;13.06.2015 17:42;Укропы и идиоты им сочувствующие радуются любому негативному прогнозу по России. Раньше это были обиженки из Прибалтики теперь еще и эти дебилы добивились со своим   Во всем виноват Путин .;4;;Ж4;2
11841;55513;211112;305237439;211006;25106701;13.06.2015 19:48;[id177613378|Тарлан], избавьте меня от вашей  либерастии  пожалуйста.;2;;Г3;3
11842;55514;211145;193252301;211006;25106701;13.06.2015 21:40;[id177613378|Тарлан], вас послушать так все Российское это плохо...... наверно лучше не слушать :);0;;Б3;3
11843;55515;211150;234999807;211006;25106701;13.06.2015 22:33;[id193252301|Владимир], ему за это и платят);0;;н3;3
11844;55516;211151;193252301;211006;25106701;13.06.2015 22:42;[id234999807|Василий], он из диванных войск, они за идею обсерают все, не думая что несут :);0;;Н3;3
11845;55517;211153;898857;211006;25106701;14.06.2015 1:03;[id82853210|Сергей], отсосешь за сотку?;0;;а3,л3;3
11846;55518;211154;82853210;211006;25106701;14.06.2015 1:04;[id898857|Дмитрий], кто о чем,а ты о своём !!! Соси сам,Неандерталец,вот уж в этом я тебе не конкурент.Привет плешивому...;0;;л3;3
11847;55519;211155;82853210;211006;25106701;14.06.2015 1:07;[id898857|Дмитрий], скоро вместе с ним будешь отсасывать...По четным у Амеров,а по не четным у Китайцев...;0;;И3,л3;3
11848;55520;211156;898857;211006;25106701;14.06.2015 1:13;[id82853210|Сергей], ??;1;;а3;3
11849;55521;211164;27109832;211006;25106701;14.06.2015 2:53;[id82853210|Сергей], https://pp.vk.me/c625426/v625426903/36761/HifV56A85Jk.jpg http://vk.com/photo-25106701_368658933;1;;;
11850;55522;211179;274871613;211006;25106701;14.06.2015 8:42;[id305237439|Владимир], то есть глава государства не отвечает за то, что творится в его государстве?;1;;а3;3
11851;55523;211271;32145486;211006;25106701;14.06.2015 13:15;[id177613378|Тарлан], а ты разжигатель межнациональной розни. На таком крупном инф. источнике такую крамолу выкладываешь. Береги своё тюркское смуглое очко, за тобой скоро не только фсб выедет, но и правые и левые, и просто здравые люди.));2;;У3;3
11852;55524;211277;32145486;211006;25106701;14.06.2015 13:22;[id177613378|Тарлан], иди помидорами торгуй, художник.));0;;л3;3
11853;55525;211283;32145486;211006;25106701;14.06.2015 13:26;[id177613378|Тарлан], в резервацию скоро пойдёте как при Сталине, так что кукарекай пока петушара.));0;;и3,л3;3
11854;55526;211288;32145486;211006;25106701;14.06.2015 13:31;[id177613378|Тарлан], приятно, что не один так думаю.));0;;Е1;3
11855;55527;211290;32145486;211006;25106701;14.06.2015 13:38;[id177613378|Тарлан], вот есть отличные люди с кавказа, а есть овцеёбы, дак я тебя поздравлю, ты он и есть.)));1;;л3;3
11856;55528;211293;259076665;211006;25106701;14.06.2015 13:44;Тролли всё троллят, овцееб да свиноеб. В полемику с ними вступать не стоит - цените свое время);1;;З3;3
11857;55529;211301;32145486;211006;25106701;14.06.2015 13:55;[id177613378|Тарлан], в США отличные люди есть, только им не нужны твои помидоры, и плитка кладу, так что завали.;1;;ж3;3
11858;55530;211315;138964264;211006;25106701;14.06.2015 14:01;[id177613378|Тарлан], тебе в свинарнике интернет не мешает?);1;;л3;3
11859;55531;211325;32145486;211006;25106701;14.06.2015 14:03;[id177613378|Тарлан], потому как ты сам второсортный отброс, по себе всех судишь.))) Давай иди барана охаживай, голубая кровь...)));1;;л3;3
11860;55532;211337;32145486;211006;25106701;14.06.2015 14:10;[id177613378|Тарлан], а, ну всё с тобой понятно. Можешь дальше продолжать, ты уже само-идентифицировался в навоз, поэтому оставайся в этой точке, только оттуда голоса лишний раз не подавай.;0;;л3;3
11861;55533;211359;32145486;211006;25106701;14.06.2015 14:33;[id177613378|Тарлан], ну да, в отношении тебя, это факт.)) Другие иначе считают.;0;;В3, Е1;3
11862;55534;211371;32145486;211006;25106701;14.06.2015 14:44;[id177613378|Тарлан], когда придут америкосы или китайцы, не забудь предложить им для утех свою жену и мать, и покайся им в своей этнической неполноценности, они оценят.))) Любить что-то, значит жертвовать.));1;;л3;3
11863;55535;211379;32145486;211006;25106701;14.06.2015 14:54;[id177613378|Тарлан], ну давай, удачи, ноги брей.));0;;л3;3
11864;55536;211380;252652514;211006;25106701;14.06.2015 14:55;УБЕДИТЕЛЬНАЯ ПРОСЬБА К АДМИНАМ ЗАБАНИТЬ  ТАРЛАНА ДЖАБРАИЛОВА http://vk.com/tar3495 , ЗА СКВЕРНОСЛОВИЕ, ХАМСТВО И ОСКОРБЛЕНИЯ  В АДРЕС  ДРУГИХ УЧАСТНИКОВ ??? http://vk.com/photo-25106701_368691461;0;;з2;3
11865;55537;211400;252652514;211006;25106701;14.06.2015 15:53;[id177613378|Тарлан], думать для тебя слишком недоступный процесс.<br>Так что амёбствуй дальше,инфузория.;0;;л3;3
11866;55538;211560;168031359;211006;25106701;14.06.2015 18:04;Стекломоя нажрался?;0;;А3;3
11867;55539;211567;138964264;211006;25106701;14.06.2015 18:09;[id177613378|Тарлан], хуесоска, ты тут где?))) ?? http://vk.com/photo-25106701_368709233;0;;л3;3
11868;55540;211569;138964264;211006;25106701;14.06.2015 18:09;[id177613378|Тарлан], герой саный)));0;;л3;3
11869;55541;211606;138964264;211006;25106701;14.06.2015 18:26;[id177613378|Тарлан], и он тоже пусть сосёт?) http://vk.com/photo-25106701_368710580;0;;л3;3
11870;55542;211608;138964264;211006;25106701;14.06.2015 18:27;[id177613378|Тарлан], у тебя так ебальник судя по всему совсем печаль)));0;;л3;3
11871;55543;211622;138964264;211006;25106701;14.06.2015 18:38;[id177613378|Тарлан], а тебя нет?)));0;;А3;3
