;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интент-анализ;контент-анализ
12805;49074;219891;28702813;219890;25106701;04.07.2015 5:40;Ну вот хоть кто-то сомневался, что все это выйдет таким боком, как это и пытается представить Die Zeit?<br> ? Сколько же агентов ЦРУ находилось или находится в Ереване?<br>? Это откровенная пропагандистская ложь... Большинство активистов вообще не говорят по-английски и совершенно не настроены проамерикански. <br>Большинство вступивших в ИГИЛ тоже слабо владеют английским и не страдают от проамериканских симпатий. Из всего этого украинская пресса уже месяцев пять переодически делает вывод, что ИГИЛ - это проект личнопутена.;16;;б2,ж4,н4;1
12806;49075;219892;38821606;219890;25106701;04.07.2015 5:43;Быть колонией России плохо,надо было оставить их быть вырезанными турками и азербайджанцами.;31;;ж4;1
12807;49076;219893;29340305;219890;25106701;04.07.2015 5:43;очередная заказуха;5;;т2;0
12808;49077;219894;5315763;219890;25106701;04.07.2015 5:44;Ну значит будете колонией США,а там ваще ахуеете!!!!!;9;;м4;2
12809;49078;219896;9911601;219890;25106701;04.07.2015 6:03;Русские!!! не надо писать кто ах@еет или нет!!! Это заказная статья!!! Люди в Армении сами осознают подобные векторы. Создали отряды, которые отслеживают провокаторов и устраняют их! Такой же фокус, как с Украиной, там не пройдет! Россия страна многонациональная и с армянами мы живем дружно. Помните, что только ВМЕСТЕ МЫ СИЛА!!!;34;;р3,з4,о3;3
12810;49079;219897;227631353;219890;25106701;04.07.2015 6:17;[id9911601|Алексей], хорошо сказал??;0;;а3;4
12811;49080;219898;3376095;219890;25106701;04.07.2015 6:23;Предсказуемые комментарии. Искренне желаю Армении выиграть эту битву, освободится от зависимости от РФ, реформировать экономику и наладить отношения с соседними странами. Vivat Armenia!;2;;и3,р4;1
12812;49081;219899;58118070;219890;25106701;04.07.2015 6:29;Выслать всех армян и укров из России пусть едут дамой и дадут всем этим пиздюкам люлей!  Везде где были амеры там сейчас хаус блять полнейший не ужели люди такие тупые???;1;;с4,и4;1
12813;49082;219900;43283809;219890;25106701;04.07.2015 6:29;[id9911601|Алексей], все верно!;0;;в3;4
12814;49083;219901;6053990;219890;25106701;04.07.2015 6:33;[id9911601|Алексей], лучше скажи Россияне!!!!;1;;ж3;4
12815;49084;219902;55101623;219890;25106701;04.07.2015 6:39;[id9911601|Алексей], хочется надеяться, что в Армении люди добъются желаемого и всё устаканится. Но, если протестующие будут нерешительными, они ничего не достигнут, излишне агрессивными, может произойти гос переворот. Грань очень тонка и если начнётся хаос в итоге во главу могут стать совершенно неожиданные люди. Не на улице в толпе принимаются главные решения.;0;;и3;0
12816;49085;219903;9911601;219890;25106701;04.07.2015 6:41;[id6053990|Рамиль], Русские - это ДУХ! Россияне - это принадлежность к стране. Я всё правильно написал ??;7;;о4,ж3;4
12817;49086;219904;564516;219890;25106701;04.07.2015 6:44;[id9911601|Алексей], дух дерьма, дух несвободы и дух фашистского государства с нанофюрером во главе;0;;л3;4
12818;49087;219905;269583392;219890;25106701;04.07.2015 6:46;А чё ни кто не в курсе что пока они там ерундой занимаються их Воротанскую ГРЭС пиндосам продали? Кому они там ходят мудями звеня..?!! http://vk.com/photo-25106701_370860070;6;;ж3,л4;3
12819;49088;219906;9911601;219890;25106701;04.07.2015 6:47;[id55101623|Игорь], хочу сказать Вам следующее: пессимизма ХВАТАЕТ в новостных лентах, так зачем нам, обычным гражданам, публиковать под ЭТИМИ новостями свой пессимизм? Сила русского народа в ДУХЕ и до тех пор, пока наш ДУХ не сломлен, НИЧТО И НИКТО не сможет нас победить! А сломить дух русского не удавалось еще никому! ПОДИТОГ: ДАЕШЬ больше ПОЗИТИВА по новостями Иносми?;3;;ж3,о3;4
12820;49089;219907;9911601;219890;25106701;04.07.2015 6:49;[id564516|Борис], Ваша фамилия не соответствует вашему поведению! Приезжай ко мне, если такой смелый, я тебе задам трепку!;2;;н3,м3;4
12821;49090;219908;292196033;219890;25106701;04.07.2015 6:50;[id3376095|Виталий], вы уже на Украине походу реформировали так свою экономику, что пенсионеры вешаются!;8;;ж3;4
12822;49091;219909;3376095;219890;25106701;04.07.2015 6:55;Я реформировал экономику Украины?  Да мне бы справиться с тем, что России онкобольные с собой кончают.;1;;а3,ц4;4
12823;49092;219910;55101623;219890;25106701;04.07.2015 7:00;[id9911601|Алексей], это реализм. Дух наш крепок когда на прямую нападают и убивают, тогда да, народ мзды отвесит по полной. Но есть и иные способы порабощения, они нынче в ходу. Если этот момент замалчивать, оглянуться не успеем как придёт трындец. Иносми переводит то, что позитивно для масс которых обрабатывает это сми. У нас пишут, что везде плохо только мы островок благоденствия, ну или как минимум стабильности, у них пишут тоже самое. Для нас они враги, для них мы. Старый принцип с доработками: Разделяй, стравливай, властвуй.;0;;ж3,п3;3
12824;49093;219912;1366476;219890;25106701;04.07.2015 8:08;[id564516|Борис], это у таких как ты такой дух. И несвобода от ограниченности ума;1;;н3;4
12825;49094;219913;202959370;219890;25106701;04.07.2015 8:25;Все как один республики бывшего СССР неимеющие нефтегазадобычи так и не смогли состряпать себе независимость . И вечно метаються под кого лечь чтоб наступило хорошо, и уж РФ конечно виновата что гастарбайтеров пускает. Всех на Родину пусть страну с колен поднимают;6;;ж3,ц4;2
12826;49095;219914;300615031;219890;25106701;04.07.2015 8:27;Комментарии в Die Zeit понравились. Не дают немцы не журналисты себя дурить. И про Украину все так воспринимают, как оно есть.;0;;в2;2
12827;49096;219915;215985276;219890;25106701;04.07.2015 8:28;[id3376095|Виталий], это кто вам такие сказки напел?<br>Вообше удивляюсь, почему такой урапатриот еще не на Донбасе... Или школьник?;0;;б3,ш3;4
12828;49097;219917;95760817;219890;25106701;04.07.2015 8:41;Електромайдан плавно превращается, плавно превращается в  Путин виноват .;6;;ш3;4
12829;49098;219918;234814003;219890;25106701;04.07.2015 8:48;Если бы он знал сколько армян живёт в России они бы не говорили глупости о колонии ?;2;;ч2;1
12830;49099;219919;197803872;219890;25106701;04.07.2015 8:49;Армяне знают кто им друг,и помог сохранить нацию.У Америки не пройдет очередной разбойничий захват власти.;2;;з3,о4;3
12831;49100;219920;136393903;219890;25106701;04.07.2015 8:54;[id38821606|Иван], кого конкретно ты оставил? Почитай историю, умник, прежде чем штамповать дурость. Почитай и узнаешь, как после того как Русские оставили фронт в Первой мировой войне, открыв туркам путь на Кавказ, Армянские силы ополчения дважды побили регулярную турецкую армию, сохранив восточную Армению - раз, и закрыв туркам путь дальше на Кавказ -два(можешь не благодарить).;2;;б3,и4;3
12832;49101;219921;136393903;219890;25106701;04.07.2015 8:59;Еще узнаешь как после развала СССР, армяне отстаяли НКР, вышвырнули азеров не только из самого Арцаха но и из семи прилегающих районов, создав буферную зону, как раз для защиты от попыток расправ над мирным безоружным населением.;1;;и3;3
12833;49102;219922;136393903;219890;25106701;04.07.2015 9:04;В 1915 османы устроили резню мирного населения, своих же граждан, безоружных женщин, стариков, детей, но причем тут Россия? Когда монголо-татары 300 лет топтали Русских, кто был виноват?;0;;ж4;4
12834;49103;219923;182177164;219890;25106701;04.07.2015 9:20;[id136393903|Эдвард], любопытно было бы почитать о том, где именно они дважды побили турецкую армию?;3;;ш3;3
12835;49104;219924;38821606;219890;25106701;04.07.2015 9:45;[id136393903|Эдвард], ждем нового фильма  300 армян .;7;;ш3;3
12836;49105;219925;258413701;219890;25106701;04.07.2015 9:51;в ФРГ, Японии, Южной Корее, на Гаваях и в Пуэрто-Рико тоже полнейший  хаус ? Для сравнения, рядом с ФРГ была ГДР, а неподалеку от страны, задающей тон в электронике, находится процветяющая Северная Корея.<br>Хаос не там где амеры. Хаос там где работать не хотят.;1;;и4;3
12837;49106;219927;210246326;219890;25106701;04.07.2015 10:32;[id3376095|Виталий], особенно жаждут этого Анкара и Баку. Ага;1;;ш4;3
12838;49107;219928;251851751;219890;25106701;04.07.2015 10:43;Ну то пиз...уйте по следам укРУИНы, ДЕБИЛЫ!.. http://vk.com/photo251851751_331632994;6;;л4;4
12839;49108;219929;154894807;219890;25106701;04.07.2015 10:57;Мы больше не хотим быть колонией России! Мы хотим быть колонией США и кружевные трусики!;5;;ц4;3
12840;49109;219931;154894807;219890;25106701;04.07.2015 11:12;[id9911601|Алексей], да, понятно, что проплаченная, да понятно, что многонациональная и с армянами в дружбе, но вы не понимаете смысл и назначении статьи, которые в том, чтобы подготовить общественное мнение на Западе к гос.перевороту! Вы думаете на украине все хотели воевать с Россией и ложиться под США? До сих пор не хотят, но общественное мнение было создано именно такими заказными статейками, что дескать  все устали жить под Россией ... Это война и надо понимать для чего делается каждый выстрел и залп. Война на украине должна была научить, что не реальность важна, а картинка, которую создают СМИ;6;;п3;3
12841;49110;219932;5315763;219890;25106701;04.07.2015 11:16;Неужели армяне такие же тупые как хохлы??????;2;;ж4;3
12842;49111;219933;5315763;219890;25106701;04.07.2015 11:21;А в США полиция негров стреляет почём зря! И чё?;0;;ц4;4
12843;49112;219934;1151475;219890;25106701;04.07.2015 11:28;По логике Ди Цайт, Россия - это колония армян (шутка про количество армян в россии).;0;;н2;3
12844;49113;219935;5315763;219890;25106701;04.07.2015 11:29;http://vk.com/photo-25106701_370870237;3;;;
12845;49114;219936;190650850;219890;25106701;04.07.2015 11:49;Хочется,чтобы просто армяне,были мудрее украинцев.;1;;д4;3
12846;49115;219937;80304946;219890;25106701;04.07.2015 11:59;[id564516|Борис], да ты, я посмотрел, засланный гондурас.;0;;л3;4
12847;49116;219938;9911601;219890;25106701;04.07.2015 12:13;[id154894807|Андрей], к сожалению это всё именно так, я это понимаю!;0;;в3;3
12848;49117;219947;11480662;219890;25106701;04.07.2015 12:33;Поменьше читайте эти газетенки. Видно, что статью писал  демократ  с уровнем мышления   колонизатор - колония . Сколько бы эти западные вершители демократии не говорили о свободе и прогрессе, все равно они думают также, как и их предки,когда негров из Африки пачками вывозили;2;;н2,ч2;3
12849;49118;219948;154894807;219890;25106701;04.07.2015 12:36;[id11480662|Томас], ну не читайте) Будете самым умным, а кто надо прочитает) И придет время, когда Вы не заметите, как вокруг Вас начнутся рушиться целые страны и народы проваливаться в пучину нищеты и войн;0;;с3, и3;4
12850;49119;219952;1630004;219890;25106701;04.07.2015 12:46;[id564516|Борис], вы сейчас наверное страдаете в Гулаге?В дерьме.;0;;н3;4
12851;49120;219960;54418833;219890;25106701;04.07.2015 14:04;[id9911601|Алексей], не правильно ты написал.;0;;б3;4
12852;49121;219965;9911601;219890;25106701;04.07.2015 14:19;[id54418833|Ramil], ДАВАЙ ДО СВИДАНИЯ! ??;0;;г3;4
12853;49122;219966;54418833;219890;25106701;04.07.2015 14:25;[id9911601|Алексей], что что??)))) Это кулак? За то что я не согласен с твоим мнением? Ты че черт ебаный, давно лещей не получал? Или интернет заставил тебя расслабиться совсем?)) Националюги гребаные.;0;;л3;4
12854;49123;219967;1630004;219890;25106701;04.07.2015 14:40;[id54418833|Ramil], ты больной?С тобой нормально попрощались.Ты что не знаешь прощания когда два мужчины несильно бьют своим кулаком о кулак другого человека?;0;;ж3;4
12855;49124;219968;54418833;219890;25106701;04.07.2015 14:41;[id1630004|Михаил], давай досвидания националюга ?? ?? ?? ?? весь мир русские!;0;;г3,л3,о3;4
12856;49125;219969;1630004;219890;25106701;04.07.2015 14:45;[id54418833|Ramil], всего хорошего);0;;г3;4
12857;49126;219971;56695753;219890;25106701;04.07.2015 15:39;Станут колонией сша и хаоса,если будет переворот;0;;ц4;3
12858;49127;219976;252652514;219890;25106701;04.07.2015 17:22;Забавно что немцы с  Die Zeit  озабоченны тем,что Армения  колония  России,когда в ЕС  в полном разгаре восстание германской колонии -Греции.<br>Европейцы как всегда лицемерят.;3;;п4;2
12859;49128;219979;564516;219890;25106701;04.07.2015 19:06;[id1630004|Михаил], нет, отнюдь! Я за 15 лет заплатил больше 30 млн.налогов, но получил говносирану и говногород, наглых и тупых проверяющих, идиотов из налоговой и так далее;1;;б3,ч4;4
12860;49129;219980;225506455;219890;25106701;04.07.2015 19:10;[id252652514|Алан], не надо кур смешить,Германия не имела и не имеет колоний,в отличии от других,я так думаю.;0;;ч3;4
12861;49130;219981;118728225;219890;25106701;04.07.2015 19:12;[id225506455|Саша], а Греция ?;1;;а3;4
