;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;;
7859;57273;208985;1017260;208984;25106701;08.06.2015 18:12;и прочих буковских;16;;;Ч2;0
7860;57274;208986;22229939;208984;25106701;08.06.2015 18:12;Списки необходимо расширить.;0;;;с4;1
7861;57275;208987;280189678;208984;25106701;08.06.2015 18:12;Кто это вообще ?;6;;;Н2, А4;2
7862;57276;208988;217356698;208984;25106701;08.06.2015 18:12;адекватное мнение);0;;;Х2;0
7863;57277;208989;82673862;208984;25106701;08.06.2015 18:12;Там где эта крыса  продвигает , там кровь, смерть и горе....;9;;;Н2, Л2;2
7864;57278;208990;29208444;208984;25106701;08.06.2015 18:14;Ох уж этот Солженицын, великий светоч который откровенно врал, который тупо ненавидел страну. И Буковский, которого обвиняют в хранении детской порнографии. Совесть народа блин. Как говаривал дедушка Ленини интеллигенция это говно.;10;;;Ч4, Щ4, Л4;2
7865;57279;208992;278315067;208984;25106701;08.06.2015 18:15;Все хотят нас учить жить)))Дочь князя Ярослава Мудрого Анна их научила мыться,читать,есть вилками и ложками,а они всё туда же,учить нас жить)))Мелет сам не знает чего.;4;;;ц4,н2;3
7866;57280;208993;217356698;208984;25106701;08.06.2015 18:15;[id2363095|Несвет], прям про путина сказал.;0;;;х2;1
7867;57281;208994;236646;208984;25106701;08.06.2015 18:16;[id29208444|Alexey], вы уж, если судить по тому, как обращаетесь с родным языком, к интеллигенции явно не относитесь. Рад за вас.;0;;;Ч3;4
7868;57282;208995;50216703;208984;25106701;08.06.2015 18:17;А что это за фрукт вообще? Что-то не слыхать его было... Может он знаком узким европейским кругам, продвигающих Содом-ценности? Да чихать мы на тебя хотели, дядя!;3;;;Н2, Ц2;3
7869;57283;209002;284065102;208984;25106701;08.06.2015 18:22;[id50216703|Сергей], http://communitarian.ru/publikacii/sng/evreyskie_oligarhi_kak_skrytye_dvigateli_ukrainskogo_bunta_chast_2_zvezda_sionistskih_provokatorov_kak_krovavaya_metka_vsey_ukraine_11022014/ вот не плохо о сущности этого деятеля..;3;;;Щ2;3
7870;57284;209004;2494754;208984;25106701;08.06.2015 18:23;[id217356698|Green], Валерия Ильинична, авторизуйтесь пожалуйста.;1;;;Р3;4
7871;57285;209006;180950704;208984;25106701;08.06.2015 18:25;[id280189678|Александр], человек госдепа руководивший всеми революциями в мире за последние 15 лет;0;;;Щ4;2
7872;57286;209009;213790451;208984;25106701;08.06.2015 18:28;Леви - еврейская фамилия;0;;;Щ4;4
7873;57287;209018;70979006;208984;25106701;08.06.2015 18:37;Леви . Засунь в орех себе свою демократию..;0;;;Ц2;2
7874;57288;209022;29208444;208984;25106701;08.06.2015 18:40;Мои грубые слова жестко прошлись по тонким нитям Вашей души, раз потратили ценнейшее время на меня, время, которое Вы могли провести за книжечкой Архипелаг Гулаг или Критика чистого разума. Потому как мне думается, Сверхчеловек Вами изучен и вы прямо следуете этой мысли.;0;;;Ц3;3
7875;57289;209025;41083702;208984;25106701;08.06.2015 18:43;Ах как классно слышать от руссофоба, что он любит Россию и русских. А еще каких русских то он назвал светочами - тех, кто родину предать готов был сразу. Вот и вся его любовь к русским - для него они правильные, когда родину предают;2;;;Л2, Ц2, Щ2;3
7876;57290;209030;55380421;208984;25106701;08.06.2015 18:50;Алексей, архипелаг гулаг- произвидение сомнительной художественной и исторической ценности,пропогандистской направлености.<br>Предлагая человеку его читать,вы тем самым или держите его за идиота или являетесь идиотом сами.;2;;;Ч4, Ч3, Л3;3
7877;57291;209032;1956712;208984;25106701;08.06.2015 18:54;Зато про советы;0;;;Б3;3
7878;57292;209033;191323200;208984;25106701;08.06.2015 19:05;Всё диссидентское движение было создано по решению ЦК КПСС и подчинялось его отделу пропаганды.Цель поставленная перед этим движением-пропаганда демократических ценностей и постепенный переход к демократическому социализму.Который и осуществляется сейчас.;0;;;п4;3
7879;57293;209034;29208444;208984;25106701;08.06.2015 19:06;[id55380421|Юрий], Я так понимаю, сарказма вы не уловили. ГУЛАГ вообще никакой ценности не представляет.;1;;;Ц3, Н4;4
7880;57294;209041;1834301;208984;25106701;08.06.2015 19:25;[id2363095|Несвет], ты все лжешь, дерьмо собачье. и свою брехню выдаешь за истину в последней инстанции.;0;;;Н3, Л3;4
7881;57295;209043;1834301;208984;25106701;08.06.2015 19:28;[id2363095|Несвет], хватит сквернословить, урод!;0;;;П3, Л3;4
7882;57296;209045;1834301;208984;25106701;08.06.2015 19:32;[id2363095|Несвет], вот что я тебе скажу, ты, половой член, имеешь вместо мозгов кал, а вместо сознания - его вонь. будь добр, слейся вон.;0;;;Л3;4
7883;57297;209049;1834301;208984;25106701;08.06.2015 19:35;[id2363095|Несвет], я не по себе сужу, а по твоим высказываниям, по твоей риторике. ты даже не умеешь оперировать аллегориями, а используешь прямую речь, точное вхождение. вот как сейчас. это свидетельствует о низком уровне коэффициента интеллекта.;0;;;Н3 ;4
7884;57298;209050;146278500;208984;25106701;08.06.2015 19:37;Сам признался в своей враждебности... Хоть по чести и то ладно.;1;;;и3;4
7885;57299;209052;1834301;208984;25106701;08.06.2015 19:40;кстати, ты два раза сказал в разной форме слово  повторяю , дважды повторил за мной эвфемизм, дважды напомнил о своей сублимации, относящейся к периоду становления детской психики. я говорю об анальном периоде. понимаешь, о чем я?;0;;;н3,ц4;4
7886;57300;209054;1834301;208984;25106701;08.06.2015 19:40;[id2363095|Несвет], хыхы  ЗАГНОРЬ )));0;;;Ц3;4
7887;57301;209055;1834301;208984;25106701;08.06.2015 19:41;если ты позволяешь себе в приличном обществе начать вести себя как маргинал, то иного отношения к себе не жди;0;;;У3, Ч3;4
