;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интент-анализ;контент-анализ
3213;77924;181976;82853210;181975;25106701;03.04.2015 18:39;Какое пустословие ? Решение Совбеза ООН только от Обамы зависит ? Это как раз пример постоянства в планах.;2;;б2;1
3214;77925;181977;174188864;181975;25106701;03.04.2015 18:44;[id82853210|Сергей], такое чувство, что чьи-то голоса, кроме голоса, собственно США, в ООН имеют какой-то вес);1;;ш4;2
3215;77926;181978;82853210;181975;25106701;03.04.2015 18:45;[id174188864|Mew], на чувства не всегда стоит полагаться.Да и ООН все таки не Гос Дума РФ...;0;;ч3;3
3216;77927;181979;68061;181975;25106701;03.04.2015 18:46;[id82853210|Сергей], да. Это не Гос Дума, поэтому решение Совбеза ООН и зависит только от Обамы. ??;0;;ш3;3
3217;77928;181980;21166697;181975;25106701;03.04.2015 18:46;[id82853210|Сергей], Совбез ООН это цирк, а лакмусовая бумажка - ситуация на Украине;0;;т4;3
3218;77929;181982;139681464;181975;25106701;03.04.2015 18:47;[id174188864|Mew], тут главные голоса - голоса членов совета безопасности ООН.;0;;и4;3
3219;77930;181983;10414001;181975;25106701;03.04.2015 18:47;[id82853210|Сергей], Вы посмеялись? Смешно??  Пример постоянства в  планах ???? Вы с Псаки случайно незнакомы?;1;;ч3;4
3220;77931;181984;82853210;181975;25106701;03.04.2015 18:47;[id21166697|Фрэнк], сходите на заседание Гос Думы.Сильнее вас уже ни что не рассмешит...;0;;р3, ж4;4
3221;77932;181985;82853210;181975;25106701;03.04.2015 18:48;[id10414001|Андрей], я по тв лАВРОВА ВИДЕЛ !!! пОСЛЕ НЕГО ВСЕ КЛОУНЫ ПРОСТО ОБЯЗАНЫ ПОВЕСИТСЯ !;1;;е1, ж3;4
3222;77933;181986;21166697;181975;25106701;03.04.2015 18:49;[id82853210|Сергей], при всем моем отношении к тн депутатам тн думы, нашим такому неприкрытому циничному пи..дежу еще учиться и учиться;0;;ч4;4
3223;77934;181987;82853210;181975;25106701;03.04.2015 18:50;[id21166697|Фрэнк], не скажите. С приходом вовы,нам равн ых нигде нет ! Терра Ложь!;0;;т4;4
3224;77935;181989;21166697;181975;25106701;03.04.2015 18:53;И таки да, Лавров - старая гвардия, элита мировой дипмиссии каких мало, до которой большинству дипломатов пока - как от Калиниграда до Пекина по пластунски;6;;в3,о4;4
3225;77936;181990;82853210;181975;25106701;03.04.2015 18:55;[id21166697|Фрэнк], это ничтожество,живущее былым авторитетом страны и ржавыми бомбами полученными по дурняку по наследству. Без них он просто вошь.Как и его пахан.;0;;т4;4
