;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;;;
9763;75080;185502;126536227;185501;25106701;15.04.2015 1:58;;12;;;;
9764;75081;185503;8564611;185501;25106701;15.04.2015 1:58;а между нацизмом коммунизмом капитализмом и племенным строем может стоит обсудить? еще демократический строй последний век уж очень демократично истребляет- по каким признакам там истребление идет?;15;;;Ж4;0
9765;75082;185504;6235880;185501;25106701;15.04.2015 2:00;[id8564611|Оксана], по признакам наличия нефти на территории конкретно взятой страны, вестимо);9;;;Ш3;1
9766;75083;185505;33910472;185501;25106701;15.04.2015 2:00;Соц. происхождения можно поменять, а расу нет!;2;;;И4;2
9767;75084;185506;78852832;185501;25106701;15.04.2015 2:02;[id33910472|Вячеслав], происхождение нельзя поменять, соц. положение можно поменять, но не происхождение);5;;;И3;2
9768;75085;185507;186167952;185501;25106701;15.04.2015 2:06;Коммунизм (расейский,по крайней мере) уже более 70 лет ведёт себя прилично.Что не скажешь про капитализм...;0;;;п4;1
9769;75086;185508;173302147;185501;25106701;15.04.2015 2:07;Война идет с идеологией! Причем тут коммунизм? <br>Коммунизм страшный сон капитализма! Вот и бредят. <br>  Демократия еще ху тогда - США сколько индейцев убила, на рабах страну подымали. Негры только в прошлом веке права получили. <br>  Хрень полная!;6;;;ж4,ч2;2
9770;75087;185510;1038871;185501;25106701;15.04.2015 2:09;Коммунизм уничтожил если не больше людей неповинных чем нацизм.;6;;;т4;0
9771;75088;185511;33910472;185501;25106701;15.04.2015 2:10;[id78852832|Вреж], истину глаголишь. Отличия систем в том, что при коммунизме можно прикинуться и слиться с системой, а при фашизме это невозможно!;0;;;В3, И3;1
9772;75089;185512;10359450;185501;25106701;15.04.2015 2:14;ну мао вместе с усачом вместе больше людей уничтожили чем гитлер;2;;;т4;2
9773;75090;185513;101591596;185501;25106701;15.04.2015 2:16;А чего нет-то? Вы посчитайте сколько ваш коммунизм жизней унес.;0;;;Р3;1
9774;75091;185514;13843787;185501;25106701;15.04.2015 2:17;Yura, а коммунизм был? ));2;;;Ш3;1
9775;75092;185515;138550673;185501;25106701;15.04.2015 2:18;Автор статьи перепутал коммунизм с обыкновенным тоталитаризмом совка.Какой-то бред переводите.;3;;;Н2;0
9776;75093;185516;215718077;185501;25106701;15.04.2015 2:19;кацапипи срані, як чужий Донбас утюжити - тисячі одиниць техніки знайшли, а свою засрану диру погасити нічимhttps://www.youtube.com/watch?v=BUbsLrrr1Ms http://vk.com/video215718077_171315026;0;;;Ж4;3
9777;75094;185517;101591596;185501;25106701;15.04.2015 2:20;Им пихали в лицо каждому последние 100 лет и продолжают пихать.;0;;;И4;3
9778;75095;185518;74207570;185501;25106701;15.04.2015 2:21;[id173302147|Максим], точно так же как капитализм страшный сон коммунизма. Да и необходимо напомнить что в Российской империи крепостное право отменили только в 1861( а это ,фактически, то же самое рабство). В СССР в 30ых колхозникам не выдавали паспорта, а многие пром объекты строили заключенные. Это тоже как-то совсем не свобода. Да, и негры получили свободу в 1850-60ых(точную дату не вспомню). Реальную личную свободу они получили в 1865 после окончания гражданской войны. Как к ним относились потом - это другой вопрос.;0;;;Ж3;3
9779;75096;185519;168859945;185501;25106701;15.04.2015 3:04;А демократический признак  выживает сильнейший  истребляет слабых! Тоже ничем не лучше;2;;;Ч4;2
9780;75097;185520;14428474;185501;25106701;15.04.2015 3:08;разница в том что рейх стремился добиться благ для своего народа, а совок для всех народов (кроме русского) ну а уж способы достижения этих целей были во многом похожи;0;;;ч4;1
9781;75098;185521;30063179;185501;25106701;15.04.2015 3:09;[id74207570|Влад], последний век крепостничества был не так глобально плох как предыдущие. уж точно получше большевисткой власти. если сравнить работу за трудодни, полное обворовывание деревни  красными .... то не так уж царь и дворяне плохи. тем более образованные люди. а не ком. быдло.;0;;;Ж3, Н4;4
