;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
705;6558;80053;184950446;80051;32803139;2015-02-28 13:01:08;Ну вот,появилась ещё одна дата ежегодных поминальных встреч. К 7 и 30 октября присовокупляется 27 февраля. Интересно,сколько ещё памятных дат появятся в нашем календаре в обозримом будущем?;2;;;Ж4;3
706;6559;80059;1503746;80051;32803139;2015-02-28 16:56:22;http://vk.com/photo-32803139_357433171;0;;;Д4;3
707;6560;80065;168154272;80051;32803139;2015-02-28 21:45:20;Редакторы, вы специально разместили фотографию осквернённого памятника, или другой фотки не нашлось? На завтрашний митинг и шествие от  Горьковской  вы, видимо, позовёте людей, когда всё закончится.;1;;;Ч2;4
708;6561;80082;2938376;80051;32803139;2015-03-01 07:40:04;Как погляжу, этот тролль, то оскорбляющий несогласных с его позицией, то указывающий администраторам что им делать - куратор от израильской мафии (Z.O.G.)? Чтобы, не дай Бог, оппозиция самостоятельность не проявила? :);1;;;Щ3, Ш3;4
709;6562;80084;168154272;80051;32803139;2015-03-01 10:09:49;[id2938376|Reinhard], пшёл вон. Тебя же казнили в Праге в 1942 году.;0;;;Л3;4
710;6563;80085;2938376;80051;32803139;2015-03-01 12:13:53;[id168154272|Андрей], сам отвали. Всадник апокалипсиса вечен. Как феникс восстану всегда. ?? http://vk.com/audio2000376999_349201725;1;;;Ф1, Е1;4
711;6564;80086;168154272;80051;32803139;2015-03-01 12:21:52;[id2938376|Reinhard], какой ты, нахер, всадник? Просто нацистский ушлёпок. Меня не ты интересуешь, а наши Наблюдатели Петербурга, которые за честные выборы. До чего они могут опуститься? Вот, что хотелось бы узнать. Некоторые из них, особенно Наумов, торчат от патриотизма и любят вспоминать жертв блокады, героев, разгромивших фашистов. Но они не заметили, как фашизм победил сейчас в нашей стране. Так, что, ушлёпок, радуйся, слейся в экстазе с лидерами  Наблюдателей .;2;;;Л3, Ч2;4
712;6565;80095;185901;80051;32803139;2015-03-01 20:29:32;Господа редакторы забаньте, пожалуйста, этого фашиста и расиста Reinhard Heydrich . Свобода слова не предполагает, при этом, пропаганду фашизма и расизма. Более того, это запрещено законодательством РФ.Тех, кто поддерживает мою просьбу, прошу лайкать этот коммент..;7;;;Р2;4
713;6566;80130;45328830;80051;32803139;2015-03-02 06:52:15;[id185901|Аркадий], он убить предлагал кого?<br>Если нет - терпи  : );0;;;Ш3;4
714;6567;80131;185901;80051;32803139;2015-03-02 07:00:29;[id45328830|Максим], я понимаю, что фашисты и расисты тебе близки по духу, но это удел таких ватников, как ты, терпеть все, до тех пор пока их самих не убьют.));1;;;Л3;4
