;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
160;4139;83032;41397;83031;32803139;2015-06-26 01:43:29;Здравствуй, жопановыйгод!;1;;;Ш4;4
161;4140;83033;44991606;83031;32803139;2015-06-26 01:53:16;http://vk.com/video44991606_171124641;0;;;;4
162;4141;83034;5512396;83031;32803139;2015-06-26 02:21:07;По первой новости - не больницы, а дома престарелых. И вполне логично, что с проказой, туберкулезом и острыми инфекционными заболеваниями не стоит туда людей принимать. А социальные услуги могут оказываться и на дому.;3;;;Ф4;2
163;4142;83035;1243584;83031;32803139;2015-06-26 03:26:25;[id5512396|Кирилл], Даша, Галина, вы серьезно считаете, что больных людей не надо принимать в дома престарелых??? А куда их принимать? Если люди не могут сами дома себя обслуживать? Если у них нет родных и они нуждаются в круглосуточном уходе? В перечне есть не только заразные болезни, для которых могли бы сделать специализированные дома, но и онкологические больные в тяжелом состоянии.;3;;;Ч3;2
164;4143;83036;2668694;83031;32803139;2015-06-26 03:43:05;[id1243584|Александра], мой лайк относился к дотошности Кирилла, а не к сути его уточнения.;0;;;Ф1;4
165;4144;83037;5512396;83031;32803139;2015-06-26 03:44:05;[id1243584|Александра], специалистом в данной области не являюсь, так что настаивать на своей правоте не буду. Однако считаю, что понятия социальное обеспечение и медицинское, не смотря на то, что зачастую пересекаются - не тождественны. И в приказе речь идет как раз о первом, а перечисленные категории граждан нуждаются, скорее, во втором, в специализированной медицинской помощи.;0;;;Ф1;3
166;4145;83038;1243584;83031;32803139;2015-06-26 03:45:19;[id5512396|Кирилл], не всегда, к сожалению, возможна медицинская помощь. Иногда - просто уход...;0;;;Ч4;4
167;4146;83039;2668694;83031;32803139;2015-06-26 03:50:43;[id1243584|Александра], я подозреваю, что если бы в тексте этого приказа было бы столь же ясное указание, куда обращаться тем, у кого болезни попали в перечень, то и вопросов бы не было.;2;;;И4;3
168;4147;83040;1243584;83031;32803139;2015-06-26 03:51:28;[id2668694|Галина], уверена, что да.;0;;;В3;4
169;4148;83041;29383383;83031;32803139;2015-06-26 05:47:38;[id1243584|Александра], больной и одинокий человек вполне может поменять жилье на отдельную палату в доме престарелых,с уходом. Такие договоры существуют. Уход - это дорого,во всех странах,а социальные (чисто социальные,т.е. бесплатные) заведения везде не очень...;0;;;И4;4
170;4149;83042;1624060;83031;32803139;2015-06-26 09:50:50;Только недавно слышал как бабульки в магазине жаловались друг другу на пенсии до 10тыс.р и распространяли слух о том что в августе пенсию повысят. И почему они на столько верят киселев тв и не умеют в официальные документы?я понимаю старость. Но со старостью приходит мудрость, а не тупость;1;;;И4, Ч4;4
171;4150;83043;396861;83031;32803139;2015-06-26 10:37:48;[id1243584|Александра], тогда это хоспис.;0;;;И4;4
172;4151;83044;19835159;83031;32803139;2015-06-26 17:02:41;[id1243584|Александра], принимать в специализированные медицинские учреждения, в которых лечат такие заболевания как лепра, например. <br><br>Это регулируется ФЗ  Об основах охраны здоровья граждан в РФ . Им устанавливается, например, недопустимость отказа в медицинской помощи, а еще условия и порядок ее оказания. Кроме того, правительством утверждаются перечни социально значимых (туберкулез, ВИЧ и др.) и опасных для общества (лепра и др.) заболеваний и особенности оказания мед. помощи по ним.<br><br>К слову, в школах проводится регулярный медосмотр, и я сомневаюсь, что ребенка с корью или оспой допустят до занятий, пока он не вылечится. В бассейнах осматривают на наличие определенных заразных заболеваний или просят справку. Потому что необходимо исключить возможность распространения инфекций. Что тут такого ужасного?<br><br>К слову, отказ в соц. обеспечении возможен только на основании заключения медицинской организации.;0;;;Ф4, П3;4
173;4152;83045;1243584;83031;32803139;2015-06-26 17:07:17;Медицинские учреждения не принимают на лечение тех, кого не могут лечить. И да - по мне так страшно, что умирающего от рака человека или того, который не может регулировать испражнения не возьмут в дома ухода. По мне, так эти дома ухода для того и сделаны. Зачем они нужны здоровым и могущим себя обслуживать людям?;1;;;Т4;4
174;4153;83046;19835159;83031;32803139;2015-06-26 17:19:43;[id1243584|Александра], у нас нет мед. учреждений, которые принимают тех, кто болен гангреной конечности, лепрой или туберкулезом? Я, конечно, не специалист, но имхо проблема в том, что у нас нет нормальной паллиативной помощи, с реабилитацией каюк, по многим заболеваниям не хватает мест на бесплатное лечение и т.д. И вот это все ужасно, но к процитированному в новости приказу относится чуть менее, чем никак.<br><br>Не возьмут не любого, а только того, кто болен перечисленными в приказе заболеваниями, потому что, насколько я понимаю, этим людям необходимо лечение, а не уход. Часть из них больны опасными заболеваниями, другой части нужны специальные условия и медицинская помощь, которую в условиях обычного дома престарелых или санатория не оказывают. И это нормально. Ненормально, если их потом не принимают в хоспис, потому что там мест нет, но, опять же, причем здесь этот конкретный приказ.;1;;;Б3, Ф4;3
175;4154;83047;168154272;83031;32803139;2015-06-26 18:11:46;[id1243584|Александра], в Украине таких людей принимают на содержание монастыри. За деньги, конечно. У моего знакомого так ухаживают во Львове за матерью после инсульта и в  овощном  состоянии.;0;;;И4;4
176;4155;83056;396861;83031;32803139;2015-06-26 21:50:48;[id1243584|Александра], Вы не правы. Умирающего от рака человека берут в хоспис и оказывают ему там паллиативную медицинскую помощь. И это правильно. А в домах престарелых бывают и лежачие старики.;0;;;Б3, И4;4
177;4156;83058;1243584;83031;32803139;2015-06-26 22:00:37;[id396861|Мария], спасибо, что объяснили про хоспис. я, действительно, думала, что хоспис - это не медицинское учреждение, а учреждение ухода. Но в любом случае - в России всего менее 100 хосписов на всю страну (если ситуация не изменилась). И на сегодня в домах престарелых есть умирающие и лежачие, а судя по этому документу - больше не будет.;0;;;К1, Т4;4
178;4157;83059;396861;83031;32803139;2015-06-26 22:04:05;[id1243584|Александра], конечно будут.  Куда ж их девать. Это не новое распоряжение.  Так было всегда и;0;;;Б3;4
179;4158;83060;1243584;83031;32803139;2015-06-26 22:23:45;[id396861|Мария], распоряжение как раз новое (апрельское с регистрацией в июне). Возможно, что так и было. Но, подозреваю, что перечень был другой. Не могут же они принимать в обход постановления.;0;;;П3;3
180;4159;83080;175118514;83031;32803139;2015-06-27 05:53:20;У нас пенсионеров много, большинство их любит телевизор, российскую власть и лично Владим Владимрыча. И они, например, больше всех прочих влияют на итоги любых выборов. Пусть же их собственные желудки расскажут им, что российская власть и лично Владим Владимрыч их тоже всех очень любит. Жаль, что пострадают и те старики, кто не разделяет всего этого верноподданического умиления, но у нас же демократия! Кто сказал, что у нас не демократия? Вот сами и увидите, как большинство тянет меньшинство за собой на дно, как и полагается во всём цивилизованном мире.;0;;;Ж4;4
