;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
846;5387;81422;181230381;81421;32803139;2015-04-05 18:15:00;Я правильно понимаю, что на диаграммах только поствыборные суды (оспаривание итогов)?;0;;;А2;1
847;5388;81423;-32803139;81421;32803139;2015-04-05 18:20:00;[id181230381|Юрий], да. Плюс заявления по поводу незаконных действий избирательных комиссий, без оспаривания итогов.;0;;;И4;1
848;5389;81424;168154272;81421;32803139;2015-04-05 19:53:00;То, что   в отстаивании избирательных прав нам противостоит слаженная система , давно понятно даже ежу. Для этого не нужно рисовать диаграммы. Пригласите, когда перейдёте от вопроса  Кто виноват?  к вопросу  Чё делать-то? .;0;;;Ч2;1
849;5390;81426;65948907;81421;32803139;2015-04-05 22:55:00;Ну как...и участковые комиссии и избиратели это не монолит. Это люди. По всем фронтам действовать: кто прг - воздействовать на свои комиссии. Кто может- законодательные инициативы( запросы, инициировать поправки), кто - с избирателями работать.;4;;;И4;3
850;5391;81427;961808;81421;32803139;2015-04-06 14:38:00;[id168154272|Андрей], я за поиск  что делать , мы для этого и начали эти встречи. Как вы считаете нужным перейди от слов к написанию плана? Дабы все участники процесса были вовлечены? Мы принимаем  критику  и планы.;1;;;Р3;3
851;5392;81428;168154272;81421;32803139;2015-04-06 17:40:00;[id961808|Наталья], в стране тотальной неграмотности важнейшее дело - просвещение. Надеюсь, вы понимаете,что я говорю не о умении читать и писать.;1;;;П3;4
852;5393;81429;961808;81421;32803139;2015-04-06 19:37:00;[id168154272|Андрей], плоды просвещения не быстрый плод и очень затратный. Но в данной ситуации я вижу только этот вариант эффективным;1;;;И4;4
853;5394;81432;168154272;81421;32803139;2015-04-06 21:31:00;[id961808|Наталья], вот, когда этот вариант увидят и остальные, поговорим о практических шагах. А пока люди увлечены сражениями с ветряными мельницами.;0;;;Ч4;4
854;5395;81433;961808;81421;32803139;2015-04-06 21:34:00;[id168154272|Андрей], каким образом перестать бороться с ветряными мельницами? Выбрать себе одну сферу и долбать? придумать стратегию и от нее не отступать?;0;;;Ч3;4
855;5396;81434;186613057;81421;32803139;2015-04-06 21:35:00;[id168154272|Андрей], вот именно - делать! http://vk.com/doc186613057_274945154;0;;;Р3;4
856;5397;81435;961808;81421;32803139;2015-04-06 21:37:00;Давить на членов комиссии? делать резонансные публикации? какие шаги вы видите?;1;;;Б3;4
857;5398;81436;151160015;81421;32803139;2015-04-06 23:24:00;http://vk.com/video-15187362_169517420;0;;;И4;4
858;5399;81439;29383383;81421;32803139;2015-04-07 02:45:00;[id65948907|Полина], Для начала хорошо ,если бы слова с делом совпадали. Я уже писала,что среди не пришедших ВООБЩЕ на УИК ПРГ есть достаточно активистов ,которые учат других (в  Школе мун. депутата ,например). Вообще,я думаю итоги рано подводить , я еще до суда не дошла просто (не лень,а  дело крутится   долго).;1;;;В3, И4;3
859;5400;81440;65948907;81421;32803139;2015-04-07 08:13:00;Вера, я вас понимаю. Это то, что сказал Даниил Любаров: нас мало и посмотрим правде в глаза столько и будет. Рассчитывать можем только на себя. В том условном количестве,что есть. Но и новые люди, к счастью, присоединяются. Да,проблема,что масса людей не идёт до конца. Привести свидетелей в суд это проблема. На деле личные дела людей для людей важнее выборов и поствыборов и предвыборов. С этим ничего нельзя поделать, по крайней мере, сейчас. Это нужно принять как факт.;2;;;И4;3
860;5401;81441;29383383;81421;32803139;2015-04-07 16:51:00;[id65948907|Полина], Но и старые уходят,чаще из-за разочарования. Соответственно,  нас мало  - тоже не одна  группа . Говорю я как раз не о судах,а о не приходе в день выборов членов УИК с ПРГ. Очень показательный момент: при всем приоритете личного (с чем я согласна) ответственность за принятое решение (быть членом УИК на 5 лет) оставляет желать лучшего. Ну,приняли ,как факт (я все это наблюдаю уже 4-ый год,смотрю  правде в глаза ),а дальше ?;0;;;В3, Ч4;4
861;5402;81442;65948907;81421;32803139;2015-04-07 16:59:00;Вера, ну дальше либо разочарованно уходить, либо оставаться. Как максимум делать  движуху  с единомышленниками.  Ещё вариант  12 лет ухаживать за заброшенным  аэродромом . Моё мнение,что наблюдатели это хранители. И им можно сотрудничать с Пучниным и прочее ради дела честных выборов как правильного процесса. Развиваться в экспертов при любой власти. Как независимому институту.;2;;;И4;4
862;5403;81443;29383383;81421;32803139;2015-04-07 17:01:00;[id65948907|Полина], Вы под  наблюдателями  подразумеваете организацию ?;0;;;А3;4
863;5404;81444;65948907;81421;32803139;2015-04-07 17:41:00;[id29383383|Вера], да. Организацию. В том виде в каком есть. Другой нет.;0;;;О4;4
864;5405;81445;29383383;81421;32803139;2015-04-07 17:54:00;[id65948907|Полина], Я вышла из   Наблюдателей 1.5 года назад ,однако продолжаю деятельность (пока). В том виде,как она есть , НП меня не устраивает (организация без организации). Будем смотреть правде в глаза ?!;0;;;Е1, Ч4;4
865;5406;81446;65948907;81421;32803139;2015-04-07 18:01:00;[id29383383|Вера], не могу здесь ничего сказать. Нет единого рецепта. Каждый кто решил в этом участвовать делает это в своём качестве. На моём уике был замечательный псг Алексей. Наблюдает на выборах с 19.... Какого то года. На всех выборах. Просто делает своё дело. Ура и браво ему. Его присутствие очень помогло. Грамотный человек в выборном законодательстве на участке это всегда плюс. Организация может больше чем частные люди. В этом её плюс. Даже если организация номинальна, то   лейбл  делает своё дело и возможно большее влияние в целом по городу, чем отдельными физ.лицами.тут каждый своё выбирает.;0;;;Х4, И4;4
