;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
826;5489;81265;175118514;81264;32803139;2015-03-28 00:15:34;А почему не потребовать возбуждения уголовного дела по фальсификации протокола?;0;;;Р2;3
827;5490;81354;65948907;81264;32803139;2015-04-01 17:54:29;Аларих,Позиция суда: разночтения устраняются подлинником, наблюдателям дали черновик, тренировочный протокол. Максимум пожурят председателя уика, который по  рассеянности  выдал черновик.и все.;0;;;Щ4;3
828;5491;81355;65948907;81264;32803139;2015-04-01 17:58:02;В прокуратуре в возбуждении уголовного дела откажут, перешлют в суд. Позицию суда см. выше.круг замкнулся.;0;;;И4;4
829;5492;81357;175118514;81264;32803139;2015-04-01 18:39:44;[id65948907|Полина], в законе нет такого понятия  черновик протокола . Документ, заполненный по всей форме, имеющий нужные подписи и печати, имеет юридическую силу. И на этом всегда надо настаивать в суде и давать правильную трактовку переписанным протоколам. С проблемой прокуратуры тоже надо искать выход. Технические разночтения должны быть по карайней мере причиной для скрупулёзного судебного расследования. Принятие судьёй отмазок председателя__это невыполнение своих прямых обязанностей.;0;;;П3, Т4;4
830;5493;81359;65948907;81264;32803139;2015-04-01 19:08:05;[id175118514|Аларих], все протоколы заполнены не со всеми требованиями( нет номера копии, не написаны прописью числовые данные). Но других протоколов не выдают.;0;;;Ф1;4
831;5494;81360;65948907;81264;32803139;2015-04-01 19:08:55;[id175118514|Аларих], суд считает показания представителя уика значимыми,а свидетелей нет. С этим ничего не сделать.;0;;;Т4;4
832;5495;81361;65948907;81264;32803139;2015-04-01 19:09:46;[id175118514|Аларих], печати есть. Синенькие:). Но это не помогает.;0;;;Ф1;4
833;5496;81362;175118514;81264;32803139;2015-04-01 19:23:58;[id65948907|Полина], не суд. а отдельный судья, который игнорирует основные правила судопроизводства;0;;;Т4;4
834;5497;81363;65948907;81264;32803139;2015-04-01 19:26:01;[id175118514|Аларих], у нас их было четыре разных( по числу уиков). В разной степени цинизма все так себя вели.;0;;;Т4;4
835;5498;81364;175118514;81264;32803139;2015-04-01 19:26:01;[id65948907|Полина], а где прописаны такие требования?;0;;;А3;4
836;5499;81365;65948907;81264;32803139;2015-04-01 19:37:00;[id175118514|Аларих], вот не могу сказать. Но судья в ответ на обоснование представителя уика что именно его протоколы правильные принял именно эту аргументацию. Нет номера копии(это требование 67 фз). Про прописью возможно тоже есть где то прописанное.;0;;;Ф1;4
