;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
258;2915;84404;991644;84403;32803139;2015-09-11 15:14:09;Вообще говоря, если сгущенку раздают за участие в выборах, а не за голос, то я в этом ничего плохого не вижу.;2;;;Д4;3
259;2916;84405;58639027;84403;32803139;2015-09-11 15:24:33;главное - не победа, а сгущенка!;1;;;Ш4;4
260;2917;84406;32179240;84403;32803139;2015-09-11 16:05:37;Пора бы уже заменить слово  выборы  на  день голосования , чтобы не смущать думающую общественность употреблением словосочетания  честные выборы  относительно одной недели голосования...;1;;;Ч4;4
261;2918;84407;28331;84403;32803139;2015-09-11 16:06:39;http://vk.com/photo28331_142825440;0;;;Ш4;4
262;2919;84408;32179240;84403;32803139;2015-09-11 16:08:17;[id28331|Данила], ну да, ИХ выбор. Был...;0;;;И4;4
263;2920;84409;637073;84403;32803139;2015-09-11 17:00:44;[id991644|Дмитрий], Участие или неучастие в выборах - это тоже способ волеизъявления. К тому же это противоречит ст.3 67-ФЗ: <br> 3. Участие гражданина Российской Федерации в выборах и референдуме является свободным и добровольным. Никто не вправе оказывать воздействие на гражданина Российской Федерации с целью принудить его к участию или неучастию в выборах и референдуме либо воспрепятствовать его свободному волеизъявлению. ;1;;;П3;4
264;2921;84411;5156359;84403;32803139;2015-09-11 17:02:35;[id637073|Сергей], спасибо за напоминание, особенно тем ,кто болеет тяжелой формой фанатического наблюдизма;0;;;Ш3;4
265;2922;84412;991644;84403;32803139;2015-09-11 17:14:37;[id637073|Сергей], не буду спорить. Но меня лично больше возмущают другие нарушения. Которых множество. Циничные и наглые.;0;;;Ч4;4
266;2923;84413;26986148;84403;32803139;2015-09-11 22:21:54;13 сентября — очередные выборы, не отражающие действительного волеизъявления народа<br><br>Что делать? Вы можете в день выборов прийти на избирательный участок и оставить там жалобу с требованиями:<br><br>-Отмены итогов голосования на выборах на 13 сентября 2015 г., поскольку считаю их недействительными и нарушающими мои конституционные права.<br><br>-Проведения повторных выборов с голосованием по образцу нотариального заверения - открытым и поименным - во избежание фальсификаций.<br><br>-Возврата в избирательный бюллетень порога явки избирателей на выборах всех уровней и строки  против всех .<br><br>Инструкция по подаче жалобы в избирательные комиссии 13 сентября 2015 года и бланк жалобы можно распечатать тут: http://выбора-нет.рф/page/complaint http://vk.com/photo26986148_382406776;2;;;И4;3
267;2924;84419;312404918;84403;32803139;2015-09-12 01:30:22;отличная идея.;0;;;Х4;4
268;2925;84440;168154272;84403;32803139;2015-09-13 00:23:45;[id26986148|Гузель], можно ещё написАть в Спортлото.;0;;;Ш3;4
269;2926;84556;32179240;84403;32803139;2015-09-14 11:47:36;[id26986148|Гузель],  ЖАЛОБА с требованиями ... Стокгольмский синдром?;0;;;Ш3;4
270;2927;84558;26986148;84403;32803139;2015-09-14 12:12:17;[id32179240|Евгений], нет единственный вариант на данных выборах сохранить свой голос и сказать все что я о них думаю.;0;;;Е1;4
271;2928;84559;32179240;84403;32803139;2015-09-14 12:20:06;[id26986148|Гузель], сказать кому?;0;;;А3;4
272;2929;84560;26986148;84403;32803139;2015-09-14 12:23:24;[id32179240|Евгений], власти, людям, своей совести. жалоба это мое НЕ согласие с тем беспределом, который власть называет выборы;0;;;Е1;4
273;2930;84561;32179240;84403;32803139;2015-09-14 12:26:00;[id26986148|Гузель], Вашу позицию разделяю. Меня смущает только слово  жалоба . Корректным является ТРЕБОВАНИЕ.;0;;;В3, П3;4
274;2931;84562;26986148;84403;32803139;2015-09-14 12:28:17;Евгений, просто уик и тик обязаны принимать формат жалоб , а не требований. Это просто юридическая норма.;0;;;П3;4
275;2932;84563;32179240;84403;32803139;2015-09-14 12:31:56;И еще. Нисколько не сомневаюсь, что Вы прекрасно понимаете разницу между говорить(писАть) и делать... ) И поэтому, Вы,я, мы  жалуемся  (говорим, пишем), а власть ДЕЛАЕТ... Поэтому, опять же, власть не  называет  что-то  выборами , а ДЕЛАЕТ их таковыми (выборами в кавычках). Поэтому, тут с нашей стороны  бумага  против  ножниц .;0;;;У1;4
276;2933;84564;32179240;84403;32803139;2015-09-14 12:36:07;Насчет  юридических норм . Пусть это слово ( жалоба ) будет (т.к. должно присутствовать по  закону ) в тексте требования мелким шрифтом, а вот в Ваших призывах и предложениях будет ОТСУТСТВОВАТЬ напрочь... Только ТРЕБОВАНИЕ. Перечитайте свой текст, убрав  жалобу ! Совсем другое дело. И так в каждом случае. ))));0;;;П3;4
277;2934;84565;26986148;84403;32803139;2015-09-14 12:57:36;[id32179240|Евгений], ?? хорошо;0;;;Д3;4
