;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
614;1116;87501;677452;87500;32803139;2015-12-21 22:22:21;жалко мало дали десяточку строгого с конфискацией было бы в самый раз http://vk.com/photo-32803139_395928694;0;;;Ц4;3
615;1117;87503;684097;87500;32803139;2015-12-21 23:26:06;[id677452|Антон], излишняя кровожадность ни к чему. Года в трудовой колонии, думаю вполне достаточно.;0;;;З3;3
616;1118;87505;175118514;87500;32803139;2015-12-22 00:14:35;[id677452|Антон], а Вам не кажется, что под угрозой  десяточки  и даже  пятёрочки  активисты просто перестанут размениваться на мелочи, вроде федерализации Кубани(и причём тут вообще территориальная целостность России?), а станут делать что-нибудь более радикальное, что действительно тянет на  десяточку (если поймают, конечно). Причём за года два ещё с осторожностью наверно можно поручиться, а вот давать 10, да и даже 5 лет и всерьёз рассчитывать, что приговор будет исполнен__это всё равно, что пообещать коммунизм через 20, поскольку мало того, что приговорённые наверняка выйдут раньше в силу множества вариантов изменения обстоятельств, но и сами судьи и прокуроры не факт, что доживут до истечения таких сроков.;0;;;У4;4
617;1119;87506;677452;87500;32803139;2015-12-22 00:20:58;[id175118514|Аларих], конечно конечно такие как эта дурочка и прочий белоленточный скам смогут совершить революцию, после таких постов я честно сожалею что карательную психиатрию отменили;0;;;Н4, М4;4
618;1120;87507;684097;87500;32803139;2015-12-22 00:56:22;[id677452|Антон], дурачкам не под силу совершить революцию, дурачков используют как расходники для решения совершенно других целей. Реальные революции свершаются только грамотными и думающими людьми... И если эта девушка, действительно хочет совершить революцию и поменять  инквизиторский режим  Путина, то ей нужно садиться за книги и изучать как управляются процессы в таких системах как общество, изучать социологию. Если эта  активистка  не получила денежку за свои акции, то её тупо развели, на эмоциях и амбициях.;1;;;И4, Т4;3
619;1121;87512;91426475;87500;32803139;2015-12-22 05:25:21;Меня все ещё удивляет тот факт, что кто-то говорит о каких-то денежках;2;;;Ч3;4
620;1122;87513;13332409;87500;32803139;2015-12-22 07:32:41;[id91426475|Efim], отрабатываешь свои денежки?;0;;;Н3;4
621;1123;87514;2102258;87500;32803139;2015-12-22 11:34:27;[id677452|Антон], в те времена, когда с легкостью давали десяточки с конфискацией или без права переписки, именно подобные Вам кровожадные получали эти десяточки, если не в первую, то во вторую очередь точно.;0;;;М3;4
622;1124;87516;136564007;87500;32803139;2015-12-22 12:04:39;В царской России тоже многих ссылали. И где царь?;0;;;И4;4
623;1125;87523;35627207;87500;32803139;2015-12-22 14:39:08;как похожи-то http://vk.com/photo35627207_393479464;0;;;И4;4
624;1126;87530;175118514;87500;32803139;2015-12-22 16:08:01;[id684097|Захар], зачем за протестную активность давать деньги? Активисты имеют свои интересы и их продвигают, вот как дальнобойщики сейчас. Это же им самим нужно, зачем же за это ещё и платить?<br>Зато денег требует любая мало-мальски серьёзная организационная деятельность: матобеспечение, пиар и агитматериалы, транспорт, связь и коммуникации, да даже горячая пища для каких-нибудь круглосуточных пикетов. Это нормальное условие любой активности, рассчитывающей на результат. И когда находятся желающие оплачивать хорошее дело, так и бог им в помощь. Главное, чтобы цели спонсоров не противоречили интересам получателей помощи.;0;;;Ф4, Щ4;4
625;1127;87532;684097;87500;32803139;2015-12-22 16:36:32;[id175118514|Аларих], перечитайте свои первые 2 предложения... В них, Вы  деньги  противопоставляете  интересам , хотя  интерес  понятие более обширное, объемлющее  деньги . Нельзя заявить, что часть целого - противоположность целому. понимаете о чем я??? Исходя из дефекта мысленной конструкции на который я указал, ответить на Ваш вопрос не могу. Допускаю, что Вы не корректно выразили мысль (отвлеклись на что-нибудь), и может попытаетесь как-то переформулировать...;0;;;П3;4
626;1128;87533;294371282;87500;32803139;2015-12-23 00:08:51;я не в ЛФ.... Я который раз повторяю. ЛФ у меня вещи сперли, я состою в ОКП;0;;;Ф1;4
627;1129;87534;2102258;87500;32803139;2015-12-23 00:19:00;[id294371282|Дарья], Если Вы и правда Дарья Полюдова, то от меня лично - сочувствие и поддержка. Хотя я совсем не левый по своим убеждениям.;2;;;Д3;4
628;1130;87535;35627207;87500;32803139;2015-12-23 02:23:00;Вот те раз - тут народ волосы на себе рвет о невиннопосаженной, а девушка в интернете 37-й год празднует!;0;;;Ш4;4
629;1131;87536;175118514;87500;32803139;2015-12-23 02:56:08;[id684097|Захар], интерес может быть материальным и нематериальным, но даже когда он подразумевает и чисто финансовые выгоды, как, напр., отмена Платона для дальнобойщиков, то за само участие в акциях платить нецелесообразно. Выигрышем для участников в данном контексте будет успех акции как таковой, т.е. даже денежный интерес тут имеет в виду только победу, а не само участие. <br>Вам же ведь тоже никто не заплатит за ремонт Вашей же квартиры или помывку Вашей машины: это Ваше собственное дело, Вы и потрудитесь. Бесплатно. Да ещё пожалуй и потратиться придётся. Но и материальная выгода в данном случае тоже может иметь место, напр., если после ремонта квартиру удастся выгодно продать.<br>Только по такому принципу могут работать нормальные, а не фейковые общественные движения.;0;;;И4;4
630;1132;87537;35627207;87500;32803139;2015-12-23 03:16:55;[id294371282|Дарья], ОКП - общероссийский классификатор продукции?;0;;;Ц3;4
631;1133;87544;684097;87500;32803139;2015-12-23 23:12:33;[id175118514|Аларих], Вы сами и ответили  ...НОРМАЛЬНЫЕ, А НЕ ФЕЙКОВЫЕ . Мне более добавить нечего.;0;;;П3;4
