;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
237;3458;83751;6830254;83750;32803139;2015-08-11 21:49:15;тяжело вам будет;2;;;Д2;2
238;3459;83763;5156359;83750;32803139;2015-08-12 12:14:18;Выборы-дело государственной важности, не подкачайте, наблюдатели!;2;;;В2;2
239;3460;83774;166242777;83750;32803139;2015-08-12 21:13:45;На подлете к регистрации   косят  кандидатов:  Самарский видеоблогер о выборах 2015<br><br>#Воля #партияВоля #Самара #выборы #выборы2015 #Путин #выборы2015беспредел http://vk.com/volya_naroda?w=wall-1969296_115989 http://vk.com/video-1969296_171493815;0;;;Щ4;4
240;3461;83786;5156359;83750;32803139;2015-08-13 15:28:18;[id166242777|Ольга], а раз косят нехуй под косу подставляться;0;;;М4;4
241;3462;84299;91236;83750;32803139;2015-09-08 15:19:44;Уважаемые наблюдатели! Понимаю, что все силы вы бросили в Ленобласть, но очень прошу приехать и к нам в Ломоносов. Особенно нужны люди на досрочку с 9 сентября. Кто готов помочь - пишите мне пожалуйста. Оппозиция там  разбросана  по спискам СР и КПРФ, яблочников нет.;2;;;Р2;4
242;3463;84375;5156359;83750;32803139;2015-09-11 00:39:45;[id91236|Ирина], что ж там в  Ораниенбауме  такого ?;0;;;А3;4
243;3464;84376;91236;83750;32803139;2015-09-11 00:40:16;[id5156359|Геннадий], не знаю про  такого , но обычные  выборы . Из готовящегося, как сообщает инсайд, будет обычная карусель с дополнительными списками, временное отключение коибов с голосованием в урну и новинка - шпионские ручки для отметок за ЕР.;0;;;И4;4
244;3465;84386;1503746;83750;32803139;2015-09-11 07:40:13;Ручки миф;0;;;Щ4;4
245;3466;84388;5156359;83750;32803139;2015-09-11 12:15:51;[id91236|Ирина], а вы из тех, кто продолжает верить, что во всём этом надо непременно участвовать?;0;;;Ш3;4
246;3467;84389;91236;83750;32803139;2015-09-11 12:16:54;[id5156359|Геннадий], непременно участвовать. Вопрос - для решения каких задач. В любом случае неучастие не решает НИКАКИХ задач;1;;;Ф1;4
247;3468;84390;5156359;83750;32803139;2015-09-11 12:47:32;[id91236|Ирина], мило. А вы не заметили, что на дворе не 2010 и даже не 2012 год? Ничего не изменилось? Вы могли бы назвать задачу, которую вы решаете принимая участие в выборных махинациях о которых вам известно заранее и о которых все знают? Честно, если вы почитает мои записи , то увидите, что я всегда хотел знать как и чем не глупые с виду люди оправдывают для себя соучастие в этом преступлении под названием  Выборы  . Пару тезисов.;0;;;П3;4
