;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
25;4566;82325;175118514;82322;32803139;2015-05-13 19:22:35; Против всех = порча бюллетеня. Заполняемо сразу несколько клеточек с кандидатами. Очень просто. Сие нуждается в самой широкой промокомпании.;2;;;И4;1
26;4567;82328;203310272;82322;32803139;2015-05-13 21:02:14;[id175118514|Аларих], можно испортить, лучше забрать на память. На результат не повлияет.;0;;;И4;2
27;4568;82329;175118514;82322;32803139;2015-05-13 21:04:10;[id203310272|Игорь], может повлиять. Если больше половины бюллетней окажутся испорчены, выборы, насколько мне известно, признаются несостоявшимися.;0;;;Б3;3
28;4569;82331;203310272;82322;32803139;2015-05-13 21:08:04;[id175118514|Аларих], у нас больше половины вообще не ходят. Этого задела вполне достаточно для любой манипуляции.;1;;;Ч4;4
29;4570;82333;175118514;82322;32803139;2015-05-13 21:08:45;[id203310272|Игорь], Бюллетеней, а не избирателей.;0;;;П3;4
30;4571;82334;203310272;82322;32803139;2015-05-13 21:10:28;[id175118514|Аларих], не использованые беллютени дополнят.;2;;;И4;4
31;4572;82335;175118514;82322;32803139;2015-05-13 21:11:04;[id203310272|Игорь], не понял.;0;;;К1;4
32;4573;82336;175118514;82322;32803139;2015-05-13 21:11:22;[id203310272|Игорь], вбросом?;0;;;А3;4
33;4574;82337;203310272;82322;32803139;2015-05-13 21:14:07;Даже вбрасывать не будут. На последних выборах их просто вписали в итоговый протокол. Поэтому на моем участке 1917 было 27%, а в интернете я прочитал 54%.;2;;;Т4;4
34;4575;82338;175118514;82322;32803139;2015-05-13 21:18:22;[id203310272|Игорь], это криминал. На то и нессученные члены комиссий, кандидаты, их доверенные лица, наблюдатели и журналисты, чтобы это пресекать.;0;;;Ч4;4
35;4576;82339;203310272;82322;32803139;2015-05-13 21:23:00;Но меня, члена с решающим голосом, банально обманули тем, что все разбежались и я остался без копии протокола. Даже жаловаться нечем. А сколько судов было выиграно по нарушениям. Нуль.<br>А моем случае вообще я дураком выставился.;1;;;Ф1;4
36;4577;82340;158312663;82322;32803139;2015-05-13 22:01:17;[id203310272|Игорь], и у меня на УИК 555 всё было как и у Вас под копирку...;0;;;Д3;4
37;4578;82349;28331;82322;32803139;2015-05-14 01:19:22;[id175118514|Аларих], к сожалению, на муниципальных выборах это не так. Выборы состоятся даже, если большинство бюллетеней окажутся недействительными.;0;;;И4;4
38;4579;82351;175118514;82322;32803139;2015-05-14 02:01:12;[id28331|Данила], а что там пишет городской закон на эту тему?;0;;;А3;4
39;4580;82352;5512396;82322;32803139;2015-05-14 03:17:32;аххаха. оч смешно.;0;;;Ч4;4
40;4581;82370;5156359;82322;32803139;2015-05-14 17:46:30;Какая хрень  всё это, ребята!;0;;;Ч4;4
41;4582;82373;28331;82322;32803139;2015-05-14 20:07:34; Зарегистрированный кандидат, получивший наибольшее по отношению к другому кандидату (другим кандидатам) число голосов избирателей, принявших участие в голосовании, признается избранным по одномандатному избирательному округу.<br> <br>Зарегистрированные кандидаты, получившие наибольшее по отношению к другому кандидату (другим кандидатам) число голосов избирателей, принявших участие в голосовании, в соответствии с установленным количеством депутатских мандатов, подлежащих замещению по результатам выборов в соответствующем многомандатном избирательном округе, признаются избранными по многомандатному избирательному округу.<br> <br>В случае если два и более зарегистрированных кандидата получили равное число голосов избирателей, в результате чего количество зарегистрированных кандидатов, подлежащих признанию избранными в одномандатном или многомандатном избирательном округе в соответствии с абзацами первым и вторым настоящего пункта, превышает число депутатских мандатов, подлежащих замещению по результатам выборов в данном одномандатном или многомандатном избирательном округе, окружной избирательной комиссией проводится жеребьевка, по результатам которой определяется, кто из указанных кандидатов подлежит признанию избранным (избранными). Порядок проведения данной жеребьевки устанавливается Санкт-Петербургской избирательной комиссией. <br>(п. 2 ст. 57 закона Санкт-Петербурга № 303-46 от 21 мая 2014 года  О выборах депутатов муниципальных советов внутригородских муниципальных образований Санкт-Петербурга );0;;;И4;4
42;4583;82380;175118514;82322;32803139;2015-05-14 23:14:10;[id28331|Данила], по-моему, это не та статья. Тема должна быть:  Выборы считаются (не)состоявшимися. Если в городском з-не это не оговаривается, то видимо должна действовать общефедеральная норма.;0;;;Б3;4
43;4584;82381;28331;82322;32803139;2015-05-14 23:16:59;[id175118514|Аларих], нет такого. Выборы всегда считаются состоявшимися, при любой явке)) От количества недействительных бюллетеней это тоже не зависит.;0;;;И4;4
44;4585;82382;175118514;82322;32803139;2015-05-14 23:44:55;[id203310272|Игорь], на ошибках учатся. Ну а на Вашем месте я бы просто связался с заинтересованными кандидатами, изложил им случившееся и предложил свои свидетельские показания для возм. суда или следствия и указал бы на других свидетелей. Кстати, довёл бы информацию и до НП.<br>Кроме того, в УИКах, да и выше, обычно представлены такие партии, как  Яблоко , КПРФ, СР. Я у себя так сразу договорился с их представителями о совместной деятельности и координации, а если бы кто-то стал уклоняться, то в органы соответствующих партий пошли бы бумаги с предложением отозвать такого-то саботажника из комиссии и заменить. Сообщено было бы и кандидатам данной партии по моему округу. Но этого, слава богу, не потребовалось.<br>Я думаю, когда удаётся наладить такое сотрудничество, то случившаяся с Вами неприятность исключается в принципе.;0;;;П3, Е1;4
45;4586;82394;175118514;82322;32803139;2015-05-15 07:05:59;[id28331|Данила], да забудьте вы про явку. Говорю же__не та тема. Искать надо:   Выборы признаются несостоявшимися...  или  Выборы признаются недействительными...  Должно где-то быть. Если чуешь, что водка где-то близко, но её нигде нет, это не значит, что её на самом деле нет, а значит__хорошо спрятали)));0;;;П3;4
46;4587;82436;28331;82322;32803139;2015-05-15 22:06:09;[id175118514|Аларих],  Окружная избирательная комиссия признает итоги голосования, результаты выборов недействительными: <br>а) в случае если допущенные при проведении голосования или установлении итогов голосования нарушения не позволяют с достоверностью определить результаты волеизъявления избирателей :  <br>б) в случае если они признаны недействительными на части избирательных участков, списки избирателей на которых на момент окончания голосования в совокупности включают не менее чем одну четвертую часть от общего числа избирателей, внесенных в списки избирателей на момент окончания голосования в соответствующем избирательном округе :  <br>в) по решению суда.  (ст. 57, п. 6 закона Санкт-Петербурга № 303-46 от 21 мая 2014 года  О выборах депутатов муниципальных советов внутригородских муниципальных образований Санкт-Петербурга );0;;;И4;4
47;4588;82449;175118514;82322;32803139;2015-05-16 03:26:16;[id28331|Данила], ИМЕННО!!! <br>Пункт А:  ...допущенные при проведении голосования... нарушения не позволяют с достоверностью определить результаты... <br>А что, признание 50% из общего числа бюллетеней, недействительными, даёт возможность  с достоверностью определить  вот это самое? Или неправильное заполнение бюлетня не является нарушением? Между прочим, эти бюлетни идут в одну пачку с результатами выездного голосования, если там окажется больше бюлетней, чем голосовавших, (или есть следы проникновения в ящик для голосования), что тоже является грубейшем нарушением. А в итоге то и то обозначается как недействительные бюлетни и различий между ними не делается: воля данных избирателей оказывается непрочитана в результате чьих-то нарушений. Всё идёт в одну строку прокотола, как недействительные. Таким образом 50% использованных бюлетней в брак__выборы коту под хвост, т.к. за кого хотели проголосовать 50% принявших участие в голосовании, что они хотели сказать__определению не поддаётся. <br>И это только по мундепам. А по выборам в закос, госдуру и в первой серии по презику порча бюлетней даёт ещё большие возможности, делает ситуацию ещё ясней.;0;;;Х3, И4;4
48;4589;82451;28331;82322;32803139;2015-05-16 13:15:55;[id175118514|Аларих], делание бюллетеня недействительным не считается нарушением. Недействительные бюллетени в распределении голосов за кандидатов не участвуют, но подсчитываются отдельно. Про 50 % в законе ничего не сказано.;0;;;Б3;4
49;4590;82473;175118514;82322;32803139;2015-05-17 18:27:20;[id28331|Данила], а кто сказал, что не нарушение? Где такое написано? На самом деле недействительный бюллетень есть результат нарушения ст.63, либо это нарушение в соотв. со ст.68 п.12 ФЗ 67. А кем именно и при каких обстоятельствах совершено нарушение, ст.70 п.9а 67ФЗ не указывает. Просто  нарушения... допущенные при проведении голосования . Недействительные бюлетни не учитываются при подсчёте голосов, потому что там некого считать, но это вовсе не значит, что их наличие в опр.количестве не влияет на итоги выборов. Каждый такой бюллетень суть невозможность установить волеизъявление одного избирателя. И тут действительно не требуется аж 50% таких бюлетней. Хватит и числа-разницы между победителем и проигравшим, чтобы утопить выборы.;0;;;Б3, И4;4
50;4591;82474;28331;82322;32803139;2015-05-17 18:39:19;Аларих, сам факт того, что прописана процедура подсчета недействительных бюллетеней говорит о том, что законодатель не видел ничего криминального или экстраординарного в них, воля избирателя очевидна и она отражена в строке  число недействительных бюллетеней ;0;;;Ф1;4
51;4592;82477;175118514;82322;32803139;2015-05-17 21:43:20;[id28331|Данила], что видел законодатель, может рассказать только сам законодатель)) а мы видим, только то, что прописано в законе, а что не прописано, того нет. <br>Избиратель мог испортить бюллетень  и по ошибке и по незнанию, получить бюллетень у комиссии с уже проставленными пометками, или же он в самом деле определённо выразил волю...  к распитию спиртных напитков до совершения процедуры голосования))) Бюллетень мог быть испорчен злоумышленником в ходе несанкционированного доступа к сейфу с бюллетнями и даже к урне. Масса вариантов, результат один:  невозможность  с достоверностью определить... <br>Заодно почитайте внимательней, какие вообще бюлетни заносятся в состав недействительных. См.выше.;0;;;И4, П3;4
52;4593;82504;28331;82322;32803139;2015-05-18 23:55:12;[id175118514|Аларих], если избиратель испортил свой бюллетень, он вправе взамен испорченного получить новый. Остальное слова. Так можно договориться до того, что кандидат А мог получить больше кандидата Б из-за того, что большинство могло ошибиться и поставить галочку не туда. И на этом основании требовать отмены вообще всех выборов.;0;;;Ф1;4
53;4594;82508;175118514;82322;32803139;2015-05-19 04:53:15;[id28331|Данила], любой закон__это сплошь слова)) Но если Вы знаете, как убедить Госдуму или Верховный суд, что  кандидат А мог получить больше кандидата Б из-за...  и т.д., так и настаивайте на отмене всех выборов. <br>Я же так далеко не замахиваюсь, и не заморачиваюсь на том, а предпочитаю использовать уже имеющиеся возможности. И поскольку закон их предоставляет, то нужно просто:<br>а)задать требуемую электоральную ситуацию<br>в)воспользовавшись созданной ситуацией, с помощью имеющихся положений закона получить нужный итог выборов.<br>И всё.<br><br>И излишне напоминать мне, чего там избиратель вправе получить взамен испорченного... Я в курсе) Только какое это имеет отношение к моему предыдущему тексту? Вы его читали? И к остальным комментам?<br>Ну хорошо, если Вы так чётко понимаете избирательное зак-во, то лучше объясните разницу между недействительным и испорченным бюллетенем.;0;;;Ш3, Е1, Ч3;4
