;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;интенет-анализ;контент-анализ
12189;29512;243965;172064826;243964;25106701;12.09.2015 7:24;Да неужели;9;;б2;1
12190;29513;243966;45904450;243964;25106701;12.09.2015 7:27;Офигеть. Выходит, это Асад вколачивает сирийцев в гроб и режет им головы?;8;;а2,С3;1
12191;29514;243967;256892362;243964;25106701;12.09.2015 7:28;Это все из-за рашки;0;;Т4;3
12192;29515;243968;6192424;243964;25106701;12.09.2015 7:28;Какая дешевая пропаганда;21;;Т2;1
12193;29516;243969;35293624;243964;25106701;12.09.2015 7:28;- А вот так Асад сбрасывает бочковые бомбы... http://vk.com/photo-25106701_378753944;21;;Т4;3
12194;29517;243970;8116264;243964;25106701;12.09.2015 7:28;Американцы до сих не могут выбирать из двух зол меньшее;2;;П4;3
12195;29518;243971;243965263;243964;25106701;12.09.2015 7:29;Брехняяя...;1;;б2;1
12196;29519;243972;61359624;243964;25106701;12.09.2015 7:38;[id256892362|Мерей], ты имбицил;1;;л3;4
12197;29520;243973;28046035;243964;25106701;12.09.2015 7:40;А теперь там ещё и рузке мир начнётся в придачу ко всему...;1;;У4;3
12198;29521;243974;82335524;243964;25106701;12.09.2015 7:46;[id28046035|Артём], помочь Асаду в борьбе с исламофашистами - дело благородное.;2;;ж3;3
12199;29522;243976;172064826;243964;25106701;12.09.2015 7:47;[id28046035|Артём], тебе это твой Парашка сказал , хвостик ты свинячий ?));1;;а3,Л3;4
12200;29523;243977;23225678;243964;25106701;12.09.2015 7:50;Странно, что они не хотят все остаться на территории подконтрольной умеренной (как утверждают сша) оппозиции! Они ведь несут демократию. И по еде города которыми управляет эта опозиция должны быть раем??;1;;а4, ж3;2
12201;29524;243979;184388038;243964;25106701;12.09.2015 7:58;В статье все написано: беженцы ищут лучшую жизнь. Германия, с её пособием для беженцев в несколько тысяч евро, создаёт эти лучшие условия. Россия, Китай, ОАЭ, Саудовская Аравия не платят таких пособий. Даже Венгрия, Сербия, Греция, Румыния, Болгария не платят, потому не интересны. Плевали эти беженцы на их демократии. Только деньги решают, тем более халявные.;14;;П3;3
12202;29525;243984;23225678;243964;25106701;12.09.2015 8:00;[id184388038|Мария], в Молдавию можно рвануть!!! Там щас переворот власти намечается дак можно подзаработать)));0;;с3, ж3;4
12203;29526;243986;82697016;243964;25106701;12.09.2015 8:07;[id256892362|Мерей],  Это всё придумал Черчилль в восемнадцатом году  (С) В.Высоцкий );1;;ш3;3
12204;29527;243987;24852277;243964;25106701;12.09.2015 8:07;Да от пиндосов они бегут и их шавок, только бегут в дом к шавкам (жаль пиндосия за океаном). Скоро в европке будет великая арабская весна;2;;л4, У4,М4;4
12205;29528;243988;9151372;243964;25106701;12.09.2015 8:17;Отстали бы они уже от этого Асада...;0;;р4;4
12206;29529;243990;166787739;243964;25106701;12.09.2015 8:37;когда его уже ёбнут;0;;С4;4
12207;29530;243991;48881212;243964;25106701;12.09.2015 8:43;[id184388038|Мария], НЕСКОЛЬКО ТЫСЯЧ ЕВРО??? Что вы курите, простите?;0;;Б3;4
12208;29531;243992;48881212;243964;25106701;12.09.2015 8:44;[id82853210|Сергей], это не пост про Путина, можете не переживать);0;;С3;4
12209;29532;243994;48881212;243964;25106701;12.09.2015 8:49;[id82853210|Сергей], ну вы сами себя так зарекомендовали, где увидите, что то про Путина, сразу эрекция);3;;С3;4
12210;29533;243996;143181435;243964;25106701;12.09.2015 8:50;[id166787739|Яков], кого Асада или Обаму?;0;;а3;4
12211;29534;243998;166787739;243964;25106701;12.09.2015 8:52;[id143181435|Лев], подружку хуйла, асадку;0;;л4 ;4
12212;29535;244000;143181435;243964;25106701;12.09.2015 8:54;[id166787739|Яков], Каддафи,Хусейна убили,стало еще хуже.Может все таки черножопого?;3;;С3;4
12213;29536;244004;166787739;243964;25106701;12.09.2015 8:55;[id143181435|Лев], пусть валят всех, лишь бы хуйла кореша были) обама красавчик - ничего не делает, а бомбит из-за него у дебилов капитально)));1;;Л4;4
12214;29537;244008;220037327;243964;25106701;12.09.2015 9:01;Там нет разделение  добра и зла  ,там зло воюет со злом.;0;;П3;3
12215;29538;244010;155112051;243964;25106701;12.09.2015 9:09;Люблю запах горелой ваты по утрам.;0;;С3;4
12216;29539;244011;221420710;243964;25106701;12.09.2015 9:12;Главари ИГИЛ (а мы все знаем, что это конченные твари) - всего лишь продукт социального воспитания в условиях тиранических диктатур, диктаторских режимов клана Асада в Сирии и Саддама Хуссейна в Ираке. Этим людям по 50, 40, 30 лет - нет иного ответа, какая среда выпестовала этих паталогических садистов и моральных уродов. Именно уродства тирании, внутреннее уродство самих асадов и хуссейнов порождает такие извращенные формы сознания как у аль-Багдади и его гребаных соратников. Я хочу предостеречь россиян на этот счет - вы идете к тому же самому, мои экс-соотечественники, превращаясь (очень быстро причем) в таких же ямадутов как баасисты и исламисты Сирии и Ирака. Причем Кадыров со своими наркобоевиками бежит впереди, указывая вам дорогу. Путину пофиг - он уже давно пересек черту нравственной паталогии, он в этом смысле невозвращенец. Но у вас самих, у каждого, есть еще шанс задуматься, как скоро вы задвинете на задний план сирийские примеры ужаса, когда начнете выплескивать накопленный в вас социальный яд и тягу к насилию друг на друга. Ведь воевать вы будете вовсе не с Западом - с самими собой.;1;;П3;4
12217;29540;244020;82697016;243964;25106701;12.09.2015 9:37;[id221420710|Alexander], на Украине уже воюют сами с собой но совсем по другим причинам. Как показала практика, то, что происходит в исламских странах мало применимо к Западу. В Ираке гражданская война идет с 2003 года между суннитами и шиитами. Именно в этом причина успехов ИГ. Так что успокойся, зеленые человечки уже обустраиваются в Латракии . К тому же у нас есть серьезный союзник в лице Ирана. Запад, США не хотят быть вовлеченными в наземную операцию против ИГ, но возможно действия России спровоцируют их на это. Это самый лучший исход для всего мира: американцы завязнут в Ираке и Сирии;3;;т4, У4;4
12218;29541;244028;193444768;243964;25106701;12.09.2015 9:54;И ни слова о том, что боевые действия в Сирии идут благодаря  просветленным странам Запада ;4;;ч2;3
12219;29542;244030;22229939;243964;25106701;12.09.2015 9:57;http://vesti-ukr.com/mir/114546-obama-predupredil-o-desjatiletnem-krizise-globalnoj-immigracii;1;;;
12220;29543;244037;1954875;243964;25106701;12.09.2015 10:04;Сирийцы бегут от боевиков, вооруженных США- Об этом знает весь мир. Так что ваши дешевые статейки не проканают.;3;;щ2;1
12221;29544;244038;184388038;243964;25106701;12.09.2015 10:07;[id48881212|Вася], ахх пока вы курите, мы читаем. Пособие 2800 евро если быть точной;0;;С3, И4;2
12222;29545;244040;82562722;243964;25106701;12.09.2015 10:19;Для поддержания мира США всегда поддерживала оппозицию?<br>Ведь именно оппозиция воля народа, то есть демократия. <br>Только получается, что люди всётаки бегут от демократии.;4;;И4;3
12223;29546;244053;53498102;243964;25106701;12.09.2015 11:41;[id184388038|Мария], Так и бегут судя по всему не нищие,если только за переправу на европейский берег они платят от 1000 дол.Нищие бегут куда могут,где могут выжить,а не где пособия больше.;1;;П4;3
12224;29547;244057;9151372;243964;25106701;12.09.2015 12:15;[id82853210|Сергей], бежать к саудитам, которые и объявили охоту на Асада, спонсировали и вооружали так называемую оппозицию? Я бы не побежала );0;;а3, е1;1
12225;29548;244062;55058528;243964;25106701;12.09.2015 12:29;Уёбищная статья для баранов Назвали всех диктаторами убийцами не слова не упомянув о США которые в действительности я валяются теми самыми кровожадными диктаторами террористами.;4;;ч2;3
12226;29549;244064;301050906;243964;25106701;12.09.2015 12:53;То же самое эти гундосые гнусавые с сопливыми мозгами писали и про Ливию, и про Ирак, и про Югославию, и про Афганистан - они же все дурогоны дуромразь. http://vk.com/photo-25106701_378774337;0;;л2;4
12227;29550;244066;148161252;243964;25106701;12.09.2015 13:19;У нас более высокая культура. У нас нет демократии, но мы же не бежим, а сдержанно стонем.;0;;Ш4;4
12228;29551;244067;191323200;243964;25106701;12.09.2015 13:25;Установлению демократического и капиталистического образа жизни,такого как в США мешают коммунистические страны,такие как РФ,КНР и страны Южной Америки.Эти режимы поддерживаются демократической партией США и до тех пор пока она существует,существуют и они.;0;;С3, Ж4;4
12229;29552;244071;9151372;243964;25106701;12.09.2015 13:47;[id82853210|Сергей], речь уже идет не о лучшей жизни, а хоть о какой-нибудь жизни. До всей этой антиасадовской операции не стояло вопроса о сирийских беженцах. Я искренне надеюсь, что асад выиграет в этой войне.;1;;ж3, д4;3
12230;29553;244079;9151372;243964;25106701;12.09.2015 14:39;[id82853210|Сергей], вы мерзавец, раз желаете смерти людям, которые не соответствуют вашим религиозным и политическим воззрениям. И сирия - светское государство (была, до прихода исламистов);2;;Т3;4
12231;29554;244085;9151372;243964;25106701;12.09.2015 14:55;[id82853210|Сергей], судя по тому, как вы интерпретируете мои слова, вы еще и идиот ?? Ничего личного );4;;л3 ;4
12232;29555;244087;13014907;243964;25106701;12.09.2015 14:59;[id82853210|Сергей], что-то вы всех ярких представителей Востока в 1 кучу замесили.;0;;Т3;4
12233;29556;244089;92832370;243964;25106701;12.09.2015 15:50;У этого журналюги такая же логика как у маньяка насильника, жертва сопротивляется изнасилованию - значит она сама виновата, что ее убьют. Все это мерзко. Америка уже открыто себя ведет как бандит и главный террорист в мире.;4;;Т2;1
12234;29557;244090;22229939;243964;25106701;12.09.2015 16:19;Комментарии демократичных и свободных от тоталитаризма Европейцев (и стремящихся туда граждан) на то, как полиция кормит беженцев, бросая им еду через забор. <br>И это только начало. Только свобода и демократия и права человека.<br><br>Ну посмотрите на них. Они ведут себя как животные.<br><br>Европа для Европейцев !!!<br><br>Ослойопи вторглися до Європи. Дурн? європейц? їх годують зам?сть того, щоб нищити цю холеру<br><br>Приходите маленькие обезъяны, поймайте свой банан.<br><br>Зоопарк !!!<br><br>Они должны отравить пищу и положить этих захватчиков где то в канаве.<br><br>Забавно, выглядит так как будто в зоопарке животным дали что нибудь поесть. https://www.youtube.com/watch?v=n8UuPmYyznQ&amp : feature=youtu.be;1;;Т4;4
12235;29558;244093;22229939;243964;25106701;12.09.2015 16:43;[id252652514|Алан], человек за себя и семью беспокоится. Только хотел сдернуть туда а тут его место уже занято. За что Майдан стоял ?!! ??;2;;К4,С3;4
12236;29559;244094;137301912;243964;25106701;12.09.2015 17:06;И теперь на помощь Асаду РФ поставляет оружие и бойцов. Что это ? Афганистан, версия 2.0?;0;;Щ4,С3;4
12237;29560;244096;92832370;243964;25106701;12.09.2015 17:53;Мы не можем сдать Сирию. там вопрос не просто о геополитике и военной базе. там вопрос о газопроводе катара в европу. Путин до самого конца защищать Асада, и российские интересы в Сирии.;4;;ж4, и4;3
12238;29561;244097;235344760;243964;25106701;12.09.2015 18:01;Что-то они не бежали, пока США не начали вооружать сирийскую оппозицию и ИГ.;7;;Щ4;4
12239;29562;244105;12173804;243964;25106701;12.09.2015 22:00;И ни слова о том, что благодаря бомбардировкам НАТО, которые якобы стреляли по ИГИЛ, а по сути хаотично разрушали дома сирийцев, начался такой поток беженцев. Сволочная, трусливая и двуличная политика США. Ведь до всяких этих ИГИЛ и стрельбы НАТО не было столько беженцев из Сирии.;3;;Т2, Т4;3
12240;29563;244110;18076212;243964;25106701;13.09.2015 0:14;то Каддафи у них был виновен во всех бедах, то Асад...Так может это вообще глобальный план по уничтожению всех европейских стран?;0;;Т4;4
12241;29564;244111;256892362;243964;25106701;13.09.2015 1:19;[id12173804|Денис], виновна РФ;0;;Т4;4
12242;29565;244120;197602546;243964;25106701;13.09.2015 10:34;Все мировые ситуации,как правило,проецирую на свою жизнь.Вот ,например,моя работа.Молодой и дружный коллектив.Есть у нас и споры ,и даже ссоры(женский коллектив),но все проблемы стараемся решать вместе и честно,т.к -зависимы друг от друга(кто-то умнее,кто-то выносливей,кто-то хитрее),но вместе мы - нормальные люди,работающие в команде.Все это -сегодня.Но два года назад на работе существовала перманентная текучка кадров.Сплетни.Подсиживания.Ненависть.Кошмар.Почему? Потому что в нашем молодом коллективе уютно существовала пожилая женщина,ранее начальница,с возврастом растерявшая все свои позиции,но не утратившая амбиций.Ненавидела директора за успешную карьерную лестницу,ненавидела нас за прогрессивность мыслей,ненавидела всех за непохожесть и новизну восприятия.И гадила.Поливала грязью.Распускала сплетни.Вспыхивали ужасные конфликты.Люди уходили,потому что было невозможно работать и жить.А что она? А ей комфортно.Она на высоте своего дутого авторитета.И ей все -как с гуся вода.Но!! До поры до времени.Спалилась на пустяке.Позволила неаккуратно оскорбить инженера за глаза при его ,скажем,партнере и друге.Зарвалась.Вот и все.Сидит на пенсиии.<br>Мы ,люди,интересующиеся политикой,анализирую все действия США,так и восклицаем порой:  Ну прямо как наша Любовь Ивановна  )));0;;е1, ж4;4
12243;29566;244224;1954875;243964;25106701;13.09.2015 22:08;[id148161252|Максим], демократия - вымысел для слабоумных. В мире нет демократических стран. Есть те, кто именует себя демократическими - не более.;2;;Н4;4
12244;29567;244237;148161252;243964;25106701;14.09.2015 2:08;[id1954875|Владимир], я имею в виду стиль общения. Либо люди вместе решают проблему, это я называю демократией, либо тупое подчинение власти.;0;;Ф3;4
12245;29568;244432;188536215;243964;25106701;14.09.2015 17:05;Они бегут от бомбежек США и Европы , правильно мрази пишите заголовки;0;;Б2,Л2;1
12246;29569;244526;256892362;243964;25106701;15.09.2015 9:42;[id1954875|Владимир], эх вата вата));0;;л3;4
12247;29570;244538;45904450;243964;25106701;15.09.2015 11:01;[id256892362|Мерей], чурка-чурка;0;;л3;4
12248;29571;244544;18076212;243964;25106701;15.09.2015 11:18;[id188536215|Рамазан], пыл немножко поуменьшить-бы надо. Не всё правда, что на поверхности. Если на вашу Родину нападут, вы тоже побежите , или возьмёте в руки оружие? Это раз, а второе-подумайте, не слишком ли странно, что война вот уже несколько лет, а побежали ВДРУГ только сейчас? И третье- чтоб убежать , нужны приличные деньги порядка в среднем около 4 тыс. евро., значит не самые бедные. И последнее- женщин и детей там 12-13 процентов, остальные-молодые, здоровые мужчины. Но как только появляются корреспонденты, сразу вперёд выталкивают женщин и бекрут в руки детей. Далее- бегут не для того, читобы работать, а сразу начинают требовать пособий, домов, квартир в центре исключительно и возмущаться привычками коренных жителей например в ношении определённой одежды. Орут в метро-(есть видео кстати) аллах акбар. Вам такое нравится? И понравится ли если это будет в нашей стране?;0;;з3, а3, Т3;4
12249;29572;244547;1954875;243964;25106701;15.09.2015 11:26;[id256892362|Мерей], вы хотите как-то опровергнуть мои слова? Назовите одну демократическую страну, и укажите- в чем заключаеться ее демократия.;0;;а3;4
12250;29573;244569;256892362;243964;25106701;15.09.2015 11:41;[id1954875|Владимир], Швеция,Норвегия, Австрия, и д-р европ. Страны.;0;;ж3;4
