;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;
8617;50803;217595;12025189;217594;25106701;29.06.2015 16:36;Путчисты из ГКЧП сегодня берут реванш ! Скоро и до Сталина черед дойдет.;5;И4,У4;1
8618;50804;217597;47760219;217594;25106701;29.06.2015 16:37; Может быть , а  может и не быть . <br>Конечно должен быть возвращён на своё место!;2;В2;1
8619;50805;217598;10704662;217594;25106701;29.06.2015 16:37;Фонтан там был в прошлом веке. Верните фонтан.;12;Б4;1
8620;50806;217601;101413161;217594;25106701;29.06.2015 16:38;Как будто до красных истории великой России не существовало.;3;Ж4;2
8621;50807;217602;111469770;217594;25106701;29.06.2015 16:38;[id47760219|Денис], почему?;0;А3;4
8622;50808;217604;2078982;217594;25106701;29.06.2015 16:39;Надо было в 91 и переплавить на что нить полезное и безопасное.;4;Ж4;3
8623;50809;217606;47760219;217594;25106701;29.06.2015 16:39;[id111469770|Анатолий], потому что там ему самое место. Хороший человек был.;4;И4;3
8624;50810;217608;111469770;217594;25106701;29.06.2015 16:40;[id47760219|Денис], как думаете, почему демонстранты написали тогда на памятнике хорошему человеку слово  палач ?;7;А3;3
8625;50811;217611;10704662;217594;25106701;29.06.2015 16:41;[id111469770|Анатолий], людям объективно приятнее будет созерцать фонтан. Опять же десантники там смогут купаться на день ВДВ.;5;Ш4;3
8626;50812;217614;47760219;217594;25106701;29.06.2015 16:42;[id111469770|Анатолий], дураки написали, типа венедиктовых разных и прочей либеральной шушеры.;2;Н4;4
8627;50813;217615;111469770;217594;25106701;29.06.2015 16:42;[id10704662|Денис], так-то да. А еще можно один хороший бассейн вернуть на Кропоткинскую);1;Ш4;4
8628;50814;217616;111469770;217594;25106701;29.06.2015 16:43;[id47760219|Денис], то есть повода считать дзержинского не очень-то хорошим у них не было?;0;А4;3
8629;50815;217618;212022179;217594;25106701;29.06.2015 16:44;Не в натуре задрали уже если чел другого мнения о политике Путина то что он жрёт печеньки госдепа? Т.е толпу загоняют под одну линейку мерила? идиотизм !!!Давай Рассея воздвинем памятники Ленину,Сталину и Джержинскому и будем в друг друге видеть врага и писать доносы в ФСБ на брата и сестру !!!;3;С4;4
8630;50816;217622;14721989;217594;25106701;29.06.2015 16:46;[id212022179|Ринат], к этому все и движется;1;У4;4
8631;50817;217623;146499484;217594;25106701;29.06.2015 16:46;Поставить там памятник Путину , покрасить пьедестал в цвета георгиевской ленточки , а подходы заминировать );0;Ц4,С3;4
8632;50818;217637;468301;217594;25106701;29.06.2015 16:52;[id146499484|Александр], подходы заминируют либерасты, своими отложенными кирпичами :);2;Ц4;4
8633;50819;217638;47760219;217594;25106701;29.06.2015 16:52;[id111469770|Анатолий], кому то не нравится Пушкин - это не повод убирать ему памятник.;1;Ж3;4
8634;50820;217640;10704662;217594;25106701;29.06.2015 16:56;[id111469770|Анатолий], я считаю, что такие вопросы нужно решать на голосовании. У нас есть сайт РОИ, единый государственный портал. Устроить голосование, что там поставить. В итоге воля народа исполнена, народ доволен.<br><br>P.S.: Дзержинский слишком спорная фигура, что бы решить достоин он памятника или нет. Я вот в Алмате был недавно, у них там памятник дирижеру стоит. Вообще странно как-то, палочкой махал и на тебе памятник );2;Ж4;3
8635;50821;217641;111469770;217594;25106701;29.06.2015 16:56;[id47760219|Денис], ну хорошо. Что такого хорошего сделал дзержинский?;0;А4;3
8636;50822;217643;47760219;217594;25106701;29.06.2015 16:57;[id111469770|Анатолий], много чего. Кто хочет изучит его биографию сам. Лекции читать не собираюсь. да и утомили вы меня соей демагогией.;2;И4,Г3;3
8637;50823;217645;121122137;217594;25106701;29.06.2015 16:58;Тут можно вопрос поставить иначе, что такого хорошего сумели сделать те, кто Феликса снес?;4;А4,С3;4
8638;50824;217647;102146803;217594;25106701;29.06.2015 16:58;видно кое-кому не хватает провокаций. на каждое действие есть противодействие и в России должно сформироваться идеологическое расслоение необходимое для гражданской войны... (пятая колонна рулит. имхо)<br>з.ы.  давайте жить дружно!!!  (с);1;Ж4,З3;4
8639;50825;217649;111469770;217594;25106701;29.06.2015 16:59;[id10704662|Денис], согласен. Тол ко не рои. Обсуждение должно быть как можно более широким. <br>Но вообще-то это настолько неважная проблема, что обсуждать ее если и нужно, то не сейчас. Кстати, на референдум кроме как о феликсе были выставлены еще два вопроса, но мосгордура их не пропустила. Это многое объясняет);1;Ж4;4
8640;50826;217652;111469770;217594;25106701;29.06.2015 17:01;[id47760219|Денис], в том-то и дело, что я изучал. Казни, террор, вот это вот всё. А что он сделал такого, чтобы ему монументы ставить, я так и не понял. И вы не поняли. И объяснить не можете, потому что не знаете.;1;Т3;4
8641;50827;217655;278315067;217594;25106701;29.06.2015 17:02;Чушь,это никак не отвлечёт и не развлечёт людей.Памятнику быть.Ленина давно надо похоронить,как он и просил.Последнее слово умирающего закон.;0;П4;4
8642;50828;217656;10704662;217594;25106701;29.06.2015 17:03;[id111469770|Анатолий], у меня есть свой взгляд на Дзержинского, Ленина, Сталина и тд. Но я знаю, что если начать его обсуждать это перетечет в непрерывные споры. Поэтому открыто его не высказываю.;0;Е1,Ф3;4
8643;50829;217657;111469770;217594;25106701;29.06.2015 17:03;[id10704662|Денис], вот это круто, кстати. Больше дирижеров и фонтанов, меньше спорно-провакационных ребят.;0;Х4;4
8644;50830;217661;111469770;217594;25106701;29.06.2015 17:04;[id10704662|Денис], ну а для чего тогда еще нужны паблики в вк))<br>Убить время за бессмысленным спором. <br>Главное, чтобы мнение было именно свое и подкрепленное.;0;Ж3;4
8645;50831;217663;10704662;217594;25106701;29.06.2015 17:05;[id111469770|Анатолий], о моем мнении отчасти можно судить по тому, что я хочу там фонтан );1;Е1;4
8646;50832;217668;102146803;217594;25106701;29.06.2015 17:10;[id10704662|Денис], ВДВ с тобой. второго августа особо актуально. они сами фонтан построят. бессмертные ??;1;Ш4;4
8647;50833;217673;111469770;217594;25106701;29.06.2015 17:13;[id10704662|Денис], можно в качестве компромисса поставить Феликса в фонтан.;3;Ш4;4
8648;50834;217674;182177164;217594;25106701;29.06.2015 17:14;[id12025189|Дмитрий], дай Бог!;0;В3;4
8649;50835;217675;10704662;217594;25106701;29.06.2015 17:16;[id111469770|Анатолий], писающий Феликс );3;Ш4;4
8650;50836;217676;253088993;217594;25106701;29.06.2015 17:17;отличная новость, надеюсь, затем появятся памятники Сталину, Ивану Грозному и ВВХ)));0;С4;4
8651;50837;217677;102146803;217594;25106701;29.06.2015 17:18;[id111469770|Анатолий], и тут ВДВ спорить не станут))) главное фонтан. выпьем за компромисс!;0;В4,З3;4
8652;50838;217678;111469770;217594;25106701;29.06.2015 17:18;[id102146803|Albert], вот она, демократия в действии);1;Х3;4
8653;50839;217679;102146803;217594;25106701;29.06.2015 17:19;[id111469770|Анатолий], именно!;0;В3;4
8654;50840;217682;102146803;217594;25106701;29.06.2015 17:21;[id10704662|Денис], не писающий а ссущий... Феликс же..;0;Ц4;4
8655;50841;217683;182177164;217594;25106701;29.06.2015 17:21;[id111469770|Анатолий], подозреваю, по другой причине. К примеру, если Вы,  изучая , узнали только о казнях и терроре, то значит изучали очень односторонне, подыскивая факты под определенный результат. Какой смысл в споре с принципиально тенденциозным подходом?;1;Б3,Ж4;4
8656;50842;217685;10704662;217594;25106701;29.06.2015 17:21;[id102146803|Albert], перед туристами неудобно );0;Ш4;4
8657;50843;217686;306761564;217594;25106701;29.06.2015 17:21;[id182177164|Андрей], одной этой стороны достаточно;1;И4;4
8658;50844;217687;182177164;217594;25106701;29.06.2015 17:22;[id306761564|Прекрасное], кому как.;0;Б3;4
