;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
1412;6827;23813;176809162;23812;21337773;2015-05-19 18:23:54;чем? они же голодранцы.;0;;;Н4;1
1413;6828;23814;70941957;23812;21337773;2015-05-19 18:25:01;[id176809162|Роберт], победой над Путиным, которая близка. Им за это всё простят.;0;;;Ш4;3
1414;6829;23816;176809162;23812;21337773;2015-05-19 18:27:52;[id70941957|Сергей], ?? ??;0;;;А3;4
1415;6830;23817;19737066;23812;21337773;2015-05-19 18:36:33;[id70941957|Сергей], потом догонят и ещё раз простят, ага. Вроде взрослый человек, а пишешь ерунду.;0;;;Ч3;3
1416;6831;23821;70941957;23812;21337773;2015-05-19 18:59:33;[id19737066|Дмитрий], я просто вату троллдю. А по сути - да, Путин проиграл Украине: хотел весь левый берег Днепра, от Харькова до Одессы - получил по рогам, откуксил только менньше половины депрессивного Донбасс :  хотел свалить Порошенко - не удалось, он его вообще не боится :  думал заморозить Украину - теперь 70% газа она получает из Европы :  взял Крым - а туда отдыхать никто не едет и не поедет. И так до мелочей, до аэропорта и позора Дебальцева. А еще за  Боинг  по жопе надают так, что мало не покажется.;0;;;И4,Т4;3
1417;6832;23823;267637762;23812;21337773;2015-05-19 19:01:06;дефолт?;0;;;А3;1
1418;6833;23826;19737066;23812;21337773;2015-05-19 19:12:25;[id70941957|Сергей], о, да вы же русский либерал, бессмысленный и беспощадный. Вы так говорите как будто вопрос с Украиной закрыт и сейчас идёт разбор полётов. И по поводу Дебальцево, я был там в конце февраля, и исходя из того что я там увидел могу подтвердить, что это был разгром ВСУ.;0;;;Т3,Ч3;4
1419;6834;23827;70941957;23812;21337773;2015-05-19 19:19:26;[id19737066|Дмитрий], Дебальцево держали столько, сколько это надо было Порошенко, чтобы Путин не мог его шантажировать в Минске. Перебили кучу оккупантов, своих предателей и техники. Сам там не был, но были знакомые из  добровольных идиотов , которые оттуда с трудом сбежали. Не все, причём, очень не все. По большому счёту, военный вопрос с Украиной закрыт, время надписей  На Киев!  прошло ещё осенью. Спецназ ГРУ, двое из которого сейчас в плену, попался под Счастьем потому, что у ВСУ были новейшие ПНВ, а они не знали. Сидят - точнее, лежат - теперь в Киеве, сдают Шойгу в полный рост.;0;;;Щ4;4
1420;6835;23834;19737066;23812;21337773;2015-05-19 20:17:35;[id70941957|Сергей], Я уже давно не верю словам тех кто говорит что его друга кума сват где то там был и что то там видел. Я был в Донецке, я был в Дебальцево, я был в Киеве, Крыму и Харькове за последний год. И честно говоря вы сейчас пытаетесь меня убедить в том что ну уж очень далеко от реальности. <br>Когда говорите поймали так называемых ГРУшников? Вы случайно не о тех ГРУшниках у которых сначала правая рука в бинтах и повреждена, а через пару часов рана и бинты перекачивали на левую сторону...<br>http://korrespondent.net/ukraine/events/3516640-ytohy-18-maia-zaiavlenyia-rf-o-plennykh-voennykh-dohovor-o-kredytnykh-harantyiakh<br>http://korrespondent.net/ukraine/3516487-plennykh-rossyiskykh-voennykh-pryvezly-na-lechenye-v-kyev http://vk.com/photo-21337773_367860267;2;;;"Б3; Щ4";4
1421;6836;23836;70941957;23812;21337773;2015-05-19 20:24:00;[id19737066|Дмитрий], а что тогда МИД, МО и даже Госдура за них впряглась? А в Тольятти родственники попрятались и местные журналисты (у меня там друг)? А фото легко переворачивается слева направо. Чушь не пишите. Вы ещё скажите, что Боинг Су-25 сбил, Правый сектор в Одессе Дом профсоюзов сжёг, а в Дебальцнво было 1500 инстранных наёмников. И я своим источникам верю, особенно когда они похоронки развозят, на срочников в том числе. А то, что вы не верите, меня как-то не трогает.;0;;;Б4,Н3;4
1422;6837;23837;70941957;23812;21337773;2015-05-19 20:26:41;[id19737066|Дмитрий], и я не либерал, я факельщик, который стоит у кремлёвского крысятника и ждёт, когда поднесут покрышки и бензин.;0;;;М4;4
1423;6838;23838;267637762;23812;21337773;2015-05-19 20:30:13;[id70941957|Сергей], не обольщайтесь, никакой вы не факельщик.;0;;;Ч3;4
1424;6839;23840;70941957;23812;21337773;2015-05-19 20:32:16;[id267637762|Дмитрий], а чо у тебя ни одного друга? Тебя никто не любит? Ты урод? Страдаешь анурезом? Или пидорасишь на путена в Ольгино?;0;;;Н3;4
1425;6840;23841;267637762;23812;21337773;2015-05-19 20:34:15;[id70941957|Сергей], не обидно ругаешься. скучно, стандартно. не умеешь.;0;;;Ч3;4
1426;6841;23842;19737066;23812;21337773;2015-05-19 20:34:30;[id70941957|Сергей], вот только вчера у него повреждена рука с печём и из подмышки  кровь  (или что там гримёры используют) проступает, а сегодня всё затянулось. И по ссылкам пройдите, именно в таком виде их подают украинские СМИ<br>Фуфло Ваши источники, а Ваши  доводы  пустая болтовня. Назовитесь хоть ассенизатором но стоять Вам предстоит ну очень уж долго.;0;;;Щ3;4
1427;6842;23844;70941957;23812;21337773;2015-05-19 20:36:15;[id19737066|Дмитрий], а я не один стою. Кто-нибудь, да дождётся, пока Гитлер в Аду на сковородке подвинулся, освобождая местечко.;0;;;К3,У4;4
1428;6843;23845;19737066;23812;21337773;2015-05-19 20:40:51;[id70941957|Сергей], Вы образцовый российский либерал. Такой же никчёмный в своих доводах и словах как основная ваша биомасса. Когда Вас прижали к стене и поймали за руку на фейке Вы пытаетесь сбежать в другую плоскость. <br>Я с Вами закончил.;0;;;Щ3,Г3;4
