;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
1063;7928;21786;17977334;21785;21337773;2015-04-09 18:31:23;1917, 2017.. ждем, надеемся, верим .;0;;;Ш2;2
1064;7929;21789;231269383;21785;21337773;2015-04-09 18:40:14;[id17977334|Сергей], по Совдепии соскучился?;0;;;Ц3;3
1065;7930;21790;17977334;21785;21337773;2015-04-09 18:54:42;[id231269383|Антон], отнюдь, совок снести есть желание..;0;;;Ф3,М4;3
1066;7931;21791;231269383;21785;21337773;2015-04-09 19:05:20;[id17977334|Сергей], по ассоциативному ряду 1917-2017 - видно, что именно по Совдепии. Или ты наивно полагаешь, что Кац, Альбац, Матрац и прочие им схожие возьмут власть?) Даже Керенский со Львовым и Ко, либерасты, но либерасты культовые за 9 месяцев с Думой обрыгли народу так, что защищать их не вышел никто и Февраль сменился Октябрем. Я скорее поверю, что в случае переворота власть возьмут нацболы, перевешая на радость народа Каца, Альбаца и Матраца, их программки левого консерватизма давно стали симпатичными для тех путинских 86%. Они молоды и пассионарны. Посмотри на Каца и посмотри на нацболов из интербригад на Донбассе. На Прилепина посмотри, чем тебе не второй Горький? А что у либерастов? Постные морды прихожан синагоги, откровенная ненависть к государствообразующему этносу и желание сдать само государство под внешнее управление. Короче, Украина. И ты полагаешь у этих людей светлое политическое будущее? Эту  оппозицию  породила путинская система, они плоть от плоти ее дети и без этой систему существовать в другой среде просто не могу. Вы сами совки, либерасты.;0;;;Ч3;2
1067;7932;21792;17977334;21785;21337773;2015-04-09 19:09:00;[id231269383|Антон], я надеюсь что режим этот будет вырезан как в 17м и империи больше не будет.. будешь решать свои проблемы по месту жительства, если выживешь, гонять там своих либерастов , а я не буду зависеть от твоего мнения..;0;;;М4,С3;3
1068;7933;21793;231269383;21785;21337773;2015-04-09 19:13:05;[id17977334|Сергей], империя будет всегда. Национальный вопрос никогда не стоял на первом месте что в 1917, что в 1991. Решала элита, сменяя старую на новую. Не переживай, у тебя найдутся те, которые будут гонять тебя и не только гонять);0;;;И4,М3;3
1069;7934;21795;17977334;21785;21337773;2015-04-09 19:20:27;[id231269383|Антон], удел империи развалиться .. А в наш то век информации тем более.. не равен час какой нибудь Кулибин накопит плутония и взорвет центр имперский , весь этот карточный домик рухнет.. если сами не додумаются разбежаться. Кремль отличная цель , не так ли?. а вот конфедерация практически не уязвима от такого развития событий..;0;;;У4,М4,И4;3
1070;7935;21797;231269383;21785;21337773;2015-04-09 19:27:13;[id17977334|Сергей], бред горячительный: карточные домики, кто-то найдет плутоний, Кулибин... В Совдепии были правы в одном, когда вам подобных укатывали на карательную терапию в Кащенку. Удел ваш и вам подобных - быть на маргинессе и помойки политического мейнстирма. И не потому что я так хочу, а потому что менталитет у народа такой. Вас никогда не примут, как и ваш бред. Дураков с дурными инициативами (субпассионариев) ликвидируют в первую очередь.;0;;;Н3,М3;4
1071;7936;21798;17977334;21785;21337773;2015-04-09 19:34:00;[id231269383|Антон], ну если ты тупой как пробка , не обладаешь информацией как собрать реактор и накопить плутония , то тебе конечно море по колено, твой удел верить в империю и что только Богам дан дар ядерных технологий ... только придурок помни , что как только в набат ударит ядерная хрень, или просто начнут этот режим сливать то ты будешь молить таких как я чтоб тебя в Кащенку отправили а не отрезали голову , интересно будет посмотреть на твоё мнение о правоте совка.;0;;;Л3,М3;4
1072;7937;21799;231269383;21785;21337773;2015-04-09 19:39:00;[id17977334|Сергей], чувак, ты в край поехавший. Не, я реально. Ты на минуточку представляешь, просто в силу банальной логики, что все тяжелые металлы при необходимости (а судя по таким как ты необходимость есть) легко отслеживаются, а с нашими спецслужбами, которые сами не против угостить кого-нибудь чайком с экстрактом полония, ты, тебе подобные и рядом не прикурите. Я не верю в империю, я в ней живу и сделаю все от меня зависящее чтобы ее сохранить и приумножить.;0;;;Л3,М3;3
1073;7938;21800;17977334;21785;21337773;2015-04-09 19:43:01;[id231269383|Антон], легко отслеживаются (с) ))) уверуй )));0;;;Ц3;4
1074;7939;21801;231269383;21785;21337773;2015-04-09 19:43:43;[id17977334|Сергей], в анамнезе тебе так и запишут));0;;;Ц3;4
1075;7940;21803;17977334;21785;21337773;2015-04-09 19:45:46;[id231269383|Антон], да ради бога, можешь поттролить вдоволь ))) поюродствуй если тебе от этого станет легче ))) я вовсе не расстроюсь ..;0;;;Ц3;4
1076;7941;21804;231269383;21785;21337773;2015-04-09 19:46:40;[id17977334|Сергей], над юродивым юродствовать грешно. А вылечить можно попытаться) Но тут я не доктор);0;;;П3,Ш3;4
1077;7942;21805;17977334;21785;21337773;2015-04-09 19:47:49;http://ru.wikipedia.org/wiki/%D0%A7%D0%B8%D0%BA%D0%B0%D0%B3%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%BE%D0%BB%D0%B5%D0%BD%D0%BD%D0%B8%D1%86%D0%B0-1;0;;;Ж3;4
1078;7943;21806;17977334;21785;21337773;2015-04-09 19:49:43;http://www.atomic-energy.ru/uranium-mining;0;;;Ж3;4
1079;7944;21808;17977334;21785;21337773;2015-04-09 19:50:47;http://www.bellona.ru/reports/1174944780.53;0;;;Ж3;4
1080;7945;21809;17977334;21785;21337773;2015-04-09 19:54:17;[id231269383|Антон], время работает против таких как ты придурков, ты это знаешь прекрасно поэтому и юлозишь , жжот тебя ,а скоро полыхнет земля под ногами , то ли ещё будет .. Надеюсь ты лично отгребешь, не успеешь свалить..;0;;;М3;4
1081;7946;21810;231269383;21785;21337773;2015-04-09 20:02:53;[id17977334|Сергей], точка бифуркации близка, поэтому больные диструктивы должны быть отгорожены не только от трибуны, но и от общества. А как это будет сделано - не важно. Хотя бы чтобы просто людям не запрещали пиздеть заукраинцев, на их собрания подобные тебе и ходят);0;;;М4,Л4;4
1082;7947;21811;17977334;21785;21337773;2015-04-09 20:41:40;[id231269383|Антон], ну раз затронул тему заукраинцев, то на те , ядерная украинская тема.. надеюсь знаешь что в отработанном ядерном топливе есть плутоний .. у них же и месторождения урановые есть, да их до хрена где есть на самом деле.. как интересно вера в отслежку работает ? как на Украине рфные шакалы отследят ? или в Казахстане или в Иране ? или даже внутри РФ ? по инету? )) .могильники то наверняка без охраны.. http://vk.com/video17977334_171247225;0;;;М4,С3;4
1083;7948;21833;231269383;21785;21337773;2015-04-10 01:46:08;[id17977334|Сергей], санитары еще тебя не выперли из кабинета главврача? Чувак, выпей галоперидола и баиньки.;0;;;Н3;4
1084;7949;21836;17977334;21785;21337773;2015-04-10 07:52:28;[id231269383|Антон], тупица... тролллить на кошках поучись , уже как испорченная пластинка повторяешь одну и ту же песню... скудоумный, фантазии совсем нет.. <br>Ты родственник шалавы крымской или косишь под неё ?..;0;;;Л3;4
1085;7950;21837;231269383;21785;21337773;2015-04-10 07:56:24;[id17977334|Сергей], моя испорченная пластинка взята из фонотеки твоего остроумия. Чувак, перестань дышать жженой гуттаперчею. И покинь кабинет главврача. Понимаю, наполинов, гитлеров со сталиными в отделении много, а вот физики-ядерщики в дефиците, тем не менее это не дает тебе эксклюзивные права переходить на личности.;0;;;"Ш3; С3";4
1086;7951;21838;17977334;21785;21337773;2015-04-10 08:20:03;[id231269383|Антон], обиделся за крымскую шалаву что что ли ?.. понимаю .)) хехе.. ну давай что нибудь о дурке сбацай нам, полегчает ... предсказуем как кусок дерева..;0;;;Н3;4
1087;7952;21839;231269383;21785;21337773;2015-04-10 08:21:39;[id17977334|Сергей], как можно обижаться на организм, любящий пачкать скатерти испражнениями? Таких только пиздеть);0;;;Л3;4
1088;7953;21840;17977334;21785;21337773;2015-04-10 08:28:23;[id231269383|Антон], что-то невменяемое порешь уже , понятно что бычишь что то , но смысла ни какого.. пиздЕть или пиздИть , там где ошибка? в слове или в неправильном изложении предложения ?.. Хоть ты чурка крымская , тебе простительно но но все равно не понятно..;0;;;Н3;4
1089;7954;21841;231269383;21785;21337773;2015-04-10 08:31:52;[id17977334|Сергей], просто разговариваю как доктор с пациентом. Тебе ток уже пускали? А бромные ванны? <br>Пизд?ть - и никакой ошибки, объект сострадания);0;;;Н3;4
1090;7955;21842;17977334;21785;21337773;2015-04-10 08:36:21;[id231269383|Антон], пиздеть - говорить, пиздить - бить , так что там было написано то , чурбан ?.. как кого-то можно говорить ? Чурко учи язык , у нас и без вас хватает зверя.. навязалась хрень не прошенная , бедные родственники-попрошайки , вашу мать ((..;0;;;Л3;4
