;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
1473;6423;24485;51837526;24484;21337773;2015-06-01 14:18:56;А на что проверять?;0;;;А4;1
1474;6424;24486;26049354;24484;21337773;2015-06-01 14:20:00;донос кировской крысы;0;;;Т4;1
1475;6425;24488;163789605;24484;21337773;2015-06-01 14:21:50;Максимъ, будут путём назначения криминалистической экспертизы определять, настоящая ли у Собчак борода или накладная.;2;;;Ш4;2
1476;6426;24489;18491221;24484;21337773;2015-06-01 14:23:13;Ей с бородой намного лучше);1;;;Ш4;3
1477;6427;24492;163789605;24484;21337773;2015-06-01 14:29:43;http://vk.com/audio2000051162_372236532;0;;;Ш4;3
1478;6428;24499;174581852;24484;21337773;2015-06-01 14:34:38;http://vk.com/photo-21337773_369383258;2;;;Ч4;3
1479;6429;24506;303501441;24484;21337773;2015-06-01 14:52:10;С пусями не успела станцевать? Какой только хернёй не займешься, лишь бы о тебе заговорили. Попробовала бы она в еврейском облачении покривляться или в мусульманском, но свою ведь животную шкуру жалко.;0;;;Ч4;2
1480;6430;24512;138022721;24484;21337773;2015-06-01 15:14:34;Светская страна? Не не слышал.;3;;;Ц4;3
1481;6431;24517;138022721;24484;21337773;2015-06-01 16:15:08;[id12238988|Виктор], этот закон прямое нарушение конституции. И его формулировка сама по себе богохульство. А уж сколько видео в монашеских одеяниях по слухам существует. Давайте всех пересажаем. Ведь мы светское государство. Религии равны перед законом и РПЦ отделено от государства.;1;;;Т4;3
1482;6432;24522;138022721;24484;21337773;2015-06-01 16:31:14;[id12238988|Виктор], 1 пункт конституции. И далее уже озвученные выше пункты. <br>;0;;;П4;3
1483;6433;24524;138022721;24484;21337773;2015-06-01 16:34:17;[id12238988|Виктор], только повернутые люди оскорбятся. А уж тем более не верующие а лицемеры-псевдоверующие. (P.S.  возможны мизерные исключения);0;;;И4;4
1484;6434;24528;138022721;24484;21337773;2015-06-01 16:39:38;[id12238988|Виктор], виноват. С телефона не удобно. Вот цитата:<br>1. Все равны перед законом и судом. 2. Государство гарантирует равенство прав и свобод человека и гражданина независимо от пола, расы, национальности, языка, происхождения, имущественного и должностного положения, места жительства, отношения к религии, убеждений, принадлежности к общественным объединениям, а также других обстоятельств. Запрещаются любые формы ограничения прав граждан по признакам социальной, расовой, национальной, языковой или религиозной принадлежности. 1. Перечисление в Конституции Российской Федерации основных прав и свобод не должно толковаться как отрицание или умаление других общепризнанных прав и свобод человека и гражданина. 2. В Российской Федерации не должны издаваться законы, отменяющие или умаляющие права и свободы человека и гражданина. <br>Плюс к этому 14 статья.;0;;;И4;3
1485;6435;24531;138022721;24484;21337773;2015-06-01 16:42:25;[id12238988|Виктор], и что здесь может оскорбить? Вы оскорбили этого человека назвав определенным образом. А она надела маскарадный костюм. Интересно получается.;0;;;А3,Ф4;1
1486;6436;24533;138022721;24484;21337773;2015-06-01 16:46:12;[id12238988|Виктор], все религии равны  перед законом. Но чувства пастфарисианина защищать никто не будет. <br>Далее идет выделение верующих в группу с повышенными правами. Что нарушает первую цитату - все равны перед законом. А так же это умаляет права атеистов.;0;;;П4;4
1487;6437;24536;138022721;24484;21337773;2015-06-01 16:48:35;У рпц на этот костюм что патент?;0;;;Ц4;4
1488;6438;24537;138022721;24484;21337773;2015-06-01 16:49:17;[id12238988|Виктор], а я так о православных;0;;;В3;4
1489;6439;24540;138022721;24484;21337773;2015-06-01 16:56:49;[id12238988|Виктор], я буду утверждать  что одеть такой костюм тоже самое что одеть пиджак и у любого человека на это есть право;0;;;И4;3
1490;6440;24542;138022721;24484;21337773;2015-06-01 16:58:12;Виктор, атеисты тоже верующие.  Но недалекие люди это  не понимают. ??;0;;;Ж4;3
1491;6441;24547;138022721;24484;21337773;2015-06-01 17:11:27;[id12238988|Виктор], закон который ограничивает мои возможности. Закон который нарушает конституцию ставя людей не равными перед ним. Мои налоги которые идут на постройки церквей. И многое другое, но это мелочи по сравнению с привлечением к суду невинных сограждан. Или сажание в тюрьму не нарушивших закон. И средний уровень образованности.;0;;;Ч4;3
1492;6442;24548;138022721;24484;21337773;2015-06-01 17:13:27;Виктор, какой закон запрещает мне одеть рясу священника? Что за бред?;0;;;Б3;4
1493;6443;24578;138022721;24484;21337773;2015-06-01 22:14:28;[id12238988|Виктор],  Законы о богохульстве (оскорбление религиозных чувств, оскорбление верующих, кощунство) — существующие во многих странах законы (c разной степенью реального использования), ограничивающие свободу слова и выражения своего мнения в отношении... <br>Прямым текстом - ограничение прав неверующих людей.<br> Статья 19 <br>п 2. Государство гарантирует равенство прав и свобод человека и гражданина независимо от пола, расы, национальности, языка, происхождения, имущественного и должностного положения, места жительства, отношения к религии, убеждений, принадлежности к общественным объединениям, а также других обстоятельств. Запрещаются любые формы ограничения прав граждан по признакам социальной, расовой, национальной, языковой или религиозной принадлежности.  <br>Я не могу оскорбить  святыню  потому что какой то Пастырь Овец Православных назвал это святыней. Когда как верующие могут осокрблять ученых и других достойных реальных людей. <br>Читайте две цитаты, если не видите нарушений - я уже не смогу помочь.;0;;;Б3;3
