;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
443;9673;18235;92841631;18229;21337773;2015-01-27 23:51:13;Раньше нейтрально относился (иногда бывало как москаль), но теперь уважаю эту нацию и горжусь тем, что у моих детей будет частичка свободолюбивой украинской крови (жена наполовину украинка).;12;;;В4,О1;1
444;9674;18238;123837800;18229;21337773;2015-01-28 08:33:36;[id92841631|Ильдар], попроси еще генетический материал вашингтонского Черного Уха, капни биоотходов Мишки Саакашвили...и да, про Ляшко не забудь, тогда у тебя с генетикой все будет... зашебись;0;;;С3;4
445;9675;18239;123837800;18229;21337773;2015-01-28 08:50:40;[id92841631|Ильдар], и про кал Вальцмана не забудь, для бесспорной свободолюбивости;0;;;С3;4
446;9676;18258;8942749;18229;21337773;2015-01-28 17:12:22;[id123837800|Сергей], ты говнотролль все посты уже засрал. Держи свой словесный понос при себе.;1;;;Л3;4
447;9677;18263;123837800;18229;21337773;2015-01-28 19:58:12;[id8942749|Марина], ну да, вам, пидарасам бандеровским так уютно было в русском домене, вы такие всегда, клянчите скидки, работу просите...и в ответ фонтанируете душевным дерьмом. Мало вас мудохают донецкие, вас насмерть забивать надо;0;;;Л3;4
448;9678;18265;123837800;18229;21337773;2015-01-28 20:39:48;[id8942749|Марина], <br><br>28.01.15. Фото от Грема Филипса.<br> Саша, ему было всего 4 года. Погиб во время украинского обстрела. Украинская армия, обслуживающая власть неонацистов и бандеровцев, никогда не отмоется от позора войны с женщинами и детьми. В Донецке в госпитале на Калинина горы трупов гражданских, среди них и Саша.  ты, сука своих кохать будешь, а донецких детей убивать будут такие мрази как ты, теперь ты понимаешь, за что вас, пидарасов бандеровских казнить будут? http://vk.com/photo-21337773_353332382;0;;;М4,М3;4
449;9679;18266;8942749;18229;21337773;2015-01-28 20:46:50;[id123837800|Сергей], таким конченным душевнобольным уродам как ты самое место в психушке.;1;;;Л3;4
450;9680;18268;123837800;18229;21337773;2015-01-28 21:15:43;[id8942749|Марина], и ты к земле привыкай, когда к донецким попадешь - не скрывай, что ты свидомитка, порадуй их https://www.facebook.com/video.php?v=772600546122773;0;;;М3;4
451;9681;18269;8942749;18229;21337773;2015-01-28 21:20:06;[id123837800|Сергей], твои даунецкие все скоро найдут свою судьбу. И ты вместе с ними. Так что твоими говнокомментами никого не удивишь.;0;;;Л3;4
452;9682;18270;123837800;18229;21337773;2015-01-28 21:24:04;[id8942749|Марина], твоя судьба скорее решится...ты, главное, не скрывай, что ты бандеровская пидараска, донецкие оценят;0;;;Л3;4
453;9683;18271;8942749;18229;21337773;2015-01-28 21:25:34;[id123837800|Сергей], да будет тебе известно, что я в Дебальцево родилась и жила, там у меня много друзей и родственников осталось. Слава Богу, у них мозги на месте, не то что у тебя.;0;;;Л3;4
454;9684;18272;123837800;18229;21337773;2015-01-28 21:28:29;[id8942749|Марина], тем большая сука!;0;;;Л3;4
455;9685;18273;8942749;18229;21337773;2015-01-28 21:29:48;[id123837800|Сергей], знаешь что, ты иди своему х...лу комплименты делай. Ему точно нравятся такие недалекие как ты.;0;;;Л3;4
456;9686;18274;123837800;18229;21337773;2015-01-28 21:53:18;[id8942749|Марина], детка, когда донецкие, луганские и крымские к Куеву подойдут - Вальцман убежит, у него гроши есть, куда ты денешься? с мандой на панель, так у тебя там конкуренты будут: Ляшко,Аваков и прочие, ты подумала об этом, далекая?;0;;;Л3;4
457;9687;18275;8942749;18229;21337773;2015-01-28 21:55:28;Твои даунецкие даже нормально до Дебальцево дойти не могут, какой там Киев. Иди пасись.;0;;;Л3;4
458;9688;18276;123837800;18229;21337773;2015-01-28 21:59:23;[id8942749|Марина], ты уверенна, что сможешь на варшавской панели сосать лучше, чем Ляшко? ну что же, попытай судьбу, но донецкие вас не простят, они бандеровских пидарасов, таких как ты, убивать будут, Захарченко сказал - пленных не брать.Хороший бандеровец - мертвый бандеровец;0;;;М3;4
459;9689;18403;123837800;18229;21337773;2015-01-30 21:56:04;[id8942749|Марина], это тебе, пидараска бандеровская из Дебальцево http://rusvesna.su/news/1422526689;0;;;Л3;4
460;9690;18408;8942749;18229;21337773;2015-01-31 00:18:17;иди мудозвон болтливый своим языком поганым жопу лижи своему пуйлу. А твои ссылки никому не нужные засунь себе подальше.;0;;;Л3;4
461;9691;18425;123837800;18229;21337773;2015-01-31 14:18:37;[id8942749|Марина], пидарасам бандеровским уже присунули...в Дебальцевском котле, а ты, блядина богомерзкая сомневалась...дошли донецкие, и до Брод дойдут, жди, гадина;0;;;Л3;4
462;9692;18446;8942749;18229;21337773;2015-02-01 00:52:49;[id222933572|J-Rock], тоже мне блюститель морали нарисовался. Ты свое айяйяй ватным единомышленникам адресуй, мне нечего тут тыкать.;0;;;Л3;4
463;9693;18448;8942749;18229;21337773;2015-02-01 00:54:14;[id123837800|Сергей], сдрисни, недоумок.;0;;;Л3;4
464;9694;18449;123837800;18229;21337773;2015-02-01 10:29:50;[id8942749|Марина], ВОШЬ ТЫ ЛОБКОВАЯ, готовь чемоданы...и учись сосать, в Варшаве и Гамбурге тебе пригодится навык;0;;;Л3;4
