;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
1135;3390;30123;1078193;30122;21337773;2015-09-18 00:08:04;А почему мы дважды ждем дальнейшей изоляции России?;2;;;А2;1
1136;3391;30124;9570262;30122;21337773;2015-09-18 00:08:43;ну а где пункт что его там подвесят за яйца?;1;;;Ц2,С3;3
1137;3392;30125;82853210;30122;21337773;2015-09-18 00:08:48;[id1078193|Павел], что бы результат не шокировал,-делят!!!;0;;;Ш2;3
1138;3393;30126;221281201;30122;21337773;2015-09-18 00:09:18;когда выступает ботокс:?;1;;;Ц3;4
1139;3394;30127;17863554;30122;21337773;2015-09-18 00:12:00;[id1078193|Павел], принцип ПАРЗАСа детектид;0;;;Ш4;4
1140;3395;30129;41356084;30122;21337773;2015-09-18 00:51:24;два раза изоляции?;0;;;А2;1
1141;3396;30130;-21337773;30122;21337773;2015-09-18 01:28:43;[id41356084|Константин], пардон, исправили;0;;;К1;1
1142;3397;30131;222933572;30122;21337773;2015-09-18 09:14:07;как всегда-полный тред либерастни понабежало ??;0;;;Щ3;4
1143;3398;30139;6914978;30122;21337773;2015-09-18 12:45:31;Вывода российской армии с Донбасса, если повезет, то и из Крыма.;0;;;Р4,С3;4
1144;3399;30142;222933572;30122;21337773;2015-09-18 13:22:52;[id6914978|Роман], вот с чего бы это мы вдруг нашу армию из нашего крыма должны выводить?стратегически важная территория,как ни крути ??;0;;;Ф3;4
1145;3400;30144;1078193;30122;21337773;2015-09-18 13:31:11;[id222933572|J-Rock], точно. Священная... как ее там... Херсонь. Ой, пардон. Корсунь.;0;;;Ш4;4
1146;3401;30145;222933572;30122;21337773;2015-09-18 13:32:37;[id1078193|Павел], священная?где ты хоть строчку про священность увидел?наркоман штоле? ??;0;;;Ф3;4
1147;3402;30146;1078193;30122;21337773;2015-09-18 13:34:47;[id222933572|J-Rock], так сам ПУТИН сказал. Видимо, наркоман - он.;0;;;Н4;4
1148;3403;30147;222933572;30122;21337773;2015-09-18 13:35:08;[id1078193|Павел], и чё?завтра путин скажет,что земля плоская и ты повторишь?;0;;;Ц3;4
1149;3404;30149;1078193;30122;21337773;2015-09-18 13:37:40;Путин скажет что Земля - плоская?! ЗАВТРА!?;0;;;Ц3;4
1150;3405;30150;222933572;30122;21337773;2015-09-18 13:38:32;[id1078193|Павел], а ты глупее,чем кажешься.хотя казалось бы, куда уж...удачи на просторах интернетов,кащенит ??;0;;;Л3;4
1151;3406;30152;6914978;30122;21337773;2015-09-18 15:06:25;[id222933572|J-Rock], потому что армия в Крыму тоже не законно ??;0;;;Т4;4
1152;3407;30153;222933572;30122;21337773;2015-09-18 15:07:05;[id6914978|Роман], нахождение армии РФ на территории РФ-незаконно?вот это повороооот;0;;;Ш3;4
1153;3408;30154;6914978;30122;21337773;2015-09-18 15:07:27;[id222933572|J-Rock], а официально это не территория РФ.;0;;;Б3;4
1154;3409;30156;222933572;30122;21337773;2015-09-18 15:09:58;[id6914978|Роман], да нам как-то насрать,если честно,на мнение со стороны руины.вот серьёзно.тут уже давно никого не интересует что там со стороны незалЭжной доносится =);0;;;Ф4,Л4;4
1155;3410;30157;6914978;30122;21337773;2015-09-18 15:11:52;[id222933572|J-Rock], да как-то не насрать если честно, санкции все равно ощутимо бьют и они совсем не со стороны Украины бьют и пока Путин оттуда не уйдет, они не снимутся.;0;;;М4;4
1156;3411;30158;222933572;30122;21337773;2015-09-18 15:13:11;[id6914978|Роман], я бы не сказал,что ощутимо.да,есть небольшие проблемы.но ежей тут никто не ест;0;;;Ф3;4
1157;3412;30159;6914978;30122;21337773;2015-09-18 15:14:02;[id222933572|J-Rock], ну так они и не на тебя направлены, а на Путина и его друганов, у которых в Европе виллы, дети, а они их навестить не могут даже.;0;;;Ф3;4
1158;3413;30160;222933572;30122;21337773;2015-09-18 15:15:22;[id6914978|Роман], ох лоооооол х ддддд то-то я смотрю сечин такой подавленный ходит х дддд это ж прям зрада зрадная.какие санкции-то меткие х дддддд;0;;;Ш4,С3;4
1159;3414;30161;222933572;30122;21337773;2015-09-18 15:15:36;[id6914978|Роман], остановись,человек-анекдот х ддддд;0;;;Н3;4
1160;3415;30162;6914978;30122;21337773;2015-09-18 15:16:55;[id222933572|J-Rock], ну вот Киселев уже чет приуныл, Кобздон тоже долго слезно умолял пустить ненадолго.;0;;;Н4;4
1161;3416;30163;222933572;30122;21337773;2015-09-18 15:18:44;[id6914978|Роман], и?это о чём должно говорить-то?о том,что скоро и путин прибежит в посольство сшп с просьбой дать визу?ох веееейт,против путина,медведева,шойгу,лаврова и т.д. санкции-то как раз и не ввели.так значит санкции на путина направлены,говоришь?;0;;;Ф3;4
1162;3417;30164;6914978;30122;21337773;2015-09-18 15:19:36;[id222933572|J-Rock], ?? http://vk.com/photo-21337773_382231047;0;;;Ш4;4
1163;3418;30165;222933572;30122;21337773;2015-09-18 15:28:52;[id6914978|Роман], ты серьёзно? http://vk.com/photo-21337773_382231791;0;;;А3;4
1164;3419;30166;6914978;30122;21337773;2015-09-18 15:30:39;[id222933572|J-Rock], нет конечно! Санкции не действуют, нам от санкций только лучше! Все по Киселеву! http://vk.com/photo-21337773_382231991;0;;;И4;4
1165;3420;30167;6914978;30122;21337773;2015-09-18 15:31:20;[id222933572|J-Rock], http://vk.com/photo-21337773_382232046;0;;;Ц4;4
1166;3421;30168;222933572;30122;21337773;2015-09-18 15:34:47;[id6914978|Роман], покажи мне,где я написал,что я рад санкциям и считаю,что они на благо экономике?;0;;;Ф3;4
