;Unnamed: 0;Id of comment.;Id of author of comment.;Id of post;Author of post;date;text;likes;Unnamed: 7;Unnamed: 9;Интент;Контент
800;4482;28078;267637762;28077;21337773;2015-08-05 00:10:32; одобряю, хватит покупать чужое , сформулировано так, что проголосовавший за это человек выглядит идиотом. вы опять проявили свою гаденькую либерально-тоталитарненькую сущность. как обычно.;0;;;Ч2;2
801;4483;28079;44580131;28077;21337773;2015-08-05 01:12:00;Ну как бы такие «патриоты Путина» и есть идиоты. Почему бы им не выглядеть идиотами?<br><br>Можно ещё промолчать про отца, который не покупает своим детям памперсы, носит отечественные часы и чья дочь ездит в Крым и Сочи, а не Францию. Но когда чиновник такое запрещает не своей семье, а всем русским — он опасный русофоб!;1;;;Щ4,Т4;2
802;4484;28080;206177829;28077;21337773;2015-08-05 06:40:39;Видимо у коммуняк это в крови уничтожать всех и вся.;0;;;Щ4;2
803;4485;28081;301050906;28077;21337773;2015-08-05 07:58:47;Почему бы не включить мозги, а с их помощью врубить сельское хозяйство на полную мощность и производить продовольствия на 1 миллиард человек, а не на 70 миллионов, как сейчас? http://vk.com/photo-21337773_376838042;2;;;Р4;2
804;4486;28082;253582836;28077;21337773;2015-08-05 08:57:05;[id301050906|Александр], спроси у Джастаса Уокера, он объяснит:);0;;;Ш3;3
805;4487;28087;301050906;28077;21337773;2015-08-05 09:58:04;[id253582836|Денис], слышали уже про бедного Йорика от принца датского.;0;;;Ш3;4
806;4488;28091;12173524;28077;21337773;2015-08-05 11:06:05;хотелось бы услышать объяснения в чём либерализм-тоталитаризм сущности данного опроса, да боюсь что автор комментария и сам не понял что сказал.;0;;;Ч3;4
807;4489;28092;267637762;28077;21337773;2015-08-05 11:14:20;[id12173524|Кирилл], понял. и понятно сформулировал. в данном опросе есть  правильные  ответы, и неправильный, неприличный, нерукопожатный ответ. сформулированный   так, что проголосовавший за это человек выглядит идиотом . если бы было что-то вроде- да, гос-во должно пытаться нанести максимально возможный ответный ущерб, что-нибудь такое, я бы не возмущался. но нет, оппонентам надо обязательно сообщить, что неприлично думать, как они. оппоненты правы быть не могут, они же не либеральные. мягонький такой либеральный фундаментализм. очень характерный.;0;;;Ф3,Ч4;3
808;4490;28093;12173524;28077;21337773;2015-08-05 11:21:37;[id267637762|Дмитрий], либерализм-тоталитаризм=неправильный, неприличный, нерукопожатный. ?? <br>Это всё, что нам нужно знать об искажении действительности у фэнов повышения тарифов!;0;;;Ц3;4
809;4491;28094;267637762;28077;21337773;2015-08-05 11:23:12;[id12173524|Кирилл], допустим, мы отменим контрсанкции. тарифы понизятся от этого?;0;;;И4;2
810;4492;28095;12173524;28077;21337773;2015-08-05 11:24:00;а где связь между контрсанкциями и тарифами?;0;;;А3;2
811;4493;28097;267637762;28077;21337773;2015-08-05 11:27:00;[id12173524|Кирилл], если связи нет, то при чем тут тогда фэны повышения тарифов и их когнитивные искажения? не понял вашу мысль.;0;;;П3;4
812;4494;28098;12173524;28077;21337773;2015-08-05 11:44:21;фэны повышения тарифов - это фэны путина. всего-то;0;;;И4;4
813;4495;28099;267637762;28077;21337773;2015-08-05 11:48:53;[id12173524|Кирилл], а можно не быть фэном путина, и при этом считать, что контрсанкции должны вводиться?;0;;;А3;3
814;4496;28100;12173524;28077;21337773;2015-08-05 11:49:39;идиотов всяких полно;0;;;Л3;4
